payment_record_id,payment_id,order_id,customer_id,payment_timestamp,payment_method,payment_status,payment_amount_local,local_currency,country_code,region_name,failure_reason,refund_flag,created_at,created_by
,PAY-202012-00000000000,ORD-202012-0000006231,CUST-0000209766,2020-12-21 19:54:27,Google Pay,Success,2083.59,JPY,JPN,Asia,,false,2020-12-21 19:54:27,grace.gonzales099@dataops.example.com
,PAY-202012-00000000001,ORD-202012-0000008095,CUST-0000207301,2020-12-30 19:10:18,Debit Card,Success,414.27,AED,ARE,Asia,,false,2020-12-30 19:10:18,jennifer.hudson020@analytics.example.com
,PAY-202012-00000000002,ORD-202012-0000004593,CUST-0000217364,2020-12-16 11:12:29,PayPal,Success,1784.23,AUD,AUS,Oceania,,false,2020-12-16 11:12:29,brandi.carter038@dataops.example.com
,PAY-202012-00000000003,ORD-202012-0000007152,CUST-0000222839,2020-12-05 15:40:19,Buy Now Pay Later,Success,1871.82,CAD,CAN,North America,,false,2020-12-05 15:40:19,taylor.cunningham023@commerce.example.com
,PAY-202012-00000000004,ORD-202012-0000001303,CUST-0000221559,2020-12-04 05:55:58,Bank Transfer,Success,3451.16,BRL,BRA,South America,,false,2020-12-04 05:55:58,jennifer.hudson020@analytics.example.com
,PAY-202012-00000000005,ORD-202012-0000006696,CUST-0000221037,2020-12-20 15:36:06,Gift Card,Success,3406.29,AED,ARE,Asia,,false,2020-12-20 15:36:06,brandi.carter038@dataops.example.com
,PAY-202012-00000000006,ORD-202012-0000002242,CUST-0000217585,2020-12-05 04:10:44,Google Pay,Success,2567.42,MXN,MEX,North America,,false,2020-12-05 04:10:44,andrea.cummings039@platform.example.com
,PAY-202012-00000000007,ORD-202012-0000004206,CUST-0000208346,2020-12-06 09:18:45,Google Pay,Success,1779.34,SGD,SGP,Asia,,false,2020-12-06 09:18:45,tina.williams074@commerce.example.com
,PAY-202012-00000000008,ORD-202012-0000000274,CUST-0000222799,2020-12-28 17:20:24,Bank Transfer,Success,2370.12,USD,USA,North America,,false,2020-12-28 17:20:24,micheal.hall064@dataops.example.com
,PAY-202012-00000000009,ORD-202012-0000000726,CUST-0000223163,2020-12-22 00:05:52,Apple Pay,Success,3292.37,INR,IND,Asia,,false,2020-12-22 00:05:52,james.proctor094@dataops.example.com
