customer_record_id,customer_id,first_name,last_name,gender,date_of_birth,age,age_group,email,country_name,country_code,region_name,sub_region_name,city,state_province,postal_code,currency_code,customer_segment,acquisition_channel,registration_date,customer_status,marketing_opt_in,effective_from,effective_to,is_current,source_system,created_at,updated_at,created_by
1479600,CUST-0001479600,Heather,Clark,Non-binary,1948-04-18,76,65+,heather.clark.1479600@hotmail.com,United States,USA,North America,Northern America,Davisside,California,04192,USD,Regular,Organic,2024-12-07,Active,true,2024-12-07 00:00:00,,true,CRM,2024-12-07 17:53:39,2024-12-07 14:19:17,tammy.smith009@platform.example.com
1479601,CUST-0001479601,Helen,Williams,Prefer not to say,1992-09-17,32,25-34,helen.williams.1479601@gmail.com,United Kingdom,GBR,Europe,Northern Europe,Lake Jessica,Rhode Island,74030,GBP,Occasional,Social,2024-12-19,Active,true,2024-12-19 00:00:00,,true,Marketplace,2024-12-19 03:37:54,2024-12-19 02:44:24,sandra.hunter036@platform.example.com
1479602,CUST-0001479602,Dana,Fernandez,Non-binary,2006-03-01,18,18-24,dana.fernandez.1479602@hotmail.com,United States,USA,North America,Northern America,Jamesstad,Maryland,30088,USD,Occasional,Organic,2024-12-23,Active,false,2024-12-23 00:00:00,,true,Mobile,2024-12-23 10:47:59,2024-12-23 13:33:30,peter.martinez098@platform.example.com
1479603,CUST-0001479603,Dennis,Reynolds,Prefer not to say,1953-04-25,71,65+,dennis.reynolds.1479603@yahoo.com,Germany,DEU,Europe,Western Europe,Malonechester,Alabama,30233,EUR,Occasional,Organic,2024-12-30,Active,true,2024-12-30 00:00:00,,true,Web,2024-12-30 06:05:20,2024-12-30 22:48:59,michael.brewer084@analytics.example.com
1479604,CUST-0001479604,Sara,Fleming,Prefer not to say,1949-08-27,75,65+,sara.fleming.1479604@yahoo.com,Singapore,SGP,Asia,South-eastern Asia,Harrismouth,Maryland,04099,SGD,Regular,Social,2024-12-15,Active,false,2024-12-15 00:00:00,,true,CRM,2024-12-15 02:00:24,2024-12-15 14:40:46,eric.rowe100@platform.example.com
1479605,CUST-0001479605,Jillian,Price,Prefer not to say,1992-06-07,32,25-34,jillian.price.1479605@yahoo.com,Canada,CAN,North America,Northern America,Yvonnemouth,New Jersey,11512,CAD,Premium,Social,2024-12-06,Active,false,2024-12-06 00:00:00,,true,Mobile,2024-12-06 12:41:00,2024-12-06 11:43:18,joseph.johnson049@dataops.example.com
1479606,CUST-0001479606,Mark,Duffy,Prefer not to say,1951-08-24,73,65+,mark.duffy.1479606@gmail.com,Netherlands,NLD,Europe,Western Europe,East Michelle,Missouri,74895,EUR,Regular,Organic,2024-12-07,Active,false,2024-12-07 00:00:00,,true,CRM,2024-12-07 22:28:25,2024-12-07 07:43:28,raymond.pineda079@platform.example.com
1479607,CUST-0001479607,Steven,Shaw,Male,1968-08-16,56,55-64,steven.shaw.1479607@yahoo.com,Australia,AUS,Oceania,Australia and New Zealand,West David,Alaska,57774,AUD,Premium,Organic,2024-12-24,Active,false,2024-12-24 00:00:00,,true,Mobile,2024-12-24 09:41:48,2024-12-24 14:51:30,eric.horton058@analytics.example.com
1479608,CUST-0001479608,Joel,Aguirre,Male,1985-06-14,39,35-44,joel.aguirre.1479608@hotmail.com,Netherlands,NLD,Europe,Western Europe,New Barbara,Maine,78373,EUR,Regular,Paid Search,2024-12-07,Active,true,2024-12-07 00:00:00,,true,CRM,2024-12-07 06:35:40,2024-12-07 12:48:32,renee.harvey080@dataops.example.com
1479609,CUST-0001479609,Luke,Lindsey,Male,1943-11-12,81,65+,luke.lindsey.1479609@hotmail.com,United States,USA,North America,Northern America,Teresaburgh,Louisiana,32034,USD,Occasional,Social,2024-12-17,Inactive,true,2024-12-17 00:00:00,,true,Mobile,2024-12-17 07:33:49,2024-12-17 22:58:02,crystal.smith022@platform.example.com
1479610,CUST-0001479610,Daniel,Frank,Non-binary,1941-08-16,83,65+,daniel.frank.1479610@gmail.com,Mexico,MEX,North America,Central America,Rodriguezborough,New Mexico,69342,MXN,Premium,Organic,2024-12-04,Active,true,2024-12-04 00:00:00,,true,Marketplace,2024-12-04 12:37:12,2024-12-04 06:41:48,jonathan.jimenez057@platform.example.com
1479611,CUST-0001479611,Molly,Garcia,Male,1948-08-03,76,65+,molly.garcia.1479611@gmail.com,United States,USA,North America,Northern America,Damonshire,Florida,75754,USD,Occasional,Organic,2024-12-10,Active,false,2024-12-10 00:00:00,,true,CRM,2024-12-10 00:30:22,2024-12-10 14:02:15,curtis.williams033@dataops.example.com
1479612,CUST-0001479612,Shannon,Green,Prefer not to say,1947-03-19,77,65+,shannon.green.1479612@hotmail.com,United Arab Emirates,ARE,Asia,Western Asia,Lake Michelle,Michigan,25084,AED,Regular,Direct,2024-12-13,Active,false,2024-12-13 00:00:00,,true,CRM,2024-12-13 17:35:18,2024-12-13 12:18:34,patrick.gonzalez035@dataops.example.com
1479613,CUST-0001479613,Karen,Clark,Prefer not to say,1970-12-07,54,45-54,karen.clark.1479613@hotmail.com,Spain,ESP,Europe,Southern Europe,Isaacview,Arizona,30502,EUR,Regular,Organic,2024-12-24,Active,true,2024-12-24 00:00:00,,true,Web,2024-12-24 20:29:03,2024-12-24 14:18:06,raymond.pineda079@platform.example.com
1479614,CUST-0001479614,Jennifer,Russell,Prefer not to say,1957-11-21,67,65+,jennifer.russell.1479614@yahoo.com,Spain,ESP,Europe,Southern Europe,Shelbyport,Mississippi,05924,EUR,New,Referral,2024-12-30,Active,false,2024-12-30 00:00:00,,true,Mobile,2024-12-30 09:09:13,2024-12-30 06:48:08,andrew.ellis102@analytics.example.com
1479615,CUST-0001479615,Kelly,Diaz,Non-binary,2005-06-17,19,18-24,kelly.diaz.1479615@yahoo.com,Canada,CAN,North America,Northern America,Jonview,Tennessee,79531,CAD,Regular,Email,2024-12-15,Active,true,2024-12-15 00:00:00,,true,Web,2024-12-15 21:08:05,2024-12-15 12:39:07,rebecca.white032@dataops.example.com
1479616,CUST-0001479616,Linda,Martin,Prefer not to say,1991-04-09,33,25-34,linda.martin.1479616@hotmail.com,France,FRA,Europe,Western Europe,Allenchester,South Carolina,99550,EUR,Regular,Organic,2024-12-30,Inactive,true,2024-12-30 00:00:00,,true,Mobile,2024-12-30 22:54:49,2024-12-30 11:39:30,jennifer.atkins003@platform.example.com
1479617,CUST-0001479617,Elizabeth,Nguyen,Male,1954-03-16,70,65+,elizabeth.nguyen.1479617@hotmail.com,Singapore,SGP,Asia,South-eastern Asia,South Tiffany,Montana,54081,SGD,Regular,Affiliate,2024-12-05,Active,false,2024-12-05 00:00:00,,true,CRM,2024-12-05 00:15:28,2024-12-05 07:19:11,kenneth.rodgers059@analytics.example.com
1479618,CUST-0001479618,David,Rodriguez,Prefer not to say,1988-07-01,36,35-44,david.rodriguez.1479618@yahoo.com,United Arab Emirates,ARE,Asia,Western Asia,South Davidhaven,Indiana,94131,AED,New,Email,2024-12-15,Active,false,2024-12-15 00:00:00,,true,Web,2024-12-15 22:04:58,2024-12-15 14:30:10,stephanie.miller092@analytics.example.com
1479619,CUST-0001479619,Dennis,Harrison,Male,1966-06-28,58,55-64,dennis.harrison.1479619@hotmail.com,Spain,ESP,Europe,Southern Europe,West Douglas,Pennsylvania,67531,EUR,Regular,Social,2024-12-19,Active,true,2024-12-19 00:00:00,,true,Mobile,2024-12-19 02:17:28,2024-12-19 13:48:48,joseph.johnson049@dataops.example.com
1479620,CUST-0001479620,Alfred,Graham,Male,1989-05-14,35,35-44,alfred.graham.1479620@yahoo.com,Spain,ESP,Europe,Southern Europe,Lucasview,Colorado,38777,EUR,Occasional,Social,2024-12-16,Active,false,2024-12-16 00:00:00,,true,Marketplace,2024-12-16 07:31:39,2024-12-16 11:00:43,micheal.hall064@dataops.example.com
1479621,CUST-0001479621,Olivia,Colon,Female,1945-07-07,79,65+,olivia.colon.1479621@yahoo.com,France,FRA,Europe,Western Europe,Port Danielberg,California,86180,EUR,Regular,Social,2024-12-26,Active,true,2024-12-26 00:00:00,,true,Mobile,2024-12-26 02:57:42,2024-12-26 05:59:13,grace.gonzales099@dataops.example.com
1479622,CUST-0001479622,Monica,Smith,Male,1987-04-09,37,35-44,monica.smith.1479622@gmail.com,Mexico,MEX,North America,Central America,Lake Emily,Montana,00964,MXN,Occasional,Organic,2024-12-30,Active,false,2024-12-30 00:00:00,,true,CRM,2024-12-30 05:43:37,2024-12-30 14:32:47,nicholas.wilson027@analytics.example.com
