geography_id,region_name,sub_region_name,country_name,country_code,currency_code,currency_name,currency_symbol,timezone,created_at,created_by
1,North America,Northern America,United States,USA,USD,US Dollar,$,Europe/Minsk,2022-09-27 14:23:32,michael.johnson061@platform.example.com
2,North America,Northern America,Canada,CAN,CAD,Canadian Dollar,C$,America/Guatemala,2022-09-18 20:36:34,yesenia.arnold040@platform.example.com
3,Europe,Northern Europe,United Kingdom,GBR,GBP,Pound Sterling,£,Europe/Malta,2022-09-20 04:45:49,megan.cunningham013@commerce.example.com
4,Europe,Western Europe,Germany,DEU,EUR,Euro,€,Europe/Vilnius,2022-09-06 05:51:09,megan.cunningham013@commerce.example.com
5,Europe,Western Europe,France,FRA,EUR,Euro,€,Asia/Rangoon,2022-09-12 12:21:02,susan.rice083@commerce.example.com
6,Europe,Southern Europe,Spain,ESP,EUR,Euro,€,Asia/Tbilisi,2022-09-20 09:45:58,jennifer.hudson020@analytics.example.com
7,Europe,Southern Europe,Italy,ITA,EUR,Euro,€,Pacific/Truk,2022-09-27 21:25:21,ashley.marks069@commerce.example.com
8,Europe,Western Europe,Netherlands,NLD,EUR,Euro,€,Europe/Chisinau,2022-09-23 04:52:19,timothy.cameron104@commerce.example.com
9,Oceania,Australia and New Zealand,Australia,AUS,AUD,Australian Dollar,A$,Asia/Riyadh,2022-09-04 04:08:49,stephen.clark001@analytics.example.com
10,Asia,Eastern Asia,Japan,JPN,JPY,Japanese Yen,¥,Atlantic/Cape_Verde,2022-09-25 16:35:38,timothy.cannon081@analytics.example.com
11,Asia,South-eastern Asia,Singapore,SGP,SGD,Singapore Dollar,S$,Africa/Kigali,2022-09-02 11:50:35,eric.mullen052@dataops.example.com
12,Asia,Southern Asia,India,IND,INR,Indian Rupee,₹,Africa/Douala,2022-09-07 12:28:07,joann.clark089@commerce.example.com
13,Asia,Western Asia,United Arab Emirates,ARE,AED,UAE Dirham,د.إ,Pacific/Apia,2022-09-08 22:05:56,timothy.cannon081@analytics.example.com
14,South America,South America,Brazil,BRA,BRL,Brazilian Real,R$,America/El_Salvador,2022-09-05 19:07:16,michael.johnson061@platform.example.com
15,North America,Central America,Mexico,MEX,MXN,Mexican Peso,MX$,Africa/Nouakchott,2022-09-06 13:52:50,kevin.mathews014@analytics.example.com
