payment_record_id,payment_id,order_id,customer_id,payment_timestamp,payment_method,payment_status,payment_amount_local,local_currency,country_code,region_name,failure_reason,refund_flag,created_at,created_by
,PAY-202209-00000000000,ORD-202209-0000005658,CUST-0000684052,2022-09-06 12:57:12,Google Pay,Success,392.3,JPY,JPN,Asia,,false,2022-09-06 12:57:12,peter.martinez098@platform.example.com
,PAY-202209-00000000001,ORD-202209-0000003425,CUST-0000674104,2022-09-04 01:56:53,Google Pay,Success,767.12,INR,IND,Asia,,false,2022-09-04 01:56:53,andrea.cummings039@platform.example.com
,PAY-202209-00000000002,ORD-202209-0000003465,CUST-0000675619,2022-09-03 00:26:23,Bank Transfer,Success,3407.48,EUR,DEU,Europe,,false,2022-09-03 00:26:23,joann.clark089@commerce.example.com
,PAY-202209-00000000003,ORD-202209-0000004586,CUST-0000681149,2022-09-14 03:44:03,PayPal,Success,1685.69,USD,USA,North America,,false,2022-09-14 03:44:03,jennifer.atkins003@platform.example.com
,PAY-202209-00000000004,ORD-202209-0000007414,CUST-0000678203,2022-09-02 19:02:21,Google Pay,Refunded,2107.61,EUR,ITA,Europe,,true,2022-09-02 19:02:21,joann.clark089@commerce.example.com
,PAY-202209-00000000005,ORD-202209-0000001525,CUST-0000681416,2022-09-03 01:33:36,Gift Card,Success,1141.23,CAD,CAN,North America,,false,2022-09-03 01:33:36,david.cabrera119@dataops.example.com
,PAY-202209-00000000006,ORD-202209-0000004589,CUST-0000681947,2022-09-27 08:56:06,Debit Card,Pending,3217.41,BRL,BRA,South America,,false,2022-09-27 08:56:06,david.cabrera119@dataops.example.com
,PAY-202209-00000000007,ORD-202209-0000003193,CUST-0000671065,2022-09-05 21:58:11,Bank Transfer,Success,2790.57,GBP,GBR,Europe,,false,2022-09-05 21:58:11,andrew.ellis102@analytics.example.com
,PAY-202209-00000000008,ORD-202209-0000006930,CUST-0000685591,2022-09-28 04:05:14,Apple Pay,Success,2734.11,AUD,AUS,Oceania,,false,2022-09-28 04:05:14,john.mullins109@commerce.example.com
,PAY-202209-00000000009,ORD-202209-0000004557,CUST-0000678901,2022-09-13 18:59:15,Buy Now Pay Later,Failed,3364.75,USD,USA,North America,Insufficient funds,false,2022-09-13 18:59:15,tiffany.freeman101@analytics.example.com
,PAY-202209-00000000010,ORD-202209-0000001524,CUST-0000690056,2022-09-07 08:32:38,Bank Transfer,Success,2716.74,MXN,MEX,North America,,false,2022-09-07 08:32:38,sylvia.diaz107@dataops.example.com
,PAY-202209-00000000011,ORD-202209-0000005310,CUST-0000676406,2022-09-13 08:30:40,Bank Transfer,Success,2509.6,EUR,NLD,Europe,,false,2022-09-13 08:30:40,michael.johnson061@platform.example.com
,PAY-202209-00000000012,ORD-202209-0000007291,CUST-0000672291,2022-09-21 00:18:58,Bank Transfer,Success,2944.67,AED,ARE,Asia,,false,2022-09-21 00:18:58,taylor.cunningham023@commerce.example.com
,PAY-202209-00000000013,ORD-202209-0000001708,CUST-0000675406,2022-09-20 07:27:29,Apple Pay,Success,520.25,USD,USA,North America,,false,2022-09-20 07:27:29,jennifer.atkins003@platform.example.com
,PAY-202209-00000000014,ORD-202209-0000002276,CUST-0000673531,2022-09-18 05:31:41,Gift Card,Success,2222.78,AUD,AUS,Oceania,,false,2022-09-18 05:31:41,sylvia.diaz107@dataops.example.com
,PAY-202209-00000000015,ORD-202209-0000001294,CUST-0000687949,2022-09-07 21:45:47,Paytm,Failed,2507.76,USD,USA,North America,Network timeout,false,2022-09-07 21:45:47,victor.palmer071@platform.example.com
,PAY-202209-00000000016,ORD-202209-0000002993,CUST-0000694029,2022-09-13 09:11:51,Apple Pay,Pending,1759.93,CAD,CAN,North America,,false,2022-09-13 09:11:51,tiffany.freeman101@analytics.example.com
,PAY-202209-00000000017,ORD-202209-0000007499,CUST-0000681780,2022-09-21 09:12:53,Apple Pay,Success,2179.21,USD,USA,North America,,false,2022-09-21 09:12:53,yesenia.arnold040@platform.example.com
,PAY-202209-00000000018,ORD-202209-0000005821,CUST-0000684658,2022-09-29 21:33:44,Bank Transfer,Pending,427.56,EUR,ITA,Europe,,false,2022-09-29 21:33:44,eric.mullen052@dataops.example.com
,PAY-202209-00000000019,ORD-202209-0000006591,CUST-0000675735,2022-09-05 00:50:34,PayPal,Success,423.79,USD,USA,North America,,false,2022-09-05 00:50:34,taylor.cunningham023@commerce.example.com
,PAY-202209-00000000020,ORD-202209-0000001212,CUST-0000670646,2022-09-18 02:28:46,Credit Card,Success,958.1,EUR,ITA,Europe,,false,2022-09-18 02:28:46,christine.carter078@commerce.example.com
,PAY-202209-00000000021,ORD-202209-0000001346,CUST-0000678046,2022-09-28 21:53:08,Buy Now Pay Later,Success,524.45,USD,USA,North America,,false,2022-09-28 21:53:08,brandi.carter038@dataops.example.com
,PAY-202209-00000000022,ORD-202209-0000007398,CUST-0000681309,2022-09-09 06:57:23,PayPal,Success,374.58,MXN,MEX,North America,,false,2022-09-09 06:57:23,adam.gordon030@commerce.example.com
,PAY-202209-00000000023,ORD-202209-0000000459,CUST-0000680428,2022-09-04 16:14:52,Credit Card,Success,2104.62,INR,IND,Asia,,false,2022-09-04 16:14:52,brandi.carter038@dataops.example.com
,PAY-202209-00000000024,ORD-202209-0000006974,CUST-0000686404,2022-09-19 16:44:12,PayPal,Success,2440.32,USD,USA,North America,,false,2022-09-19 16:44:12,susan.rice083@commerce.example.com
,PAY-202209-00000000025,ORD-202209-0000006147,CUST-0000672596,2022-09-19 22:20:16,PayPal,Success,3336.74,EUR,FRA,Europe,,false,2022-09-19 22:20:16,kevin.mathews014@analytics.example.com
,PAY-202209-00000000026,ORD-202209-0000001600,CUST-0000687846,2022-09-03 06:20:57,Gift Card,Success,178.5,EUR,ESP,Europe,,false,2022-09-03 06:20:57,eric.mullen052@dataops.example.com
,PAY-202209-00000000027,ORD-202209-0000006730,CUST-0000690653,2022-09-04 23:39:56,Paytm,Success,3394.18,CAD,CAN,North America,,false,2022-09-04 23:39:56,victoria.medina044@dataops.example.com
,PAY-202209-00000000028,ORD-202209-0000000495,CUST-0000690785,2022-09-06 21:15:32,Buy Now Pay Later,Success,3253.52,AUD,AUS,Oceania,,false,2022-09-06 21:15:32,victoria.medina044@dataops.example.com
,PAY-202209-00000000029,ORD-202209-0000002280,CUST-0000683910,2022-09-16 02:25:52,Credit Card,Success,479.16,EUR,DEU,Europe,,false,2022-09-16 02:25:52,taylor.cunningham023@commerce.example.com
,PAY-202209-00000000030,ORD-202209-0000004946,CUST-0000685238,2022-09-13 07:27:27,Apple Pay,Success,2617.88,SGD,SGP,Asia,,false,2022-09-13 07:27:27,renee.harvey080@dataops.example.com
,PAY-202209-00000000031,ORD-202209-0000006035,CUST-0000690656,2022-09-01 23:27:47,Debit Card,Success,3321.63,JPY,JPN,Asia,,false,2022-09-01 23:27:47,shawn.baxter004@dataops.example.com
,PAY-202209-00000000032,ORD-202209-0000001713,CUST-0000687934,2022-09-15 16:39:57,Apple Pay,Success,1733.62,BRL,BRA,South America,,false,2022-09-15 16:39:57,andrew.ellis102@analytics.example.com
,PAY-202209-00000000033,ORD-202209-0000000576,CUST-0000683731,2022-09-04 16:21:41,Phonepe,Success,2043.75,AUD,AUS,Oceania,,false,2022-09-04 16:21:41,megan.cunningham013@commerce.example.com
,PAY-202209-00000000034,ORD-202209-0000004842,CUST-0000681778,2022-09-23 19:22:20,Credit Card,Success,1490.26,EUR,DEU,Europe,,false,2022-09-23 19:22:20,michael.berger060@platform.example.com
,PAY-202209-00000000035,ORD-202209-0000001763,CUST-0000694358,2022-09-25 18:08:13,Credit Card,Success,1719.18,MXN,MEX,North America,,false,2022-09-25 18:08:13,lisa.kim091@platform.example.com
,PAY-202209-00000000036,ORD-202209-0000005079,CUST-0000674706,2022-09-22 02:45:45,Google Pay,Refunded,159.04,AUD,AUS,Oceania,,true,2022-09-22 02:45:45,megan.cunningham013@commerce.example.com
,PAY-202209-00000000037,ORD-202209-0000007047,CUST-0000683419,2022-09-03 21:46:50,Apple Pay,Success,365.67,EUR,ESP,Europe,,false,2022-09-03 21:46:50,tina.williams074@commerce.example.com
,PAY-202209-00000000038,ORD-202209-0000004381,CUST-0000674426,2022-09-24 10:57:05,Paytm,Success,1578.83,EUR,DEU,Europe,,false,2022-09-24 10:57:05,megan.cunningham013@commerce.example.com
,PAY-202209-00000000039,ORD-202209-0000006119,CUST-0000673339,2022-09-24 11:01:42,Paytm,Success,3129.6,AUD,AUS,Oceania,,false,2022-09-24 11:01:42,tina.williams074@commerce.example.com
,PAY-202209-00000000040,ORD-202209-0000004140,CUST-0000686214,2022-09-23 08:28:38,Paytm,Success,2161.22,EUR,DEU,Europe,,false,2022-09-23 08:28:38,adam.gordon030@commerce.example.com
,PAY-202209-00000000041,ORD-202209-0000000090,CUST-0000670929,2022-09-03 07:31:19,Apple Pay,Success,643.42,USD,USA,North America,,false,2022-09-03 07:31:19,andrew.ellis102@analytics.example.com
,PAY-202209-00000000042,ORD-202209-0000007455,CUST-0000678601,2022-09-08 10:29:56,Gift Card,Pending,140.38,INR,IND,Asia,,false,2022-09-08 10:29:56,taylor.cunningham023@commerce.example.com
,PAY-202209-00000000043,ORD-202209-0000006406,CUST-0000675904,2022-09-26 01:18:59,Buy Now Pay Later,Success,631.55,AUD,AUS,Oceania,,false,2022-09-26 01:18:59,michael.berger060@platform.example.com
,PAY-202209-00000000044,ORD-202209-0000003108,CUST-0000673878,2022-09-02 01:41:53,Phonepe,Pending,1167.29,BRL,BRA,South America,,false,2022-09-02 01:41:53,katelyn.pitts017@commerce.example.com
,PAY-202209-00000000045,ORD-202209-0000002430,CUST-0000689555,2022-09-16 18:45:11,Paytm,Success,105.79,CAD,CAN,North America,,false,2022-09-16 18:45:11,kelsey.taylor010@platform.example.com
,PAY-202209-00000000046,ORD-202209-0000000727,CUST-0000689082,2022-09-18 00:25:17,Debit Card,Success,2143.27,EUR,DEU,Europe,,false,2022-09-18 00:25:17,john.mullins109@commerce.example.com
,PAY-202209-00000000047,ORD-202209-0000005681,CUST-0000681646,2022-09-04 17:50:17,Google Pay,Success,3455.47,EUR,DEU,Europe,,false,2022-09-04 17:50:17,michael.johnson061@platform.example.com
,PAY-202209-00000000048,ORD-202209-0000002904,CUST-0000692860,2022-09-15 22:14:34,Debit Card,Success,1489.04,AED,ARE,Asia,,false,2022-09-15 22:14:34,john.mullins109@commerce.example.com
,PAY-202209-00000000049,ORD-202209-0000007007,CUST-0000692455,2022-09-09 21:25:58,Gift Card,Success,2985.78,AUD,AUS,Oceania,,false,2022-09-09 21:25:58,christine.johnson056@commerce.example.com
,PAY-202209-00000000050,ORD-202209-0000004773,CUST-0000686006,2022-09-07 14:07:51,Google Pay,Success,1399.39,BRL,BRA,South America,,false,2022-09-07 14:07:51,jeffery.miller012@commerce.example.com
,PAY-202209-00000000051,ORD-202209-0000001588,CUST-0000686218,2022-09-05 11:58:15,Bank Transfer,Refunded,1615.36,AUD,AUS,Oceania,,true,2022-09-05 11:58:15,timothy.cannon081@analytics.example.com
,PAY-202209-00000000052,ORD-202209-0000001216,CUST-0000694129,2022-09-08 10:20:09,Buy Now Pay Later,Success,1293.71,SGD,SGP,Asia,,false,2022-09-08 10:20:09,michelle.sims041@analytics.example.com
,PAY-202209-00000000053,ORD-202209-0000007437,CUST-0000674816,2022-09-23 00:56:45,Paytm,Success,633.71,BRL,BRA,South America,,false,2022-09-23 00:56:45,timothy.cameron104@commerce.example.com
,PAY-202209-00000000054,ORD-202209-0000000345,CUST-0000683007,2022-09-22 21:15:40,Phonepe,Success,3344.26,JPY,JPN,Asia,,false,2022-09-22 21:15:40,micheal.chen050@dataops.example.com
,PAY-202209-00000000055,ORD-202209-0000005867,CUST-0000689731,2022-09-25 18:51:04,Credit Card,Success,2341.55,INR,IND,Asia,,false,2022-09-25 18:51:04,michael.johnson061@platform.example.com
,PAY-202209-00000000056,ORD-202209-0000004626,CUST-0000688747,2022-09-09 06:30:33,Bank Transfer,Success,154.07,AED,ARE,Asia,,false,2022-09-09 06:30:33,megan.cunningham013@commerce.example.com
,PAY-202209-00000000057,ORD-202209-0000000735,CUST-0000674019,2022-09-15 07:17:53,Credit Card,Success,944.22,INR,IND,Asia,,false,2022-09-15 07:17:53,christine.johnson056@commerce.example.com
,PAY-202209-00000000058,ORD-202209-0000001378,CUST-0000677992,2022-09-17 16:28:25,Paytm,Success,1711.26,MXN,MEX,North America,,false,2022-09-17 16:28:25,andrea.cummings039@platform.example.com
,PAY-202209-00000000059,ORD-202209-0000003447,CUST-0000683991,2022-09-12 02:32:33,Apple Pay,Success,3317.06,MXN,MEX,North America,,false,2022-09-12 02:32:33,victoria.medina044@dataops.example.com
,PAY-202209-00000000060,ORD-202209-0000005645,CUST-0000689757,2022-09-05 00:19:43,PayPal,Success,2306.66,EUR,ITA,Europe,,false,2022-09-05 00:19:43,stephen.daniels076@commerce.example.com
,PAY-202209-00000000061,ORD-202209-0000005468,CUST-0000674817,2022-09-14 11:50:37,Google Pay,Success,3124.02,JPY,JPN,Asia,,false,2022-09-14 11:50:37,jason.franklin045@dataops.example.com
,PAY-202209-00000000062,ORD-202209-0000003166,CUST-0000692816,2022-09-05 05:52:44,Buy Now Pay Later,Success,476.66,GBP,GBR,Europe,,false,2022-09-05 05:52:44,victor.palmer071@platform.example.com
,PAY-202209-00000000063,ORD-202209-0000000358,CUST-0000690140,2022-09-13 05:46:29,Bank Transfer,Success,171.02,JPY,JPN,Asia,,false,2022-09-13 05:46:29,timothy.cannon081@analytics.example.com
,PAY-202209-00000000064,ORD-202209-0000005930,CUST-0000685184,2022-09-05 07:07:58,Bank Transfer,Success,21.86,EUR,DEU,Europe,,false,2022-09-05 07:07:58,timothy.cameron104@commerce.example.com
,PAY-202209-00000000065,ORD-202209-0000000759,CUST-0000681042,2022-09-19 14:58:23,Debit Card,Success,2466.61,EUR,ITA,Europe,,false,2022-09-19 14:58:23,lisa.kim091@platform.example.com
,PAY-202209-00000000066,ORD-202209-0000004485,CUST-0000678366,2022-09-29 21:15:19,Google Pay,Success,1357.68,CAD,CAN,North America,,false,2022-09-29 21:15:19,ashley.marks069@commerce.example.com
,PAY-202209-00000000067,ORD-202209-0000003867,CUST-0000694279,2022-09-10 18:04:01,Paytm,Success,739.28,EUR,ITA,Europe,,false,2022-09-10 18:04:01,kristen.bailey110@analytics.example.com
,PAY-202209-00000000068,ORD-202209-0000004312,CUST-0000692100,2022-09-27 22:43:02,Paytm,Success,2766.89,JPY,JPN,Asia,,false,2022-09-27 22:43:02,alyssa.richards002@commerce.example.com
,PAY-202209-00000000069,ORD-202209-0000002801,CUST-0000688324,2022-09-21 19:40:43,Bank Transfer,Success,1209.48,GBP,GBR,Europe,,false,2022-09-21 19:40:43,kristen.bailey110@analytics.example.com
,PAY-202209-00000000070,ORD-202209-0000002107,CUST-0000683972,2022-09-30 07:46:05,Google Pay,Success,1482.57,CAD,CAN,North America,,false,2022-09-30 07:46:05,joann.clark089@commerce.example.com
,PAY-202209-00000000071,ORD-202209-0000004156,CUST-0000670261,2022-09-25 17:07:01,Credit Card,Success,766.8,EUR,FRA,Europe,,false,2022-09-25 17:07:01,grace.gonzales099@dataops.example.com
,PAY-202209-00000000072,ORD-202209-0000004744,CUST-0000682562,2022-09-01 05:58:07,Bank Transfer,Success,290.27,EUR,DEU,Europe,,false,2022-09-01 05:58:07,michael.johnson061@platform.example.com
,PAY-202209-00000000073,ORD-202209-0000003566,CUST-0000671617,2022-09-14 19:02:26,Debit Card,Success,992.34,EUR,ESP,Europe,,false,2022-09-14 19:02:26,shawn.baxter004@dataops.example.com
,PAY-202209-00000000074,ORD-202209-0000006303,CUST-0000686109,2022-09-30 01:51:50,Bank Transfer,Success,1091.84,SGD,SGP,Asia,,false,2022-09-30 01:51:50,stephen.clark001@analytics.example.com
,PAY-202209-00000000075,ORD-202209-0000001270,CUST-0000689650,2022-09-18 16:34:19,Credit Card,Pending,1673.49,EUR,FRA,Europe,,false,2022-09-18 16:34:19,yesenia.arnold040@platform.example.com
,PAY-202209-00000000076,ORD-202209-0000001607,CUST-0000677570,2022-09-09 23:28:29,Credit Card,Success,2478.75,EUR,ITA,Europe,,false,2022-09-09 23:28:29,peter.martinez098@platform.example.com
,PAY-202209-00000000077,ORD-202209-0000002486,CUST-0000680741,2022-09-07 13:14:41,Gift Card,Success,51.78,EUR,ITA,Europe,,false,2022-09-07 13:14:41,michelle.sims041@analytics.example.com
,PAY-202209-00000000078,ORD-202209-0000007695,CUST-0000690781,2022-09-11 03:18:50,Apple Pay,Success,3167.04,EUR,ITA,Europe,,false,2022-09-11 03:18:50,shawn.baxter004@dataops.example.com
