session_record_id,session_id,customer_id,session_start,session_end,session_duration_seconds,country_name,country_code,region_name,currency_code,platform,device_type,operating_system,browser,traffic_source,traffic_medium,campaign_id,landing_page,exit_page,is_new_customer,is_new_session,created_at,created_by
,SES-202408-0000000000,CUST-0001360483,2024-08-22 00:01:11,2024-08-22 00:02:21,70,United Kingdom,GBR,Europe,GBP,Mobile Web,Mobile,Android,Edge,Direct,organic,CAMP-2024-0023,/offers,/product,true,true,2024-08-22 00:01:11,shawn.baxter004@dataops.example.com
,SES-202408-0000000001,CUST-0001352754,2024-08-09 12:19:05,2024-08-09 12:23:18,253,India,IND,Asia,INR,Web,Tablet,macOS,Edge,YouTube,organic,,/search,/home,false,true,2024-08-09 12:19:05,maria.ashley046@analytics.example.com
,SES-202408-0000000002,CUST-0001337054,2024-08-03 17:57:09,2024-08-03 17:57:42,33,Mexico,MEX,North America,MXN,Mobile Web,Desktop,macOS,Chrome,Email,affiliate,CAMP-2024-0010,/sale,/product,true,true,2024-08-03 17:57:09,jillian.russo115@commerce.example.com
,SES-202408-0000000003,CUST-0001348799,2024-08-05 13:11:39,2024-08-05 13:13:54,135,Singapore,SGP,Asia,SGD,Web,Desktop,iOS,Samsung Internet,Instagram,organic,,/home,/checkout,false,true,2024-08-05 13:11:39,david.cabrera119@dataops.example.com
,SES-202408-0000000004,CUST-0001341708,2024-08-12 08:47:02,2024-08-12 08:51:49,287,France,FRA,Europe,EUR,iOS,Laptop,Android,Edge,TikTok,referral,CAMP-2024-0005,/category,/cart,false,true,2024-08-12 08:47:02,christopher.reed095@commerce.example.com
,SES-202408-0000000005,CUST-0001338660,2024-08-12 06:29:02,2024-08-12 06:31:30,148,France,FRA,Europe,EUR,Web,Mobile,ChromeOS,Firefox,Organic,cpc,,/product,/home,false,true,2024-08-12 06:29:02,tammy.smith009@platform.example.com
,SES-202408-0000000006,CUST-0001360459,2024-08-02 06:05:58,2024-08-02 06:06:49,51,Italy,ITA,Europe,EUR,Android,Desktop,Linux,Chrome,Direct,cpc,CAMP-2024-0007,/home,/search,false,true,2024-08-02 06:05:58,grace.gonzales099@dataops.example.com
,SES-202408-0000000007,CUST-0001333886,2024-08-18 00:37:30,2024-08-18 00:48:11,641,Netherlands,NLD,Europe,EUR,Web,Mobile,Windows,Samsung Internet,Direct,referral,CAMP-2024-0016,/offers,/home,false,true,2024-08-18 00:37:30,jennifer.yu037@dataops.example.com
,SES-202408-0000000008,CUST-0001343485,2024-08-25 02:32:25,2024-08-25 02:34:23,118,Netherlands,NLD,Europe,EUR,iOS,Mobile,ChromeOS,Firefox,Direct,affiliate,CAMP-2024-0034,/sale,/home,false,true,2024-08-25 02:32:25,sandra.hunter036@platform.example.com
,SES-202408-0000000009,CUST-0001343586,2024-08-07 06:42:53,2024-08-07 06:45:16,143,Brazil,BRA,South America,BRL,Web,Desktop,macOS,Firefox,Bing,direct,CAMP-2024-0021,/product,/cart,false,false,2024-08-07 06:42:53,christopher.reed095@commerce.example.com
,SES-202408-0000000010,CUST-0001335565,2024-08-31 13:18:46,2024-08-31 13:21:09,143,Spain,ESP,Europe,EUR,Web,Mobile,Android,Samsung Internet,Google,referral,CAMP-2024-0034,/home,/checkout,false,true,2024-08-31 13:18:46,kelsey.taylor010@platform.example.com
,SES-202408-0000000011,CUST-0001350880,2024-08-13 18:51:07,2024-08-13 18:53:16,129,United Arab Emirates,ARE,Asia,AED,Web,Desktop,macOS,Edge,Google,referral,CAMP-2024-0035,/category,/checkout,false,true,2024-08-13 18:51:07,oscar.owens072@analytics.example.com
,SES-202408-0000000012,CUST-0001363195,2024-08-29 16:39:32,2024-08-29 16:41:23,111,Italy,ITA,Europe,EUR,Web,Tablet,Windows,Firefox,Google,organic,CAMP-2024-0007,/offers,/product,true,false,2024-08-29 16:39:32,stephen.jordan063@commerce.example.com
,SES-202408-0000000013,CUST-0001353660,2024-08-08 15:04:18,2024-08-08 15:14:34,616,Germany,DEU,Europe,EUR,Android,Laptop,ChromeOS,Samsung Internet,Email,cpc,CAMP-2024-0016,/home,/home,false,true,2024-08-08 15:04:18,michael.johnson061@platform.example.com
,SES-202408-0000000014,CUST-0001360457,2024-08-20 01:42:56,2024-08-20 01:50:08,432,Mexico,MEX,North America,MXN,Web,Laptop,Linux,Safari,Email,organic,CAMP-2024-0035,/sale,/checkout,true,false,2024-08-20 01:42:56,brittany.rose019@commerce.example.com
,SES-202408-0000000015,CUST-0001347576,2024-08-26 12:14:15,2024-08-26 12:16:15,120,United Kingdom,GBR,Europe,GBP,Web,Tablet,macOS,Edge,Google,direct,,/search,/product,true,true,2024-08-26 12:14:15,jennifer.erickson018@platform.example.com
,SES-202408-0000000016,CUST-0001344216,2024-08-26 22:04:34,2024-08-26 22:07:46,192,United States,USA,North America,USD,Web,Mobile,Android,Firefox,Facebook,social,CAMP-2024-0022,/product,/checkout,true,true,2024-08-26 22:04:34,yolanda.vasquez005@platform.example.com
,SES-202408-0000000017,CUST-0001333982,2024-08-17 21:14:38,2024-08-17 21:16:18,100,Canada,CAN,North America,CAD,Android,Mobile,ChromeOS,Chrome,Google,email,,/offers,/checkout,false,true,2024-08-17 21:14:38,dominic.hodges075@platform.example.com
,SES-202408-0000000018,CUST-0001362431,2024-08-11 05:53:09,2024-08-11 05:54:34,85,Netherlands,NLD,Europe,EUR,iOS,Desktop,macOS,Samsung Internet,YouTube,cpc,,/product,/product,false,true,2024-08-11 05:53:09,joseph.johnson049@dataops.example.com
,SES-202408-0000000019,CUST-0001351298,2024-08-24 00:03:47,2024-08-24 00:05:53,126,India,IND,Asia,INR,iOS,Mobile,Android,Chrome,Organic,referral,CAMP-2024-0020,/product,/checkout,false,true,2024-08-24 00:03:47,maria.ashley046@analytics.example.com
,SES-202408-0000000020,CUST-0001361714,2024-08-09 20:12:06,2024-08-09 20:14:15,129,Mexico,MEX,North America,MXN,Web,Laptop,Android,Chrome,Facebook,email,,/offers,/cart,false,false,2024-08-09 20:12:06,richard.bradshaw051@platform.example.com
,SES-202408-0000000021,CUST-0001352921,2024-08-02 16:57:45,2024-08-02 16:59:37,112,Netherlands,NLD,Europe,EUR,Web,Laptop,Linux,Safari,Bing,cpc,CAMP-2024-0019,/search,/search,false,true,2024-08-02 16:57:45,ryan.steele043@commerce.example.com
,SES-202408-0000000022,CUST-0001348208,2024-08-16 21:33:43,2024-08-16 21:35:21,98,Canada,CAN,North America,CAD,Web,Desktop,Windows,Edge,Google,affiliate,,/sale,/cart,false,false,2024-08-16 21:33:43,grace.gonzales099@dataops.example.com
,SES-202408-0000000023,CUST-0001344949,2024-08-17 11:39:24,2024-08-17 11:43:17,233,India,IND,Asia,INR,iOS,Laptop,Windows,Chrome,YouTube,referral,,/category,/cart,false,true,2024-08-17 11:39:24,chelsea.patel065@commerce.example.com
,SES-202408-0000000024,CUST-0001344840,2024-08-28 16:59:40,2024-08-28 17:01:46,126,France,FRA,Europe,EUR,Android,Mobile,Android,Edge,Google,email,,/search,/checkout,false,false,2024-08-28 16:59:40,rachel.hall062@platform.example.com
,SES-202408-0000000025,CUST-0001334112,2024-08-09 19:37:54,2024-08-09 19:49:42,708,United States,USA,North America,USD,Web,Laptop,Windows,Safari,TikTok,cpc,CAMP-2024-0009,/search,/home,false,false,2024-08-09 19:37:54,jennifer.yu037@dataops.example.com
