order_record_id,order_id,customer_id,session_id,order_timestamp,order_status,country_name,country_code,region_name,local_currency,subtotal_local,discount_local,shipping_local,tax_local,total_amount_local,payment_method,shipping_method,warehouse_id,estimated_delivery_date,actual_delivery_date,cancellation_date,return_flag,refund_amount_local,source_system,created_at,updated_at,created_by
,ORD-202210-0000000000,CUST-0000710454,SES-202210-0000016195,2022-10-21 21:14:45,Cancelled,Canada,CAN,North America,CAD,2498.12,342.26,19.76,98.21,2273.83,Credit Card,Pickup,WH-00169,2022-11-01,,2022-10-23 09:14:45,false,0,Web,2022-10-21 21:14:45,2022-10-21 21:28:45,kevin.mathews014@analytics.example.com
,ORD-202210-0000000001,CUST-0000696999,SES-202210-0000022775,2022-10-12 22:02:37,Completed,Australia,AUS,Oceania,AUD,52.03,7.08,35.82,5.1,85.87,Credit Card,Pickup,WH-00139,2022-10-14,2022-10-14,,false,0,Marketplace,2022-10-12 22:02:37,2022-10-12 22:47:37,joann.clark089@commerce.example.com
,ORD-202210-0000000002,CUST-0000704009,SES-202210-0000019186,2022-10-09 08:41:55,Completed,Spain,ESP,Europe,EUR,2012.25,483.62,43.04,102.61,1674.28,Bank Transfer,Standard,WH-00001,2022-10-15,2022-10-15,,false,0,Marketplace,2022-10-09 08:41:55,2022-10-09 10:43:55,jimmy.washington028@commerce.example.com
,ORD-202210-0000000003,CUST-0000713279,SES-202210-0000024929,2022-10-04 21:10:56,Completed,Netherlands,NLD,Europe,EUR,1872.86,3.57,17.87,345.15,2232.31,Apple Pay,Same Day,WH-00059,2022-10-15,2022-10-15,,false,0,Marketplace,2022-10-04 21:10:56,2022-10-04 21:31:56,peter.martinez098@platform.example.com
,ORD-202210-0000000004,CUST-0000697973,SES-202210-0000013023,2022-10-02 03:27:12,Completed,Spain,ESP,Europe,EUR,1341.47,112.48,41.05,277.29,1547.33,Google Pay,Same Day,WH-00186,2022-10-12,2022-10-12,,false,0,Web,2022-10-02 03:27:12,2022-10-02 05:01:12,andrew.ellis102@analytics.example.com
,ORD-202210-0000000005,CUST-0000705606,SES-202210-0000020475,2022-10-28 07:54:44,Completed,United States,USA,North America,USD,245.2,29.11,18.91,32.8,267.8,Gift Card,Pickup,WH-00205,2022-11-01,2022-11-01,,false,0,Marketplace,2022-10-28 07:54:44,2022-10-28 09:29:44,jimmy.washington028@commerce.example.com
,ORD-202210-0000000006,CUST-0000696540,SES-202210-0000017813,2022-10-03 14:22:21,Completed,Canada,CAN,North America,CAD,2002.74,408.18,3.4,161.95,1759.91,Google Pay,Express,WH-00184,2022-10-12,2022-10-12,,false,0,Marketplace,2022-10-03 14:22:21,2022-10-03 14:26:21,jennifer.hudson020@analytics.example.com
,ORD-202210-0000000007,CUST-0000717453,SES-202210-0000023782,2022-10-02 08:29:10,Cancelled,Italy,ITA,Europe,EUR,2900.2,644.45,3.81,450.31,2709.87,Buy Now Pay Later,Standard,WH-00023,2022-10-05,,2022-10-05 08:29:10,false,0,Mobile,2022-10-02 08:29:10,2022-10-02 08:38:10,david.cabrera119@dataops.example.com
,ORD-202210-0000000008,CUST-0000695660,SES-202210-0000013576,2022-10-04 04:42:00,Cancelled,Germany,DEU,Europe,EUR,1364.24,158.61,41.9,105.8,1353.33,Paytm,Pickup,WH-00047,2022-10-15,,2022-10-05 11:42:00,false,0,Web,2022-10-04 04:42:00,2022-10-04 06:53:00,maria.ashley046@analytics.example.com
,ORD-202210-0000000009,CUST-0000707778,SES-202210-0000003253,2022-10-05 12:47:28,Completed,France,FRA,Europe,EUR,2820.61,14.53,8.89,322.41,3137.38,Phonepe,Economy,WH-00112,2022-10-11,2022-10-11,,false,0,POS,2022-10-05 12:47:28,2022-10-05 13:48:28,adam.gordon030@commerce.example.com
,ORD-202210-0000000010,CUST-0000697547,SES-202210-0000023084,2022-10-21 03:55:56,Completed,France,FRA,Europe,EUR,1433.73,355.53,15.53,256.52,1350.25,Buy Now Pay Later,Pickup,WH-00016,2022-11-01,2022-11-01,,false,0,Marketplace,2022-10-21 03:55:56,2022-10-21 06:12:56,katelyn.pitts017@commerce.example.com
,ORD-202210-0000000011,CUST-0000704432,SES-202210-0000023343,2022-10-04 19:48:50,Completed,Japan,JPN,Asia,JPY,2575.77,282.22,0.25,448.37,2742.17,Gift Card,Standard,WH-00120,2022-10-14,2022-10-14,,false,0,Marketplace,2022-10-04 19:48:50,2022-10-04 22:22:50,timothy.cannon081@analytics.example.com
,ORD-202210-0000000012,CUST-0000711192,SES-202210-0000015921,2022-10-02 10:13:02,Processing,Singapore,SGP,Asia,SGD,1408.84,51.72,27.76,147.81,1532.69,Google Pay,Standard,WH-00151,2022-10-10,,,false,0,Marketplace,2022-10-02 10:13:02,2022-10-02 11:30:02,victoria.medina044@dataops.example.com
,ORD-202210-0000000013,CUST-0000697418,SES-202210-0000010508,2022-10-27 19:44:28,Completed,Canada,CAN,North America,CAD,2318.5,53.32,44.33,54.62,2364.13,Paytm,Pickup,WH-00100,2022-11-08,2022-11-08,,false,0,Mobile,2022-10-27 19:44:28,2022-10-27 21:03:28,susan.rice083@commerce.example.com
,ORD-202210-0000000014,CUST-0000714600,SES-202210-0000010160,2022-10-17 11:02:54,Completed,United States,USA,North America,USD,768.17,28.44,1.3,75.94,816.97,Apple Pay,Economy,WH-00041,2022-10-28,2022-10-28,,false,0,POS,2022-10-17 11:02:54,2022-10-17 12:15:54,grace.gonzales099@dataops.example.com
,ORD-202210-0000000015,CUST-0000708478,SES-202210-0000017956,2022-10-22 11:39:46,Completed,Brazil,BRA,South America,BRL,1211.21,147.54,38.32,191.68,1293.67,Bank Transfer,Same Day,WH-00065,2022-10-25,2022-10-25,,false,0,Web,2022-10-22 11:39:46,2022-10-22 11:55:46,lisa.kim091@platform.example.com
,ORD-202210-0000000016,CUST-0000701657,SES-202210-0000019466,2022-10-21 13:25:46,Completed,Canada,CAN,North America,CAD,2573.69,444.76,26.62,316.08,2471.63,Gift Card,Economy,WH-00186,2022-10-24,2022-10-24,,false,0,Web,2022-10-21 13:25:46,2022-10-21 14:53:46,timothy.cameron104@commerce.example.com
,ORD-202210-0000000017,CUST-0000719990,SES-202210-0000001571,2022-10-05 07:24:34,Completed,United Kingdom,GBR,Europe,GBP,2081.44,59.6,26.2,194.38,2242.42,PayPal,Same Day,WH-00216,2022-10-13,2022-10-13,,false,0,Marketplace,2022-10-05 07:24:34,2022-10-05 10:01:34,darren.anderson025@dataops.example.com
