review_record_id,review_id,customer_id,product_id,order_id,rating,review_title,review_text,verified_purchase,helpful_votes,review_timestamp,country_code,region_name,sentiment,created_at,created_by
,REV-202508-0000000000,CUST-0001756743,PROD-0000975210,ORD-202508-0000009212,4,Could be better,Story memory environment simple term.,true,4,2025-08-16 15:08:27,IND,North America,Positive,2025-08-16 15:08:27,jennifer.shepherd015@analytics.example.com
,REV-202508-0000000001,CUST-0001752076,PROD-0000977673,ORD-202508-0000000915,5,Fast delivery,Space bad pretty hour daughter window knowledge.,false,18,2025-08-05 23:19:56,GBR,North America,Positive,2025-08-05 23:19:56,carol.bonilla067@analytics.example.com
,REV-202508-0000000002,CUST-0001758010,PROD-0000976632,ORD-202508-0000008380,5,Not as expected,Age agree business whether nor young.,true,48,2025-08-30 03:52:01,ARE,Europe,Positive,2025-08-30 03:52:01,brian.banks011@platform.example.com
,REV-202508-0000000003,CUST-0001763698,PROD-0000979296,ORD-202508-0000006634,5,Excellent quality,Current history member spring clearly part real. With because husband large since.,true,2,2025-08-30 10:39:43,BRA,Europe,Positive,2025-08-30 10:39:43,curtis.williams033@dataops.example.com
,REV-202508-0000000004,CUST-0001780819,PROD-0000975406,ORD-202508-0000006872,4,Average experience,Current indeed relate care she call he. Range ok risk exist message leave forget.,true,6,2025-08-18 15:22:43,SGP,Europe,Positive,2025-08-18 15:22:43,judy.rogers086@platform.example.com
,REV-202508-0000000005,CUST-0001752974,PROD-0000977845,ORD-202508-0000002659,5,Could be better,They stand sense product. Process where task political. Player prevent there yet experience call possible.,true,0,2025-08-18 19:51:32,IND,South America,Positive,2025-08-18 19:51:32,jennifer.shepherd015@analytics.example.com
,REV-202508-0000000006,CUST-0001765971,PROD-0000966759,ORD-202508-0000004507,5,Worth the money,Turn former old manage rise.,true,10,2025-08-27 18:35:33,USA,Europe,Positive,2025-08-27 18:35:33,taylor.cunningham023@commerce.example.com
,REV-202508-0000000007,CUST-0001748083,PROD-0000971070,ORD-202508-0000007127,3,Excellent quality,Leave animal find none may when lose quite.,true,12,2025-08-14 09:02:52,ESP,North America,Neutral,2025-08-14 09:02:52,eric.mullen052@dataops.example.com
,REV-202508-0000000008,CUST-0001759099,PROD-0000968388,ORD-202508-0000004248,5,Excellent quality,Break break couple family about.,true,1,2025-08-28 15:49:12,DEU,Europe,Positive,2025-08-28 15:49:12,micheal.chen050@dataops.example.com
,REV-202508-0000000009,CUST-0001774377,PROD-0000981751,ORD-202508-0000007859,5,Average experience,Soldier meet effort piece Democrat establish. Decade small fast suffer me table.,true,0,2025-08-31 16:03:09,BRA,Europe,Positive,2025-08-31 16:03:09,tara.hansen055@dataops.example.com
,REV-202508-0000000010,CUST-0001779565,PROD-0000977864,ORD-202508-0000008797,5,Not as expected,Evidence cost great leg number bar market. Scientist perform civil fill factor anyone including event. Range unit choose situation foot compare. Price state cold price onto movement.,true,5,2025-08-23 07:43:43,AUS,Europe,Positive,2025-08-23 07:43:43,lance.williams029@platform.example.com
,REV-202508-0000000011,CUST-0001757955,PROD-0000970510,ORD-202508-0000001692,4,Average experience,Set seat feeling factor law recently. Apply arrive he.,true,7,2025-08-16 18:14:50,JPN,North America,Positive,2025-08-16 18:14:50,jonathan.jimenez057@platform.example.com
,REV-202508-0000000012,CUST-0001758808,PROD-0000981044,ORD-202508-0000005081,3,Excellent quality,Necessary mind economy the size month. Quite since treatment happen country son or. For read its fall rest character his.,true,5,2025-08-22 20:11:48,IND,Oceania,Neutral,2025-08-22 20:11:48,shawn.baxter004@dataops.example.com
,REV-202508-0000000013,CUST-0001771788,PROD-0000981682,ORD-202508-0000001625,3,Excellent quality,Body focus per none foreign federal.,true,5,2025-08-02 17:56:05,MEX,North America,Neutral,2025-08-02 17:56:05,jack.smith053@analytics.example.com
,REV-202508-0000000014,CUST-0001749419,PROD-0000969617,ORD-202508-0000010442,2,Average experience,Recognize middle politics drop government character.,true,0,2025-08-02 13:16:56,USA,North America,Negative,2025-08-02 13:16:56,jennifer.hudson020@analytics.example.com
,REV-202508-0000000015,CUST-0001775154,PROD-0000971685,ORD-202508-0000005486,5,Fast delivery,Tv political college move lawyer local brother line. Off country real do laugh property decide. Before sell together them save hear Democrat risk.,true,2,2025-08-29 01:09:20,ARE,Asia,Positive,2025-08-29 01:09:20,jennifer.bauer068@analytics.example.com
,REV-202508-0000000016,CUST-0001781901,PROD-0000964726,ORD-202508-0000008409,3,Fast delivery,Player dinner record writer time wife decision.,true,2,2025-08-13 16:44:21,GBR,Europe,Neutral,2025-08-13 16:44:21,tara.hansen055@dataops.example.com
,REV-202508-0000000017,CUST-0001759557,PROD-0000978619,ORD-202508-0000004147,4,Great product,Move heart involve. Big city ahead least message.,true,14,2025-08-07 12:50:55,BRA,Europe,Positive,2025-08-07 12:50:55,patrick.gonzalez035@dataops.example.com
,REV-202508-0000000018,CUST-0001761094,PROD-0000969814,ORD-202508-0000008004,4,Excellent quality,Into employee part.,false,10,2025-08-31 12:10:16,IND,Asia,Positive,2025-08-31 12:10:16,darren.anderson025@dataops.example.com
,REV-202508-0000000019,CUST-0001757558,PROD-0000971095,ORD-202508-0000006967,4,Average experience,Beautiful deal use public unit usually feeling.,true,10,2025-08-29 12:03:44,ARE,Asia,Positive,2025-08-29 12:03:44,rebecca.white032@dataops.example.com
,REV-202508-0000000020,CUST-0001755830,PROD-0000965512,ORD-202508-0000001954,4,Average experience,International deep name some player media capital firm.,true,11,2025-08-04 15:13:07,FRA,North America,Positive,2025-08-04 15:13:07,yesenia.arnold040@platform.example.com
,REV-202508-0000000021,CUST-0001759309,PROD-0000981416,ORD-202508-0000008993,5,Average experience,I school director structure common environment range. Customer soon newspaper spring executive. Prepare today final summer.,true,6,2025-08-31 10:52:00,JPN,Europe,Positive,2025-08-31 10:52:00,dominic.hodges075@platform.example.com
,REV-202508-0000000022,CUST-0001766518,PROD-0000970736,ORD-202508-0000007871,5,Highly recommended,Purpose recently article why.,true,14,2025-08-29 19:18:53,IND,North America,Positive,2025-08-29 19:18:53,renee.harvey080@dataops.example.com
,REV-202508-0000000023,CUST-0001757542,PROD-0000965122,ORD-202508-0000004329,5,Highly recommended,Task foot minute economy stage ability. Yeah system authority voice.,false,1,2025-08-30 16:02:47,CAN,North America,Positive,2025-08-30 16:02:47,shawn.baxter004@dataops.example.com
,REV-202508-0000000024,CUST-0001769239,PROD-0000966184,ORD-202508-0000004442,5,Worth the money,State ahead actually beat share.,false,14,2025-08-12 06:25:39,DEU,Asia,Positive,2025-08-12 06:25:39,eric.horton058@analytics.example.com
,REV-202508-0000000025,CUST-0001748960,PROD-0000968619,ORD-202508-0000009077,2,Not as expected,Nearly discuss between marriage use. Home bed give sign however sell. Doctor become yes physical.,false,5,2025-08-27 14:59:31,AUS,North America,Negative,2025-08-27 14:59:31,lance.williams029@platform.example.com
,REV-202508-0000000026,CUST-0001782808,PROD-0000964831,ORD-202508-0000007586,3,Could be better,Strong eat interesting. Interesting without visit moment evening pick. Child real then food consider direction.,true,3,2025-08-28 20:08:12,DEU,North America,Neutral,2025-08-28 20:08:12,jennifer.atkins003@platform.example.com
,REV-202508-0000000027,CUST-0001768039,PROD-0000973856,ORD-202508-0000003823,5,Highly recommended,Western perhaps include type. Maintain tonight happen open. Owner government camera.,true,7,2025-08-17 16:53:55,DEU,North America,Positive,2025-08-17 16:53:55,patrick.gonzalez035@dataops.example.com
,REV-202508-0000000028,CUST-0001772681,PROD-0000976068,ORD-202508-0000007763,4,Excellent quality,Well blue bag far writer responsibility word religious.,true,4,2025-08-07 11:51:55,DEU,Europe,Positive,2025-08-07 11:51:55,joseph.griffin070@analytics.example.com
,REV-202508-0000000029,CUST-0001749601,PROD-0000975278,ORD-202508-0000010667,5,Great product,Seem win suffer stop way range small. Officer forget occur. Mr evening support indicate over. Response true certain far what the least available.,true,1,2025-08-31 23:04:32,FRA,Asia,Positive,2025-08-31 23:04:32,carol.bonilla067@analytics.example.com
,REV-202508-0000000030,CUST-0001753330,PROD-0000978991,ORD-202508-0000008305,5,Worth the money,Whose born old. Answer call modern population claim than.,false,0,2025-08-15 18:22:11,ESP,North America,Positive,2025-08-15 18:22:11,kristen.bailey110@analytics.example.com
,REV-202508-0000000031,CUST-0001763537,PROD-0000978878,ORD-202508-0000004819,4,Highly recommended,Easy plant majority make return site.,true,0,2025-08-26 02:09:45,SGP,North America,Positive,2025-08-26 02:09:45,jason.franklin045@dataops.example.com
,REV-202508-0000000032,CUST-0001778660,PROD-0000977217,ORD-202508-0000002213,5,Worth the money,Body line probably more represent mean the. To challenge expert about man. Recognize yeah company natural religious. Five feel become city really.,true,2,2025-08-09 03:55:29,ESP,Oceania,Positive,2025-08-09 03:55:29,michelle.sims041@analytics.example.com
,REV-202508-0000000033,CUST-0001775461,PROD-0000979468,ORD-202508-0000003160,5,Could be better,Check story leave door soldier view.,true,3,2025-08-22 17:08:07,FRA,Europe,Positive,2025-08-22 17:08:07,katelyn.pitts017@commerce.example.com
