exchange_rate_id,rate_date,base_currency,target_currency,exchange_rate,rate_source,rate_type,created_at,created_by
,2023-10-11,AUD,SGD,0.9893747089,Bloomberg,Daily,2023-10-11 20:04:12,andrea.cummings039@platform.example.com
,2023-10-13,AED,AUD,0.8380195304,Bloomberg,Daily,2023-10-13 09:25:59,michael.johnson061@platform.example.com
,2023-10-31,INR,CAD,0.7023185959,Reuters,Closing,2023-10-31 08:00:41,richard.bradshaw051@platform.example.com
,2023-10-14,CAD,GBP,0.7990933158,Internal FX,Daily,2023-10-14 11:08:57,kristen.bailey110@analytics.example.com
,2023-10-12,AUD,CAD,1.5516059308,Reuters,Closing,2023-10-12 15:23:19,michelle.bender024@analytics.example.com
,2023-10-09,INR,CAD,0.991030816,Reuters,Spot,2023-10-09 05:10:10,craig.johnson106@analytics.example.com
,2023-10-11,EUR,USD,0.4352812457,Reuters,Spot,2023-10-11 08:13:44,kristen.bailey110@analytics.example.com
,2023-10-01,JPY,AUD,1.5370669272,Reuters,Spot,2023-10-01 07:12:22,james.proctor094@dataops.example.com
,2023-10-31,JPY,USD,0.566634369,Internal FX,Spot,2023-10-31 15:58:42,ashley.marks069@commerce.example.com
,2023-10-04,SGD,AED,1.1452505432,Internal FX,Closing,2023-10-04 20:19:43,kelsey.taylor010@platform.example.com
,2023-10-18,JPY,INR,0.4446032379,Bloomberg,Spot,2023-10-18 02:52:17,jason.franklin045@dataops.example.com
,2023-10-11,EUR,AED,0.5983842018,Internal FX,Spot,2023-10-11 11:58:13,yesenia.arnold040@platform.example.com
,2023-10-25,BRL,AUD,0.0745697666,ECB,Daily,2023-10-25 11:48:14,stephen.daniels076@commerce.example.com
,2023-10-30,SGD,AED,1.2357541285,Reuters,Spot,2023-10-30 07:03:57,victoria.medina044@dataops.example.com
,2023-10-13,AED,USD,0.8155709222,Internal FX,Daily,2023-10-13 02:20:05,jack.smith053@analytics.example.com
,2023-10-16,INR,JPY,0.6977774066,Bloomberg,Spot,2023-10-16 02:33:04,yolanda.vasquez005@platform.example.com
,2023-10-25,USD,JPY,0.7716598403,ECB,Spot,2023-10-25 14:38:14,andrea.cummings039@platform.example.com
,2023-10-30,BRL,CAD,0.3829932158,ECB,Closing,2023-10-30 06:33:49,christine.carter078@commerce.example.com
,2023-10-05,EUR,INR,0.830232934,Reuters,Closing,2023-10-05 01:40:01,anita.garcia021@dataops.example.com
,2023-10-06,GBP,BRL,0.792519851,Bloomberg,Spot,2023-10-06 02:50:50,darren.anderson025@dataops.example.com
,2023-10-07,USD,INR,0.4851418548,Reuters,Spot,2023-10-07 05:40:34,eric.mullen052@dataops.example.com
,2023-10-22,BRL,MXN,1.25132146,ECB,Closing,2023-10-22 23:48:22,jack.smith053@analytics.example.com
,2023-10-24,AED,AUD,1.7039342032,Bloomberg,Daily,2023-10-24 03:48:15,christopher.reed095@commerce.example.com
,2023-10-08,EUR,SGD,0.3565760741,Bloomberg,Closing,2023-10-08 08:32:10,diana.williams116@analytics.example.com
,2023-10-14,GBP,MXN,2.694168026,Internal FX,Daily,2023-10-14 06:18:59,micheal.chen050@dataops.example.com
,2023-10-11,USD,INR,2.2966842739,ECB,Spot,2023-10-11 02:32:08,eric.mullen052@dataops.example.com
,2023-10-30,JPY,SGD,2.2277458512,Bloomberg,Closing,2023-10-30 00:19:59,richard.bradshaw051@platform.example.com
,2023-10-23,BRL,MXN,0.9046895846,ECB,Closing,2023-10-23 20:40:27,jennifer.shepherd015@analytics.example.com
,2023-10-02,SGD,MXN,0.2491401318,ECB,Spot,2023-10-02 03:41:37,troy.boone097@platform.example.com
,2023-10-15,EUR,CAD,1.9428843426,Bloomberg,Closing,2023-10-15 14:00:10,eric.horton058@analytics.example.com
,2023-10-06,MXN,CAD,1.0910762204,ECB,Closing,2023-10-06 18:19:07,rachel.hall062@platform.example.com
,2023-10-20,INR,GBP,1.5758031336,Bloomberg,Daily,2023-10-20 17:56:37,timothy.cannon081@analytics.example.com
,2023-10-21,INR,USD,1.7319928464,Internal FX,Spot,2023-10-21 04:39:58,katelyn.pitts017@commerce.example.com
,2023-10-16,MXN,JPY,2.0651132022,Bloomberg,Closing,2023-10-16 01:45:29,rachel.hall062@platform.example.com
,2023-10-28,CAD,MXN,0.9371437355,Internal FX,Daily,2023-10-28 05:00:35,victor.palmer071@platform.example.com
,2023-10-13,JPY,GBP,0.3091738853,Reuters,Spot,2023-10-13 12:32:06,craig.johnson106@analytics.example.com
,2023-10-31,BRL,JPY,0.5516260057,Reuters,Spot,2023-10-31 00:19:03,eric.mullen052@dataops.example.com
