exchange_rate_id,rate_date,base_currency,target_currency,exchange_rate,rate_source,rate_type,created_at,created_by
,2024-01-14,MXN,EUR,3.1739558928,ECB,Closing,2024-01-14 21:36:11,kristen.bailey110@analytics.example.com
,2024-01-01,EUR,CAD,1.6589467772,Bloomberg,Spot,2024-01-01 09:40:29,jennifer.shepherd015@analytics.example.com
,2024-01-23,JPY,EUR,1.1365950053,Bloomberg,Daily,2024-01-23 23:42:08,ashley.marks069@commerce.example.com
,2024-01-31,AUD,CAD,2.2436705639,ECB,Daily,2024-01-31 03:26:17,beth.carter090@dataops.example.com
,2024-01-14,SGD,MXN,1.164653647,Reuters,Closing,2024-01-14 16:15:53,christine.carter078@commerce.example.com
,2024-01-27,JPY,BRL,2.2849578248,Reuters,Spot,2024-01-27 20:32:07,grace.gonzales099@dataops.example.com
,2024-01-17,CAD,AUD,2.9199579257,Internal FX,Spot,2024-01-17 13:23:16,yesenia.arnold040@platform.example.com
,2024-01-02,JPY,USD,0.734936892,ECB,Daily,2024-01-02 12:14:52,michelle.bender024@analytics.example.com
,2024-01-10,SGD,EUR,0.9569372425,Internal FX,Spot,2024-01-10 19:00:24,taylor.cunningham023@commerce.example.com
,2024-01-04,SGD,BRL,5.7758925856,Internal FX,Daily,2024-01-04 16:40:46,joann.clark089@commerce.example.com
,2024-01-01,JPY,GBP,1.034767361,Internal FX,Closing,2024-01-01 23:12:59,jennifer.hudson020@analytics.example.com
,2024-01-03,INR,SGD,0.5994709435,Reuters,Daily,2024-01-03 09:13:13,kelsey.taylor010@platform.example.com
,2024-01-20,SGD,BRL,2.3915016846,Reuters,Spot,2024-01-20 00:29:50,joann.clark089@commerce.example.com
,2024-01-15,GBP,USD,0.5850940823,Reuters,Spot,2024-01-15 15:02:18,yolanda.vasquez005@platform.example.com
,2024-01-25,SGD,GBP,1.4627849109,Internal FX,Daily,2024-01-25 21:25:45,john.mullins109@commerce.example.com
,2024-01-21,MXN,CAD,1.4698544734,Bloomberg,Daily,2024-01-21 05:45:18,brian.banks011@platform.example.com
,2024-01-01,MXN,BRL,0.5425290402,ECB,Closing,2024-01-01 07:09:31,kevin.mathews014@analytics.example.com
,2024-01-02,SGD,INR,0.2225294528,Reuters,Daily,2024-01-02 18:44:20,christine.johnson056@commerce.example.com
,2024-01-08,SGD,BRL,0.856124327,ECB,Daily,2024-01-08 14:50:52,victoria.medina044@dataops.example.com
,2024-01-03,EUR,INR,0.9638601647,Internal FX,Daily,2024-01-03 23:13:22,crystal.smith022@platform.example.com
,2024-01-21,GBP,AED,1.2447280102,Bloomberg,Closing,2024-01-21 18:24:21,chelsea.patel065@commerce.example.com
,2024-01-27,EUR,CAD,0.8101350601,Reuters,Closing,2024-01-27 04:01:01,brittany.rose019@commerce.example.com
