payment_record_id,payment_id,order_id,customer_id,payment_timestamp,payment_method,payment_status,payment_amount_local,local_currency,country_code,region_name,failure_reason,refund_flag,created_at,created_by
,PAY-202208-00000000000,ORD-202208-0000007394,CUST-0000667320,2022-08-03 16:37:10,PayPal,Success,3408.87,SGD,SGP,Asia,,false,2022-08-03 16:37:10,adam.gordon030@commerce.example.com
,PAY-202208-00000000001,ORD-202208-0000001422,CUST-0000645584,2022-08-10 02:05:37,Credit Card,Success,1695.78,EUR,DEU,Europe,,false,2022-08-10 02:05:37,james.proctor094@dataops.example.com
,PAY-202208-00000000002,ORD-202208-0000006758,CUST-0000663840,2022-08-07 03:28:38,Credit Card,Success,2617.21,USD,USA,North America,,false,2022-08-07 03:28:38,grace.gonzales099@dataops.example.com
,PAY-202208-00000000003,ORD-202208-0000000865,CUST-0000653351,2022-08-26 07:36:19,Buy Now Pay Later,Success,2336.41,BRL,BRA,South America,,false,2022-08-26 07:36:19,andrea.cummings039@platform.example.com
,PAY-202208-00000000004,ORD-202208-0000000611,CUST-0000653985,2022-08-27 12:18:16,Phonepe,Success,445.65,AUD,AUS,Oceania,,false,2022-08-27 12:18:16,michelle.sims041@analytics.example.com
,PAY-202208-00000000005,ORD-202208-0000006344,CUST-0000654259,2022-08-27 07:47:27,Debit Card,Success,2808.38,JPY,JPN,Asia,,false,2022-08-27 07:47:27,peter.martinez098@platform.example.com
,PAY-202208-00000000006,ORD-202208-0000008136,CUST-0000651556,2022-08-10 07:16:11,PayPal,Refunded,3027.95,EUR,ESP,Europe,,true,2022-08-10 07:16:11,susan.rice083@commerce.example.com
,PAY-202208-00000000007,ORD-202208-0000003840,CUST-0000658679,2022-08-09 08:09:31,Apple Pay,Pending,2829.42,EUR,FRA,Europe,,false,2022-08-09 08:09:31,renee.harvey080@dataops.example.com
,PAY-202208-00000000008,ORD-202208-0000001956,CUST-0000664284,2022-08-08 02:22:26,Phonepe,Success,2296.41,EUR,ITA,Europe,,false,2022-08-08 02:22:26,renee.harvey080@dataops.example.com
,PAY-202208-00000000009,ORD-202208-0000003707,CUST-0000646320,2022-08-01 21:09:12,Credit Card,Success,2534.86,AUD,AUS,Oceania,,false,2022-08-01 21:09:12,jennifer.hudson020@analytics.example.com
,PAY-202208-00000000010,ORD-202208-0000004785,CUST-0000659992,2022-08-16 00:07:41,Credit Card,Failed,302.24,CAD,CAN,North America,Invalid CVV,false,2022-08-16 00:07:41,shawn.baxter004@dataops.example.com
,PAY-202208-00000000011,ORD-202208-0000005499,CUST-0000665429,2022-08-16 11:17:13,Buy Now Pay Later,Success,484.98,EUR,DEU,Europe,,false,2022-08-16 11:17:13,yesenia.arnold040@platform.example.com
,PAY-202208-00000000012,ORD-202208-0000002638,CUST-0000646606,2022-08-20 06:45:53,Gift Card,Success,2009.73,SGD,SGP,Asia,,false,2022-08-20 06:45:53,micheal.chen050@dataops.example.com
,PAY-202208-00000000013,ORD-202208-0000003944,CUST-0000665170,2022-08-25 04:10:41,Buy Now Pay Later,Success,3412.1,MXN,MEX,North America,,false,2022-08-25 04:10:41,kelsey.taylor010@platform.example.com
,PAY-202208-00000000014,ORD-202208-0000006883,CUST-0000652827,2022-08-21 08:19:00,Debit Card,Success,974.72,EUR,FRA,Europe,,false,2022-08-21 08:19:00,sandra.hunter036@platform.example.com
,PAY-202208-00000000015,ORD-202208-0000007026,CUST-0000662790,2022-08-28 16:42:49,Buy Now Pay Later,Success,2503.19,USD,USA,North America,,false,2022-08-28 16:42:49,maria.ashley046@analytics.example.com
,PAY-202208-00000000016,ORD-202208-0000006829,CUST-0000653331,2022-08-22 04:06:58,PayPal,Success,2373.12,INR,IND,Asia,,false,2022-08-22 04:06:58,sylvia.diaz107@dataops.example.com
,PAY-202208-00000000017,ORD-202208-0000007582,CUST-0000657573,2022-08-11 00:01:49,Phonepe,Failed,1673.69,EUR,ITA,Europe,Card declined,false,2022-08-11 00:01:49,christine.johnson056@commerce.example.com
