exchange_rate_id,rate_date,base_currency,target_currency,exchange_rate,rate_source,rate_type,created_at,created_by
,2022-06-24,AUD,BRL,1.0586468027,Bloomberg,Spot,2022-06-24 08:42:20,jennifer.bauer068@analytics.example.com
,2022-06-12,GBP,SGD,0.1646970792,ECB,Daily,2022-06-12 09:12:38,yesenia.arnold040@platform.example.com
,2022-06-01,AUD,JPY,3.8314359628,Reuters,Daily,2022-06-01 10:49:50,grace.gonzales099@dataops.example.com
,2022-06-24,BRL,USD,0.2247977411,Bloomberg,Spot,2022-06-24 14:37:22,lance.williams029@platform.example.com
,2022-06-08,CAD,JPY,1.5060936468,Bloomberg,Closing,2022-06-08 11:35:28,patrick.gonzalez035@dataops.example.com
,2022-06-24,USD,AUD,0.7870464215,Bloomberg,Daily,2022-06-24 13:45:47,patrick.gonzalez035@dataops.example.com
,2022-06-07,INR,EUR,0.7301795992,Internal FX,Daily,2022-06-07 21:20:49,peter.martinez098@platform.example.com
,2022-06-19,GBP,INR,0.4103150334,Bloomberg,Daily,2022-06-19 03:23:48,darren.anderson025@dataops.example.com
,2022-06-03,SGD,INR,1.7774298305,ECB,Spot,2022-06-03 09:03:37,jennifer.atkins003@platform.example.com
,2022-06-30,SGD,USD,0.2327796195,Internal FX,Spot,2022-06-30 16:21:24,christine.johnson056@commerce.example.com
,2022-06-23,AED,USD,0.3779581512,Reuters,Closing,2022-06-23 17:11:20,grace.gonzales099@dataops.example.com
,2022-06-09,EUR,INR,1.1544038669,ECB,Daily,2022-06-09 17:39:02,timothy.cannon081@analytics.example.com
,2022-06-27,BRL,INR,1.1675062279,Bloomberg,Daily,2022-06-27 21:30:15,patrick.gonzalez035@dataops.example.com
,2022-06-25,JPY,EUR,1.2399876531,Reuters,Daily,2022-06-25 07:35:39,renee.harvey080@dataops.example.com
,2022-06-19,USD,AUD,1.7770564783,Bloomberg,Daily,2022-06-19 14:31:38,alyssa.richards002@commerce.example.com
,2022-06-28,AUD,CAD,1.2909119654,Internal FX,Daily,2022-06-28 08:51:57,tina.williams074@commerce.example.com
,2022-06-30,BRL,USD,3.235089372,Internal FX,Closing,2022-06-30 06:35:30,anita.garcia021@dataops.example.com
,2022-06-14,GBP,JPY,1.7224964478,Reuters,Spot,2022-06-14 03:26:29,timothy.cannon081@analytics.example.com
,2022-06-18,GBP,CAD,1.3837830147,Bloomberg,Closing,2022-06-18 04:36:27,john.mullins109@commerce.example.com
,2022-06-24,CAD,AED,1.5309538058,Bloomberg,Closing,2022-06-24 11:10:50,taylor.cunningham023@commerce.example.com
,2022-06-18,MXN,INR,0.8678093329,Bloomberg,Daily,2022-06-18 14:21:29,victoria.medina044@dataops.example.com
,2022-06-05,USD,AED,0.7012928861,ECB,Closing,2022-06-05 12:07:24,brandi.carter038@dataops.example.com
,2022-06-15,CAD,AED,1.9531870081,Internal FX,Closing,2022-06-15 03:15:01,eric.horton058@analytics.example.com
,2022-06-01,INR,EUR,0.2754768322,ECB,Spot,2022-06-01 09:13:33,yesenia.arnold040@platform.example.com
,2022-06-23,USD,GBP,1.8861364021,Internal FX,Closing,2022-06-23 06:28:58,stephen.clark001@analytics.example.com
,2022-06-13,GBP,JPY,0.8765573097,ECB,Daily,2022-06-13 22:51:34,katelyn.pitts017@commerce.example.com
,2022-06-20,BRL,AUD,0.9284197814,Reuters,Daily,2022-06-20 05:14:27,john.mullins109@commerce.example.com
,2022-06-17,EUR,INR,2.1549382644,Bloomberg,Closing,2022-06-17 10:39:26,lisa.kim091@platform.example.com
,2022-06-25,BRL,CAD,1.2971728877,Internal FX,Spot,2022-06-25 22:23:02,andrew.ellis102@analytics.example.com
,2022-06-15,CAD,GBP,0.6883961424,Bloomberg,Spot,2022-06-15 17:15:43,tina.williams074@commerce.example.com
,2022-06-08,INR,BRL,1.1899862637,ECB,Daily,2022-06-08 21:12:02,michael.berger060@platform.example.com
,2022-06-01,INR,GBP,1.8531724773,Bloomberg,Daily,2022-06-01 13:07:36,micheal.chen050@dataops.example.com
,2022-06-07,BRL,EUR,0.2888595781,Internal FX,Closing,2022-06-07 10:25:53,kevin.mathews014@analytics.example.com
,2022-06-05,MXN,INR,1.9544401053,Internal FX,Daily,2022-06-05 18:43:20,peter.martinez098@platform.example.com
,2022-06-05,USD,AUD,1.1607066701,Internal FX,Daily,2022-06-05 23:36:38,tina.williams074@commerce.example.com
,2022-06-19,AED,GBP,1.6016411627,Internal FX,Daily,2022-06-19 04:08:10,grace.gonzales099@dataops.example.com
,2022-06-22,JPY,INR,0.4070712121,ECB,Spot,2022-06-22 10:18:56,jennifer.hudson020@analytics.example.com
,2022-06-16,SGD,USD,1.618213445,Internal FX,Closing,2022-06-16 09:29:55,jennifer.bauer068@analytics.example.com
,2022-06-15,AUD,EUR,1.8873556839,ECB,Daily,2022-06-15 21:42:20,yesenia.arnold040@platform.example.com
