shipment_record_id,shipment_id,order_id,warehouse_id,country_code,region_name,carrier,shipping_method,shipment_status,shipped_timestamp,estimated_delivery_date,actual_delivery_timestamp,delivery_attempts,delivery_country,created_at,created_by
,SHP-202304-0000000000,ORD-202304-0000003372,WH-00009,IND,North America,USPS,Express,Delivered,2023-04-25 07:18:57,2023-04-28,2023-04-27 11:18:57,1,Germany,2023-04-25 07:18:57,kevin.mathews014@analytics.example.com
,SHP-202304-0000000001,ORD-202304-0000004186,WH-00162,ITA,Asia,Australia Post,Economy,Delivered,2023-04-11 06:33:22,2023-04-15,2023-04-24 09:33:22,1,Brazil,2023-04-11 06:33:22,stephen.daniels076@commerce.example.com
,SHP-202304-0000000002,ORD-202304-0000001476,WH-00249,ITA,Europe,Royal Mail,Pickup,Delivered,2023-04-28 14:22:44,2023-04-30,2023-05-01 16:22:44,1,Germany,2023-04-28 14:22:44,joann.clark089@commerce.example.com
,SHP-202304-0000000003,ORD-202304-0000003482,WH-00014,FRA,Europe,DPD,Economy,Delivered,2023-04-30 11:09:41,2023-05-08,2023-05-10 19:09:41,1,India,2023-04-30 11:09:41,stephen.daniels076@commerce.example.com
,SHP-202304-0000000004,ORD-202304-0000002677,WH-00072,GBR,Asia,Australia Post,Same Day,Delivered,2023-04-06 04:25:50,2023-04-15,2023-04-17 12:25:50,1,Australia,2023-04-06 04:25:50,jennifer.hudson020@analytics.example.com
,SHP-202304-0000000005,ORD-202304-0000001237,WH-00129,ESP,Europe,DPD,Standard,Delivered,2023-04-17 15:32:53,2023-04-22,2023-04-27 17:32:53,1,United Arab Emirates,2023-04-17 15:32:53,alyssa.richards002@commerce.example.com
,SHP-202304-0000000006,ORD-202304-0000000173,WH-00075,DEU,Asia,DPD,Economy,Delivered,2023-04-16 05:12:01,2023-04-24,2023-04-20 09:12:01,1,Italy,2023-04-16 05:12:01,david.cabrera119@dataops.example.com
,SHP-202304-0000000007,ORD-202304-0000000402,WH-00115,CAN,North America,USPS,Economy,In Transit,2023-04-23 00:40:32,2023-04-26,,1,Canada,2023-04-23 00:40:32,eric.mullen052@dataops.example.com
,SHP-202304-0000000008,ORD-202304-0000002573,WH-00028,MEX,Asia,UPS,Pickup,Delivered,2023-04-24 23:26:52,2023-05-04,2023-05-04 00:26:52,1,Australia,2023-04-24 23:26:52,lance.williams029@platform.example.com
,SHP-202304-0000000009,ORD-202304-0000002761,WH-00188,USA,Europe,FedEx,Standard,In Transit,2023-04-05 12:16:40,2023-04-11,,1,India,2023-04-05 12:16:40,victor.palmer071@platform.example.com
,SHP-202304-0000000010,ORD-202304-0000000006,WH-00072,IND,Oceania,Royal Mail,Same Day,Delivered,2023-04-20 19:53:52,2023-04-28,2023-04-24 20:53:52,1,France,2023-04-20 19:53:52,jonathan.estrada093@commerce.example.com
,SHP-202304-0000000011,ORD-202304-0000000175,WH-00123,SGP,Asia,Australia Post,Same Day,Shipped,2023-04-18 08:49:53,2023-04-20,,3,Mexico,2023-04-18 08:49:53,adam.gordon030@commerce.example.com
,SHP-202304-0000000012,ORD-202304-0000002834,WH-00247,DEU,North America,USPS,Express,Delivered,2023-04-23 03:07:16,2023-05-03,2023-04-30 13:07:16,1,Mexico,2023-04-23 03:07:16,micheal.hall064@dataops.example.com
,SHP-202304-0000000013,ORD-202304-0000002639,WH-00210,USA,Oceania,USPS,Pickup,Delivered,2023-04-25 01:08:55,2023-04-28,2023-05-08 07:08:55,1,Canada,2023-04-25 01:08:55,amy.holmes103@dataops.example.com
