campaign_record_id,campaign_id,campaign_name,campaign_type,channel,source,medium,country_code,region_name,start_date,end_date,budget_local,spend_local,local_currency,impressions,clicks,conversions,created_at,created_by
,CAMP-2025-12-000000,Growth Look Campaign,Brand,Google Ads,CRM,referral,SGP,Asia,2025-12-06,2025-12-24,44783.05,25755.3,SGD,222379,13824,1166,2025-12-06 15:05:33,kevin.mathews014@analytics.example.com
,CAMP-2025-12-000001,Back-to-School Point Campaign,Retention,Affiliate,CRM,referral,SGP,Asia,2025-12-22,2025-12-26,428698.06,414816.74,SGD,72991,1311,139,2025-12-22 13:09:49,yolanda.vasquez005@platform.example.com
,CAMP-2025-12-000002,Growth Several Campaign,Performance,Meta,Google,email,DEU,Europe,2025-12-02,2025-12-13,70853.88,38335.31,EUR,163340,11693,242,2025-12-02 16:41:00,kimberly.harmon088@commerce.example.com
,CAMP-2025-12-000003,Holiday Standard Campaign,Launch,TikTok,Google,organic,ESP,Europe,2025-12-16,2026-01-16,130635.99,52125.46,EUR,464160,31635,704,2025-12-16 03:27:18,michelle.bender024@analytics.example.com
,CAMP-2025-12-000004,Growth Baby Campaign,Brand,Display,Google,social,NLD,Europe,2025-12-26,2026-01-30,401392.15,208577.53,EUR,43105,563,78,2025-12-26 01:53:04,benjamin.brooks117@dataops.example.com
,CAMP-2025-12-000005,Summer Act Campaign,Seasonal,Meta,Meta,direct,SGP,Asia,2025-12-11,2025-12-19,23095.73,14682.73,SGD,133852,7206,452,2025-12-11 10:43:27,willie.long016@dataops.example.com
,CAMP-2025-12-000006,Summer Moment Campaign,Seasonal,Google Ads,Google,social,AUS,Oceania,2025-12-20,2026-01-08,206832.36,68547.82,AUD,100898,1572,273,2025-12-20 14:22:22,christine.johnson056@commerce.example.com
,CAMP-2025-12-000007,Member Everybody Campaign,Flash Sale,Organic,Meta,cpc,ITA,Europe,2025-12-17,2025-12-21,335904.63,209335.91,EUR,93515,7337,523,2025-12-17 23:58:48,renee.harvey080@dataops.example.com
,CAMP-2025-12-000008,Back-to-School Could Campaign,Retention,Meta,TikTok,social,IND,Asia,2025-12-04,2025-12-24,58123.06,23638.29,INR,499313,39276,5273,2025-12-04 21:47:44,linda.davis105@analytics.example.com
,CAMP-2025-12-000009,Back-to-School Like Campaign,Brand,Display,Meta,cpc,BRA,South America,2025-12-10,2026-01-12,233584.84,220130.61,BRL,187598,3726,663,2025-12-10 06:09:22,stephen.daniels076@commerce.example.com
,CAMP-2025-12-000010,Summer Describe Campaign,Brand,Affiliate,Meta,direct,DEU,Europe,2025-12-03,2025-12-28,302571.43,187656.36,EUR,237430,10007,755,2025-12-03 14:12:58,willie.long016@dataops.example.com
,CAMP-2025-12-000011,Member Hold Campaign,Seasonal,Affiliate,Meta,affiliate,ITA,Europe,2025-12-11,2025-12-21,475205.14,265848.91,EUR,136274,9631,838,2025-12-11 03:51:07,susan.rice083@commerce.example.com
