product_record_id,product_id,parent_product_id,product_title,brand,category_level_1,category_level_2,category_level_3,category_level_4,product_type,seller_id,country_of_sale,country_code,local_currency,base_price_local,cost_local,discount_percentage,tax_percentage,product_rating,review_count,product_status,stock_quantity,product_launch_date,effective_from,effective_to,is_current,created_at,updated_at,created_by
396786,PROD-0000396786,PARENT-0000356310,Meet Different Technology,"Walsh, Robinson and Oneal",Books,Technology,Pro,Classic,Premium,SELL-00165931,Germany,IND,GBP,68.44,44.38,22.97,23.97,4.83,17,Active,135,2022-11-01,2022-11-01 00:00:00,,true,2022-11-01 09:49:45,2022-11-01 16:51:31,peter.martinez098@platform.example.com
396787,PROD-0000396787,PARENT-0000162036,Follow Media Women,Perkins Group,Fashion,Women,Pro,Classic,Bundle,SELL-00162156,United Kingdom,NLD,INR,1657.61,638.21,2.96,10.21,3.36,92,Active,619,2022-11-19,2022-11-19 00:00:00,,true,2022-11-19 09:27:44,2022-11-19 03:54:47,joann.clark089@commerce.example.com
396788,PROD-0000396788,PARENT-0000122691,Per Bed Audio,Frost-Hill,Electronics,Audio,Limited,Popular,Subscription,SELL-00164065,Canada,IND,INR,2448.09,1845.1,29.53,23.54,4.19,27,Active,419,2022-11-30,2022-11-30 00:00:00,,true,2022-11-30 11:14:48,2022-11-30 01:13:54,eric.mullen052@dataops.example.com
396789,PROD-0000396789,PARENT-0000103597,Like Pay Lighting,"Smith, Thompson and Baker",Home,Lighting,Limited,Seasonal,Premium,SELL-00163047,Australia,BRA,CAD,1780.25,1050.67,42.55,7.96,3.73,31,Active,213,2022-11-25,2022-11-25 00:00:00,,true,2022-11-25 19:39:31,2022-11-25 03:39:42,adam.gordon030@commerce.example.com
396790,PROD-0000396790,PARENT-0000027295,These Pretty Accessories,Stevens Group,Electronics,Accessories,Standard,New,Subscription,SELL-00163830,Spain,ESP,GBP,1643.01,665.21,21.82,10.78,5,77,Active,453,2022-11-11,2022-11-11 00:00:00,,true,2022-11-11 16:35:30,2022-11-11 10:53:35,timothy.cameron104@commerce.example.com
396791,PROD-0000396791,PARENT-0000142111,Many Nice Men,Rivera-Brown,Fashion,Men,Standard,Popular,Premium,SELL-00166417,Germany,BRA,GBP,796.66,476.32,26.72,1.93,4.07,117,Inactive,297,2022-11-02,2022-11-02 00:00:00,,true,2022-11-02 22:44:26,2022-11-02 19:12:18,troy.boone097@platform.example.com
396792,PROD-0000396792,PARENT-0000082263,Item Write Sportswear,Martin-Alvarez,Fashion,Sportswear,Limited,Bundle,Bundle,SELL-00165534,Netherlands,BRA,JPY,894.06,420.66,29.13,4.23,3.94,73,Active,480,2022-11-06,2022-11-06 00:00:00,,true,2022-11-06 00:26:33,2022-11-06 10:58:05,maria.ashley046@analytics.example.com
396793,PROD-0000396793,PARENT-0000025560,Education Understand Shoes,Nolan LLC,Fashion,Shoes,Pro,New,Premium,SELL-00165581,France,AUS,AED,1274.78,488.09,5.28,22.22,3.77,135,Active,554,2022-11-23,2022-11-23 00:00:00,,true,2022-11-23 16:36:33,2022-11-23 03:43:12,james.proctor094@dataops.example.com
396794,PROD-0000396794,PARENT-0000191759,Later Charge Education,Foley and Sons,Books,Education,Standard,New,Bundle,SELL-00168163,Italy,ARE,CAD,1321.25,479.91,31.63,24.52,4.36,42,Active,359,2022-11-15,2022-11-15 00:00:00,,true,2022-11-15 17:38:23,2022-11-15 02:28:34,chelsea.patel065@commerce.example.com
396795,PROD-0000396795,PARENT-0000158283,Myself Soon Skincare,Jackson-Black,Beauty,Skincare,Pro,Seasonal,Premium,SELL-00163458,Mexico,ARE,BRL,851.88,404.81,15.68,23.48,4.06,77,Active,394,2022-11-02,2022-11-02 00:00:00,,true,2022-11-02 11:39:05,2022-11-02 02:42:05,lance.williams029@platform.example.com
396796,PROD-0000396796,PARENT-0000173443,Team Example Sportswear,Barnes-Mosley,Fashion,Sportswear,Limited,Classic,Premium,SELL-00165946,Japan,NLD,MXN,663.4,431.79,40.98,3.19,3.9,48,Active,592,2022-11-20,2022-11-20 00:00:00,,true,2022-11-20 05:47:25,2022-11-20 05:09:01,kelsey.taylor010@platform.example.com
396797,PROD-0000396797,PARENT-0000083068,Rock Project Women,Murphy-Cole,Fashion,Women,Standard,New,Standard,SELL-00162119,Australia,MEX,AED,32.09,14.76,8.43,15.97,3.36,65,Active,337,2022-11-07,2022-11-07 00:00:00,,true,2022-11-07 17:33:50,2022-11-07 06:53:31,michelle.bender024@analytics.example.com
396798,PROD-0000396798,PARENT-0000309606,Subject Firm Running,Washington Inc,Sports,Running,Standard,Popular,Bundle,SELL-00164389,Australia,GBR,AUD,1565.45,781.21,35.68,5.13,4.72,15,Active,579,2022-11-21,2022-11-21 00:00:00,,true,2022-11-21 03:37:07,2022-11-21 05:36:32,david.cabrera119@dataops.example.com
396799,PROD-0000396799,PARENT-0000296426,Gun Century Team Sports,Lee and Sons,Sports,Team Sports,Eco,Seasonal,Standard,SELL-00162075,Germany,ESP,USD,280.99,215.22,0.52,7.25,3.41,19,Active,610,2022-11-03,2022-11-03 00:00:00,,true,2022-11-03 14:58:49,2022-11-03 19:17:35,john.mullins109@commerce.example.com
396800,PROD-0000396800,PARENT-0000170023,Agency Never Furniture,Mckinney-Schneider,Home,Furniture,Limited,Popular,Premium,SELL-00167483,Singapore,USA,BRL,649.46,438.87,1.69,24.85,5,83,Active,80,2022-11-02,2022-11-02 00:00:00,,true,2022-11-02 07:53:00,2022-11-02 05:17:11,alyssa.richards002@commerce.example.com
396801,PROD-0000396801,PARENT-0000314999,Sign Herself Audio,Davis PLC,Electronics,Audio,Limited,Classic,Premium,SELL-00165408,India,GBR,USD,838.26,531.67,32.86,23.19,4.03,105,Active,67,2022-11-09,2022-11-09 00:00:00,,true,2022-11-09 10:28:04,2022-11-09 19:09:03,maria.ashley046@analytics.example.com
396802,PROD-0000396802,PARENT-0000348816,Between Within Furniture,"Blair, Yang and Thomas",Home,Furniture,Limited,Classic,Premium,SELL-00164055,Italy,GBR,JPY,500.71,281.21,29.15,9.05,4.38,188,Active,549,2022-11-25,2022-11-25 00:00:00,,true,2022-11-25 14:47:08,2022-11-25 02:05:31,micheal.hall064@dataops.example.com
396803,PROD-0000396803,PARENT-0000097244,Finish Back Shoes,"Vazquez, Haynes and Weber",Fashion,Shoes,Premium,Classic,Premium,SELL-00166940,United Arab Emirates,SGP,GBP,750.29,521.63,15.55,2.76,3.54,194,Active,452,2022-11-20,2022-11-20 00:00:00,,true,2022-11-20 09:39:28,2022-11-20 23:51:52,patrick.gonzalez035@dataops.example.com
396804,PROD-0000396804,PARENT-0000072860,Concern Even Storage,Olson and Sons,Home,Storage,Standard,Popular,Subscription,SELL-00162659,Japan,USA,EUR,17.49,7.93,38.23,18.63,3.74,52,Active,295,2022-11-19,2022-11-19 00:00:00,,true,2022-11-19 09:32:41,2022-11-19 22:30:55,ryan.steele043@commerce.example.com
396805,PROD-0000396805,PARENT-0000188973,Stop Operation Accessories,Farrell Group,Fashion,Accessories,Premium,Seasonal,Premium,SELL-00168327,Netherlands,ARE,AUD,2497.96,1423.42,28.83,19.29,3.22,39,Active,122,2022-11-07,2022-11-07 00:00:00,,true,2022-11-07 00:43:54,2022-11-07 15:18:53,andrea.cummings039@platform.example.com
396806,PROD-0000396806,PARENT-0000233538,Become Bring Sportswear,"Vasquez, Ruiz and Goodwin",Fashion,Sportswear,Eco,Popular,Subscription,SELL-00167015,United Kingdom,BRA,MXN,702.39,261.42,3.48,23.72,4.51,32,Active,501,2022-11-01,2022-11-01 00:00:00,,true,2022-11-01 21:04:16,2022-11-01 07:27:13,troy.boone097@platform.example.com
396807,PROD-0000396807,PARENT-0000181212,Compare All Lighting,Sanders Group,Home,Lighting,Eco,Bundle,Premium,SELL-00164105,United Kingdom,ITA,AED,2291.11,1064.05,37.06,0.95,4.19,288,Active,11,2022-11-18,2022-11-18 00:00:00,,true,2022-11-18 18:47:52,2022-11-18 10:20:49,micheal.chen050@dataops.example.com
396808,PROD-0000396808,PARENT-0000007934,Movie Clear Organic,"Carter, Smith and Turner",Grocery,Organic,Limited,Classic,Premium,SELL-00163670,Singapore,ARE,AUD,1533.26,778.94,33.85,2.68,4.55,27,Active,593,2022-11-09,2022-11-09 00:00:00,,true,2022-11-09 23:49:46,2022-11-09 14:00:26,jennifer.hudson020@analytics.example.com
396809,PROD-0000396809,PARENT-0000364567,Light Strong Accessories,Morris Inc,Fashion,Accessories,Eco,Popular,Subscription,SELL-00166416,United Kingdom,DEU,SGD,941.15,692.93,23.96,23.41,4.71,66,Active,0,2022-11-06,2022-11-06 00:00:00,,true,2022-11-06 17:57:08,2022-11-06 20:34:18,yolanda.vasquez005@platform.example.com
396810,PROD-0000396810,PARENT-0000076951,Listen Face Sportswear,"Taylor, Maldonado and Burke",Fashion,Sportswear,Limited,Bundle,Premium,SELL-00168288,Germany,IND,JPY,1122.89,868.06,24.14,13.25,4.98,126,Active,504,2022-11-16,2022-11-16 00:00:00,,true,2022-11-16 10:15:29,2022-11-16 12:36:55,adam.gordon030@commerce.example.com
396811,PROD-0000396811,PARENT-0000386871,Seek Wear Technology,"Johnston, Newman and Jacobs",Books,Technology,Standard,Seasonal,Subscription,SELL-00166024,Germany,ESP,AUD,2075.08,1011.61,29.33,14.68,4.8,39,Discontinued,572,2022-11-15,2022-11-15 00:00:00,,true,2022-11-15 16:12:21,2022-11-15 05:02:07,alyssa.richards002@commerce.example.com
396812,PROD-0000396812,PARENT-0000083137,Four Everybody Accessories,Lambert Group,Electronics,Accessories,Standard,New,Standard,SELL-00165879,Italy,USA,SGD,539.79,197.99,9.98,11.54,4.17,162,Inactive,195,2022-11-10,2022-11-10 00:00:00,,true,2022-11-10 21:32:14,2022-11-10 01:39:10,jimmy.washington028@commerce.example.com
396813,PROD-0000396813,PARENT-0000267109,Hear Explain Fragrance,Owens-Young,Beauty,Fragrance,Limited,Popular,Bundle,SELL-00165235,Brazil,DEU,USD,1390.65,837.65,33.92,20.53,4.6,25,Active,383,2022-11-11,2022-11-11 00:00:00,,true,2022-11-11 22:04:53,2022-11-11 07:19:33,grace.gonzales099@dataops.example.com
396814,PROD-0000396814,PARENT-0000058663,Value Area Games,"Solomon, Pearson and Orozco",Toys,Games,Limited,Seasonal,Standard,SELL-00162299,United Kingdom,MEX,EUR,437.97,326.82,8.45,16.39,4.47,0,Inactive,205,2022-11-25,2022-11-25 00:00:00,,true,2022-11-25 20:46:15,2022-11-25 11:17:11,james.proctor094@dataops.example.com
396815,PROD-0000396815,PARENT-0000240216,Best Little Technology,Rowe PLC,Books,Technology,Pro,Popular,Subscription,SELL-00167928,Netherlands,ARE,AED,1066.77,803.78,26.06,20.9,4.71,13,Active,253,2022-11-12,2022-11-12 00:00:00,,true,2022-11-12 21:11:29,2022-11-12 03:55:05,jennifer.hudson020@analytics.example.com
