order_record_id,order_id,customer_id,session_id,order_timestamp,order_status,country_name,country_code,region_name,local_currency,subtotal_local,discount_local,shipping_local,tax_local,total_amount_local,payment_method,shipping_method,warehouse_id,estimated_delivery_date,actual_delivery_date,cancellation_date,return_flag,refund_amount_local,source_system,created_at,updated_at,created_by
,ORD-202211-0000000000,CUST-0000748158,SES-202211-0000016379,2022-11-21 16:59:28,Completed,Japan,JPN,Asia,JPY,1256.6,65.46,36.41,140.64,1368.19,Paytm,Pickup,WH-00062,2022-11-24,2022-11-24,,false,0,Web,2022-11-21 16:59:28,2022-11-21 17:25:28,micheal.chen050@dataops.example.com
,ORD-202211-0000000001,CUST-0000744728,SES-202211-0000018002,2022-11-24 08:24:13,Completed,United States,USA,North America,USD,2805.58,135.94,22.15,584.51,3276.3,PayPal,Economy,WH-00231,2022-11-29,2022-11-29,,false,0,Marketplace,2022-11-24 08:24:13,2022-11-24 10:56:13,stephen.clark001@analytics.example.com
,ORD-202211-0000000002,CUST-0000722445,SES-202211-0000012869,2022-11-01 19:10:21,Completed,Germany,DEU,Europe,EUR,2634.84,451.13,8.94,427.63,2620.28,Phonepe,Economy,WH-00005,2022-11-04,2022-11-04,,false,0,Web,2022-11-01 19:10:21,2022-11-01 19:57:21,amy.holmes103@dataops.example.com
,ORD-202211-0000000003,CUST-0000720944,SES-202211-0000000256,2022-11-17 11:29:13,Completed,Germany,DEU,Europe,EUR,1544.5,307.9,22.53,98.51,1357.64,Bank Transfer,Pickup,WH-00103,2022-11-26,2022-11-26,,false,0,POS,2022-11-17 11:29:13,2022-11-17 13:12:13,tiffany.freeman101@analytics.example.com
,ORD-202211-0000000004,CUST-0000742787,SES-202211-0000001598,2022-11-13 06:26:14,Completed,France,FRA,Europe,EUR,2585.36,423.42,37.99,255.87,2455.8,Apple Pay,Standard,WH-00078,2022-11-25,2022-11-25,,false,0,Web,2022-11-13 06:26:14,2022-11-13 08:59:14,patrick.gonzalez035@dataops.example.com
,ORD-202211-0000000005,CUST-0000734641,SES-202211-0000021477,2022-11-27 14:31:54,Completed,Mexico,MEX,North America,MXN,2387.73,18.31,42.1,415.91,2827.43,Phonepe,Express,WH-00139,2022-12-06,2022-12-06,,false,0,POS,2022-11-27 14:31:54,2022-11-27 16:29:54,darren.anderson025@dataops.example.com
,ORD-202211-0000000006,CUST-0000745149,SES-202211-0000019483,2022-11-30 16:55:21,Completed,Canada,CAN,North America,CAD,1743.39,222.09,7.75,267.9,1796.95,Paytm,Standard,WH-00161,2022-12-08,2022-12-08,,false,0,Web,2022-11-30 16:55:21,2022-11-30 17:26:21,adam.gordon030@commerce.example.com
,ORD-202211-0000000007,CUST-0000735412,SES-202211-0000018894,2022-11-05 12:49:25,Completed,Australia,AUS,Oceania,AUD,2247.99,205.75,15.4,320.82,2378.46,Bank Transfer,Pickup,WH-00097,2022-11-15,2022-11-15,,false,0,POS,2022-11-05 12:49:25,2022-11-05 14:01:25,amy.holmes103@dataops.example.com
,ORD-202211-0000000008,CUST-0000737325,SES-202211-0000022353,2022-11-18 07:19:05,Cancelled,Canada,CAN,North America,CAD,1591.68,178.38,35.57,42.59,1491.46,Buy Now Pay Later,Standard,WH-00174,2022-11-21,,2022-11-19 07:19:05,false,0,Mobile,2022-11-18 07:19:05,2022-11-18 08:07:05,yesenia.arnold040@platform.example.com
,ORD-202211-0000000009,CUST-0000741052,SES-202211-0000020081,2022-11-09 18:23:42,Processing,Singapore,SGP,Asia,SGD,2631.54,584.69,27.46,68.73,2143.04,Gift Card,Standard,WH-00066,2022-11-20,,,false,0,Web,2022-11-09 18:23:42,2022-11-09 20:26:42,troy.boone097@platform.example.com
