geography_id,region_name,sub_region_name,country_name,country_code,currency_code,currency_name,currency_symbol,timezone,created_at,created_by
1,North America,Northern America,United States,USA,USD,US Dollar,$,Europe/Minsk,2023-06-16 02:33:29,jeffery.miller012@commerce.example.com
2,North America,Northern America,Canada,CAN,CAD,Canadian Dollar,C$,America/Guatemala,2023-06-28 16:35:18,joann.clark089@commerce.example.com
3,Europe,Northern Europe,United Kingdom,GBR,GBP,Pound Sterling,£,Europe/Malta,2023-06-20 12:52:45,timothy.cannon081@analytics.example.com
4,Europe,Western Europe,Germany,DEU,EUR,Euro,€,Europe/Vilnius,2023-06-11 06:49:02,christopher.reed095@commerce.example.com
5,Europe,Western Europe,France,FRA,EUR,Euro,€,Asia/Rangoon,2023-06-26 06:42:15,crystal.smith022@platform.example.com
6,Europe,Southern Europe,Spain,ESP,EUR,Euro,€,Asia/Tbilisi,2023-06-09 17:45:07,anita.garcia021@dataops.example.com
7,Europe,Southern Europe,Italy,ITA,EUR,Euro,€,Pacific/Truk,2023-06-19 05:10:50,eric.horton058@analytics.example.com
8,Europe,Western Europe,Netherlands,NLD,EUR,Euro,€,Europe/Chisinau,2023-06-08 06:20:31,victoria.medina044@dataops.example.com
9,Oceania,Australia and New Zealand,Australia,AUS,AUD,Australian Dollar,A$,Asia/Riyadh,2023-06-25 08:05:33,craig.johnson106@analytics.example.com
10,Asia,Eastern Asia,Japan,JPN,JPY,Japanese Yen,¥,Atlantic/Cape_Verde,2023-06-08 04:39:33,ashley.bishop108@dataops.example.com
11,Asia,South-eastern Asia,Singapore,SGP,SGD,Singapore Dollar,S$,Africa/Kigali,2023-06-10 23:27:46,sandra.hunter036@platform.example.com
12,Asia,Southern Asia,India,IND,INR,Indian Rupee,₹,Africa/Douala,2023-06-26 05:26:50,peter.martinez098@platform.example.com
13,Asia,Western Asia,United Arab Emirates,ARE,AED,UAE Dirham,د.إ,Pacific/Apia,2023-06-19 03:10:55,crystal.smith022@platform.example.com
14,South America,South America,Brazil,BRA,BRL,Brazilian Real,R$,America/El_Salvador,2023-06-27 09:48:41,christine.johnson056@commerce.example.com
15,North America,Central America,Mexico,MEX,MXN,Mexican Peso,MX$,Africa/Nouakchott,2023-06-13 10:47:10,yolanda.vasquez005@platform.example.com
