seller_record_id,seller_id,seller_name,seller_type,country_name,country_code,region_name,seller_rating,seller_status,fulfillment_type,seller_join_date,effective_from,effective_to,is_current,created_at,created_by
43924,SELL-00043924,"Johnson, Richardson and West",Small Business,United Arab Emirates,ARE,Asia,3.57,Active,Platform Fulfilled,2020-12-03,2020-12-03 00:00:00,,true,2020-12-03 15:06:04,jennifer.hudson020@analytics.example.com
43925,SELL-00043925,Avila LLC,Distributor,Spain,ESP,Europe,4.6,Active,Seller Fulfilled,2020-12-19,2020-12-19 00:00:00,,true,2020-12-19 15:31:16,michael.johnson061@platform.example.com
43926,SELL-00043926,Rogers-Walker,Retailer,Spain,ESP,Europe,4.64,Active,Dropship,2020-12-18,2020-12-18 00:00:00,,true,2020-12-18 18:02:34,andrea.cummings039@platform.example.com
43927,SELL-00043927,Johnson Group,Retailer,United Kingdom,GBR,Europe,4.36,Active,Seller Fulfilled,2020-12-15,2020-12-15 00:00:00,,true,2020-12-15 04:23:56,john.mullins109@commerce.example.com
43928,SELL-00043928,Beck Ltd,Marketplace,Mexico,MEX,North America,4.39,Active,Seller Fulfilled,2020-12-03,2020-12-03 00:00:00,,true,2020-12-03 17:21:42,susan.rice083@commerce.example.com
43929,SELL-00043929,Davis Ltd,Brand,Mexico,MEX,North America,4.11,Active,Dropship,2020-12-16,2020-12-16 00:00:00,,true,2020-12-16 03:57:30,michael.berger060@platform.example.com
43930,SELL-00043930,Mays PLC,Distributor,Mexico,MEX,North America,4.3,Active,Seller Fulfilled,2020-12-04,2020-12-04 00:00:00,,true,2020-12-04 14:46:34,john.mullins109@commerce.example.com
43931,SELL-00043931,"Lewis, Frazier and Myers",Marketplace,Spain,ESP,Europe,3.38,Active,Platform Fulfilled,2020-12-18,2020-12-18 00:00:00,,true,2020-12-18 16:39:15,michael.berger060@platform.example.com
43932,SELL-00043932,"Bartlett, Ramos and Vazquez",Small Business,United Arab Emirates,ARE,Asia,3.45,Active,Seller Fulfilled,2020-12-18,2020-12-18 00:00:00,,true,2020-12-18 15:57:52,eric.horton058@analytics.example.com
43933,SELL-00043933,Howard-White,Small Business,United Arab Emirates,ARE,Asia,3.94,Inactive,Dropship,2020-12-13,2020-12-13 00:00:00,,true,2020-12-13 18:44:20,stephen.daniels076@commerce.example.com
43934,SELL-00043934,Ruiz-Ray,Brand,France,FRA,Europe,5,Active,Seller Fulfilled,2020-12-31,2020-12-31 00:00:00,,true,2020-12-31 23:17:16,tina.williams074@commerce.example.com
43935,SELL-00043935,Ibarra-Howell,Distributor,France,FRA,Europe,3.76,Active,Platform Fulfilled,2020-12-07,2020-12-07 00:00:00,,true,2020-12-07 12:38:28,ryan.steele043@commerce.example.com
43936,SELL-00043936,Evans-Wilkins,Retailer,Netherlands,NLD,Europe,5,Active,Dropship,2020-12-08,2020-12-08 00:00:00,,true,2020-12-08 07:57:05,jeffery.miller012@commerce.example.com
43937,SELL-00043937,"Gomez, Poole and Rodriguez",Retailer,United States,USA,North America,4.73,Active,Seller Fulfilled,2020-12-28,2020-12-28 00:00:00,,true,2020-12-28 19:29:47,timothy.cannon081@analytics.example.com
43938,SELL-00043938,Evans Ltd,Retailer,United Arab Emirates,ARE,Asia,3.99,Active,Seller Fulfilled,2020-12-25,2020-12-25 00:00:00,,true,2020-12-25 03:50:37,joseph.johnson049@dataops.example.com
43939,SELL-00043939,Harris-Roberts,Small Business,Japan,JPN,Asia,4.38,Active,Dropship,2020-12-28,2020-12-28 00:00:00,,true,2020-12-28 21:48:03,michelle.sims041@analytics.example.com
43940,SELL-00043940,Fisher and Sons,Brand,Germany,DEU,Europe,4.46,Active,Platform Fulfilled,2020-12-05,2020-12-05 00:00:00,,true,2020-12-05 07:01:42,stephen.clark001@analytics.example.com
43941,SELL-00043941,Mccormick-Padilla,Brand,United States,USA,North America,4.57,Active,Seller Fulfilled,2020-12-17,2020-12-17 00:00:00,,true,2020-12-17 13:36:54,patrick.gonzalez035@dataops.example.com
43942,SELL-00043942,Waters Inc,Retailer,Brazil,BRA,South America,4.5,Inactive,Seller Fulfilled,2020-12-05,2020-12-05 00:00:00,,true,2020-12-05 18:27:47,kelsey.taylor010@platform.example.com
43943,SELL-00043943,Freeman Group,Brand,India,IND,Asia,3.63,Active,Dropship,2020-12-31,2020-12-31 00:00:00,,true,2020-12-31 05:49:27,grace.gonzales099@dataops.example.com
