session_record_id,session_id,customer_id,session_start,session_end,session_duration_seconds,country_name,country_code,region_name,currency_code,platform,device_type,operating_system,browser,traffic_source,traffic_medium,campaign_id,landing_page,exit_page,is_new_customer,is_new_session,created_at,created_by
,SES-202004-0000000000,CUST-0000060570,2020-04-15 08:38:05,2020-04-15 08:38:35,30,Brazil,BRA,South America,BRL,Web,Laptop,Android,Safari,Email,direct,,/product,/home,false,false,2020-04-15 08:38:05,michelle.bender024@analytics.example.com
,SES-202004-0000000001,CUST-0000046257,2020-04-25 15:39:55,2020-04-25 15:48:35,520,United Kingdom,GBR,Europe,GBP,Android,Laptop,ChromeOS,Chrome,Bing,direct,,/product,/cart,false,false,2020-04-25 15:39:55,jennifer.bauer068@analytics.example.com
,SES-202004-0000000002,CUST-0000058535,2020-04-05 20:27:28,2020-04-05 20:31:13,225,Brazil,BRA,South America,BRL,iOS,Desktop,macOS,Safari,Google,email,,/search,/cart,true,true,2020-04-05 20:27:28,tina.williams074@commerce.example.com
,SES-202004-0000000003,CUST-0000055134,2020-04-04 18:09:33,2020-04-04 18:10:54,81,United Arab Emirates,ARE,Asia,AED,iOS,Desktop,Android,Edge,Facebook,social,,/sale,/product,true,true,2020-04-04 18:09:33,michelle.sims041@analytics.example.com
,SES-202004-0000000004,CUST-0000049324,2020-04-08 23:45:21,2020-04-08 23:46:59,98,Brazil,BRA,South America,BRL,Web,Laptop,Linux,Edge,Affiliate,email,,/product,/home,false,false,2020-04-08 23:45:21,jennifer.hudson020@analytics.example.com
,SES-202004-0000000005,CUST-0000048176,2020-04-29 23:42:40,2020-04-29 23:43:15,35,France,FRA,Europe,EUR,Web,Laptop,ChromeOS,Chrome,Affiliate,organic,CAMP-2020-0026,/product,/search,false,false,2020-04-29 23:42:40,david.cabrera119@dataops.example.com
,SES-202004-0000000006,CUST-0000047942,2020-04-10 10:33:04,2020-04-10 10:36:29,205,Japan,JPN,Asia,JPY,iOS,Mobile,macOS,Edge,Google,cpc,CAMP-2020-0001,/search,/search,false,true,2020-04-10 10:33:04,eric.mullen052@dataops.example.com
,SES-202004-0000000007,CUST-0000058593,2020-04-24 22:55:08,2020-04-24 22:57:06,118,Brazil,BRA,South America,BRL,Web,Desktop,Linux,Safari,Instagram,social,,/home,/checkout,false,false,2020-04-24 22:55:08,jennifer.hudson020@analytics.example.com
,SES-202004-0000000008,CUST-0000045606,2020-04-23 19:06:27,2020-04-23 19:08:50,143,Italy,ITA,Europe,EUR,Web,Laptop,iOS,Samsung Internet,Email,direct,,/offers,/product,false,true,2020-04-23 19:06:27,stephen.clark001@analytics.example.com
,SES-202004-0000000009,CUST-0000049576,2020-04-19 22:22:56,2020-04-19 22:24:04,68,United Arab Emirates,ARE,Asia,AED,Android,Desktop,Linux,Chrome,Direct,email,,/product,/cart,false,true,2020-04-19 22:22:56,patrick.gonzalez035@dataops.example.com
