customer_record_id,customer_id,first_name,last_name,gender,date_of_birth,age,age_group,email,country_name,country_code,region_name,sub_region_name,city,state_province,postal_code,currency_code,customer_segment,acquisition_channel,registration_date,customer_status,marketing_opt_in,effective_from,effective_to,is_current,source_system,created_at,updated_at,created_by
1,CUST-0000000001,Sheila,Knight,Non-binary,1969-05-31,50,45-54,sheila.knight.1@gmail.com,Mexico,MEX,North America,Central America,East Troymouth,Ohio,32062,MXN,Occasional,Paid Search,2020-01-21,Active,true,2020-01-21 00:00:00,,true,Mobile,2020-01-21 20:54:28,2020-01-21 21:10:46,lance.williams029@platform.example.com
2,CUST-0000000002,Derek,Roberts,Female,2002-06-24,17,18-24,derek.roberts.2@gmail.com,France,FRA,Europe,Western Europe,North Jason,Pennsylvania,92869,EUR,Premium,Social,2020-01-01,Active,true,2020-01-01 00:00:00,,true,Mobile,2020-01-01 18:32:41,2020-01-01 01:03:25,kelsey.taylor010@platform.example.com
3,CUST-0000000003,Sarah,Ramirez,Non-binary,1959-01-27,60,55-64,sarah.ramirez.3@hotmail.com,India,IND,Asia,Southern Asia,West Alan,South Carolina,08154,INR,Occasional,Paid Search,2020-01-03,Active,false,2020-01-03 00:00:00,,true,Web,2020-01-03 12:16:36,2020-01-03 01:21:03,adam.gordon030@commerce.example.com
4,CUST-0000000004,Veronica,Anderson,Male,1977-11-05,42,35-44,veronica.anderson.4@gmail.com,Italy,ITA,Europe,Southern Europe,North Anthony,California,85957,EUR,Occasional,Email,2020-01-11,Active,true,2020-01-11 00:00:00,,true,Web,2020-01-11 17:23:32,2020-01-11 05:18:49,michelle.bender024@analytics.example.com
5,CUST-0000000005,Daniel,Marks,Male,2004-07-08,15,18-24,daniel.marks.5@yahoo.com,Brazil,BRA,South America,South America,North Emilyport,Utah,14843,BRL,Regular,Email,2020-01-04,Active,true,2020-01-04 00:00:00,,true,Marketplace,2020-01-04 11:34:31,2020-01-04 12:46:50,michael.berger060@platform.example.com
6,CUST-0000000006,Eric,Crawford,Non-binary,1982-04-03,37,35-44,eric.crawford.6@yahoo.com,Mexico,MEX,North America,Central America,New Gregory,South Dakota,71860,MXN,Regular,Organic,2020-01-14,Active,true,2020-01-14 00:00:00,,true,Web,2020-01-14 16:21:35,2020-01-14 07:03:13,stephen.daniels076@commerce.example.com
7,CUST-0000000007,Kristen,Santiago,Male,1991-08-28,28,25-34,kristen.santiago.7@gmail.com,Singapore,SGP,Asia,South-eastern Asia,Lake Victoria,Connecticut,39224,SGD,Regular,Direct,2020-01-17,Active,false,2020-01-17 00:00:00,,true,CRM,2020-01-17 14:56:14,2020-01-17 14:56:32,andrea.cummings039@platform.example.com
8,CUST-0000000008,Gabrielle,Hall,Male,1943-04-27,76,65+,gabrielle.hall.8@yahoo.com,United States,USA,North America,Northern America,Rodriguezhaven,New York,70338,USD,Regular,Organic,2020-01-06,Active,true,2020-01-06 00:00:00,,true,CRM,2020-01-06 17:05:47,2020-01-06 23:52:21,peter.martinez098@platform.example.com
9,CUST-0000000009,Brandon,Bush,Male,1978-11-03,41,35-44,brandon.bush.9@hotmail.com,Mexico,MEX,North America,Central America,Whiteview,Montana,66180,MXN,Regular,Email,2020-01-31,Active,true,2020-01-31 00:00:00,,true,Mobile,2020-01-31 21:49:47,2020-01-31 22:23:48,micheal.hall064@dataops.example.com
10,CUST-0000000010,David,Hill,Prefer not to say,2005-02-14,14,18-24,david.hill.10@gmail.com,Australia,AUS,Oceania,Australia and New Zealand,New Shawn,California,70273,AUD,Occasional,Email,2020-01-04,Active,true,2020-01-04 00:00:00,,true,Marketplace,2020-01-04 09:22:52,2020-01-04 12:40:27,patrick.gonzalez035@dataops.example.com
11,CUST-0000000011,Angelica,Brown,Male,1974-05-07,45,45-54,angelica.brown.11@yahoo.com,Brazil,BRA,South America,South America,West Krista,Pennsylvania,10304,BRL,Regular,Social,2020-01-30,Active,false,2020-01-30 00:00:00,,true,Web,2020-01-30 16:50:54,2020-01-30 19:43:15,michelle.bender024@analytics.example.com
12,CUST-0000000012,James,Horn,Prefer not to say,1981-12-30,38,35-44,james.horn.12@hotmail.com,India,IND,Asia,Southern Asia,West David,New Mexico,49377,INR,Regular,Organic,2020-01-18,Active,true,2020-01-18 00:00:00,,true,CRM,2020-01-18 18:41:47,2020-01-18 07:36:36,maria.ashley046@analytics.example.com
13,CUST-0000000013,Julia,Barnes,Female,1973-12-15,46,45-54,julia.barnes.13@gmail.com,France,FRA,Europe,Western Europe,New Russellstad,Minnesota,29202,EUR,New,Organic,2020-01-24,Active,false,2020-01-24 00:00:00,,true,Web,2020-01-24 15:10:27,2020-01-24 05:48:06,ashley.marks069@commerce.example.com
14,CUST-0000000014,Joy,Martinez,Non-binary,1957-10-18,62,55-64,joy.martinez.14@hotmail.com,Spain,ESP,Europe,Southern Europe,East Karifurt,Kentucky,37114,EUR,Occasional,Paid Search,2020-01-08,Active,false,2020-01-08 00:00:00,,true,CRM,2020-01-08 19:45:13,2020-01-08 09:05:12,lance.williams029@platform.example.com
15,CUST-0000000015,Mitchell,Medina,Non-binary,1988-05-21,31,25-34,mitchell.medina.15@gmail.com,United Arab Emirates,ARE,Asia,Western Asia,North Davidview,Rhode Island,68663,AED,New,Direct,2020-01-03,Active,true,2020-01-03 00:00:00,,true,CRM,2020-01-03 21:33:26,2020-01-03 20:39:54,john.mullins109@commerce.example.com
16,CUST-0000000016,Robert,Wilkins,Female,1948-10-22,71,65+,robert.wilkins.16@yahoo.com,United States,USA,North America,Northern America,East Brenda,Colorado,09575,USD,Occasional,Affiliate,2020-01-17,Active,false,2020-01-17 00:00:00,,true,Marketplace,2020-01-17 00:54:24,2020-01-17 08:04:12,kelsey.taylor010@platform.example.com
17,CUST-0000000017,Cassidy,Nguyen,Prefer not to say,1981-09-13,38,35-44,cassidy.nguyen.17@yahoo.com,United States,USA,North America,Northern America,Smithborough,Oregon,37827,USD,Regular,Paid Search,2020-01-01,Inactive,false,2020-01-01 00:00:00,,true,Web,2020-01-01 11:31:39,2020-01-01 15:31:51,taylor.cunningham023@commerce.example.com
18,CUST-0000000018,Frank,Underwood,Male,1977-05-15,42,35-44,frank.underwood.18@hotmail.com,Spain,ESP,Europe,Southern Europe,Port Jose,Idaho,81378,EUR,Premium,Organic,2020-01-01,Active,false,2020-01-01 00:00:00,,true,Mobile,2020-01-01 04:05:49,2020-01-01 17:21:59,taylor.cunningham023@commerce.example.com
