session_record_id,session_id,customer_id,session_start,session_end,session_duration_seconds,country_name,country_code,region_name,currency_code,platform,device_type,operating_system,browser,traffic_source,traffic_medium,campaign_id,landing_page,exit_page,is_new_customer,is_new_session,created_at,created_by
,SES-202007-0000000000,CUST-0000106465,2020-07-09 07:11:50,2020-07-09 07:12:16,26,Italy,ITA,Europe,EUR,Web,Mobile,Windows,Samsung Internet,TikTok,organic,CAMP-2020-0038,/category,/home,false,true,2020-07-09 07:11:50,michael.berger060@platform.example.com
,SES-202007-0000000001,CUST-0000105772,2020-07-29 10:05:10,2020-07-29 10:14:06,536,India,IND,Asia,INR,Web,Mobile,iOS,Firefox,TikTok,cpc,,/offers,/home,false,true,2020-07-29 10:05:10,timothy.cannon081@analytics.example.com
,SES-202007-0000000002,CUST-0000100877,2020-07-05 08:52:23,2020-07-05 08:54:31,128,Mexico,MEX,North America,MXN,Web,Desktop,macOS,Safari,Google,cpc,CAMP-2020-0019,/offers,/home,false,true,2020-07-05 08:52:23,michelle.sims041@analytics.example.com
,SES-202007-0000000003,CUST-0000106573,2020-07-08 22:50:10,2020-07-08 22:54:24,254,Canada,CAN,North America,CAD,iOS,Mobile,iOS,Edge,Direct,social,CAMP-2020-0025,/search,/product,true,false,2020-07-08 22:50:10,jeffery.miller012@commerce.example.com
,SES-202007-0000000004,CUST-0000098344,2020-07-11 06:45:23,2020-07-11 06:49:05,222,Netherlands,NLD,Europe,EUR,Web,Mobile,iOS,Samsung Internet,YouTube,affiliate,CAMP-2020-0022,/search,/checkout,false,false,2020-07-11 06:45:23,john.mullins109@commerce.example.com
,SES-202007-0000000005,CUST-0000108674,2020-07-16 15:42:02,2020-07-16 15:42:57,55,Canada,CAN,North America,CAD,iOS,Mobile,Android,Firefox,Direct,cpc,,/sale,/search,true,true,2020-07-16 15:42:02,kelsey.taylor010@platform.example.com
,SES-202007-0000000006,CUST-0000113642,2020-07-27 11:14:43,2020-07-27 11:15:28,45,United Kingdom,GBR,Europe,GBP,Mobile Web,Desktop,ChromeOS,Edge,Organic,affiliate,,/category,/cart,false,false,2020-07-27 11:14:43,david.cabrera119@dataops.example.com
,SES-202007-0000000007,CUST-0000110441,2020-07-24 11:04:02,2020-07-24 11:07:26,204,Japan,JPN,Asia,JPY,Web,Laptop,ChromeOS,Samsung Internet,Google,affiliate,,/category,/search,true,true,2020-07-24 11:04:02,brandi.carter038@dataops.example.com
,SES-202007-0000000008,CUST-0000111748,2020-07-29 19:25:33,2020-07-29 19:28:00,147,Spain,ESP,Europe,EUR,Web,Mobile,ChromeOS,Samsung Internet,Direct,social,,/offers,/search,false,true,2020-07-29 19:25:33,michael.johnson061@platform.example.com
,SES-202007-0000000009,CUST-0000109691,2020-07-19 07:16:59,2020-07-19 07:17:51,52,Germany,DEU,Europe,EUR,Web,Desktop,Linux,Edge,Facebook,cpc,,/category,/product,true,true,2020-07-19 07:16:59,taylor.cunningham023@commerce.example.com
,SES-202007-0000000010,CUST-0000107489,2020-07-23 14:31:22,2020-07-23 14:33:16,114,United States,USA,North America,USD,Web,Tablet,macOS,Chrome,Instagram,cpc,CAMP-2020-0007,/offers,/product,true,false,2020-07-23 14:31:22,lance.williams029@platform.example.com
,SES-202007-0000000011,CUST-0000101213,2020-07-07 00:39:45,2020-07-07 00:42:29,164,Canada,CAN,North America,CAD,iOS,Mobile,Linux,Edge,Google,direct,CAMP-2020-0002,/offers,/home,true,false,2020-07-07 00:39:45,michael.johnson061@platform.example.com
,SES-202007-0000000012,CUST-0000101938,2020-07-28 07:37:12,2020-07-28 07:39:15,123,Spain,ESP,Europe,EUR,Android,Desktop,Windows,Samsung Internet,Google,social,,/product,/search,true,true,2020-07-28 07:37:12,michael.johnson061@platform.example.com
,SES-202007-0000000013,CUST-0000109046,2020-07-24 07:09:07,2020-07-24 07:11:14,127,Canada,CAN,North America,CAD,Web,Mobile,macOS,Samsung Internet,Email,affiliate,,/home,/home,true,true,2020-07-24 07:09:07,david.cabrera119@dataops.example.com
,SES-202007-0000000014,CUST-0000100490,2020-07-10 13:33:18,2020-07-10 13:33:57,39,Canada,CAN,North America,CAD,Web,Desktop,ChromeOS,Safari,Google,cpc,,/sale,/cart,true,true,2020-07-10 13:33:18,michael.berger060@platform.example.com
,SES-202007-0000000015,CUST-0000113878,2020-07-22 08:36:38,2020-07-22 08:40:29,231,Singapore,SGP,Asia,SGD,Android,Tablet,Windows,Safari,Google,organic,,/offers,/checkout,true,true,2020-07-22 08:36:38,micheal.chen050@dataops.example.com
,SES-202007-0000000016,CUST-0000105464,2020-07-14 10:17:41,2020-07-14 10:18:42,61,Spain,ESP,Europe,EUR,Android,Laptop,iOS,Firefox,Organic,cpc,,/offers,/search,false,true,2020-07-14 10:17:41,joseph.johnson049@dataops.example.com
,SES-202007-0000000017,CUST-0000113094,2020-07-16 16:41:49,2020-07-16 16:50:28,519,France,FRA,Europe,EUR,Mobile Web,Laptop,ChromeOS,Safari,Direct,social,,/product,/home,false,true,2020-07-16 16:41:49,taylor.cunningham023@commerce.example.com
,SES-202007-0000000018,CUST-0000106680,2020-07-10 23:56:17,2020-07-10 23:58:12,115,Brazil,BRA,South America,BRL,Web,Mobile,Windows,Firefox,Direct,affiliate,,/product,/product,false,true,2020-07-10 23:56:17,timothy.cannon081@analytics.example.com
,SES-202007-0000000019,CUST-0000109635,2020-07-03 17:26:11,2020-07-03 17:34:16,485,Mexico,MEX,North America,MXN,iOS,Desktop,iOS,Firefox,Organic,organic,,/home,/home,false,false,2020-07-03 17:26:11,eric.horton058@analytics.example.com
,SES-202007-0000000020,CUST-0000099844,2020-07-13 13:58:09,2020-07-13 14:02:30,261,Mexico,MEX,North America,MXN,Web,Desktop,iOS,Edge,Instagram,organic,,/search,/search,true,true,2020-07-13 13:58:09,tina.williams074@commerce.example.com
,SES-202007-0000000021,CUST-0000105208,2020-07-30 15:21:43,2020-07-30 15:26:14,271,Japan,JPN,Asia,JPY,Mobile Web,Mobile,Windows,Edge,Google,referral,,/category,/checkout,false,false,2020-07-30 15:21:43,michelle.bender024@analytics.example.com
,SES-202007-0000000022,CUST-0000110641,2020-07-25 22:56:46,2020-07-25 22:58:50,124,Australia,AUS,Oceania,AUD,Web,Laptop,Windows,Edge,Google,cpc,,/search,/search,true,false,2020-07-25 22:56:46,joseph.johnson049@dataops.example.com
,SES-202007-0000000023,CUST-0000102226,2020-07-22 03:02:41,2020-07-22 03:06:24,223,Mexico,MEX,North America,MXN,Web,Tablet,Android,Edge,Organic,organic,,/sale,/home,false,true,2020-07-22 03:02:41,ryan.steele043@commerce.example.com
,SES-202007-0000000024,CUST-0000099631,2020-07-24 06:46:31,2020-07-24 06:47:33,62,Singapore,SGP,Asia,SGD,iOS,Laptop,macOS,Edge,Google,email,CAMP-2020-0004,/search,/checkout,false,false,2020-07-24 06:46:31,susan.rice083@commerce.example.com
,SES-202007-0000000025,CUST-0000101569,2020-07-27 06:40:33,2020-07-27 06:45:01,268,United States,USA,North America,USD,Web,Mobile,Linux,Firefox,Email,affiliate,,/offers,/search,false,false,2020-07-27 06:40:33,joseph.johnson049@dataops.example.com
