payment_record_id,payment_id,order_id,customer_id,payment_timestamp,payment_method,payment_status,payment_amount_local,local_currency,country_code,region_name,failure_reason,refund_flag,created_at,created_by
,PAY-202408-00000000000,ORD-202408-0000009268,CUST-0001344571,2024-08-31 15:13:28,PayPal,Success,1547.97,EUR,NLD,Europe,,false,2024-08-31 15:13:28,jennifer.hudson020@analytics.example.com
,PAY-202408-00000000001,ORD-202408-0000008003,CUST-0001349229,2024-08-18 15:20:57,Bank Transfer,Success,3389.1,USD,USA,North America,,false,2024-08-18 15:20:57,timothy.cannon081@analytics.example.com
,PAY-202408-00000000002,ORD-202408-0000001226,CUST-0001359780,2024-08-24 12:05:14,Gift Card,Success,12.27,AED,ARE,Asia,,false,2024-08-24 12:05:14,james.proctor094@dataops.example.com
,PAY-202408-00000000003,ORD-202408-0000006820,CUST-0001362018,2024-08-08 04:35:48,Credit Card,Success,1254.75,JPY,JPN,Asia,,false,2024-08-08 04:35:48,tara.hansen055@dataops.example.com
,PAY-202408-00000000004,ORD-202408-0000006612,CUST-0001362701,2024-08-14 22:14:19,Gift Card,Success,44.07,SGD,SGP,Asia,,false,2024-08-14 22:14:19,tammy.smith009@platform.example.com
,PAY-202408-00000000005,ORD-202408-0000000816,CUST-0001343563,2024-08-06 11:44:03,Credit Card,Success,2560.15,EUR,ESP,Europe,,false,2024-08-06 11:44:03,taylor.cunningham023@commerce.example.com
,PAY-202408-00000000006,ORD-202408-0000008797,CUST-0001362463,2024-08-11 01:34:06,Debit Card,Success,1803.83,INR,IND,Asia,,false,2024-08-11 01:34:06,nicholas.wilson027@analytics.example.com
,PAY-202408-00000000007,ORD-202408-0000008014,CUST-0001344301,2024-08-12 11:23:11,Credit Card,Success,937.29,AUD,AUS,Oceania,,false,2024-08-12 11:23:11,adam.henson113@dataops.example.com
,PAY-202408-00000000008,ORD-202408-0000006234,CUST-0001359738,2024-08-08 05:52:05,Apple Pay,Success,3315.48,EUR,DEU,Europe,,false,2024-08-08 05:52:05,kenneth.rodgers059@analytics.example.com
,PAY-202408-00000000009,ORD-202408-0000005566,CUST-0001344676,2024-08-12 03:43:31,Credit Card,Success,2981.53,EUR,NLD,Europe,,false,2024-08-12 03:43:31,dominic.hodges075@platform.example.com
,PAY-202408-00000000010,ORD-202408-0000007848,CUST-0001363600,2024-08-15 09:59:54,Phonepe,Success,2071.48,EUR,FRA,Europe,,false,2024-08-15 09:59:54,lisa.kim091@platform.example.com
,PAY-202408-00000000011,ORD-202408-0000005614,CUST-0001335680,2024-08-04 07:39:40,Debit Card,Refunded,1699.95,AUD,AUS,Oceania,,true,2024-08-04 07:39:40,ryan.steele043@commerce.example.com
,PAY-202408-00000000012,ORD-202408-0000008336,CUST-0001356050,2024-08-19 17:32:36,Credit Card,Success,918.7,EUR,ITA,Europe,,false,2024-08-19 17:32:36,brittany.rose019@commerce.example.com
,PAY-202408-00000000013,ORD-202408-0000003318,CUST-0001359263,2024-08-02 14:40:31,Apple Pay,Success,2508.81,JPY,JPN,Asia,,false,2024-08-02 14:40:31,renee.harvey080@dataops.example.com
,PAY-202408-00000000014,ORD-202408-0000003021,CUST-0001353015,2024-08-11 16:26:19,Paytm,Success,2809.86,EUR,ITA,Europe,,false,2024-08-11 16:26:19,raymond.pineda079@platform.example.com
