inventory_record_id,inventory_id,product_id,warehouse_id,country_code,region_name,inventory_date,stock_available,stock_reserved,stock_damaged,reorder_level,units_sold,units_returned,created_at,created_by
,INV-202511-0000000000,PROD-0001039570,WH-00013,GBR,Europe,2025-11-03,730,87,13,59,200,10,2025-11-03 07:19:58,jennifer.atkins003@platform.example.com
,INV-202511-0000000001,PROD-0001033270,WH-00218,USA,Asia,2025-11-19,1376,387,16,124,247,9,2025-11-19 04:08:40,tammy.smith009@platform.example.com
,INV-202511-0000000002,PROD-0001048145,WH-00222,IND,South America,2025-11-23,300,103,7,178,77,2,2025-11-23 09:11:26,raymond.pineda079@platform.example.com
,INV-202511-0000000003,PROD-0001030661,WH-00103,JPN,North America,2025-11-06,1215,160,44,101,483,45,2025-11-06 06:19:13,micheal.chen050@dataops.example.com
,INV-202511-0000000004,PROD-0001046386,WH-00143,DEU,Oceania,2025-11-22,1035,170,4,273,285,22,2025-11-22 15:24:14,jennifer.yu037@dataops.example.com
,INV-202511-0000000005,PROD-0001028614,WH-00115,FRA,Europe,2025-11-08,1269,449,49,248,291,24,2025-11-08 22:43:20,kenneth.rodgers059@analytics.example.com
,INV-202511-0000000006,PROD-0001029237,WH-00219,JPN,Asia,2025-11-05,1416,421,40,120,388,22,2025-11-05 19:47:33,arthur.ortiz082@platform.example.com
,INV-202511-0000000007,PROD-0001033036,WH-00157,JPN,Asia,2025-11-11,1402,207,48,291,359,20,2025-11-11 00:39:48,maria.ashley046@analytics.example.com
,INV-202511-0000000008,PROD-0001050049,WH-00085,ARE,Europe,2025-11-10,448,142,3,84,67,2,2025-11-10 21:17:33,micheal.chen050@dataops.example.com
,INV-202511-0000000009,PROD-0001037196,WH-00136,IND,Oceania,2025-11-30,609,200,7,54,152,14,2025-11-30 16:59:54,nicholas.wilson027@analytics.example.com
,INV-202511-0000000010,PROD-0001041226,WH-00093,USA,Europe,2025-11-23,839,254,13,289,107,8,2025-11-23 17:20:32,andrea.cummings039@platform.example.com
,INV-202511-0000000011,PROD-0001038010,WH-00032,GBR,North America,2025-11-11,1205,310,30,142,202,13,2025-11-11 18:48:44,brittany.rose019@commerce.example.com
,INV-202511-0000000012,PROD-0001031854,WH-00001,DEU,North America,2025-11-28,672,245,0,254,178,1,2025-11-28 09:28:36,maria.ashley046@analytics.example.com
,INV-202511-0000000013,PROD-0001047524,WH-00141,AUS,Europe,2025-11-10,631,41,12,255,208,7,2025-11-10 17:28:15,susan.rice083@commerce.example.com
,INV-202511-0000000014,PROD-0001040212,WH-00012,JPN,North America,2025-11-15,1160,453,39,74,196,3,2025-11-15 09:25:05,taylor.cunningham023@commerce.example.com
,INV-202511-0000000015,PROD-0001037401,WH-00180,DEU,South America,2025-11-13,229,42,9,240,38,3,2025-11-13 01:56:59,jillian.russo115@commerce.example.com
,INV-202511-0000000016,PROD-0001046533,WH-00070,AUS,Europe,2025-11-06,792,102,28,55,173,4,2025-11-06 00:53:00,carol.bonilla067@analytics.example.com
,INV-202511-0000000017,PROD-0001032959,WH-00113,MEX,Oceania,2025-11-07,1318,400,38,202,363,8,2025-11-07 09:58:16,joseph.griffin070@analytics.example.com
