seller_record_id,seller_id,seller_name,seller_type,country_name,country_code,region_name,seller_rating,seller_status,fulfillment_type,seller_join_date,effective_from,effective_to,is_current,created_at,created_by
413245,SELL-00413245,Mcdonald-Parks,Brand,Germany,DEU,Europe,4.24,Inactive,Seller Fulfilled,2025-11-03,2025-11-03 00:00:00,,true,2025-11-03 21:52:09,maria.ashley046@analytics.example.com
413246,SELL-00413246,Black-Archer,Marketplace,United Arab Emirates,ARE,Asia,4.18,Active,Seller Fulfilled,2025-11-28,2025-11-28 00:00:00,,true,2025-11-28 09:30:15,alyssa.richards002@commerce.example.com
413247,SELL-00413247,Rice-Martin,Small Business,United Arab Emirates,ARE,Asia,3.64,Active,Dropship,2025-11-27,2025-11-27 00:00:00,,true,2025-11-27 12:25:41,victoria.medina044@dataops.example.com
413248,SELL-00413248,Newton-Hill,Distributor,Netherlands,NLD,Europe,3.73,Active,Platform Fulfilled,2025-11-24,2025-11-24 00:00:00,,true,2025-11-24 21:31:58,linda.daniels047@dataops.example.com
413249,SELL-00413249,Allen PLC,Small Business,Singapore,SGP,Asia,4.46,Active,Dropship,2025-11-01,2025-11-01 00:00:00,,true,2025-11-01 17:52:20,christine.johnson056@commerce.example.com
413250,SELL-00413250,"Smith, Daniels and Thornton",Small Business,Mexico,MEX,North America,3.82,Active,Dropship,2025-11-18,2025-11-18 00:00:00,,true,2025-11-18 23:46:53,arthur.ortiz082@platform.example.com
413251,SELL-00413251,Weber and Sons,Distributor,Australia,AUS,Oceania,4.44,Active,Seller Fulfilled,2025-11-01,2025-11-01 00:00:00,,true,2025-11-01 03:08:22,adam.gordon030@commerce.example.com
413252,SELL-00413252,Kim-Adams,Marketplace,Singapore,SGP,Asia,3.79,Active,Platform Fulfilled,2025-11-19,2025-11-19 00:00:00,,true,2025-11-19 17:55:44,joseph.johnson049@dataops.example.com
413253,SELL-00413253,Miller-Edwards,Brand,Germany,DEU,Europe,3.68,Active,Platform Fulfilled,2025-11-22,2025-11-22 00:00:00,,true,2025-11-22 03:56:11,lance.williams029@platform.example.com
413254,SELL-00413254,"Phillips, Miller and Davis",Marketplace,United Kingdom,GBR,Europe,4.41,Active,Platform Fulfilled,2025-11-17,2025-11-17 00:00:00,,true,2025-11-17 22:35:04,timothy.cannon081@analytics.example.com
413255,SELL-00413255,Gilbert PLC,Marketplace,United States,USA,North America,4.24,Active,Dropship,2025-11-20,2025-11-20 00:00:00,,true,2025-11-20 10:14:03,eric.mullen052@dataops.example.com
413256,SELL-00413256,Berg-Goodwin,Small Business,Mexico,MEX,North America,4.27,Active,Seller Fulfilled,2025-11-27,2025-11-27 00:00:00,,true,2025-11-27 09:26:41,anita.garcia021@dataops.example.com
413257,SELL-00413257,Garcia Ltd,Brand,France,FRA,Europe,4.26,Active,Dropship,2025-11-30,2025-11-30 00:00:00,,true,2025-11-30 23:49:13,richard.bradshaw051@platform.example.com
413258,SELL-00413258,"Cline, Sexton and Campbell",Distributor,Brazil,BRA,South America,4.04,Active,Seller Fulfilled,2025-11-04,2025-11-04 00:00:00,,true,2025-11-04 08:27:53,jennifer.shepherd015@analytics.example.com
413259,SELL-00413259,Page Group,Retailer,United Arab Emirates,ARE,Asia,4.73,Active,Platform Fulfilled,2025-11-19,2025-11-19 00:00:00,,true,2025-11-19 04:20:36,jimmy.washington028@commerce.example.com
413260,SELL-00413260,"Wilcox, Watson and Ross",Marketplace,Italy,ITA,Europe,4.2,Active,Platform Fulfilled,2025-11-03,2025-11-03 00:00:00,,true,2025-11-03 15:11:38,jennifer.atkins003@platform.example.com
413261,SELL-00413261,"Munoz, Murray and Lewis",Brand,Japan,JPN,Asia,3.6,Active,Seller Fulfilled,2025-11-10,2025-11-10 00:00:00,,true,2025-11-10 16:52:14,raymond.pineda079@platform.example.com
413262,SELL-00413262,"Kerr, James and Ellis",Retailer,Germany,DEU,Europe,3.95,Active,Platform Fulfilled,2025-11-11,2025-11-11 00:00:00,,true,2025-11-11 06:25:44,stephanie.miller092@analytics.example.com
413263,SELL-00413263,Rangel and Sons,Marketplace,Germany,DEU,Europe,4.51,Active,Platform Fulfilled,2025-11-18,2025-11-18 00:00:00,,true,2025-11-18 02:30:28,michelle.bender024@analytics.example.com
