exchange_rate_id,rate_date,base_currency,target_currency,exchange_rate,rate_source,rate_type,created_at,created_by
,2023-09-06,AED,USD,1.3180462262,ECB,Spot,2023-09-06 20:36:55,ashley.bishop108@dataops.example.com
,2023-09-28,JPY,USD,5.1819913359,Bloomberg,Closing,2023-09-28 09:37:58,jennifer.hudson020@analytics.example.com
,2023-09-23,GBP,JPY,0.4524066526,ECB,Spot,2023-09-23 12:13:04,susan.rice083@commerce.example.com
,2023-09-06,GBP,USD,1.0018833681,Bloomberg,Spot,2023-09-06 00:01:19,jennifer.bauer068@analytics.example.com
,2023-09-23,CAD,MXN,1.0930612754,Internal FX,Daily,2023-09-23 02:00:24,kevin.mathews014@analytics.example.com
,2023-09-05,MXN,JPY,1.3061516744,ECB,Spot,2023-09-05 07:06:37,ashley.bishop108@dataops.example.com
,2023-09-19,AUD,SGD,1.5921111541,Bloomberg,Daily,2023-09-19 21:35:09,ashley.marks069@commerce.example.com
,2023-09-18,USD,MXN,0.5034708631,Reuters,Closing,2023-09-18 10:34:24,sandra.hunter036@platform.example.com
,2023-09-26,AED,AUD,0.9977469564,Reuters,Daily,2023-09-26 23:13:55,kristen.bailey110@analytics.example.com
,2023-09-23,EUR,JPY,0.9687437292,Reuters,Spot,2023-09-23 06:40:54,jillian.russo115@commerce.example.com
,2023-09-18,JPY,MXN,2.5225966126,Internal FX,Spot,2023-09-18 12:21:38,yolanda.vasquez005@platform.example.com
,2023-09-09,EUR,JPY,2.5178668803,Bloomberg,Closing,2023-09-09 15:26:35,tiffany.freeman101@analytics.example.com
,2023-09-08,SGD,CAD,2.2206045106,Internal FX,Closing,2023-09-08 20:19:53,ashley.bishop108@dataops.example.com
,2023-09-12,JPY,BRL,0.9567434194,Internal FX,Daily,2023-09-12 22:38:18,victor.palmer071@platform.example.com
,2023-09-09,INR,USD,2.2081989094,Bloomberg,Closing,2023-09-09 21:10:34,eric.mullen052@dataops.example.com
,2023-09-14,AUD,BRL,1.3042772563,Bloomberg,Spot,2023-09-14 05:19:37,yesenia.arnold040@platform.example.com
,2023-09-15,MXN,INR,0.6183801849,Bloomberg,Closing,2023-09-15 03:54:30,tammy.smith009@platform.example.com
,2023-09-24,JPY,BRL,0.4573314929,Internal FX,Spot,2023-09-24 21:02:19,diana.williams116@analytics.example.com
,2023-09-01,BRL,INR,0.4178057124,Bloomberg,Daily,2023-09-01 02:27:04,maria.ashley046@analytics.example.com
,2023-09-26,CAD,JPY,1.9574908763,Reuters,Spot,2023-09-26 10:05:24,stephen.daniels076@commerce.example.com
,2023-09-28,SGD,AED,0.1983570984,ECB,Spot,2023-09-28 19:28:48,rachel.hall062@platform.example.com
,2023-09-30,CAD,BRL,2.3455113228,Internal FX,Closing,2023-09-30 08:32:51,joseph.griffin070@analytics.example.com
,2023-09-22,CAD,AED,0.6858580033,ECB,Closing,2023-09-22 04:45:05,darren.anderson025@dataops.example.com
,2023-09-19,JPY,CAD,1.6792730365,Reuters,Spot,2023-09-19 23:02:53,ryan.steele043@commerce.example.com
,2023-09-25,MXN,AED,0.5034946932,ECB,Daily,2023-09-25 17:17:35,richard.bradshaw051@platform.example.com
,2023-09-17,INR,GBP,1.0846645554,Internal FX,Daily,2023-09-17 23:09:43,michelle.sims041@analytics.example.com
,2023-09-10,AUD,BRL,0.4321796351,Reuters,Closing,2023-09-10 22:08:34,brittany.rose019@commerce.example.com
,2023-09-11,AUD,EUR,1.4065696887,Reuters,Spot,2023-09-11 13:21:59,ashley.marks069@commerce.example.com
,2023-09-12,EUR,GBP,0.5622543456,ECB,Closing,2023-09-12 12:52:26,tiffany.freeman101@analytics.example.com
,2023-09-23,USD,INR,0.5606387342,Internal FX,Spot,2023-09-23 11:44:03,tiffany.freeman101@analytics.example.com
,2023-09-09,USD,AUD,0.4181344952,Bloomberg,Spot,2023-09-09 22:21:25,jeffery.miller012@commerce.example.com
