order_record_id,order_id,customer_id,session_id,order_timestamp,order_status,country_name,country_code,region_name,local_currency,subtotal_local,discount_local,shipping_local,tax_local,total_amount_local,payment_method,shipping_method,warehouse_id,estimated_delivery_date,actual_delivery_date,cancellation_date,return_flag,refund_amount_local,source_system,created_at,updated_at,created_by
,ORD-202601-0000000000,CUST-0001951679,SES-202601-0000016532,2026-01-20 11:04:20,Processing,Spain,ESP,Europe,EUR,604.49,111.42,29.47,50.5,573.04,Gift Card,Economy,WH-00059,2026-01-24,,,false,0,Web,2026-01-20 11:04:20,2026-01-20 12:28:20,anita.garcia021@dataops.example.com
,ORD-202601-0000000001,CUST-0001964633,SES-202601-0000014881,2026-01-06 07:18:10,Returned,Singapore,SGP,Asia,SGD,1801.85,364.76,32.29,219.28,1688.66,Paytm,Express,WH-00093,2026-01-13,,,true,1688.66,Marketplace,2026-01-06 07:18:10,2026-01-06 10:11:10,michael.brewer084@analytics.example.com
,ORD-202601-0000000002,CUST-0001963815,SES-202601-0000013400,2026-01-30 18:44:24,Completed,India,IND,Asia,INR,87.53,0.95,27.57,12.46,126.61,Paytm,Express,WH-00238,2026-02-09,2026-02-09,,false,0,Web,2026-01-30 18:44:24,2026-01-30 21:03:24,kenneth.rodgers059@analytics.example.com
,ORD-202601-0000000003,CUST-0001977500,SES-202601-0000013486,2026-01-21 12:06:53,Completed,Germany,DEU,Europe,EUR,154.02,11.76,17.51,23.42,183.19,Credit Card,Economy,WH-00235,2026-01-31,2026-01-31,,false,0,Marketplace,2026-01-21 12:06:53,2026-01-21 15:05:53,tara.hansen055@dataops.example.com
,ORD-202601-0000000004,CUST-0001956363,SES-202601-0000015784,2026-01-02 02:10:21,Completed,Brazil,BRA,South America,BRL,2426.04,389.38,24.43,415.02,2476.11,Phonepe,Pickup,WH-00042,2026-01-05,2026-01-05,,false,0,POS,2026-01-02 02:10:21,2026-01-02 02:57:21,ashley.marks069@commerce.example.com
,ORD-202601-0000000005,CUST-0001963826,SES-202601-0000019730,2026-01-27 15:38:59,Completed,Spain,ESP,Europe,EUR,2007.32,106.19,23.3,235.3,2159.73,Google Pay,Economy,WH-00228,2026-02-07,2026-02-07,,false,0,POS,2026-01-27 15:38:59,2026-01-27 17:50:59,elizabeth.olsen066@platform.example.com
,ORD-202601-0000000006,CUST-0001974058,SES-202601-0000001580,2026-01-12 15:52:24,Cancelled,Australia,AUS,Oceania,AUD,2360.12,423.32,16.32,454.8,2407.92,Apple Pay,Pickup,WH-00106,2026-01-16,,2026-01-13 07:52:24,false,0,Marketplace,2026-01-12 15:52:24,2026-01-12 18:33:24,jack.smith053@analytics.example.com
,ORD-202601-0000000007,CUST-0001979151,SES-202601-0000002961,2026-01-04 06:19:16,Completed,United Arab Emirates,ARE,Asia,AED,222.28,50.66,38.3,12.25,222.17,Debit Card,Same Day,WH-00160,2026-01-16,2026-01-16,,false,0,Mobile,2026-01-04 06:19:16,2026-01-04 07:16:16,lance.williams029@platform.example.com
,ORD-202601-0000000008,CUST-0001963892,SES-202601-0000003342,2026-01-10 13:02:41,Completed,United Arab Emirates,ARE,Asia,AED,999.14,52.86,42.41,213.28,1201.97,Gift Card,Same Day,WH-00187,2026-01-16,2026-01-16,,false,0,Marketplace,2026-01-10 13:02:41,2026-01-10 14:27:41,benjamin.brooks117@dataops.example.com
,ORD-202601-0000000009,CUST-0001951142,SES-202601-0000013406,2026-01-27 17:30:25,Returned,Australia,AUS,Oceania,AUD,1583.16,86.45,35.69,331.17,1863.57,Google Pay,Same Day,WH-00116,2026-01-29,,,true,1863.57,Mobile,2026-01-27 17:30:25,2026-01-27 18:25:25,michelle.bender024@analytics.example.com
,ORD-202601-0000000010,CUST-0001965994,SES-202601-0000004383,2026-01-28 20:38:37,Completed,Australia,AUS,Oceania,AUD,2527.18,393.91,8.25,137.52,2279.04,Google Pay,Express,WH-00171,2026-02-05,2026-02-05,,false,0,Marketplace,2026-01-28 20:38:37,2026-01-28 21:09:37,darren.anderson025@dataops.example.com
,ORD-202601-0000000011,CUST-0001964538,SES-202601-0000018163,2026-01-05 01:03:14,Completed,Germany,DEU,Europe,EUR,169.79,30.28,33.92,15.92,189.35,Paytm,Economy,WH-00159,2026-01-11,2026-01-11,,false,0,Marketplace,2026-01-05 01:03:14,2026-01-05 02:02:14,brittany.barber031@commerce.example.com
,ORD-202601-0000000012,CUST-0001952943,SES-202601-0000020166,2026-01-26 13:28:47,Completed,Japan,JPN,Asia,JPY,2998.64,612.98,9.16,223.72,2618.54,Gift Card,Pickup,WH-00036,2026-01-29,2026-01-29,,false,0,Marketplace,2026-01-26 13:28:47,2026-01-26 14:09:47,kimberly.harmon088@commerce.example.com
,ORD-202601-0000000013,CUST-0001970766,SES-202601-0000012598,2026-01-01 17:07:25,Completed,Singapore,SGP,Asia,SGD,360.41,84.3,25.34,42.32,343.77,Gift Card,Standard,WH-00112,2026-01-04,2026-01-04,,false,0,Marketplace,2026-01-01 17:07:25,2026-01-01 19:35:25,judy.rogers086@platform.example.com
,ORD-202601-0000000014,CUST-0001964451,SES-202601-0000024362,2026-01-16 11:10:08,Completed,Spain,ESP,Europe,EUR,1208.09,96.82,31.53,63.2,1206.0,Debit Card,Standard,WH-00051,2026-01-26,2026-01-26,,false,0,Web,2026-01-16 11:10:08,2026-01-16 12:18:08,brandon.yu006@analytics.example.com
,ORD-202601-0000000015,CUST-0001970734,SES-202601-0000027137,2026-01-04 11:43:43,Completed,Italy,ITA,Europe,EUR,733.83,7.04,17.27,81.19,825.25,Phonepe,Same Day,WH-00067,2026-01-12,2026-01-12,,false,0,Marketplace,2026-01-04 11:43:43,2026-01-04 12:37:43,patrick.gonzalez035@dataops.example.com
,ORD-202601-0000000016,CUST-0001976871,SES-202601-0000006769,2026-01-16 09:32:42,Completed,India,IND,Asia,INR,1754.36,228.67,0.61,131.95,1658.25,Debit Card,Economy,WH-00246,2026-01-22,2026-01-22,,false,0,Marketplace,2026-01-16 09:32:42,2026-01-16 10:51:42,micheal.hall064@dataops.example.com
,ORD-202601-0000000017,CUST-0001974402,SES-202601-0000018258,2026-01-31 13:28:24,Returned,United Kingdom,GBR,Europe,GBP,2763.32,662.74,15.3,467.23,2583.11,Credit Card,Economy,WH-00246,2026-02-11,,,true,2583.11,Web,2026-01-31 13:28:24,2026-01-31 16:00:24,sophia.baker096@platform.example.com
,ORD-202601-0000000018,CUST-0001964064,SES-202601-0000014894,2026-01-22 16:14:28,Completed,Spain,ESP,Europe,EUR,515.49,111.07,11.33,44.48,460.23,PayPal,Same Day,WH-00098,2026-01-30,2026-01-30,,false,0,Web,2026-01-22 16:14:28,2026-01-22 17:58:28,stephen.jordan063@commerce.example.com
,ORD-202601-0000000019,CUST-0001972688,SES-202601-0000022351,2026-01-27 03:00:50,Completed,Mexico,MEX,North America,MXN,2513.8,25.48,17.99,303.88,2810.19,Apple Pay,Express,WH-00092,2026-02-03,2026-02-03,,false,0,Marketplace,2026-01-27 03:00:50,2026-01-27 04:59:50,shawn.baxter004@dataops.example.com
,ORD-202601-0000000020,CUST-0001979283,SES-202601-0000002211,2026-01-23 13:47:22,Completed,United Kingdom,GBR,Europe,GBP,138.8,33.12,1.74,15.83,123.25,Bank Transfer,Pickup,WH-00152,2026-02-02,2026-02-02,,false,0,Mobile,2026-01-23 13:47:22,2026-01-23 14:50:22,stephen.clark001@analytics.example.com
,ORD-202601-0000000021,CUST-0001978854,SES-202601-0000012933,2026-01-03 22:49:04,Completed,United States,USA,North America,USD,1624.33,37.42,18.2,164.16,1769.27,Phonepe,Economy,WH-00215,2026-01-08,2026-01-08,,false,0,Web,2026-01-03 22:49:04,2026-01-04 01:26:04,richard.bradshaw051@platform.example.com
,ORD-202601-0000000022,CUST-0001959304,SES-202601-0000025408,2026-01-02 09:10:06,Completed,United Kingdom,GBR,Europe,GBP,487.19,43.52,20.22,104.21,568.1,Buy Now Pay Later,Express,WH-00002,2026-01-07,2026-01-07,,false,0,Marketplace,2026-01-02 09:10:06,2026-01-02 11:13:06,jimmy.washington028@commerce.example.com
,ORD-202601-0000000023,CUST-0001973158,SES-202601-0000005181,2026-01-05 17:17:11,Cancelled,United Kingdom,GBR,Europe,GBP,1515.36,178.73,2.63,243.08,1582.34,Bank Transfer,Express,WH-00178,2026-01-09,,2026-01-06 00:17:11,false,0,POS,2026-01-05 17:17:11,2026-01-05 18:45:11,sandra.hunter036@platform.example.com
,ORD-202601-0000000024,CUST-0001963712,SES-202601-0000024107,2026-01-20 07:04:46,Completed,Japan,JPN,Asia,JPY,563.27,127.36,13.7,8.76,458.37,Debit Card,Same Day,WH-00035,2026-01-27,2026-01-27,,false,0,Web,2026-01-20 07:04:46,2026-01-20 08:31:46,adam.gordon030@commerce.example.com
,ORD-202601-0000000025,CUST-0001951697,SES-202601-0000009145,2026-01-31 19:42:19,Processing,France,FRA,Europe,EUR,1831.35,63.21,6.24,319.93,2094.31,PayPal,Same Day,WH-00063,2026-02-04,,,false,0,Mobile,2026-01-31 19:42:19,2026-01-31 19:55:19,joseph.griffin070@analytics.example.com
,ORD-202601-0000000026,CUST-0001951937,SES-202601-0000004808,2026-01-14 21:35:45,Completed,Singapore,SGP,Asia,SGD,84.08,19.66,4.83,13.02,82.27,Gift Card,Pickup,WH-00030,2026-01-24,2026-01-24,,false,0,Marketplace,2026-01-14 21:35:45,2026-01-14 22:59:45,megan.cunningham013@commerce.example.com
,ORD-202601-0000000027,CUST-0001950982,SES-202601-0000014331,2026-01-22 10:54:09,Returned,Canada,CAN,North America,CAD,1025.98,113.6,0.49,63.03,975.9,Apple Pay,Same Day,WH-00032,2026-01-26,,,true,975.9,POS,2026-01-22 10:54:09,2026-01-22 12:31:09,sierra.bush087@dataops.example.com
,ORD-202601-0000000028,CUST-0001967235,SES-202601-0000018811,2026-01-29 15:04:44,Completed,Brazil,BRA,South America,BRL,62.41,14.64,28.95,11.29,88.01,Phonepe,Pickup,WH-00166,2026-02-09,2026-02-09,,false,0,Web,2026-01-29 15:04:44,2026-01-29 15:09:44,dominic.hodges075@platform.example.com
,ORD-202601-0000000029,CUST-0001950389,SES-202601-0000014709,2026-01-24 18:37:29,Completed,Mexico,MEX,North America,MXN,2558.81,356.87,39.25,519.77,2760.96,Google Pay,Economy,WH-00041,2026-01-29,2026-01-29,,false,0,POS,2026-01-24 18:37:29,2026-01-24 21:27:29,linda.daniels047@dataops.example.com
,ORD-202601-0000000030,CUST-0001952938,SES-202601-0000012683,2026-01-16 04:35:52,Returned,Canada,CAN,North America,CAD,1272.83,38.66,7.41,101.52,1343.1,Google Pay,Standard,WH-00185,2026-01-26,,,true,1343.1,Web,2026-01-16 04:35:52,2026-01-16 07:18:52,joseph.johnson049@dataops.example.com
,ORD-202601-0000000031,CUST-0001955281,SES-202601-0000000769,2026-01-16 22:50:27,Processing,Singapore,SGP,Asia,SGD,1179.35,61.69,16.36,114.21,1248.23,Phonepe,Economy,WH-00139,2026-01-24,,,false,0,Web,2026-01-16 22:50:27,2026-01-17 01:06:27,ryan.steele043@commerce.example.com
,ORD-202601-0000000032,CUST-0001966046,SES-202601-0000021484,2026-01-14 05:35:44,Completed,Germany,DEU,Europe,EUR,1460.41,243.65,14.42,219.41,1450.59,Credit Card,Pickup,WH-00194,2026-01-26,2026-01-26,,false,0,Web,2026-01-14 05:35:44,2026-01-14 05:55:44,micheal.chen050@dataops.example.com
