campaign_record_id,campaign_id,campaign_name,campaign_type,channel,source,medium,country_code,region_name,start_date,end_date,budget_local,spend_local,local_currency,impressions,clicks,conversions,created_at,created_by
,CAMP-2025-05-000000,Member Growth Campaign,Launch,Affiliate,Meta,direct,CAN,North America,2025-05-12,2025-05-24,144282.7,55659.32,CAD,86132,6495,729,2025-05-12 20:39:54,ryan.steele043@commerce.example.com
,CAMP-2025-05-000001,Summer Case Campaign,Flash Sale,Affiliate,Meta,cpc,DEU,Europe,2025-05-17,2025-06-17,48949.4,45599.6,EUR,173356,8816,1368,2025-05-17 01:08:19,raymond.pineda079@platform.example.com
,CAMP-2025-05-000002,Member Raise Campaign,Brand,Email,Partner,direct,BRA,South America,2025-05-29,2025-06-30,275653.43,175194.34,BRL,108611,2481,412,2025-05-29 04:17:51,richard.bradshaw051@platform.example.com
,CAMP-2025-05-000003,Winter Week Campaign,Flash Sale,Meta,TikTok,email,SGP,Asia,2025-05-29,2025-06-28,411336.58,243603.36,SGD,482614,23765,781,2025-05-29 00:00:43,adam.henson113@dataops.example.com
,CAMP-2025-05-000004,Holiday Attention Campaign,Launch,Affiliate,TikTok,social,IND,Asia,2025-05-05,2025-06-09,394209.59,148172.53,INR,35460,2222,313,2025-05-05 09:58:00,juan.simmons120@platform.example.com
,CAMP-2025-05-000005,Back-to-School Now Campaign,Brand,Organic,Meta,cpc,CAN,North America,2025-05-29,2025-06-08,90252.42,51509.13,CAD,103682,4675,499,2025-05-29 03:41:57,mary.jordan048@analytics.example.com
,CAMP-2025-05-000006,Summer Sort Campaign,Flash Sale,TikTok,TikTok,direct,ITA,Europe,2025-05-14,2025-06-03,144121.01,123099.17,EUR,193938,11632,994,2025-05-14 22:22:12,christine.carter078@commerce.example.com
,CAMP-2025-05-000007,Growth Large Campaign,Flash Sale,Email,TikTok,referral,GBR,Europe,2025-05-19,2025-05-30,467854.6,461519.58,GBP,394392,17091,881,2025-05-19 20:29:48,patrick.gonzalez035@dataops.example.com
,CAMP-2025-05-000008,Member Believe Campaign,Brand,Display,Google,organic,USA,North America,2025-05-19,2025-06-10,439566.35,297513.55,USD,67134,1863,150,2025-05-19 23:09:31,stephanie.miller092@analytics.example.com
,CAMP-2025-05-000009,Member Country Campaign,Performance,Meta,Meta,social,IND,Asia,2025-05-24,2025-06-28,377871.31,353320.57,INR,171441,8418,399,2025-05-24 09:25:42,oscar.owens072@analytics.example.com
,CAMP-2025-05-000010,Member Dog Campaign,Flash Sale,Google Ads,TikTok,affiliate,USA,North America,2025-05-22,2025-06-04,133203.86,109110.51,USD,336732,10405,1787,2025-05-22 15:20:00,kelsey.taylor010@platform.example.com
,CAMP-2025-05-000011,Winter Him Campaign,Brand,Display,Meta,social,CAN,North America,2025-05-07,2025-06-09,216372.17,178712.04,CAD,242269,4833,841,2025-05-07 14:27:06,ryan.steele043@commerce.example.com
,CAMP-2025-05-000012,Member Avoid Campaign,Performance,TikTok,TikTok,email,USA,North America,2025-05-18,2025-06-04,334648.73,209984.22,USD,78397,792,37,2025-05-18 00:43:54,jennifer.bauer068@analytics.example.com
,CAMP-2025-05-000013,Summer Guy Campaign,Seasonal,Organic,Google,direct,JPN,Asia,2025-05-11,2025-06-11,3204.29,2351.71,JPY,49185,1496,55,2025-05-11 01:05:06,eric.mullen052@dataops.example.com
,CAMP-2025-05-000014,Growth Realize Campaign,Retention,Organic,CRM,direct,BRA,South America,2025-05-15,2025-06-10,12837.35,4229.52,BRL,82502,2039,78,2025-05-15 19:00:43,christine.johnson056@commerce.example.com
,CAMP-2025-05-000015,Back-to-School Production Campaign,Brand,Meta,TikTok,referral,ESP,Europe,2025-05-14,2025-06-15,352906.8,251220.74,EUR,96807,7451,1013,2025-05-14 16:44:43,jason.franklin045@dataops.example.com
,CAMP-2025-05-000016,Member Gun Campaign,Flash Sale,Organic,TikTok,cpc,ITA,Europe,2025-05-07,2025-06-07,433897.97,245919.53,EUR,113180,1536,45,2025-05-07 00:27:09,stephen.clark001@analytics.example.com
,CAMP-2025-05-000017,Holiday North Campaign,Launch,Organic,Meta,social,MEX,North America,2025-05-15,2025-05-20,224499.36,169099.36,MXN,155170,4582,166,2025-05-15 06:03:53,craig.johnson106@analytics.example.com
,CAMP-2025-05-000018,Winter Several Campaign,Seasonal,Meta,Partner,social,SGP,Asia,2025-05-08,2025-05-13,82210.98,61854.35,SGD,40935,2065,140,2025-05-08 06:00:51,stephen.clark001@analytics.example.com
,CAMP-2025-05-000019,Member Away Campaign,Launch,Organic,CRM,organic,IND,Asia,2025-05-20,2025-06-17,240683.52,198434.68,INR,24080,892,70,2025-05-20 20:56:05,jack.smith053@analytics.example.com
