shipment_record_id,shipment_id,order_id,warehouse_id,country_code,region_name,carrier,shipping_method,shipment_status,shipped_timestamp,estimated_delivery_date,actual_delivery_timestamp,delivery_attempts,delivery_country,created_at,created_by
,SHP-202303-0000000000,ORD-202303-0000001746,WH-00047,AUS,Oceania,DHL,Same Day,Delivered,2023-03-04 20:58:32,2023-03-06,2023-03-16 21:58:32,1,Australia,2023-03-04 20:58:32,katelyn.pitts017@commerce.example.com
,SHP-202303-0000000001,ORD-202303-0000004776,WH-00250,ESP,Europe,Australia Post,Pickup,Returned,2023-03-02 15:26:10,2023-03-04,,2,United States,2023-03-02 15:26:10,christine.johnson056@commerce.example.com
,SHP-202303-0000000002,ORD-202303-0000004197,WH-00102,DEU,North America,UPS,Express,Returned,2023-03-08 15:37:01,2023-03-11,,2,United Arab Emirates,2023-03-08 15:37:01,renee.harvey080@dataops.example.com
,SHP-202303-0000000003,ORD-202303-0000002734,WH-00163,BRA,Asia,USPS,Standard,Delivered,2023-03-12 01:32:24,2023-03-19,2023-03-16 02:32:24,1,Italy,2023-03-12 01:32:24,jeffery.miller012@commerce.example.com
,SHP-202303-0000000004,ORD-202303-0000000077,WH-00094,BRA,Europe,Royal Mail,Pickup,Delivered,2023-03-23 22:56:40,2023-03-30,2023-04-01 06:56:40,1,India,2023-03-23 22:56:40,jonathan.estrada093@commerce.example.com
,SHP-202303-0000000005,ORD-202303-0000001885,WH-00245,ESP,Oceania,FedEx,Pickup,Delivered,2023-03-08 08:49:11,2023-03-13,2023-03-19 11:49:11,1,United Arab Emirates,2023-03-08 08:49:11,michelle.sims041@analytics.example.com
,SHP-202303-0000000006,ORD-202303-0000003672,WH-00197,NLD,Oceania,DPD,Standard,Delivered,2023-03-16 19:56:47,2023-03-25,2023-03-18 20:56:47,1,France,2023-03-16 19:56:47,patrick.gonzalez035@dataops.example.com
,SHP-202303-0000000007,ORD-202303-0000001557,WH-00069,CAN,North America,Royal Mail,Standard,Delivered,2023-03-30 12:14:30,2023-04-05,2023-04-03 15:14:30,1,Japan,2023-03-30 12:14:30,yesenia.arnold040@platform.example.com
,SHP-202303-0000000008,ORD-202303-0000002356,WH-00054,ARE,Oceania,DHL,Economy,Delivered,2023-03-05 07:15:36,2023-03-08,2023-03-08 16:15:36,1,Australia,2023-03-05 07:15:36,diana.williams116@analytics.example.com
,SHP-202303-0000000009,ORD-202303-0000002356,WH-00039,BRA,South America,UPS,Pickup,In Transit,2023-03-26 11:23:55,2023-03-30,,1,Mexico,2023-03-26 11:23:55,alyssa.richards002@commerce.example.com
