geography_id,region_name,sub_region_name,country_name,country_code,currency_code,currency_name,currency_symbol,timezone,created_at,created_by
1,North America,Northern America,United States,USA,USD,US Dollar,$,Europe/Minsk,2025-10-11 17:42:58,samantha.villa073@commerce.example.com
2,North America,Northern America,Canada,CAN,CAD,Canadian Dollar,C$,America/Guatemala,2025-10-04 07:33:34,dominic.hodges075@platform.example.com
3,Europe,Northern Europe,United Kingdom,GBR,GBP,Pound Sterling,£,Europe/Malta,2025-10-25 10:22:57,brandi.carter038@dataops.example.com
4,Europe,Western Europe,Germany,DEU,EUR,Euro,€,Europe/Vilnius,2025-10-19 10:34:40,joseph.johnson049@dataops.example.com
5,Europe,Western Europe,France,FRA,EUR,Euro,€,Asia/Rangoon,2025-10-17 02:51:41,micheal.chen050@dataops.example.com
6,Europe,Southern Europe,Spain,ESP,EUR,Euro,€,Asia/Tbilisi,2025-10-22 14:29:29,allen.foster026@dataops.example.com
7,Europe,Southern Europe,Italy,ITA,EUR,Euro,€,Pacific/Truk,2025-10-26 04:10:18,mary.jordan048@analytics.example.com
8,Europe,Western Europe,Netherlands,NLD,EUR,Euro,€,Europe/Chisinau,2025-10-29 09:53:35,timothy.cannon081@analytics.example.com
9,Oceania,Australia and New Zealand,Australia,AUS,AUD,Australian Dollar,A$,Asia/Riyadh,2025-10-29 12:01:29,patrick.gonzalez035@dataops.example.com
10,Asia,Eastern Asia,Japan,JPN,JPY,Japanese Yen,¥,Atlantic/Cape_Verde,2025-10-22 12:35:56,tara.hansen055@dataops.example.com
11,Asia,South-eastern Asia,Singapore,SGP,SGD,Singapore Dollar,S$,Africa/Kigali,2025-10-29 08:09:13,arthur.ortiz082@platform.example.com
12,Asia,Southern Asia,India,IND,INR,Indian Rupee,₹,Africa/Douala,2025-10-09 16:40:18,micheal.chen050@dataops.example.com
13,Asia,Western Asia,United Arab Emirates,ARE,AED,UAE Dirham,د.إ,Pacific/Apia,2025-10-27 18:43:06,katelyn.pitts017@commerce.example.com
14,South America,South America,Brazil,BRA,BRL,Brazilian Real,R$,America/El_Salvador,2025-10-15 23:19:48,carol.bonilla067@analytics.example.com
15,North America,Central America,Mexico,MEX,MXN,Mexican Peso,MX$,Africa/Nouakchott,2025-10-07 12:18:14,anita.garcia021@dataops.example.com
