seller_record_id,seller_id,seller_name,seller_type,country_name,country_code,region_name,seller_rating,seller_status,fulfillment_type,seller_join_date,effective_from,effective_to,is_current,created_at,created_by
424353,SELL-00424353,Lopez-Lopez,Marketplace,Japan,JPN,Asia,4.74,Active,Platform Fulfilled,2025-12-29,2025-12-29 00:00:00,,true,2025-12-29 23:19:16,patrick.gonzalez035@dataops.example.com
424354,SELL-00424354,"Clark, Richard and Castro",Marketplace,United Arab Emirates,ARE,Asia,4.34,Active,Dropship,2025-12-20,2025-12-20 00:00:00,,true,2025-12-20 03:18:12,joseph.johnson049@dataops.example.com
424355,SELL-00424355,"Walter, Rice and Taylor",Marketplace,United Arab Emirates,ARE,Asia,4.34,Active,Dropship,2025-12-27,2025-12-27 00:00:00,,true,2025-12-27 20:25:58,linda.daniels047@dataops.example.com
424356,SELL-00424356,Wise-Stuart,Marketplace,United States,USA,North America,4.64,Active,Seller Fulfilled,2025-12-06,2025-12-06 00:00:00,,true,2025-12-06 01:37:13,michael.brewer084@analytics.example.com
424357,SELL-00424357,"Lopez, Kramer and Wiley",Retailer,Brazil,BRA,South America,3.32,Active,Dropship,2025-12-17,2025-12-17 00:00:00,,true,2025-12-17 14:36:43,stephen.jordan063@commerce.example.com
424358,SELL-00424358,"Freeman, Farmer and Gomez",Distributor,Japan,JPN,Asia,3.47,Active,Platform Fulfilled,2025-12-24,2025-12-24 00:00:00,,true,2025-12-24 04:13:39,yesenia.arnold040@platform.example.com
424359,SELL-00424359,"Thomas, White and Reynolds",Small Business,Canada,CAN,North America,4.6,Active,Dropship,2025-12-29,2025-12-29 00:00:00,,true,2025-12-29 13:31:36,kimberly.harmon088@commerce.example.com
424360,SELL-00424360,"Brooks, Trujillo and Weeks",Retailer,Mexico,MEX,North America,4.45,Active,Platform Fulfilled,2025-12-29,2025-12-29 00:00:00,,true,2025-12-29 03:10:32,brittany.barber031@commerce.example.com
424361,SELL-00424361,Nichols LLC,Brand,Netherlands,NLD,Europe,4.67,Active,Seller Fulfilled,2025-12-12,2025-12-12 00:00:00,,true,2025-12-12 08:12:14,allen.foster026@dataops.example.com
424362,SELL-00424362,Ramos Ltd,Marketplace,Japan,JPN,Asia,4.14,Active,Seller Fulfilled,2025-12-06,2025-12-06 00:00:00,,true,2025-12-06 08:25:58,eric.mullen052@dataops.example.com
424363,SELL-00424363,"Stewart, Moore and Gay",Distributor,India,IND,Asia,4.34,Active,Dropship,2025-12-15,2025-12-15 00:00:00,,true,2025-12-15 11:15:13,brandi.carter038@dataops.example.com
424364,SELL-00424364,Gordon Ltd,Small Business,United Arab Emirates,ARE,Asia,4.55,Active,Dropship,2025-12-31,2025-12-31 00:00:00,,true,2025-12-31 13:43:20,susan.rice083@commerce.example.com
424365,SELL-00424365,"Clark, Jones and Powers",Marketplace,India,IND,Asia,4.23,Active,Seller Fulfilled,2025-12-16,2025-12-16 00:00:00,,true,2025-12-16 02:19:04,adam.gordon030@commerce.example.com
424366,SELL-00424366,Burns and Sons,Marketplace,United Arab Emirates,ARE,Asia,4.42,Active,Platform Fulfilled,2025-12-29,2025-12-29 00:00:00,,true,2025-12-29 03:00:22,nancy.gross008@dataops.example.com
424367,SELL-00424367,"Garner, Lane and Medina",Brand,Singapore,SGP,Asia,3.99,Active,Dropship,2025-12-23,2025-12-23 00:00:00,,true,2025-12-23 12:20:06,raymond.pineda079@platform.example.com
424368,SELL-00424368,Cooper Group,Retailer,Netherlands,NLD,Europe,3.52,Active,Dropship,2025-12-06,2025-12-06 00:00:00,,true,2025-12-06 12:56:20,eric.horton058@analytics.example.com
424369,SELL-00424369,Miller-Levy,Brand,Brazil,BRA,South America,4.18,Active,Platform Fulfilled,2025-12-13,2025-12-13 00:00:00,,true,2025-12-13 06:25:27,curtis.williams033@dataops.example.com
424370,SELL-00424370,Nelson-Wolfe,Distributor,Mexico,MEX,North America,3.79,Active,Seller Fulfilled,2025-12-18,2025-12-18 00:00:00,,true,2025-12-18 23:51:36,rachel.hall062@platform.example.com
424371,SELL-00424371,"Robertson, Santos and Thompson",Small Business,Italy,ITA,Europe,4.06,Active,Platform Fulfilled,2025-12-30,2025-12-30 00:00:00,,true,2025-12-30 18:36:44,james.proctor094@dataops.example.com
424372,SELL-00424372,"Stone, Robinson and Bauer",Brand,India,IND,Asia,4.78,Active,Platform Fulfilled,2025-12-04,2025-12-04 00:00:00,,true,2025-12-04 19:04:07,christine.carter078@commerce.example.com
424373,SELL-00424373,"Nguyen, Tran and Smith",Distributor,United States,USA,North America,4.93,Inactive,Dropship,2025-12-31,2025-12-31 00:00:00,,true,2025-12-31 20:09:31,willie.long016@dataops.example.com
424374,SELL-00424374,Frye-Davis,Marketplace,Canada,CAN,North America,4.23,Active,Dropship,2025-12-13,2025-12-13 00:00:00,,true,2025-12-13 00:39:38,jimmy.washington028@commerce.example.com
424375,SELL-00424375,Murphy LLC,Brand,France,FRA,Europe,3.68,Active,Seller Fulfilled,2025-12-16,2025-12-16 00:00:00,,true,2025-12-16 16:56:19,brittany.rose019@commerce.example.com
424376,SELL-00424376,"Mcguire, Anderson and Jones",Brand,Canada,CAN,North America,3.65,Active,Platform Fulfilled,2025-12-25,2025-12-25 00:00:00,,true,2025-12-25 19:43:15,taylor.cunningham023@commerce.example.com
424377,SELL-00424377,"Livingston, Horn and Smith",Distributor,Germany,DEU,Europe,3.91,Active,Seller Fulfilled,2025-12-29,2025-12-29 00:00:00,,true,2025-12-29 08:03:48,rebecca.white032@dataops.example.com
424378,SELL-00424378,Payne-Cochran,Retailer,Netherlands,NLD,Europe,4.41,Active,Platform Fulfilled,2025-12-26,2025-12-26 00:00:00,,true,2025-12-26 14:58:41,troy.boone097@platform.example.com
424379,SELL-00424379,"Williams, Fox and Mcmahon",Marketplace,France,FRA,Europe,4.08,Active,Dropship,2025-12-26,2025-12-26 00:00:00,,true,2025-12-26 05:45:53,sandra.hunter036@platform.example.com
424380,SELL-00424380,"Lopez, Adams and Webb",Brand,United Kingdom,GBR,Europe,3.89,Active,Platform Fulfilled,2025-12-02,2025-12-02 00:00:00,,true,2025-12-02 22:43:34,benjamin.brooks117@dataops.example.com
424381,SELL-00424381,Norris Inc,Small Business,United States,USA,North America,4.39,Suspended,Seller Fulfilled,2025-12-24,2025-12-24 00:00:00,,true,2025-12-24 06:29:52,kimberly.harmon088@commerce.example.com
424382,SELL-00424382,Guerra-Green,Distributor,United States,USA,North America,4.72,Active,Dropship,2025-12-03,2025-12-03 00:00:00,,true,2025-12-03 09:29:37,jillian.russo115@commerce.example.com
424383,SELL-00424383,"Jackson, Cantu and Wilson",Distributor,France,FRA,Europe,4.09,Active,Seller Fulfilled,2025-12-11,2025-12-11 00:00:00,,true,2025-12-11 01:50:40,renee.harvey080@dataops.example.com
424384,SELL-00424384,Matthews-Navarro,Marketplace,United Arab Emirates,ARE,Asia,3.82,Active,Seller Fulfilled,2025-12-24,2025-12-24 00:00:00,,true,2025-12-24 00:35:48,kelsey.taylor010@platform.example.com
424385,SELL-00424385,"Allison, Bond and Higgins",Retailer,Germany,DEU,Europe,4.2,Active,Dropship,2025-12-11,2025-12-11 00:00:00,,true,2025-12-11 00:09:14,joseph.griffin070@analytics.example.com
424386,SELL-00424386,White-Martinez,Distributor,Brazil,BRA,South America,4.43,Active,Platform Fulfilled,2025-12-05,2025-12-05 00:00:00,,true,2025-12-05 22:40:08,victoria.medina044@dataops.example.com
424387,SELL-00424387,Ryan-Hull,Marketplace,Germany,DEU,Europe,4.27,Active,Dropship,2025-12-17,2025-12-17 00:00:00,,true,2025-12-17 05:07:46,shawn.baxter004@dataops.example.com
424388,SELL-00424388,"Beck, Perez and Dunlap",Distributor,Mexico,MEX,North America,3.75,Active,Seller Fulfilled,2025-12-25,2025-12-25 00:00:00,,true,2025-12-25 14:57:47,rebecca.white032@dataops.example.com
424389,SELL-00424389,"Wilson, Bennett and Bender",Brand,United Kingdom,GBR,Europe,3.96,Active,Seller Fulfilled,2025-12-08,2025-12-08 00:00:00,,true,2025-12-08 17:44:00,sophia.baker096@platform.example.com
424390,SELL-00424390,"Peters, Smith and Robles",Marketplace,France,FRA,Europe,3.92,Active,Seller Fulfilled,2025-12-27,2025-12-27 00:00:00,,true,2025-12-27 23:55:53,mary.jordan048@analytics.example.com
424391,SELL-00424391,Oneill-Graves,Small Business,United Arab Emirates,ARE,Asia,3.71,Suspended,Dropship,2025-12-23,2025-12-23 00:00:00,,true,2025-12-23 18:53:32,michael.berger060@platform.example.com
424392,SELL-00424392,"Potts, Blair and Owens",Retailer,Mexico,MEX,North America,3.6,Active,Seller Fulfilled,2025-12-11,2025-12-11 00:00:00,,true,2025-12-11 04:52:41,mary.jordan048@analytics.example.com
424393,SELL-00424393,Williams and Sons,Marketplace,United Kingdom,GBR,Europe,4.55,Active,Dropship,2025-12-11,2025-12-11 00:00:00,,true,2025-12-11 03:31:57,jennifer.hudson020@analytics.example.com
424394,SELL-00424394,"Villa, Collins and Mata",Distributor,Italy,ITA,Europe,4.81,Active,Seller Fulfilled,2025-12-29,2025-12-29 00:00:00,,true,2025-12-29 10:36:38,carol.bonilla067@analytics.example.com
424395,SELL-00424395,Gallagher-Brown,Distributor,Australia,AUS,Oceania,3.62,Active,Dropship,2025-12-07,2025-12-07 00:00:00,,true,2025-12-07 14:20:51,carol.bonilla067@analytics.example.com
424396,SELL-00424396,Johnson-Robertson,Distributor,Germany,DEU,Europe,4.07,Active,Seller Fulfilled,2025-12-20,2025-12-20 00:00:00,,true,2025-12-20 21:31:56,jason.franklin045@dataops.example.com
424397,SELL-00424397,Smith-Davis,Retailer,Italy,ITA,Europe,3.69,Active,Platform Fulfilled,2025-12-24,2025-12-24 00:00:00,,true,2025-12-24 23:05:50,michelle.bender024@analytics.example.com
424398,SELL-00424398,Morales and Sons,Brand,United Kingdom,GBR,Europe,3.99,Active,Seller Fulfilled,2025-12-13,2025-12-13 00:00:00,,true,2025-12-13 20:40:00,lance.williams029@platform.example.com
424399,SELL-00424399,"Carpenter, Taylor and Perez",Retailer,United Arab Emirates,ARE,Asia,3.78,Active,Dropship,2025-12-19,2025-12-19 00:00:00,,true,2025-12-19 10:41:39,rachel.hall062@platform.example.com
424400,SELL-00424400,Andrews-Campbell,Marketplace,United Arab Emirates,ARE,Asia,4.66,Active,Seller Fulfilled,2025-12-20,2025-12-20 00:00:00,,true,2025-12-20 08:19:29,darren.anderson025@dataops.example.com
424401,SELL-00424401,"Martinez, Foster and Colon",Small Business,France,FRA,Europe,3.97,Active,Seller Fulfilled,2025-12-13,2025-12-13 00:00:00,,true,2025-12-13 01:44:35,kenneth.rodgers059@analytics.example.com
424402,SELL-00424402,Smith Ltd,Marketplace,Netherlands,NLD,Europe,4.35,Active,Platform Fulfilled,2025-12-15,2025-12-15 00:00:00,,true,2025-12-15 23:12:55,judy.rogers086@platform.example.com
424403,SELL-00424403,"Wallace, Ortega and Brown",Small Business,United States,USA,North America,3.56,Active,Platform Fulfilled,2025-12-13,2025-12-13 00:00:00,,true,2025-12-13 10:28:26,arthur.ortiz082@platform.example.com
424404,SELL-00424404,Mcdonald-Jones,Brand,Netherlands,NLD,Europe,3.89,Active,Platform Fulfilled,2025-12-17,2025-12-17 00:00:00,,true,2025-12-17 20:28:18,chelsea.patel065@commerce.example.com
424405,SELL-00424405,Williams-Collins,Small Business,Brazil,BRA,South America,4.22,Active,Dropship,2025-12-01,2025-12-01 00:00:00,,true,2025-12-01 05:35:37,sophia.baker096@platform.example.com
424406,SELL-00424406,"Cox, Gregory and Camacho",Marketplace,Australia,AUS,Oceania,3.84,Active,Dropship,2025-12-16,2025-12-16 00:00:00,,true,2025-12-16 19:48:49,samantha.villa073@commerce.example.com
424407,SELL-00424407,"Lloyd, Martin and Rollins",Retailer,France,FRA,Europe,4.98,Active,Seller Fulfilled,2025-12-26,2025-12-26 00:00:00,,true,2025-12-26 23:35:42,eric.mullen052@dataops.example.com
424408,SELL-00424408,Hines-Mcfarland,Distributor,Singapore,SGP,Asia,4.02,Active,Seller Fulfilled,2025-12-26,2025-12-26 00:00:00,,true,2025-12-26 20:39:23,anita.garcia021@dataops.example.com
424409,SELL-00424409,"Brown, Garcia and Li",Brand,France,FRA,Europe,4.09,Inactive,Platform Fulfilled,2025-12-17,2025-12-17 00:00:00,,true,2025-12-17 08:54:43,eric.horton058@analytics.example.com
424410,SELL-00424410,"Murray, Scott and Alexander",Retailer,Spain,ESP,Europe,4.64,Active,Dropship,2025-12-12,2025-12-12 00:00:00,,true,2025-12-12 21:21:59,kenneth.rodgers059@analytics.example.com
424411,SELL-00424411,Glenn-Parker,Distributor,Brazil,BRA,South America,4.39,Active,Seller Fulfilled,2025-12-28,2025-12-28 00:00:00,,true,2025-12-28 18:02:39,brian.banks011@platform.example.com
424412,SELL-00424412,Bradford Ltd,Small Business,India,IND,Asia,3.71,Active,Dropship,2025-12-31,2025-12-31 00:00:00,,true,2025-12-31 08:12:18,sophia.baker096@platform.example.com
424413,SELL-00424413,"Kaiser, Combs and Fisher",Marketplace,India,IND,Asia,4.26,Active,Dropship,2025-12-19,2025-12-19 00:00:00,,true,2025-12-19 05:24:31,yesenia.arnold040@platform.example.com
424414,SELL-00424414,"Henderson, Duffy and Moore",Marketplace,Spain,ESP,Europe,4.06,Active,Platform Fulfilled,2025-12-25,2025-12-25 00:00:00,,true,2025-12-25 05:41:15,ryan.steele043@commerce.example.com
424415,SELL-00424415,Simmons-Brown,Retailer,Brazil,BRA,South America,4.87,Active,Platform Fulfilled,2025-12-19,2025-12-19 00:00:00,,true,2025-12-19 10:04:55,michael.johnson061@platform.example.com
424416,SELL-00424416,Nichols LLC,Brand,Japan,JPN,Asia,4.56,Active,Platform Fulfilled,2025-12-01,2025-12-01 00:00:00,,true,2025-12-01 21:26:22,timothy.cannon081@analytics.example.com
424417,SELL-00424417,Reyes Group,Marketplace,Mexico,MEX,North America,4.22,Active,Platform Fulfilled,2025-12-04,2025-12-04 00:00:00,,true,2025-12-04 16:43:11,oscar.owens072@analytics.example.com
424418,SELL-00424418,Cruz-Clements,Retailer,France,FRA,Europe,3.32,Active,Dropship,2025-12-30,2025-12-30 00:00:00,,true,2025-12-30 03:38:12,ashley.marks069@commerce.example.com
424419,SELL-00424419,Acevedo Ltd,Retailer,Japan,JPN,Asia,4.07,Active,Platform Fulfilled,2025-12-23,2025-12-23 00:00:00,,true,2025-12-23 11:38:50,nicholas.wilson027@analytics.example.com
