order_record_id,order_id,customer_id,session_id,order_timestamp,order_status,country_name,country_code,region_name,local_currency,subtotal_local,discount_local,shipping_local,tax_local,total_amount_local,payment_method,shipping_method,warehouse_id,estimated_delivery_date,actual_delivery_date,cancellation_date,return_flag,refund_amount_local,source_system,created_at,updated_at,created_by
,ORD-202407-0000000000,CUST-0001304670,SES-202407-0000004052,2024-07-25 12:04:11,Completed,France,FRA,Europe,EUR,1054.99,104.4,16.12,165.62,1132.33,Paytm,Standard,WH-00239,2024-07-31,2024-07-31,,false,0,Web,2024-07-25 12:04:11,2024-07-25 14:52:11,andrea.cummings039@platform.example.com
,ORD-202407-0000000001,CUST-0001325987,SES-202407-0000021586,2024-07-16 11:17:47,Completed,United States,USA,North America,USD,666.76,141.94,33.52,36.17,594.51,Google Pay,Same Day,WH-00248,2024-07-21,2024-07-21,,false,0,Mobile,2024-07-16 11:17:47,2024-07-16 13:54:47,jennifer.shepherd015@analytics.example.com
,ORD-202407-0000000002,CUST-0001315020,SES-202407-0000021638,2024-07-10 20:11:13,Returned,Singapore,SGP,Asia,SGD,1982.13,19.22,21.99,384.0,2368.9,Phonepe,Pickup,WH-00107,2024-07-13,,,true,2368.9,Marketplace,2024-07-10 20:11:13,2024-07-10 22:29:13,andrea.cummings039@platform.example.com
,ORD-202407-0000000003,CUST-0001303054,SES-202407-0000020727,2024-07-09 02:43:56,Completed,United States,USA,North America,USD,932.9,169.17,29.76,39.57,833.06,Credit Card,Pickup,WH-00027,2024-07-21,2024-07-21,,false,0,POS,2024-07-09 02:43:56,2024-07-09 02:51:56,oscar.owens072@analytics.example.com
,ORD-202407-0000000004,CUST-0001314624,SES-202407-0000009448,2024-07-27 20:50:30,Completed,United States,USA,North America,USD,1483.98,214.05,27.05,142.82,1439.8,Apple Pay,Pickup,WH-00096,2024-08-08,2024-08-08,,false,0,Web,2024-07-27 20:50:30,2024-07-27 21:15:30,jennifer.yu037@dataops.example.com
,ORD-202407-0000000005,CUST-0001307296,SES-202407-0000013128,2024-07-15 11:56:43,Failed,Mexico,MEX,North America,MXN,2687.63,425.33,2.44,205.26,2470.0,Phonepe,Standard,WH-00120,2024-07-17,,,false,0,Mobile,2024-07-15 11:56:43,2024-07-15 14:35:43,james.richardson118@dataops.example.com
,ORD-202407-0000000006,CUST-0001308904,SES-202407-0000017878,2024-07-29 22:30:58,Completed,Singapore,SGP,Asia,SGD,809.96,137.2,17.71,93.27,783.74,Credit Card,Express,WH-00165,2024-08-10,2024-08-10,,false,0,Mobile,2024-07-29 22:30:58,2024-07-30 00:11:58,megan.cunningham013@commerce.example.com
,ORD-202407-0000000007,CUST-0001325121,SES-202407-0000016889,2024-07-30 15:00:35,Completed,Australia,AUS,Oceania,AUD,789.57,195.38,2.66,139.03,735.88,Credit Card,Express,WH-00241,2024-08-11,2024-08-11,,false,0,Marketplace,2024-07-30 15:00:35,2024-07-30 17:36:35,nicholas.wilson027@analytics.example.com
,ORD-202407-0000000008,CUST-0001310797,SES-202407-0000024450,2024-07-17 18:53:15,Completed,Japan,JPN,Asia,JPY,2337.56,248.57,21.99,266.94,2377.92,Paytm,Standard,WH-00085,2024-07-28,2024-07-28,,false,0,Mobile,2024-07-17 18:53:15,2024-07-17 20:28:15,yesenia.arnold040@platform.example.com
,ORD-202407-0000000009,CUST-0001313167,SES-202407-0000008467,2024-07-22 21:01:46,Completed,Singapore,SGP,Asia,SGD,969.32,221.64,30.07,175.55,953.3,Debit Card,Economy,WH-00135,2024-07-28,2024-07-28,,false,0,Mobile,2024-07-22 21:01:46,2024-07-22 23:50:46,shawn.baxter004@dataops.example.com
,ORD-202407-0000000010,CUST-0001312349,SES-202407-0000006286,2024-07-22 16:37:22,Processing,Singapore,SGP,Asia,SGD,760.44,14.49,25.0,71.4,842.35,Credit Card,Standard,WH-00190,2024-08-01,,,false,0,Web,2024-07-22 16:37:22,2024-07-22 18:57:22,eric.rowe100@platform.example.com
,ORD-202407-0000000011,CUST-0001304253,SES-202407-0000009810,2024-07-20 21:45:44,Returned,India,IND,Asia,INR,2052.58,240.99,19.81,324.16,2155.56,Paytm,Pickup,WH-00244,2024-07-31,,,true,2155.56,Marketplace,2024-07-20 21:45:44,2024-07-20 23:31:44,shawn.baxter004@dataops.example.com
,ORD-202407-0000000012,CUST-0001321377,SES-202407-0000021481,2024-07-07 14:36:18,Completed,Japan,JPN,Asia,JPY,590.85,112.73,11.97,71.69,561.78,Paytm,Express,WH-00041,2024-07-14,2024-07-14,,false,0,Marketplace,2024-07-07 14:36:18,2024-07-07 15:37:18,micheal.chen050@dataops.example.com
,ORD-202407-0000000013,CUST-0001326140,SES-202407-0000015669,2024-07-31 14:35:19,Completed,France,FRA,Europe,EUR,2359.89,278.28,31.27,482.7,2595.58,Buy Now Pay Later,Economy,WH-00155,2024-08-04,2024-08-04,,false,0,Web,2024-07-31 14:35:19,2024-07-31 14:51:19,darren.anderson025@dataops.example.com
,ORD-202407-0000000014,CUST-0001323559,SES-202407-0000013436,2024-07-10 19:59:32,Returned,Brazil,BRA,South America,BRL,1525.27,357.69,32.08,218.39,1418.05,Paytm,Standard,WH-00068,2024-07-15,,,true,1418.05,Mobile,2024-07-10 19:59:32,2024-07-10 20:41:32,troy.boone097@platform.example.com
,ORD-202407-0000000015,CUST-0001328156,SES-202407-0000024110,2024-07-20 17:08:03,Completed,United States,USA,North America,USD,2419.61,238.66,11.2,216.28,2408.43,Bank Transfer,Pickup,WH-00228,2024-08-01,2024-08-01,,false,0,Web,2024-07-20 17:08:03,2024-07-20 18:11:03,jimmy.washington028@commerce.example.com
,ORD-202407-0000000016,CUST-0001331631,SES-202407-0000011975,2024-07-01 17:06:51,Returned,India,IND,Asia,INR,504.59,124.95,14.11,33.78,427.53,Credit Card,Economy,WH-00240,2024-07-13,,,true,427.53,Web,2024-07-01 17:06:51,2024-07-01 17:36:51,patrick.gonzalez035@dataops.example.com
,ORD-202407-0000000017,CUST-0001303473,SES-202407-0000002298,2024-07-12 17:32:34,Completed,Mexico,MEX,North America,MXN,2998.35,586.71,13.47,136.75,2561.86,Gift Card,Standard,WH-00175,2024-07-15,2024-07-15,,false,0,Mobile,2024-07-12 17:32:34,2024-07-12 19:37:34,micheal.hall064@dataops.example.com
,ORD-202407-0000000018,CUST-0001314192,SES-202407-0000019347,2024-07-20 06:29:58,Processing,Canada,CAN,North America,CAD,1179.48,157.79,30.37,190.46,1242.52,Gift Card,Same Day,WH-00130,2024-07-28,,,false,0,Mobile,2024-07-20 06:29:58,2024-07-20 07:32:58,crystal.smith022@platform.example.com
,ORD-202407-0000000019,CUST-0001315959,SES-202407-0000023144,2024-07-11 17:46:33,Completed,Germany,DEU,Europe,EUR,2632.4,307.55,5.86,180.09,2510.8,Bank Transfer,Express,WH-00173,2024-07-20,2024-07-20,,false,0,Web,2024-07-11 17:46:33,2024-07-11 18:39:33,yesenia.arnold040@platform.example.com
,ORD-202407-0000000020,CUST-0001332075,SES-202407-0000022580,2024-07-05 14:27:48,Completed,Netherlands,NLD,Europe,EUR,1173.17,146.12,4.51,89.47,1121.03,Paytm,Economy,WH-00233,2024-07-07,2024-07-07,,false,0,Marketplace,2024-07-05 14:27:48,2024-07-05 15:46:48,stephanie.miller092@analytics.example.com
,ORD-202407-0000000021,CUST-0001325103,SES-202407-0000007612,2024-07-01 22:04:33,Failed,Netherlands,NLD,Europe,EUR,1551.66,212.7,9.41,300.91,1649.28,Debit Card,Economy,WH-00109,2024-07-13,,,false,0,Web,2024-07-01 22:04:33,2024-07-02 00:04:33,carol.bonilla067@analytics.example.com
,ORD-202407-0000000022,CUST-0001327754,SES-202407-0000016078,2024-07-18 09:23:27,Completed,Germany,DEU,Europe,EUR,1186.71,47.49,6.05,71.0,1216.27,Buy Now Pay Later,Economy,WH-00108,2024-07-23,2024-07-23,,false,0,Mobile,2024-07-18 09:23:27,2024-07-18 11:37:27,james.richardson118@dataops.example.com
,ORD-202407-0000000023,CUST-0001323015,SES-202407-0000002046,2024-07-28 06:19:24,Completed,India,IND,Asia,INR,2785.59,680.11,19.04,373.81,2498.33,Paytm,Economy,WH-00243,2024-08-07,2024-08-07,,false,0,Mobile,2024-07-28 06:19:24,2024-07-28 07:52:24,carol.bonilla067@analytics.example.com
,ORD-202407-0000000024,CUST-0001316561,SES-202407-0000023978,2024-07-26 12:57:41,Completed,Japan,JPN,Asia,JPY,971.22,83.42,4.07,157.43,1049.3,Bank Transfer,Same Day,WH-00042,2024-07-29,2024-07-29,,false,0,Web,2024-07-26 12:57:41,2024-07-26 15:04:41,brian.taylor114@analytics.example.com
,ORD-202407-0000000025,CUST-0001307474,SES-202407-0000012518,2024-07-21 15:03:21,Completed,United Kingdom,GBR,Europe,GBP,793.68,58.22,35.26,99.78,870.5,Gift Card,Express,WH-00239,2024-07-31,2024-07-31,,false,0,POS,2024-07-21 15:03:21,2024-07-21 17:53:21,tammy.smith009@platform.example.com
,ORD-202407-0000000026,CUST-0001304102,SES-202407-0000024123,2024-07-15 07:34:00,Completed,Japan,JPN,Asia,JPY,299.62,12.17,23.04,61.62,372.11,Gift Card,Standard,WH-00060,2024-07-27,2024-07-27,,false,0,POS,2024-07-15 07:34:00,2024-07-15 08:48:00,tina.williams074@commerce.example.com
,ORD-202407-0000000027,CUST-0001312964,SES-202407-0000002055,2024-07-17 14:33:24,Processing,Brazil,BRA,South America,BRL,696.7,173.92,42.8,70.44,636.02,Credit Card,Same Day,WH-00048,2024-07-22,,,false,0,POS,2024-07-17 14:33:24,2024-07-17 16:22:24,michelle.bender024@analytics.example.com
,ORD-202407-0000000028,CUST-0001304379,SES-202407-0000004124,2024-07-29 13:46:14,Completed,Mexico,MEX,North America,MXN,2112.53,500.78,35.7,291.35,1938.8,Buy Now Pay Later,Express,WH-00124,2024-08-05,2024-08-05,,false,0,Web,2024-07-29 13:46:14,2024-07-29 13:57:14,oscar.owens072@analytics.example.com
,ORD-202407-0000000029,CUST-0001304406,SES-202407-0000020310,2024-07-13 14:02:06,Returned,India,IND,Asia,INR,2779.8,150.54,3.22,621.19,3253.67,Gift Card,Same Day,WH-00156,2024-07-15,,,true,3253.67,POS,2024-07-13 14:02:06,2024-07-13 16:39:06,brandi.carter038@dataops.example.com
,ORD-202407-0000000030,CUST-0001307376,SES-202407-0000005589,2024-07-23 09:34:07,Processing,Canada,CAN,North America,CAD,1415.54,142.59,0.4,30.21,1303.56,Phonepe,Express,WH-00017,2024-07-27,,,false,0,Mobile,2024-07-23 09:34:07,2024-07-23 12:25:07,arthur.ortiz082@platform.example.com
,ORD-202407-0000000031,CUST-0001314633,SES-202407-0000023244,2024-07-31 21:01:30,Completed,Australia,AUS,Oceania,AUD,2009.53,59.73,4.04,51.51,2005.35,Credit Card,Express,WH-00194,2024-08-03,2024-08-03,,false,0,POS,2024-07-31 21:01:30,2024-07-31 22:42:30,micheal.chen050@dataops.example.com
,ORD-202407-0000000032,CUST-0001319052,SES-202407-0000023054,2024-07-23 03:56:28,Completed,Canada,CAN,North America,CAD,694.33,170.9,16.85,12.48,552.76,Paytm,Pickup,WH-00053,2024-08-04,2024-08-04,,false,0,Web,2024-07-23 03:56:28,2024-07-23 06:32:28,craig.johnson106@analytics.example.com
