customer_record_id,customer_id,first_name,last_name,gender,date_of_birth,age,age_group,email,country_name,country_code,region_name,sub_region_name,city,state_province,postal_code,currency_code,customer_segment,acquisition_channel,registration_date,customer_status,marketing_opt_in,effective_from,effective_to,is_current,source_system,created_at,updated_at,created_by
97555,CUST-0000097555,Kevin,Dixon,Prefer not to say,1972-04-23,48,45-54,kevin.dixon.97555@yahoo.com,Mexico,MEX,North America,Central America,North Edwardbury,California,05160,MXN,At Risk,Organic,2020-07-20,Active,false,2020-07-20 00:00:00,,true,Web,2020-07-20 14:47:55,2020-07-20 16:42:42,victor.palmer071@platform.example.com
97556,CUST-0000097556,Hayden,Edwards,Non-binary,1998-12-07,21,18-24,hayden.edwards.97556@yahoo.com,Italy,ITA,Europe,Southern Europe,New Johnmouth,Michigan,51608,EUR,Occasional,Email,2020-07-15,Active,true,2020-07-15 00:00:00,,true,CRM,2020-07-15 12:22:04,2020-07-15 12:01:04,jennifer.hudson020@analytics.example.com
97557,CUST-0000097557,Paul,Greene,Male,1999-11-17,20,18-24,paul.greene.97557@hotmail.com,Mexico,MEX,North America,Central America,Tammymouth,Tennessee,26958,MXN,Regular,Referral,2020-07-23,Active,true,2020-07-23 00:00:00,,true,Web,2020-07-23 00:39:25,2020-07-23 17:43:09,michelle.sims041@analytics.example.com
97558,CUST-0000097558,Suzanne,Peterson,Prefer not to say,2002-04-28,18,18-24,suzanne.peterson.97558@gmail.com,United States,USA,North America,Northern America,Bradyville,South Dakota,12401,USD,Occasional,Affiliate,2020-07-10,Active,false,2020-07-10 00:00:00,,true,Marketplace,2020-07-10 15:43:19,2020-07-10 03:20:06,eric.mullen052@dataops.example.com
97559,CUST-0000097559,Stephanie,White,Male,1950-06-11,70,65+,stephanie.white.97559@yahoo.com,United States,USA,North America,Northern America,Hesschester,Vermont,92246,USD,Regular,Organic,2020-07-31,Active,true,2020-07-31 00:00:00,,true,Web,2020-07-31 00:30:55,2020-07-31 17:46:31,jeffery.miller012@commerce.example.com
97560,CUST-0000097560,Jacob,Peterson,Prefer not to say,1951-04-27,69,65+,jacob.peterson.97560@hotmail.com,Singapore,SGP,Asia,South-eastern Asia,Port Nancymouth,Missouri,05710,SGD,Premium,Social,2020-07-31,Active,true,2020-07-31 00:00:00,,true,Mobile,2020-07-31 20:37:28,2020-07-31 12:18:16,michael.berger060@platform.example.com
97561,CUST-0000097561,Amy,Brown,Non-binary,1997-08-06,22,18-24,amy.brown.97561@yahoo.com,Netherlands,NLD,Europe,Western Europe,Port Samuel,Michigan,87755,EUR,New,Referral,2020-07-16,Active,true,2020-07-16 00:00:00,,true,CRM,2020-07-16 23:23:02,2020-07-16 21:15:32,brandon.yu006@analytics.example.com
97562,CUST-0000097562,Margaret,West,Female,1996-05-31,24,18-24,margaret.west.97562@yahoo.com,Singapore,SGP,Asia,South-eastern Asia,Jamesbury,Texas,11486,SGD,Occasional,Paid Search,2020-07-05,Active,false,2020-07-05 00:00:00,,true,CRM,2020-07-05 07:01:44,2020-07-05 12:59:48,eric.mullen052@dataops.example.com
97563,CUST-0000097563,Jennifer,Ramos,Prefer not to say,1948-04-07,72,65+,jennifer.ramos.97563@gmail.com,Australia,AUS,Oceania,Australia and New Zealand,Graceshire,Virginia,36338,AUD,At Risk,Organic,2020-07-10,Active,true,2020-07-10 00:00:00,,true,Mobile,2020-07-10 08:47:55,2020-07-10 01:32:56,michael.berger060@platform.example.com
97564,CUST-0000097564,Brittany,Sweeney,Prefer not to say,2003-06-14,17,18-24,brittany.sweeney.97564@hotmail.com,Singapore,SGP,Asia,South-eastern Asia,West Georgeview,Delaware,87837,SGD,Occasional,Affiliate,2020-07-11,Active,true,2020-07-11 00:00:00,,true,Mobile,2020-07-11 08:49:24,2020-07-11 19:18:41,lance.williams029@platform.example.com
97565,CUST-0000097565,Maria,Gonzalez,Male,1952-06-24,68,65+,maria.gonzalez.97565@yahoo.com,Italy,ITA,Europe,Southern Europe,New Emily,Massachusetts,79567,EUR,At Risk,Social,2020-07-03,Active,true,2020-07-03 00:00:00,,true,Mobile,2020-07-03 16:32:04,2020-07-03 18:40:13,susan.rice083@commerce.example.com
97566,CUST-0000097566,Carrie,Morris,Non-binary,1980-11-17,39,35-44,carrie.morris.97566@gmail.com,Mexico,MEX,North America,Central America,North Bradleychester,Mississippi,17181,MXN,Regular,Email,2020-07-28,Active,true,2020-07-28 00:00:00,,true,Marketplace,2020-07-28 11:57:41,2020-07-28 00:35:18,david.cabrera119@dataops.example.com
97567,CUST-0000097567,Jose,Martinez,Prefer not to say,1947-04-27,73,65+,jose.martinez.97567@hotmail.com,Brazil,BRA,South America,South America,North Javierchester,Louisiana,73186,BRL,At Risk,Affiliate,2020-07-30,Active,true,2020-07-30 00:00:00,,true,Web,2020-07-30 04:38:47,2020-07-30 21:58:51,eric.horton058@analytics.example.com
97568,CUST-0000097568,Christopher,Hawkins,Male,1979-07-06,41,35-44,christopher.hawkins.97568@hotmail.com,United States,USA,North America,Northern America,West Amber,Ohio,23855,USD,Regular,Organic,2020-07-24,Active,true,2020-07-24 00:00:00,,true,Web,2020-07-24 17:25:36,2020-07-24 09:57:58,stephen.clark001@analytics.example.com
97569,CUST-0000097569,Randy,Herrera,Prefer not to say,2004-04-11,16,18-24,randy.herrera.97569@yahoo.com,Australia,AUS,Oceania,Australia and New Zealand,East Thomas,New Jersey,29055,AUD,Occasional,Paid Search,2020-07-10,Inactive,false,2020-07-10 00:00:00,,true,Marketplace,2020-07-10 13:11:44,2020-07-10 16:35:54,eric.horton058@analytics.example.com
97570,CUST-0000097570,Alice,Martin,Prefer not to say,1990-05-13,30,25-34,alice.martin.97570@hotmail.com,Australia,AUS,Oceania,Australia and New Zealand,Goodwinborough,Michigan,90424,AUD,Occasional,Organic,2020-07-28,Active,false,2020-07-28 00:00:00,,true,Marketplace,2020-07-28 02:44:05,2020-07-28 22:33:54,micheal.chen050@dataops.example.com
97571,CUST-0000097571,Benjamin,Fernandez,Male,1958-03-18,62,55-64,benjamin.fernandez.97571@yahoo.com,Canada,CAN,North America,Northern America,Adamsfort,Massachusetts,69273,CAD,Occasional,Direct,2020-07-27,Active,false,2020-07-27 00:00:00,,true,CRM,2020-07-27 23:49:53,2020-07-27 10:37:01,tina.williams074@commerce.example.com
97572,CUST-0000097572,Michael,Santos,Non-binary,1961-09-23,58,55-64,michael.santos.97572@hotmail.com,Brazil,BRA,South America,South America,Thompsonchester,Kansas,38508,BRL,Occasional,Referral,2020-07-16,Active,true,2020-07-16 00:00:00,,true,Web,2020-07-16 17:10:54,2020-07-16 12:54:48,joseph.johnson049@dataops.example.com
97573,CUST-0000097573,Morgan,Ball,Male,1955-06-30,65,65+,morgan.ball.97573@hotmail.com,India,IND,Asia,Southern Asia,Bradshawview,New Hampshire,79459,INR,At Risk,Email,2020-07-21,Active,false,2020-07-21 00:00:00,,true,Web,2020-07-21 22:27:16,2020-07-21 03:58:16,stephen.clark001@analytics.example.com
97574,CUST-0000097574,Dennis,Morgan,Non-binary,1995-11-03,24,18-24,dennis.morgan.97574@gmail.com,India,IND,Asia,Southern Asia,Clarkfurt,Kansas,16501,INR,New,Social,2020-07-13,Active,false,2020-07-13 00:00:00,,true,Mobile,2020-07-13 13:49:13,2020-07-13 10:47:55,brandi.carter038@dataops.example.com
97575,CUST-0000097575,Robert,Brown,Male,2004-04-18,16,18-24,robert.brown.97575@gmail.com,Mexico,MEX,North America,Central America,North Kaitlyn,New Jersey,43819,MXN,Occasional,Organic,2020-07-25,Inactive,true,2020-07-25 00:00:00,,true,Marketplace,2020-07-25 17:30:08,2020-07-25 00:24:13,kelsey.taylor010@platform.example.com
97576,CUST-0000097576,Kimberly,Dixon,Non-binary,1980-02-28,40,35-44,kimberly.dixon.97576@hotmail.com,Italy,ITA,Europe,Southern Europe,Mckenzieton,Tennessee,07120,EUR,New,Direct,2020-07-07,Active,false,2020-07-07 00:00:00,,true,Marketplace,2020-07-07 00:26:37,2020-07-07 01:36:48,jennifer.bauer068@analytics.example.com
97577,CUST-0000097577,Shannon,Sullivan,Non-binary,1952-12-09,67,65+,shannon.sullivan.97577@yahoo.com,United Arab Emirates,ARE,Asia,Western Asia,Whiteside,South Dakota,80249,AED,Occasional,Organic,2020-07-31,Active,true,2020-07-31 00:00:00,,true,CRM,2020-07-31 02:12:39,2020-07-31 10:33:04,tina.williams074@commerce.example.com
