session_record_id,session_id,customer_id,session_start,session_end,session_duration_seconds,country_name,country_code,region_name,currency_code,platform,device_type,operating_system,browser,traffic_source,traffic_medium,campaign_id,landing_page,exit_page,is_new_customer,is_new_session,created_at,created_by
,SES-202208-0000000000,CUST-0000647055,2022-08-27 21:29:06,2022-08-27 21:30:55,109,Singapore,SGP,Asia,SGD,Web,Desktop,Linux,Chrome,Google,cpc,CAMP-2022-0019,/category,/cart,true,false,2022-08-27 21:29:06,patrick.gonzalez035@dataops.example.com
,SES-202208-0000000001,CUST-0000651954,2022-08-06 17:16:21,2022-08-06 17:17:29,68,Japan,JPN,Asia,JPY,Web,Mobile,Windows,Samsung Internet,Google,referral,,/sale,/cart,false,true,2022-08-06 17:16:21,eric.mullen052@dataops.example.com
,SES-202208-0000000002,CUST-0000653239,2022-08-17 22:36:49,2022-08-17 22:42:15,326,India,IND,Asia,INR,Web,Laptop,Linux,Safari,Affiliate,referral,CAMP-2022-0036,/search,/search,true,true,2022-08-17 22:36:49,tiffany.freeman101@analytics.example.com
,SES-202208-0000000003,CUST-0000664365,2022-08-25 01:21:24,2022-08-25 01:23:28,124,Singapore,SGP,Asia,SGD,Android,Desktop,iOS,Chrome,Facebook,affiliate,CAMP-2022-0023,/offers,/checkout,false,true,2022-08-25 01:21:24,john.mullins109@commerce.example.com
,SES-202208-0000000004,CUST-0000649202,2022-08-03 09:21:10,2022-08-03 09:29:39,509,Canada,CAN,North America,CAD,Android,Tablet,ChromeOS,Samsung Internet,Facebook,cpc,CAMP-2022-0029,/home,/search,true,true,2022-08-03 09:21:10,troy.boone097@platform.example.com
,SES-202208-0000000005,CUST-0000650573,2022-08-17 01:30:01,2022-08-17 01:31:58,117,Italy,ITA,Europe,EUR,Web,Mobile,Android,Firefox,Email,direct,,/search,/home,true,true,2022-08-17 01:30:01,victoria.medina044@dataops.example.com
,SES-202208-0000000006,CUST-0000650464,2022-08-10 18:48:46,2022-08-10 18:50:30,104,Spain,ESP,Europe,EUR,Web,Desktop,iOS,Firefox,Email,organic,CAMP-2022-0011,/product,/cart,true,true,2022-08-10 18:48:46,michelle.bender024@analytics.example.com
,SES-202208-0000000007,CUST-0000665003,2022-08-20 18:14:46,2022-08-20 18:15:42,56,India,IND,Asia,INR,Android,Desktop,iOS,Firefox,TikTok,social,CAMP-2022-0040,/search,/search,false,true,2022-08-20 18:14:46,timothy.cameron104@commerce.example.com
,SES-202208-0000000008,CUST-0000657498,2022-08-16 13:41:49,2022-08-16 13:43:35,106,Singapore,SGP,Asia,SGD,Mobile Web,Mobile,ChromeOS,Firefox,Bing,affiliate,CAMP-2022-0024,/offers,/search,true,false,2022-08-16 13:41:49,tiffany.freeman101@analytics.example.com
,SES-202208-0000000009,CUST-0000660395,2022-08-18 02:02:48,2022-08-18 02:06:44,236,Germany,DEU,Europe,EUR,iOS,Desktop,macOS,Firefox,Instagram,affiliate,,/offers,/search,false,true,2022-08-18 02:02:48,christine.johnson056@commerce.example.com
,SES-202208-0000000010,CUST-0000659653,2022-08-06 21:00:01,2022-08-06 21:00:49,48,United Arab Emirates,ARE,Asia,AED,Web,Desktop,Android,Firefox,Instagram,organic,,/search,/home,false,true,2022-08-06 21:00:01,ashley.marks069@commerce.example.com
,SES-202208-0000000011,CUST-0000647012,2022-08-27 06:12:37,2022-08-27 06:14:34,117,United States,USA,North America,USD,Web,Desktop,ChromeOS,Firefox,Direct,cpc,,/product,/product,false,true,2022-08-27 06:12:37,peter.martinez098@platform.example.com
,SES-202208-0000000012,CUST-0000655147,2022-08-07 09:38:59,2022-08-07 09:41:20,141,Australia,AUS,Oceania,AUD,iOS,Tablet,macOS,Edge,Direct,social,CAMP-2022-0040,/sale,/checkout,true,true,2022-08-07 09:38:59,renee.harvey080@dataops.example.com
,SES-202208-0000000013,CUST-0000650742,2022-08-14 05:28:35,2022-08-14 05:34:02,327,Canada,CAN,North America,CAD,Mobile Web,Desktop,ChromeOS,Safari,Email,social,,/category,/search,false,true,2022-08-14 05:28:35,lisa.kim091@platform.example.com
,SES-202208-0000000014,CUST-0000653572,2022-08-05 20:51:19,2022-08-05 20:54:12,173,United Arab Emirates,ARE,Asia,AED,Mobile Web,Desktop,iOS,Safari,Google,social,,/offers,/checkout,false,true,2022-08-05 20:51:19,tina.williams074@commerce.example.com
