currency_code,currency_name,currency_symbol,decimal_places,currency_type,active_flag,created_at,created_by
USD,US Dollar,$,2,FIAT,true,2022-03-13 22:10:42,timothy.cameron104@commerce.example.com
CAD,Canadian Dollar,C$,2,FIAT,true,2022-03-03 09:29:34,maria.ashley046@analytics.example.com
GBP,Pound Sterling,£,2,FIAT,true,2022-03-28 06:03:39,victoria.medina044@dataops.example.com
EUR,Euro,€,2,FIAT,true,2022-03-07 04:02:58,darren.anderson025@dataops.example.com
AUD,Australian Dollar,A$,2,FIAT,true,2022-03-19 20:25:28,brandi.carter038@dataops.example.com
JPY,Japanese Yen,¥,0,FIAT,true,2022-03-05 03:41:39,jimmy.washington028@commerce.example.com
SGD,Singapore Dollar,S$,2,FIAT,true,2022-03-17 04:36:48,yolanda.vasquez005@platform.example.com
INR,Indian Rupee,₹,2,FIAT,true,2022-03-09 08:15:27,victor.palmer071@platform.example.com
AED,UAE Dirham,د.إ,2,FIAT,true,2022-03-13 13:53:15,michael.berger060@platform.example.com
BRL,Brazilian Real,R$,2,FIAT,true,2022-03-12 04:58:36,tina.williams074@commerce.example.com
MXN,Mexican Peso,MX$,2,FIAT,true,2022-03-04 20:25:15,stephen.clark001@analytics.example.com
