inventory_record_id,inventory_id,product_id,warehouse_id,country_code,region_name,inventory_date,stock_available,stock_reserved,stock_damaged,reorder_level,units_sold,units_returned,created_at,created_by
,INV-202608-0000000000,PROD-0001215424,WH-00232,MEX,Europe,2026-08-07,883,291,11,155,288,3,2026-08-07 05:42:17,stephen.daniels076@commerce.example.com
,INV-202608-0000000001,PROD-0001216576,WH-00155,JPN,South America,2026-08-11,910,278,5,252,397,9,2026-08-11 03:28:05,curtis.williams033@dataops.example.com
,INV-202608-0000000002,PROD-0001224323,WH-00055,SGP,Asia,2026-08-08,561,82,7,73,168,16,2026-08-08 05:44:30,shawn.baxter004@dataops.example.com
,INV-202608-0000000003,PROD-0001223257,WH-00128,DEU,South America,2026-08-31,1010,343,10,82,150,6,2026-08-31 19:06:03,alyssa.richards002@commerce.example.com
,INV-202608-0000000004,PROD-0001223117,WH-00047,ARE,Asia,2026-08-06,1266,486,7,207,278,5,2026-08-06 11:32:44,jennifer.atkins003@platform.example.com
,INV-202608-0000000005,PROD-0001214362,WH-00100,AUS,North America,2026-08-23,254,17,6,223,69,2,2026-08-23 23:11:57,jeffery.miller012@commerce.example.com
,INV-202608-0000000006,PROD-0001228998,WH-00213,FRA,Asia,2026-08-10,79,17,0,194,18,1,2026-08-10 11:45:18,darren.anderson025@dataops.example.com
,INV-202608-0000000007,PROD-0001227225,WH-00043,GBR,Asia,2026-08-20,1207,387,3,87,122,3,2026-08-20 02:06:43,chelsea.patel065@commerce.example.com
,INV-202608-0000000008,PROD-0001222021,WH-00047,SGP,Europe,2026-08-12,0,0,0,183,0,0,2026-08-12 01:07:44,chelsea.patel065@commerce.example.com
,INV-202608-0000000009,PROD-0001210625,WH-00057,JPN,Asia,2026-08-09,606,240,17,193,169,16,2026-08-09 21:21:21,jennifer.yu037@dataops.example.com
,INV-202608-0000000010,PROD-0001228686,WH-00041,IND,Asia,2026-08-04,93,4,0,167,23,0,2026-08-04 04:22:24,stephen.jordan063@commerce.example.com
,INV-202608-0000000011,PROD-0001218264,WH-00182,FRA,Europe,2026-08-17,706,57,0,256,202,9,2026-08-17 15:24:27,brandon.yu006@analytics.example.com
,INV-202608-0000000012,PROD-0001213714,WH-00184,JPN,Europe,2026-08-29,319,100,10,195,75,5,2026-08-29 03:14:55,nancy.gross008@dataops.example.com
,INV-202608-0000000013,PROD-0001216018,WH-00160,BRA,Europe,2026-08-27,1158,137,12,252,529,35,2026-08-27 10:50:34,allen.foster026@dataops.example.com
,INV-202608-0000000014,PROD-0001224050,WH-00250,NLD,North America,2026-08-23,780,128,28,264,172,14,2026-08-23 04:22:15,raymond.pineda079@platform.example.com
,INV-202608-0000000015,PROD-0001221912,WH-00068,NLD,Oceania,2026-08-24,1003,207,31,71,236,17,2026-08-24 21:06:36,taylor.cunningham023@commerce.example.com
,INV-202608-0000000016,PROD-0001212338,WH-00192,SGP,Europe,2026-08-27,1239,489,39,125,311,4,2026-08-27 22:26:17,michael.johnson061@platform.example.com
,INV-202608-0000000017,PROD-0001215433,WH-00037,CAN,Asia,2026-08-06,1255,348,12,180,357,12,2026-08-06 20:03:40,jennifer.hudson020@analytics.example.com
