event_record_id,event_id,event_timestamp,session_id,customer_id,product_id,order_id,event_name,event_category,page_name,page_url,referrer_url,search_query,product_position,quantity,unit_price_local,event_value_local,local_currency,country_name,country_code,region_name,device_type,platform,operating_system,browser,traffic_source,traffic_medium,campaign_id,created_at,created_by
,EVT-202203-000000000000,2022-03-03 05:49:47,SES-202203-0000013325,CUST-0000544455,PROD-0000289570,,add_to_cart,commerce,Cart,https://shop.example.com/checkout,https://google.com,,14,1,1358.97,1358.97,JPY,Japan,JPN,Asia,Mobile,Web,ChromeOS,Chrome,Instagram,affiliate,,2022-03-03 05:49:47,stephen.clark001@analytics.example.com
,EVT-202203-000000000001,2022-03-22 14:50:40,SES-202203-0000010346,CUST-0000547312,PROD-0000296346,ORD-202203-0000014559,purchase,conversion,Search,https://shop.example.com/cart,https://bing.com,,22,1,868.23,868.23,AED,United Arab Emirates,ARE,Asia,Laptop,Web,iOS,Safari,TikTok,email,CAMP-2022-0016,2022-03-22 14:50:40,christine.carter078@commerce.example.com
,EVT-202203-000000000002,2022-03-03 14:31:44,SES-202203-0000012913,CUST-0000541838,,,page_view,engagement,Product,https://shop.example.com/search,https://bing.com,,,0,0,0,BRL,Brazil,BRA,South America,Tablet,iOS,Windows,Edge,YouTube,affiliate,CAMP-2022-0018,2022-03-03 14:31:44,brandon.yu006@analytics.example.com
,EVT-202203-000000000003,2022-03-10 17:11:26,SES-202203-0000011277,CUST-0000550795,PROD-0000297163,ORD-202203-0000002782,purchase,conversion,Product,https://shop.example.com/cart,https://google.com,,44,2,821.78,1643.56,JPY,Japan,JPN,Asia,Mobile,iOS,macOS,Edge,TikTok,affiliate,CAMP-2022-0040,2022-03-10 17:11:26,grace.gonzales099@dataops.example.com
,EVT-202203-000000000004,2022-03-29 11:01:04,SES-202203-0000013104,CUST-0000548414,,,page_view,engagement,Checkout,https://shop.example.com/cart,https://google.com,,,0,0,0,INR,India,IND,Asia,Desktop,Mobile Web,ChromeOS,Chrome,TikTok,affiliate,CAMP-2022-0029,2022-03-29 11:01:04,christine.johnson056@commerce.example.com
,EVT-202203-000000000005,2022-03-17 20:09:39,SES-202203-0000000528,CUST-0000538470,PROD-0000298528,,product_view,commerce,Cart,https://shop.example.com/cart,https://google.com,,2,1,647.17,647.17,MXN,Mexico,MEX,North America,Tablet,Mobile Web,ChromeOS,Firefox,Email,social,CAMP-2022-0013,2022-03-17 20:09:39,jimmy.washington028@commerce.example.com
,EVT-202203-000000000006,2022-03-17 01:01:53,SES-202203-0000016359,CUST-0000548284,,,page_view,engagement,Home,https://shop.example.com/product,https://instagram.com,,,0,0,0,MXN,Mexico,MEX,North America,Mobile,Mobile Web,macOS,Edge,YouTube,organic,CAMP-2022-0014,2022-03-17 01:01:53,timothy.cannon081@analytics.example.com
,EVT-202203-000000000007,2022-03-19 11:17:29,SES-202203-0000011241,CUST-0000549468,PROD-0000288378,,product_view,commerce,Account,https://shop.example.com/home,https://google.com,,45,5,503.09,2515.45,GBP,United Kingdom,GBR,Europe,Laptop,iOS,Windows,Firefox,Email,cpc,,2022-03-19 11:17:29,jennifer.bauer068@analytics.example.com
,EVT-202203-000000000008,2022-03-03 20:08:56,SES-202203-0000024269,CUST-0000538643,PROD-0000288285,,add_to_cart,commerce,Cart,https://shop.example.com/search,https://instagram.com,,10,4,484.64,1938.56,CAD,Canada,CAN,North America,Desktop,iOS,Linux,Safari,Affiliate,email,,2022-03-03 20:08:56,adam.gordon030@commerce.example.com
,EVT-202203-000000000009,2022-03-27 02:47:25,SES-202203-0000018348,CUST-0000550011,PROD-0000288429,,add_to_cart,commerce,Checkout,https://shop.example.com/product,https://bing.com,,36,5,773.36,3866.8,EUR,Spain,ESP,Europe,Laptop,Android,iOS,Samsung Internet,Direct,cpc,,2022-03-27 02:47:25,katelyn.pitts017@commerce.example.com
,EVT-202203-000000000010,2022-03-27 20:35:20,SES-202203-0000008104,CUST-0000542476,PROD-0000288992,,product_view,commerce,Search,https://shop.example.com/product,https://instagram.com,,17,1,132.79,132.79,MXN,Mexico,MEX,North America,Laptop,Android,iOS,Samsung Internet,Bing,email,CAMP-2022-0004,2022-03-27 20:35:20,shawn.baxter004@dataops.example.com
