inventory_record_id,inventory_id,product_id,warehouse_id,country_code,region_name,inventory_date,stock_available,stock_reserved,stock_damaged,reorder_level,units_sold,units_returned,created_at,created_by
,INV-202109-0000000000,PROD-0000210390,WH-00204,USA,North America,2021-09-18,1371,270,16,140,57,0,2021-09-18 03:22:48,brandi.carter038@dataops.example.com
,INV-202109-0000000001,PROD-0000217532,WH-00020,ARE,Asia,2021-09-09,974,245,9,103,258,3,2021-09-09 01:16:39,micheal.hall064@dataops.example.com
,INV-202109-0000000002,PROD-0000215222,WH-00004,DEU,Europe,2021-09-02,502,165,1,157,190,3,2021-09-02 16:03:28,micheal.hall064@dataops.example.com
,INV-202109-0000000003,PROD-0000220441,WH-00233,AUS,Asia,2021-09-08,1082,326,0,149,316,6,2021-09-08 09:59:35,joseph.johnson049@dataops.example.com
,INV-202109-0000000004,PROD-0000213689,WH-00026,DEU,North America,2021-09-12,528,75,19,158,84,3,2021-09-12 20:15:06,maria.ashley046@analytics.example.com
,INV-202109-0000000005,PROD-0000212236,WH-00092,USA,North America,2021-09-01,1337,61,51,159,239,20,2021-09-01 23:20:21,tina.williams074@commerce.example.com
,INV-202109-0000000006,PROD-0000212617,WH-00097,BRA,North America,2021-09-25,742,34,13,164,86,4,2021-09-25 01:25:56,eric.horton058@analytics.example.com
,INV-202109-0000000007,PROD-0000218732,WH-00019,IND,South America,2021-09-01,935,331,0,79,91,3,2021-09-01 15:14:08,micheal.hall064@dataops.example.com
,INV-202109-0000000008,PROD-0000216285,WH-00244,FRA,Europe,2021-09-11,727,250,14,253,170,14,2021-09-11 21:32:06,chelsea.patel065@commerce.example.com
,INV-202109-0000000009,PROD-0000212151,WH-00234,ITA,Europe,2021-09-28,487,96,16,249,170,3,2021-09-28 09:05:40,megan.cunningham013@commerce.example.com
,INV-202109-0000000010,PROD-0000214340,WH-00215,ITA,Europe,2021-09-28,943,240,1,110,247,3,2021-09-28 23:10:02,jennifer.bauer068@analytics.example.com
,INV-202109-0000000011,PROD-0000219367,WH-00054,NLD,Oceania,2021-09-12,160,34,6,70,0,0,2021-09-12 16:09:17,john.mullins109@commerce.example.com
,INV-202109-0000000012,PROD-0000209513,WH-00239,USA,Asia,2021-09-25,1107,340,44,70,261,18,2021-09-25 08:37:21,taylor.cunningham023@commerce.example.com
,INV-202109-0000000013,PROD-0000209307,WH-00219,GBR,Asia,2021-09-24,975,228,5,278,289,10,2021-09-24 21:28:12,ryan.steele043@commerce.example.com
,INV-202109-0000000014,PROD-0000218664,WH-00079,SGP,Europe,2021-09-30,959,315,23,260,183,16,2021-09-30 12:33:19,timothy.cannon081@analytics.example.com
,INV-202109-0000000015,PROD-0000215763,WH-00005,CAN,Europe,2021-09-24,827,143,17,254,198,8,2021-09-24 22:18:29,megan.cunningham013@commerce.example.com
,INV-202109-0000000016,PROD-0000213235,WH-00102,JPN,North America,2021-09-23,1517,129,59,249,504,32,2021-09-23 13:26:44,michael.johnson061@platform.example.com
,INV-202109-0000000017,PROD-0000209527,WH-00116,ITA,Europe,2021-09-29,26,10,0,223,4,0,2021-09-29 12:21:41,david.cabrera119@dataops.example.com
,INV-202109-0000000018,PROD-0000215498,WH-00113,NLD,Europe,2021-09-17,1575,266,35,215,472,27,2021-09-17 16:33:35,joann.clark089@commerce.example.com
,INV-202109-0000000019,PROD-0000219041,WH-00160,USA,Asia,2021-09-20,337,116,2,136,62,1,2021-09-20 00:33:49,jeffery.miller012@commerce.example.com
,INV-202109-0000000020,PROD-0000218376,WH-00005,SGP,Asia,2021-09-02,586,14,12,282,119,6,2021-09-02 14:11:24,eric.horton058@analytics.example.com
,INV-202109-0000000021,PROD-0000212255,WH-00244,USA,South America,2021-09-18,451,97,9,292,141,9,2021-09-18 21:06:01,joann.clark089@commerce.example.com
,INV-202109-0000000022,PROD-0000216445,WH-00037,DEU,Europe,2021-09-06,0,0,0,123,0,0,2021-09-06 22:42:13,stephen.daniels076@commerce.example.com
,INV-202109-0000000023,PROD-0000213307,WH-00131,ARE,Europe,2021-09-21,446,136,9,234,134,9,2021-09-21 01:49:02,timothy.cannon081@analytics.example.com
,INV-202109-0000000024,PROD-0000218529,WH-00250,AUS,Asia,2021-09-16,768,20,6,216,267,4,2021-09-16 13:17:47,micheal.hall064@dataops.example.com
,INV-202109-0000000025,PROD-0000220334,WH-00035,CAN,North America,2021-09-30,785,169,17,65,278,21,2021-09-30 16:49:51,chelsea.patel065@commerce.example.com
,INV-202109-0000000026,PROD-0000219731,WH-00202,NLD,South America,2021-09-13,811,16,12,57,144,12,2021-09-13 23:55:35,chelsea.patel065@commerce.example.com
,INV-202109-0000000027,PROD-0000209552,WH-00188,NLD,Oceania,2021-09-04,1051,223,5,150,304,7,2021-09-04 13:10:10,patrick.gonzalez035@dataops.example.com
,INV-202109-0000000028,PROD-0000218912,WH-00210,NLD,Oceania,2021-09-16,1026,185,7,220,250,21,2021-09-16 14:53:28,patrick.gonzalez035@dataops.example.com
,INV-202109-0000000029,PROD-0000213256,WH-00185,MEX,North America,2021-09-06,1695,394,44,108,530,6,2021-09-06 09:01:48,david.cabrera119@dataops.example.com
,INV-202109-0000000030,PROD-0000209715,WH-00054,NLD,North America,2021-09-09,575,171,10,80,116,10,2021-09-09 04:20:33,stephen.daniels076@commerce.example.com
,INV-202109-0000000031,PROD-0000217448,WH-00054,BRA,Oceania,2021-09-29,476,123,13,126,88,5,2021-09-29 15:07:07,james.proctor094@dataops.example.com
,INV-202109-0000000032,PROD-0000209420,WH-00165,DEU,Europe,2021-09-13,264,48,7,178,68,2,2021-09-13 13:34:29,michael.johnson061@platform.example.com
,INV-202109-0000000033,PROD-0000218180,WH-00212,NLD,Oceania,2021-09-08,1171,229,20,245,394,29,2021-09-08 18:36:37,taylor.cunningham023@commerce.example.com
,INV-202109-0000000034,PROD-0000211783,WH-00186,NLD,North America,2021-09-09,809,201,12,113,287,10,2021-09-09 18:59:17,adam.gordon030@commerce.example.com
,INV-202109-0000000035,PROD-0000209567,WH-00038,DEU,Asia,2021-09-29,522,178,4,276,221,13,2021-09-29 03:37:57,micheal.hall064@dataops.example.com
,INV-202109-0000000036,PROD-0000208782,WH-00092,ESP,Europe,2021-09-01,897,151,23,145,289,12,2021-09-01 09:11:13,stephen.clark001@analytics.example.com
,INV-202109-0000000037,PROD-0000215943,WH-00073,NLD,Asia,2021-09-25,267,37,7,189,79,1,2021-09-25 05:09:54,brandi.carter038@dataops.example.com
,INV-202109-0000000038,PROD-0000220489,WH-00187,SGP,Europe,2021-09-15,871,133,32,162,45,4,2021-09-15 07:17:20,jennifer.bauer068@analytics.example.com
,INV-202109-0000000039,PROD-0000218144,WH-00126,MEX,Asia,2021-09-26,406,46,12,71,136,12,2021-09-26 12:50:42,megan.cunningham013@commerce.example.com
,INV-202109-0000000040,PROD-0000218825,WH-00078,ITA,Europe,2021-09-24,607,242,9,156,108,8,2021-09-24 13:55:05,jimmy.washington028@commerce.example.com
,INV-202109-0000000041,PROD-0000211095,WH-00184,NLD,Asia,2021-09-30,431,138,4,276,106,1,2021-09-30 10:51:17,victor.palmer071@platform.example.com
,INV-202109-0000000042,PROD-0000218339,WH-00107,GBR,Asia,2021-09-05,803,124,29,143,127,10,2021-09-05 10:12:43,brandi.carter038@dataops.example.com
,INV-202109-0000000043,PROD-0000208838,WH-00238,USA,South America,2021-09-01,675,236,7,295,181,12,2021-09-01 19:24:50,tiffany.freeman101@analytics.example.com
,INV-202109-0000000044,PROD-0000215951,WH-00069,JPN,Europe,2021-09-08,1411,73,44,182,461,11,2021-09-08 04:17:47,brandon.yu006@analytics.example.com
,INV-202109-0000000045,PROD-0000213636,WH-00035,ITA,Europe,2021-09-25,778,196,24,63,243,14,2021-09-25 19:13:52,grace.gonzales099@dataops.example.com
,INV-202109-0000000046,PROD-0000211012,WH-00141,ITA,Asia,2021-09-18,347,17,8,175,92,1,2021-09-18 11:10:12,eric.horton058@analytics.example.com
,INV-202109-0000000047,PROD-0000214619,WH-00103,MEX,North America,2021-09-12,761,191,11,217,163,8,2021-09-12 05:47:10,peter.martinez098@platform.example.com
,INV-202109-0000000048,PROD-0000214801,WH-00013,AUS,Asia,2021-09-29,326,47,3,117,64,3,2021-09-29 08:13:16,peter.martinez098@platform.example.com
,INV-202109-0000000049,PROD-0000216657,WH-00113,IND,Europe,2021-09-12,787,93,17,299,175,5,2021-09-12 18:33:53,timothy.cannon081@analytics.example.com
,INV-202109-0000000050,PROD-0000214276,WH-00196,ITA,Asia,2021-09-23,639,209,13,256,153,12,2021-09-23 13:33:17,katelyn.pitts017@commerce.example.com
,INV-202109-0000000051,PROD-0000217046,WH-00219,CAN,North America,2021-09-11,1554,537,40,236,599,20,2021-09-11 18:51:11,troy.boone097@platform.example.com
,INV-202109-0000000052,PROD-0000212673,WH-00228,NLD,Asia,2021-09-30,1682,526,32,99,225,21,2021-09-30 13:50:58,megan.cunningham013@commerce.example.com
,INV-202109-0000000053,PROD-0000218753,WH-00112,USA,Asia,2021-09-17,1994,65,68,146,512,45,2021-09-17 07:49:19,taylor.cunningham023@commerce.example.com
,INV-202109-0000000054,PROD-0000218243,WH-00143,JPN,Asia,2021-09-01,537,105,1,179,118,8,2021-09-01 06:04:06,victor.palmer071@platform.example.com
,INV-202109-0000000055,PROD-0000214112,WH-00099,ESP,Europe,2021-09-19,370,72,3,62,67,3,2021-09-19 14:36:41,troy.boone097@platform.example.com
,INV-202109-0000000056,PROD-0000216049,WH-00202,ITA,North America,2021-09-11,708,245,3,86,181,9,2021-09-11 01:55:42,joann.clark089@commerce.example.com
,INV-202109-0000000057,PROD-0000220294,WH-00060,GBR,Europe,2021-09-24,977,163,25,161,330,8,2021-09-24 22:32:22,andrea.cummings039@platform.example.com
,INV-202109-0000000058,PROD-0000209214,WH-00054,BRA,Europe,2021-09-26,566,150,17,241,139,4,2021-09-26 15:35:12,eric.mullen052@dataops.example.com
,INV-202109-0000000059,PROD-0000216922,WH-00097,ESP,North America,2021-09-16,1481,397,17,200,270,21,2021-09-16 05:11:28,ryan.steele043@commerce.example.com
,INV-202109-0000000060,PROD-0000209099,WH-00087,FRA,Asia,2021-09-24,1155,237,32,50,307,4,2021-09-24 02:14:13,micheal.hall064@dataops.example.com
,INV-202109-0000000061,PROD-0000220887,WH-00175,NLD,Europe,2021-09-26,323,99,8,256,57,3,2021-09-26 19:02:52,brandi.carter038@dataops.example.com
,INV-202109-0000000062,PROD-0000210731,WH-00052,DEU,Europe,2021-09-27,3,0,0,164,0,0,2021-09-27 12:40:12,andrea.cummings039@platform.example.com
