shipment_record_id,shipment_id,order_id,warehouse_id,country_code,region_name,carrier,shipping_method,shipment_status,shipped_timestamp,estimated_delivery_date,actual_delivery_timestamp,delivery_attempts,delivery_country,created_at,created_by
,SHP-202601-0000000000,ORD-202601-0000001048,WH-00124,BRA,Europe,Royal Mail,Economy,Delivered,2026-01-24 16:11:54,2026-02-01,2026-01-29 02:11:54,1,India,2026-01-24 16:11:54,oscar.owens072@analytics.example.com
,SHP-202601-0000000001,ORD-202601-0000005340,WH-00153,DEU,Oceania,Royal Mail,Same Day,Delivered,2026-01-17 16:22:59,2026-01-24,2026-01-20 01:22:59,1,United Kingdom,2026-01-17 16:22:59,stephen.clark001@analytics.example.com
,SHP-202601-0000000002,ORD-202601-0000004936,WH-00063,ITA,Asia,DHL,Express,Delivered,2026-01-01 01:37:04,2026-01-09,2026-01-12 05:37:04,2,Mexico,2026-01-01 01:37:04,raymond.pineda079@platform.example.com
,SHP-202601-0000000003,ORD-202601-0000000960,WH-00037,BRA,Asia,UPS,Pickup,Delivered,2026-01-02 22:22:53,2026-01-05,2026-01-14 09:22:53,1,Canada,2026-01-02 22:22:53,christine.johnson056@commerce.example.com
,SHP-202601-0000000004,ORD-202601-0000000946,WH-00080,JPN,Asia,UPS,Express,Delivered,2026-01-05 02:12:14,2026-01-08,2026-01-15 14:12:14,1,Italy,2026-01-05 02:12:14,christine.carter078@commerce.example.com
,SHP-202601-0000000005,ORD-202601-0000001488,WH-00153,CAN,Asia,USPS,Same Day,Delivered,2026-01-05 11:57:31,2026-01-08,2026-01-14 17:57:31,1,Singapore,2026-01-05 11:57:31,grace.gonzales099@dataops.example.com
,SHP-202601-0000000006,ORD-202601-0000001759,WH-00217,NLD,Asia,DHL,Pickup,In Transit,2026-01-18 21:47:33,2026-01-26,,2,Australia,2026-01-18 21:47:33,jennifer.bauer068@analytics.example.com
,SHP-202601-0000000007,ORD-202601-0000001518,WH-00248,ARE,North America,USPS,Express,Shipped,2026-01-10 13:29:08,2026-01-15,,1,Australia,2026-01-10 13:29:08,joseph.johnson049@dataops.example.com
,SHP-202601-0000000008,ORD-202601-0000004164,WH-00195,CAN,Asia,USPS,Pickup,Delivered,2026-01-05 13:05:56,2026-01-15,2026-01-08 16:05:56,1,Spain,2026-01-05 13:05:56,linda.daniels047@dataops.example.com
,SHP-202601-0000000009,ORD-202601-0000004343,WH-00088,JPN,Europe,DPD,Express,In Transit,2026-01-14 03:27:14,2026-01-18,,1,Australia,2026-01-14 03:27:14,patrick.gonzalez035@dataops.example.com
,SHP-202601-0000000010,ORD-202601-0000000813,WH-00006,NLD,North America,DHL,Economy,Delivered,2026-01-01 10:57:09,2026-01-08,2026-01-15 16:57:09,3,Japan,2026-01-01 10:57:09,michael.johnson061@platform.example.com
,SHP-202601-0000000011,ORD-202601-0000001601,WH-00074,SGP,Europe,DHL,Economy,Delivered,2026-01-18 08:50:15,2026-01-22,2026-01-31 20:50:15,1,Italy,2026-01-18 08:50:15,kathleen.white007@analytics.example.com
