currency_code,currency_name,currency_symbol,decimal_places,currency_type,active_flag,created_at,created_by
USD,US Dollar,$,2,FIAT,true,2020-09-26 18:21:54,john.mullins109@commerce.example.com
CAD,Canadian Dollar,C$,2,FIAT,true,2020-09-21 10:47:09,tina.williams074@commerce.example.com
GBP,Pound Sterling,£,2,FIAT,true,2020-09-18 02:11:27,megan.cunningham013@commerce.example.com
EUR,Euro,€,2,FIAT,true,2020-09-25 01:42:26,peter.martinez098@platform.example.com
AUD,Australian Dollar,A$,2,FIAT,true,2020-09-10 00:13:37,susan.rice083@commerce.example.com
JPY,Japanese Yen,¥,0,FIAT,true,2020-09-07 07:58:05,victor.palmer071@platform.example.com
SGD,Singapore Dollar,S$,2,FIAT,true,2020-09-27 01:51:21,victor.palmer071@platform.example.com
INR,Indian Rupee,₹,2,FIAT,true,2020-09-26 18:29:45,taylor.cunningham023@commerce.example.com
AED,UAE Dirham,د.إ,2,FIAT,true,2020-09-15 22:42:30,micheal.hall064@dataops.example.com
BRL,Brazilian Real,R$,2,FIAT,true,2020-09-14 18:27:26,stephen.daniels076@commerce.example.com
MXN,Mexican Peso,MX$,2,FIAT,true,2020-09-12 05:51:43,peter.martinez098@platform.example.com
