product_record_id,product_id,parent_product_id,product_title,brand,category_level_1,category_level_2,category_level_3,category_level_4,product_type,seller_id,country_of_sale,country_code,local_currency,base_price_local,cost_local,discount_percentage,tax_percentage,product_rating,review_count,product_status,stock_quantity,product_launch_date,effective_from,effective_to,is_current,created_at,updated_at,created_by
448552,PROD-0000448552,PARENT-0000262599,Especially Article Accessories,Rowland LLC,Fashion,Accessories,Limited,New,Subscription,SELL-00185702,United States,NLD,MXN,1991.77,1133.25,6.13,18.21,4.92,141,Active,389,2023-02-23,2023-02-23 00:00:00,,true,2023-02-23 19:03:50,2023-02-23 22:24:10,kelsey.taylor010@platform.example.com
448553,PROD-0000448553,PARENT-0000406322,Court Smile Women,"Ortiz, Smith and Fletcher",Fashion,Women,Pro,Seasonal,Premium,SELL-00184481,Singapore,SGP,EUR,1943.34,819.92,32.25,1.7,4.46,35,Active,511,2023-02-03,2023-02-03 00:00:00,,true,2023-02-03 18:12:45,2023-02-03 02:29:29,katelyn.pitts017@commerce.example.com
448554,PROD-0000448554,PARENT-0000263562,Avoid Window Household,Schmidt Group,Grocery,Household,Standard,Popular,Premium,SELL-00184911,India,JPN,EUR,557.1,331.54,28.68,0.51,4.87,138,Active,0,2023-02-01,2023-02-01 00:00:00,,true,2023-02-01 21:54:32,2023-02-01 03:07:57,yolanda.vasquez005@platform.example.com
448555,PROD-0000448555,PARENT-0000032377,Condition Offer Accessories,Miller PLC,Electronics,Accessories,Standard,Popular,Bundle,SELL-00184450,Spain,GBR,JPY,1311.23,765.4,13.48,11.08,4.0,18,Discontinued,137,2023-02-18,2023-02-18 00:00:00,,true,2023-02-18 10:33:33,2023-02-18 09:10:43,andrea.cummings039@platform.example.com
448556,PROD-0000448556,PARENT-0000044820,Great Reflect Laptops,"Lucero, Morton and Berger",Electronics,Laptops,Limited,New,Standard,SELL-00184458,Australia,IND,CAD,2277.74,1646.03,37.92,21.07,4.17,28,Active,590,2023-02-03,2023-02-03 00:00:00,,true,2023-02-03 19:32:33,2023-02-03 03:35:21,stephen.daniels076@commerce.example.com
448557,PROD-0000448557,PARENT-0000138705,Collection Authority Women,Hoffman-Vincent,Fashion,Women,Eco,Popular,Standard,SELL-00185911,Mexico,ESP,MXN,235.71,175.35,28.01,7.02,4.7,335,Active,560,2023-02-21,2023-02-21 00:00:00,,true,2023-02-21 15:24:56,2023-02-21 15:37:58,susan.rice083@commerce.example.com
448558,PROD-0000448558,PARENT-0000254213,Window Doctor Storage,Rubio-Perkins,Home,Storage,Eco,Classic,Bundle,SELL-00183102,United Arab Emirates,CAN,AUD,213.51,146.63,38.01,2.16,4.6,177,Active,187,2023-02-15,2023-02-15 00:00:00,,true,2023-02-15 00:14:13,2023-02-15 09:20:45,renee.harvey080@dataops.example.com
448559,PROD-0000448559,PARENT-0000254872,Ago Position Haircare,Henry Inc,Beauty,Haircare,Pro,New,Bundle,SELL-00184209,United States,DEU,BRL,760.74,408.44,24.98,7.4,4.16,4,Active,493,2023-02-11,2023-02-11 00:00:00,,true,2023-02-11 12:32:47,2023-02-11 00:08:30,yolanda.vasquez005@platform.example.com
448560,PROD-0000448560,PARENT-0000404839,Without Prepare Education,Young-Arnold,Books,Education,Standard,Classic,Premium,SELL-00185625,Germany,JPN,AUD,2361.17,1464.25,7.65,19.22,4.06,164,Active,342,2023-02-20,2023-02-20 00:00:00,,true,2023-02-20 02:54:09,2023-02-20 04:26:21,renee.harvey080@dataops.example.com
448561,PROD-0000448561,PARENT-0000317582,Protect Watch Sportswear,"Khan, Oliver and Lynn",Fashion,Sportswear,Standard,Bundle,Premium,SELL-00184862,Singapore,SGP,JPY,2097.87,868.78,6.44,17.87,4.1,45,Inactive,601,2023-02-18,2023-02-18 00:00:00,,true,2023-02-18 08:50:38,2023-02-18 10:57:24,michael.berger060@platform.example.com
448562,PROD-0000448562,PARENT-0000094436,Kid Country Audio,"Ortiz, Jacobs and Banks",Electronics,Audio,Limited,Popular,Bundle,SELL-00184377,Italy,GBR,BRL,1055.31,613.01,13.22,16.71,3.49,90,Active,530,2023-02-08,2023-02-08 00:00:00,,true,2023-02-08 01:42:18,2023-02-08 23:11:49,anita.garcia021@dataops.example.com
448563,PROD-0000448563,PARENT-0000295518,Herself Sound Education,Parker Group,Books,Education,Premium,New,Premium,SELL-00185060,India,FRA,CAD,1001.89,538.19,39.67,21.14,3.83,61,Active,655,2023-02-17,2023-02-17 00:00:00,,true,2023-02-17 23:22:57,2023-02-17 13:55:45,brandon.yu006@analytics.example.com
448564,PROD-0000448564,PARENT-0000094043,Dog Region Audio,Wright-Mercado,Electronics,Audio,Standard,Seasonal,Premium,SELL-00185212,Germany,CAN,AUD,519.6,362.1,15.84,3.93,4.54,8,Active,703,2023-02-27,2023-02-27 00:00:00,,true,2023-02-27 08:17:02,2023-02-27 17:52:07,kelsey.taylor010@platform.example.com
448565,PROD-0000448565,PARENT-0000033575,Return Voice Lighting,"Kerr, Adams and Robbins",Home,Lighting,Pro,Bundle,Subscription,SELL-00187054,Germany,SGP,AUD,511.0,196.15,5.37,20.05,3.13,129,Active,379,2023-02-23,2023-02-23 00:00:00,,true,2023-02-23 00:06:15,2023-02-23 05:01:12,crystal.smith022@platform.example.com
448566,PROD-0000448566,PARENT-0000346392,Message Improve Audio,Taylor Inc,Electronics,Audio,Pro,Popular,Standard,SELL-00184517,Canada,BRA,EUR,1220.59,611.18,20.6,8.57,4.03,96,Active,250,2023-02-06,2023-02-06 00:00:00,,true,2023-02-06 09:04:29,2023-02-06 00:43:36,ashley.marks069@commerce.example.com
448567,PROD-0000448567,PARENT-0000271366,Address Civil Shoes,Fischer-Johnson,Fashion,Shoes,Premium,Bundle,Standard,SELL-00187128,France,NLD,EUR,1740.35,1164.09,0.86,19.47,3.69,41,Active,344,2023-02-09,2023-02-09 00:00:00,,true,2023-02-09 02:48:48,2023-02-09 23:31:39,stephen.daniels076@commerce.example.com
448568,PROD-0000448568,PARENT-0000402213,One Field Makeup,"Gomez, Dyer and Waters",Beauty,Makeup,Pro,Bundle,Standard,SELL-00184609,Japan,AUS,USD,2287.89,1041.96,16.05,7.62,3.48,417,Active,375,2023-02-24,2023-02-24 00:00:00,,true,2023-02-24 09:29:41,2023-02-24 16:55:45,chelsea.patel065@commerce.example.com
448569,PROD-0000448569,PARENT-0000006709,Movie Current Audio,Dillon Group,Electronics,Audio,Premium,Bundle,Standard,SELL-00184705,India,ARE,AED,1717.3,808.79,37.77,13.37,4.42,20,Active,571,2023-02-22,2023-02-22 00:00:00,,true,2023-02-22 11:15:05,2023-02-22 06:08:25,craig.johnson106@analytics.example.com
448570,PROD-0000448570,PARENT-0000027738,Job Generation Team Sports,"Mcmillan, Barnes and Warren",Sports,Team Sports,Standard,New,Premium,SELL-00186208,Mexico,ESP,INR,1645.59,1060.99,22.43,20.56,3.94,5,Active,649,2023-02-01,2023-02-01 00:00:00,,true,2023-02-01 08:10:45,2023-02-01 21:51:43,andrew.ellis102@analytics.example.com
448571,PROD-0000448571,PARENT-0000395004,What Local Accessories,Webster-Johnson,Fashion,Accessories,Pro,Popular,Standard,SELL-00185276,United States,ITA,MXN,1263.56,896.32,23.69,9.43,4.86,72,Active,502,2023-02-26,2023-02-26 00:00:00,,true,2023-02-26 04:44:22,2023-02-26 19:15:22,brandon.yu006@analytics.example.com
448572,PROD-0000448572,PARENT-0000063332,Relationship Lot Accessories,Santos-Stevens,Fashion,Accessories,Premium,New,Subscription,SELL-00185366,Mexico,DEU,GBP,1220.68,530.81,42.09,9.57,3.12,36,Active,380,2023-02-17,2023-02-17 00:00:00,,true,2023-02-17 13:34:58,2023-02-17 16:57:11,crystal.smith022@platform.example.com
448573,PROD-0000448573,PARENT-0000090365,Four Unit Shoes,"Roberts, Morris and Sutton",Fashion,Shoes,Eco,New,Bundle,SELL-00184638,United Arab Emirates,ESP,GBP,1545.45,552.66,40.89,21.69,4.46,203,Active,492,2023-02-17,2023-02-17 00:00:00,,true,2023-02-17 03:54:52,2023-02-17 03:00:14,jason.franklin045@dataops.example.com
448574,PROD-0000448574,PARENT-0000339802,Office High Women,King Ltd,Fashion,Women,Limited,New,Subscription,SELL-00183345,Italy,IND,MXN,693.04,272.44,10.98,1.25,3.97,143,Active,348,2023-02-02,2023-02-02 00:00:00,,true,2023-02-02 12:27:05,2023-02-02 07:10:30,brandi.carter038@dataops.example.com
448575,PROD-0000448575,PARENT-0000290764,Price Tend Makeup,Fields-Brown,Beauty,Makeup,Eco,Classic,Standard,SELL-00183347,Australia,ARE,USD,878.03,495.23,9.33,22.45,4.23,36,Active,327,2023-02-05,2023-02-05 00:00:00,,true,2023-02-05 06:29:12,2023-02-05 01:49:21,alyssa.richards002@commerce.example.com
