review_record_id,review_id,customer_id,product_id,order_id,rating,review_title,review_text,verified_purchase,helpful_votes,review_timestamp,country_code,region_name,sentiment,created_at,created_by
,REV-202406-0000000000,CUST-0001272836,PROD-0000718177,ORD-202406-0000004960,5,Highly recommended,Cut cut recent owner. Effect for around later others professor compare.,false,7,2024-06-23 01:02:13,AUS,Asia,Positive,2024-06-23 01:02:13,crystal.smith022@platform.example.com
,REV-202406-0000000001,CUST-0001267907,PROD-0000720333,ORD-202406-0000009151,5,Worth the money,Assume task large truth democratic suddenly their raise.,true,2,2024-06-06 04:12:28,MEX,Asia,Positive,2024-06-06 04:12:28,grace.gonzales099@dataops.example.com
,REV-202406-0000000002,CUST-0001292520,PROD-0000706036,ORD-202406-0000007123,3,Fast delivery,Group material buy somebody just summer wide support. Investment fall who.,true,3,2024-06-12 09:49:53,ITA,Asia,Neutral,2024-06-12 09:49:53,brandi.carter038@dataops.example.com
,REV-202406-0000000003,CUST-0001283591,PROD-0000713273,ORD-202406-0000001140,4,Average experience,Environment deal picture eye glass few interesting.,true,4,2024-06-08 17:45:59,USA,North America,Positive,2024-06-08 17:45:59,joseph.griffin070@analytics.example.com
,REV-202406-0000000004,CUST-0001272811,PROD-0000708628,ORD-202406-0000005909,4,Worth the money,Season nature lawyer myself operation long key single. Cost half interview age one.,true,6,2024-06-30 09:07:28,ESP,Europe,Positive,2024-06-30 09:07:28,yolanda.vasquez005@platform.example.com
,REV-202406-0000000005,CUST-0001300097,PROD-0000709262,ORD-202406-0000000186,4,Excellent quality,Wonder sure scene international affect.,true,17,2024-06-24 11:38:23,USA,Asia,Positive,2024-06-24 11:38:23,adam.gordon030@commerce.example.com
,REV-202406-0000000006,CUST-0001271452,PROD-0000708141,ORD-202406-0000004950,5,Excellent quality,Economy else product left. As tough south everybody yet. Then pay idea our product.,true,5,2024-06-08 15:53:47,ITA,North America,Positive,2024-06-08 15:53:47,kristen.bailey110@analytics.example.com
,REV-202406-0000000007,CUST-0001273980,PROD-0000711436,ORD-202406-0000000200,3,Not as expected,Four glass discussion form picture. Difference star bar then trade. Compare police bar mother present all.,true,20,2024-06-10 07:49:50,SGP,North America,Neutral,2024-06-10 07:49:50,james.richardson118@dataops.example.com
,REV-202406-0000000008,CUST-0001275973,PROD-0000718271,ORD-202406-0000002913,4,Highly recommended,Walk story modern certain possible officer where result. Draw bar alone quality rather. Year less best yes. Act able customer.,true,21,2024-06-17 20:30:03,CAN,Asia,Positive,2024-06-17 20:30:03,adam.gordon030@commerce.example.com
,REV-202406-0000000009,CUST-0001280143,PROD-0000707551,ORD-202406-0000009149,5,Not as expected,Stuff image others economic year heavy financial. Simply set together big a true. Mouth key trade off eat eat end. Dinner me fear most walk. Can friend result take style.,true,14,2024-06-10 11:04:56,IND,Asia,Positive,2024-06-10 11:04:56,michelle.bender024@analytics.example.com
,REV-202406-0000000010,CUST-0001285369,PROD-0000711187,ORD-202406-0000007317,5,Great product,Model data work approach particularly when movie. Kid particular staff member group store. Success claim point under statement use hospital century.,true,16,2024-06-18 20:21:22,ITA,Oceania,Positive,2024-06-18 20:21:22,james.proctor094@dataops.example.com
,REV-202406-0000000011,CUST-0001293876,PROD-0000708065,ORD-202406-0000006799,4,Excellent quality,Begin between father more game star quickly throw. Gun purpose meeting. Make necessary provide sign already card. Debate many man behind management.,true,10,2024-06-11 00:34:13,BRA,Asia,Positive,2024-06-11 00:34:13,david.cabrera119@dataops.example.com
,REV-202406-0000000012,CUST-0001297764,PROD-0000710597,ORD-202406-0000007156,4,Great product,Future trouble east contain outside. Exist task born will with much white.,true,1,2024-06-02 07:26:14,ITA,Europe,Positive,2024-06-02 07:26:14,jennifer.erickson018@platform.example.com
,REV-202406-0000000013,CUST-0001270715,PROD-0000715533,ORD-202406-0000007428,5,Average experience,Message truth her these. Heart Republican ready kitchen strong. However measure certain bed. Operation agreement if church.,true,18,2024-06-17 12:25:26,JPN,Asia,Positive,2024-06-17 12:25:26,andrew.ellis102@analytics.example.com
,REV-202406-0000000014,CUST-0001278209,PROD-0000721227,ORD-202406-0000007525,5,Fast delivery,Career spend large imagine activity with specific.,true,2,2024-06-01 16:58:27,ARE,Oceania,Positive,2024-06-01 16:58:27,lance.williams029@platform.example.com
,REV-202406-0000000015,CUST-0001274559,PROD-0000714493,ORD-202406-0000003038,3,Excellent quality,Newspaper these spend officer each voice. Site event responsibility food budget really.,true,1,2024-06-12 19:54:00,BRA,Asia,Neutral,2024-06-12 19:54:00,joseph.johnson049@dataops.example.com
,REV-202406-0000000016,CUST-0001276185,PROD-0000714958,ORD-202406-0000005739,5,Fast delivery,Miss year fear none.,true,22,2024-06-03 20:18:03,CAN,Europe,Positive,2024-06-03 20:18:03,joann.clark089@commerce.example.com
,REV-202406-0000000017,CUST-0001280028,PROD-0000717994,ORD-202406-0000003344,5,Great product,Quite his draw experience. Half if social watch clear she interview. Somebody especially perhaps room debate everybody week sit. Have begin beat or onto. Like they represent issue value small light.,true,7,2024-06-24 18:28:02,GBR,South America,Positive,2024-06-24 18:28:02,tiffany.freeman101@analytics.example.com
,REV-202406-0000000018,CUST-0001275639,PROD-0000712603,ORD-202406-0000005685,5,Fast delivery,Real off power ready then kid nor. Who guess expect make.,false,8,2024-06-16 15:55:54,ITA,Europe,Positive,2024-06-16 15:55:54,ryan.steele043@commerce.example.com
,REV-202406-0000000019,CUST-0001284876,PROD-0000719659,ORD-202406-0000006987,2,Average experience,Community trouble cultural space.,true,12,2024-06-15 22:47:16,ITA,Europe,Negative,2024-06-15 22:47:16,juan.simmons120@platform.example.com
