order_record_id,order_id,customer_id,session_id,order_timestamp,order_status,country_name,country_code,region_name,local_currency,subtotal_local,discount_local,shipping_local,tax_local,total_amount_local,payment_method,shipping_method,warehouse_id,estimated_delivery_date,actual_delivery_date,cancellation_date,return_flag,refund_amount_local,source_system,created_at,updated_at,created_by
,ORD-202103-0000000000,CUST-0000276883,SES-202103-0000007279,2021-03-04 22:37:41,Completed,Mexico,MEX,North America,MXN,2508.27,357.4,7.99,301.03,2459.89,Credit Card,Standard,WH-00013,2021-03-16,2021-03-16,,false,0,POS,2021-03-04 22:37:41,2021-03-05 00:59:41,ryan.steele043@commerce.example.com
,ORD-202103-0000000001,CUST-0000271696,SES-202103-0000010598,2021-03-20 06:07:26,Completed,France,FRA,Europe,EUR,2565.24,362.44,6.78,414.19,2623.77,Bank Transfer,Economy,WH-00157,2021-03-25,2021-03-25,,false,0,Mobile,2021-03-20 06:07:26,2021-03-20 07:30:26,tiffany.freeman101@analytics.example.com
,ORD-202103-0000000002,CUST-0000270258,SES-202103-0000002050,2021-03-26 05:47:36,Completed,Mexico,MEX,North America,MXN,485.9,89.07,14.06,33.1,443.99,PayPal,Express,WH-00152,2021-04-05,2021-04-05,,false,0,Marketplace,2021-03-26 05:47:36,2021-03-26 08:13:36,ashley.marks069@commerce.example.com
,ORD-202103-0000000003,CUST-0000272546,SES-202103-0000010486,2021-03-13 03:36:01,Completed,Spain,ESP,Europe,EUR,119.43,21.61,24.93,10.46,133.21,PayPal,Pickup,WH-00207,2021-03-21,2021-03-21,,false,0,POS,2021-03-13 03:36:01,2021-03-13 04:26:01,kelsey.taylor010@platform.example.com
,ORD-202103-0000000004,CUST-0000261549,SES-202103-0000012303,2021-03-10 09:34:57,Completed,Italy,ITA,Europe,EUR,2779.36,683.54,17.51,341.82,2455.15,PayPal,Pickup,WH-00216,2021-03-13,2021-03-13,,false,0,Marketplace,2021-03-10 09:34:57,2021-03-10 10:29:57,ashley.marks069@commerce.example.com
,ORD-202103-0000000005,CUST-0000270265,SES-202103-0000013481,2021-03-31 09:09:52,Completed,France,FRA,Europe,EUR,2243.94,35.66,44.62,52.45,2305.35,Credit Card,Standard,WH-00234,2021-04-12,2021-04-12,,false,0,POS,2021-03-31 09:09:52,2021-03-31 10:25:52,stephen.daniels076@commerce.example.com
,ORD-202103-0000000006,CUST-0000266569,SES-202103-0000014898,2021-03-16 10:00:05,Completed,United States,USA,North America,USD,1100.79,238.5,12.51,148.22,1023.02,Bank Transfer,Express,WH-00034,2021-03-28,2021-03-28,,false,0,POS,2021-03-16 10:00:05,2021-03-16 11:51:05,jason.franklin045@dataops.example.com
,ORD-202103-0000000007,CUST-0000271994,SES-202103-0000009621,2021-03-15 00:27:17,Completed,India,IND,Asia,INR,1706.89,281.61,19.56,311.0,1755.84,PayPal,Economy,WH-00128,2021-03-18,2021-03-18,,false,0,Marketplace,2021-03-15 00:27:17,2021-03-15 02:04:17,lance.williams029@platform.example.com
,ORD-202103-0000000008,CUST-0000272889,SES-202103-0000012443,2021-03-22 19:50:40,Completed,Germany,DEU,Europe,EUR,849.15,188.73,35.38,132.99,828.79,Phonepe,Express,WH-00079,2021-03-26,2021-03-26,,false,0,Mobile,2021-03-22 19:50:40,2021-03-22 20:56:40,micheal.hall064@dataops.example.com
,ORD-202103-0000000009,CUST-0000265097,SES-202103-0000012695,2021-03-23 22:56:08,Completed,Italy,ITA,Europe,EUR,2768.39,552.97,25.37,236.38,2477.17,Bank Transfer,Pickup,WH-00126,2021-03-29,2021-03-29,,false,0,Mobile,2021-03-23 22:56:08,2021-03-23 23:07:08,lance.williams029@platform.example.com
,ORD-202103-0000000010,CUST-0000261516,SES-202103-0000011217,2021-03-07 09:41:20,Failed,Brazil,BRA,South America,BRL,2222.44,172.1,36.9,433.53,2520.77,Phonepe,Express,WH-00119,2021-03-18,,,false,0,POS,2021-03-07 09:41:20,2021-03-07 09:57:20,michelle.bender024@analytics.example.com
,ORD-202103-0000000011,CUST-0000266461,SES-202103-0000003135,2021-03-22 17:19:03,Completed,United States,USA,North America,USD,362.02,43.85,36.08,46.2,400.45,PayPal,Same Day,WH-00031,2021-03-25,2021-03-25,,false,0,Mobile,2021-03-22 17:19:03,2021-03-22 19:11:03,victor.palmer071@platform.example.com
,ORD-202103-0000000012,CUST-0000260792,SES-202103-0000000771,2021-03-19 05:51:03,Completed,Mexico,MEX,North America,MXN,2406.06,105.94,38.69,251.12,2589.93,Google Pay,Same Day,WH-00134,2021-03-23,2021-03-23,,false,0,Mobile,2021-03-19 05:51:03,2021-03-19 07:58:03,eric.mullen052@dataops.example.com
,ORD-202103-0000000013,CUST-0000270784,SES-202103-0000006574,2021-03-24 05:25:03,Completed,Mexico,MEX,North America,MXN,2017.81,309.58,42.37,124.52,1875.12,Buy Now Pay Later,Pickup,WH-00193,2021-03-28,2021-03-28,,false,0,Marketplace,2021-03-24 05:25:03,2021-03-24 05:51:03,timothy.cameron104@commerce.example.com
,ORD-202103-0000000014,CUST-0000265013,SES-202103-0000013561,2021-03-17 20:09:15,Completed,Brazil,BRA,South America,BRL,2142.46,457.83,16.75,241.97,1943.35,Credit Card,Express,WH-00060,2021-03-29,2021-03-29,,false,0,Marketplace,2021-03-17 20:09:15,2021-03-17 22:38:15,michelle.sims041@analytics.example.com
,ORD-202103-0000000015,CUST-0000274663,SES-202103-0000001925,2021-03-12 03:23:58,Completed,Brazil,BRA,South America,BRL,1561.94,312.47,4.25,28.93,1282.65,Google Pay,Express,WH-00164,2021-03-22,2021-03-22,,false,0,Marketplace,2021-03-12 03:23:58,2021-03-12 03:43:58,david.cabrera119@dataops.example.com
,ORD-202103-0000000016,CUST-0000266653,SES-202103-0000011644,2021-03-02 22:44:27,Completed,Spain,ESP,Europe,EUR,1272.68,251.33,32.57,116.25,1170.17,Gift Card,Economy,WH-00204,2021-03-07,2021-03-07,,false,0,Marketplace,2021-03-02 22:44:27,2021-03-03 01:29:27,victoria.medina044@dataops.example.com
,ORD-202103-0000000017,CUST-0000269126,SES-202103-0000003213,2021-03-11 00:46:04,Completed,France,FRA,Europe,EUR,2128.74,229.21,22.12,324.75,2246.4,Credit Card,Same Day,WH-00015,2021-03-20,2021-03-20,,false,0,Mobile,2021-03-11 00:46:04,2021-03-11 01:18:04,james.proctor094@dataops.example.com
,ORD-202103-0000000018,CUST-0000272221,SES-202103-0000008629,2021-03-21 15:36:11,Completed,Singapore,SGP,Asia,SGD,2703.13,628.4,23.68,426.84,2525.25,PayPal,Standard,WH-00035,2021-03-27,2021-03-27,,false,0,Marketplace,2021-03-21 15:36:11,2021-03-21 18:18:11,james.proctor094@dataops.example.com
