shipment_record_id,shipment_id,order_id,warehouse_id,country_code,region_name,carrier,shipping_method,shipment_status,shipped_timestamp,estimated_delivery_date,actual_delivery_timestamp,delivery_attempts,delivery_country,created_at,created_by
,SHP-202203-0000000000,ORD-202203-0000004726,WH-00215,CAN,Asia,DHL,Express,In Transit,2022-03-03 23:26:05,2022-03-06,,1,Japan,2022-03-03 23:26:05,joseph.johnson049@dataops.example.com
,SHP-202203-0000000001,ORD-202203-0000003502,WH-00242,GBR,Europe,UPS,Pickup,Delivered,2022-03-04 06:56:40,2022-03-14,2022-03-11 15:56:40,1,Australia,2022-03-04 06:56:40,yolanda.vasquez005@platform.example.com
,SHP-202203-0000000002,ORD-202203-0000002423,WH-00100,NLD,Europe,UPS,Economy,Delivered,2022-03-27 23:36:11,2022-04-03,2022-03-31 09:36:11,1,Netherlands,2022-03-27 23:36:11,john.mullins109@commerce.example.com
,SHP-202203-0000000003,ORD-202203-0000002458,WH-00189,USA,Europe,Australia Post,Same Day,Delivered,2022-03-24 03:38:15,2022-03-26,2022-03-27 09:38:15,1,Spain,2022-03-24 03:38:15,troy.boone097@platform.example.com
,SHP-202203-0000000004,ORD-202203-0000000044,WH-00045,MEX,North America,UPS,Economy,In Transit,2022-03-21 12:19:34,2022-03-23,,1,France,2022-03-21 12:19:34,jason.franklin045@dataops.example.com
,SHP-202203-0000000005,ORD-202203-0000001532,WH-00066,USA,Europe,FedEx,Economy,Delivered,2022-03-31 02:24:41,2022-04-09,2022-04-08 11:24:41,1,United Arab Emirates,2022-03-31 02:24:41,troy.boone097@platform.example.com
,SHP-202203-0000000006,ORD-202203-0000003029,WH-00196,USA,Asia,Royal Mail,Same Day,Delivered,2022-03-23 00:49:50,2022-03-28,2022-03-29 10:49:50,1,Australia,2022-03-23 00:49:50,stephen.clark001@analytics.example.com
,SHP-202203-0000000007,ORD-202203-0000002628,WH-00187,ITA,Oceania,USPS,Pickup,Delivered,2022-03-10 01:01:39,2022-03-14,2022-03-18 11:01:39,2,Japan,2022-03-10 01:01:39,victor.palmer071@platform.example.com
,SHP-202203-0000000008,ORD-202203-0000004473,WH-00099,SGP,Europe,USPS,Pickup,Delivered,2022-03-07 08:09:20,2022-03-12,2022-03-10 14:09:20,1,United States,2022-03-07 08:09:20,micheal.hall064@dataops.example.com
,SHP-202203-0000000009,ORD-202203-0000003111,WH-00243,GBR,Asia,Royal Mail,Express,Shipped,2022-03-04 19:34:26,2022-03-06,,1,Italy,2022-03-04 19:34:26,brandon.yu006@analytics.example.com
,SHP-202203-0000000010,ORD-202203-0000002192,WH-00101,JPN,North America,FedEx,Standard,Delivered,2022-03-15 07:07:34,2022-03-20,2022-03-29 12:07:34,1,Brazil,2022-03-15 07:07:34,joseph.johnson049@dataops.example.com
,SHP-202203-0000000011,ORD-202203-0000004666,WH-00079,IND,Europe,USPS,Pickup,Delivered,2022-03-04 08:03:05,2022-03-14,2022-03-08 08:03:05,1,Netherlands,2022-03-04 08:03:05,joann.clark089@commerce.example.com
,SHP-202203-0000000012,ORD-202203-0000004909,WH-00164,ESP,Asia,FedEx,Express,In Transit,2022-03-09 14:12:27,2022-03-15,,2,Germany,2022-03-09 14:12:27,eric.horton058@analytics.example.com
,SHP-202203-0000000013,ORD-202203-0000004309,WH-00109,SGP,Europe,Royal Mail,Same Day,Delivered,2022-03-11 04:00:15,2022-03-20,2022-03-23 11:00:15,1,France,2022-03-11 04:00:15,victoria.medina044@dataops.example.com
,SHP-202203-0000000014,ORD-202203-0000004345,WH-00005,GBR,North America,DPD,Pickup,Delivered,2022-03-13 13:34:12,2022-03-21,2022-03-18 00:34:12,1,France,2022-03-13 13:34:12,renee.harvey080@dataops.example.com
,SHP-202203-0000000015,ORD-202203-0000000167,WH-00220,GBR,Oceania,DHL,Economy,Delivered,2022-03-16 16:37:16,2022-03-20,2022-03-30 16:37:16,1,Mexico,2022-03-16 16:37:16,sylvia.diaz107@dataops.example.com
,SHP-202203-0000000016,ORD-202203-0000001868,WH-00003,SGP,North America,UPS,Economy,Delivered,2022-03-30 12:31:11,2022-04-01,2022-04-06 00:31:11,1,Singapore,2022-03-30 12:31:11,jennifer.atkins003@platform.example.com
,SHP-202203-0000000017,ORD-202203-0000004585,WH-00115,USA,Asia,DPD,Economy,Shipped,2022-03-18 11:25:55,2022-03-25,,1,Japan,2022-03-18 11:25:55,victoria.medina044@dataops.example.com
,SHP-202203-0000000018,ORD-202203-0000003449,WH-00016,CAN,Europe,DPD,Same Day,Delivered,2022-03-21 23:15:54,2022-03-31,2022-04-05 06:15:54,1,Germany,2022-03-21 23:15:54,taylor.cunningham023@commerce.example.com
,SHP-202203-0000000019,ORD-202203-0000003082,WH-00138,USA,Europe,Royal Mail,Pickup,Delivered,2022-03-04 09:25:31,2022-03-11,2022-03-18 14:25:31,1,Canada,2022-03-04 09:25:31,christine.johnson056@commerce.example.com
,SHP-202203-0000000020,ORD-202203-0000002782,WH-00186,SGP,Asia,FedEx,Express,In Transit,2022-03-27 08:40:10,2022-04-02,,1,United Kingdom,2022-03-27 08:40:10,michelle.bender024@analytics.example.com
,SHP-202203-0000000021,ORD-202203-0000002047,WH-00061,MEX,North America,FedEx,Economy,In Transit,2022-03-31 03:01:30,2022-04-06,,2,Netherlands,2022-03-31 03:01:30,christine.johnson056@commerce.example.com
,SHP-202203-0000000022,ORD-202203-0000004956,WH-00009,ESP,Asia,DPD,Economy,Delivered,2022-03-17 15:34:58,2022-03-19,2022-03-25 02:34:58,2,Netherlands,2022-03-17 15:34:58,eric.horton058@analytics.example.com
,SHP-202203-0000000023,ORD-202203-0000002349,WH-00171,FRA,Asia,DPD,Pickup,Delivered,2022-03-26 20:50:58,2022-03-28,2022-04-08 22:50:58,1,Japan,2022-03-26 20:50:58,jeffery.miller012@commerce.example.com
,SHP-202203-0000000024,ORD-202203-0000000409,WH-00240,NLD,Europe,FedEx,Express,Delivered,2022-03-10 09:00:37,2022-03-19,2022-03-14 09:00:37,1,Mexico,2022-03-10 09:00:37,michelle.bender024@analytics.example.com
,SHP-202203-0000000025,ORD-202203-0000002809,WH-00109,AUS,South America,Australia Post,Standard,Delivered,2022-03-05 16:49:04,2022-03-10,2022-03-15 23:49:04,2,United States,2022-03-05 16:49:04,renee.harvey080@dataops.example.com
,SHP-202203-0000000026,ORD-202203-0000004194,WH-00059,ESP,North America,USPS,Economy,Delivered,2022-03-21 10:03:32,2022-03-26,2022-03-30 16:03:32,2,Spain,2022-03-21 10:03:32,sylvia.diaz107@dataops.example.com
,SHP-202203-0000000027,ORD-202203-0000003117,WH-00110,ITA,Europe,Australia Post,Economy,Delivered,2022-03-12 00:19:20,2022-03-21,2022-03-17 01:19:20,1,United Kingdom,2022-03-12 00:19:20,renee.harvey080@dataops.example.com
