exchange_rate_id,rate_date,base_currency,target_currency,exchange_rate,rate_source,rate_type,created_at,created_by
,2023-05-26,GBP,EUR,1.2033042805,Reuters,Closing,2023-05-26 07:21:11,jennifer.shepherd015@analytics.example.com
,2023-05-20,AED,MXN,0.4160745734,Reuters,Spot,2023-05-20 16:39:29,ashley.marks069@commerce.example.com
,2023-05-08,BRL,SGD,0.9101379787,Reuters,Closing,2023-05-08 02:59:28,timothy.cannon081@analytics.example.com
,2023-05-12,BRL,EUR,1.5450578213,Reuters,Daily,2023-05-12 19:24:11,crystal.smith022@platform.example.com
,2023-05-26,SGD,GBP,1.2376057339,Internal FX,Closing,2023-05-26 17:13:29,ryan.steele043@commerce.example.com
,2023-05-02,EUR,GBP,0.8926805247,Reuters,Closing,2023-05-02 18:14:11,victor.palmer071@platform.example.com
,2023-05-02,SGD,MXN,1.2326815309,Reuters,Closing,2023-05-02 02:49:01,andrea.cummings039@platform.example.com
,2023-05-20,BRL,EUR,0.2521891693,Reuters,Spot,2023-05-20 12:31:54,christine.johnson056@commerce.example.com
,2023-05-27,SGD,AED,1.0413314308,Internal FX,Spot,2023-05-27 12:23:12,arthur.ortiz082@platform.example.com
,2023-05-13,USD,EUR,0.3950117192,ECB,Daily,2023-05-13 06:29:41,diana.williams116@analytics.example.com
,2023-05-29,MXN,BRL,0.9518187415,Internal FX,Spot,2023-05-29 23:14:09,jennifer.shepherd015@analytics.example.com
,2023-05-15,BRL,AED,4.5540558896,Reuters,Daily,2023-05-15 03:17:09,maria.ashley046@analytics.example.com
,2023-05-06,BRL,MXN,1.6307093356,ECB,Spot,2023-05-06 05:30:29,andrew.ellis102@analytics.example.com
,2023-05-19,BRL,INR,0.820567967,ECB,Daily,2023-05-19 06:18:28,brandon.yu006@analytics.example.com
,2023-05-14,JPY,INR,0.4880167287,Reuters,Spot,2023-05-14 22:02:38,micheal.hall064@dataops.example.com
,2023-05-23,EUR,AUD,1.8571443625,Internal FX,Spot,2023-05-23 06:53:06,kristen.bailey110@analytics.example.com
,2023-05-01,MXN,EUR,0.6231250677,Reuters,Closing,2023-05-01 06:33:59,sylvia.diaz107@dataops.example.com
,2023-05-30,SGD,AED,0.5495160991,Bloomberg,Closing,2023-05-30 10:32:59,andrea.cummings039@platform.example.com
,2023-05-16,JPY,AUD,1.033591532,ECB,Daily,2023-05-16 23:34:13,jennifer.atkins003@platform.example.com
,2023-05-10,CAD,GBP,1.5223677153,Internal FX,Spot,2023-05-10 03:35:24,katelyn.pitts017@commerce.example.com
,2023-05-13,GBP,SGD,1.3327990082,Reuters,Spot,2023-05-13 23:08:54,chelsea.patel065@commerce.example.com
,2023-05-22,CAD,SGD,1.4141935226,ECB,Daily,2023-05-22 14:09:49,eric.horton058@analytics.example.com
,2023-05-28,USD,BRL,0.4017965218,ECB,Closing,2023-05-28 08:38:53,lisa.kim091@platform.example.com
,2023-05-01,CAD,EUR,0.5480962445,Bloomberg,Closing,2023-05-01 08:06:17,grace.gonzales099@dataops.example.com
,2023-05-01,GBP,JPY,1.2926987361,Internal FX,Closing,2023-05-01 00:12:48,stephen.daniels076@commerce.example.com
,2023-05-10,GBP,JPY,0.4754560656,Internal FX,Daily,2023-05-10 09:15:20,megan.cunningham013@commerce.example.com
,2023-05-02,EUR,SGD,0.6639580982,Bloomberg,Spot,2023-05-02 06:49:34,andrea.cummings039@platform.example.com
,2023-05-07,AUD,CAD,0.6033692297,Reuters,Spot,2023-05-07 22:50:24,arthur.ortiz082@platform.example.com
,2023-05-05,CAD,GBP,1.6655924808,Bloomberg,Daily,2023-05-05 18:46:17,jason.franklin045@dataops.example.com
,2023-05-24,AUD,INR,1.4652576878,ECB,Spot,2023-05-24 01:11:46,joseph.johnson049@dataops.example.com
,2023-05-28,SGD,AUD,0.7438860318,Bloomberg,Daily,2023-05-28 14:31:59,michelle.bender024@analytics.example.com
,2023-05-19,AED,JPY,0.5050988298,Bloomberg,Spot,2023-05-19 18:25:00,megan.cunningham013@commerce.example.com
,2023-05-17,CAD,GBP,4.161067951,Reuters,Closing,2023-05-17 08:00:00,john.mullins109@commerce.example.com
,2023-05-17,INR,GBP,1.5127624431,Reuters,Closing,2023-05-17 20:16:58,richard.bradshaw051@platform.example.com
,2023-05-01,INR,MXN,0.4680797351,Internal FX,Daily,2023-05-01 01:52:48,andrew.ellis102@analytics.example.com
,2023-05-30,EUR,AED,1.6295625218,Reuters,Daily,2023-05-30 08:34:43,micheal.chen050@dataops.example.com
,2023-05-04,CAD,BRL,1.5456926988,ECB,Spot,2023-05-04 13:52:57,megan.cunningham013@commerce.example.com
,2023-05-09,CAD,MXN,1.1932813935,Reuters,Closing,2023-05-09 15:38:47,james.proctor094@dataops.example.com
,2023-05-11,MXN,BRL,0.2847418225,Bloomberg,Closing,2023-05-11 23:05:58,eric.horton058@analytics.example.com
,2023-05-21,SGD,EUR,0.1925138173,Reuters,Daily,2023-05-21 01:09:32,timothy.cameron104@commerce.example.com
,2023-05-22,GBP,JPY,0.8348948154,Internal FX,Daily,2023-05-22 23:44:20,stephen.clark001@analytics.example.com
