event_record_id,event_id,event_timestamp,session_id,customer_id,product_id,order_id,event_name,event_category,page_name,page_url,referrer_url,search_query,product_position,quantity,unit_price_local,event_value_local,local_currency,country_name,country_code,region_name,device_type,platform,operating_system,browser,traffic_source,traffic_medium,campaign_id,created_at,created_by
,EVT-202104-000000000000,2021-04-01 21:13:58,SES-202104-0000006082,CUST-0000293427,PROD-0000159891,,product_view,commerce,Search,https://shop.example.com/home,https://instagram.com,,20,4,1151.98,4607.92,CAD,Canada,CAN,North America,Tablet,Android,ChromeOS,Edge,Facebook,organic,,2021-04-01 21:13:58,ashley.marks069@commerce.example.com
,EVT-202104-000000000001,2021-04-03 17:42:14,SES-202104-0000004766,CUST-0000296951,,,page_view,engagement,Search,https://shop.example.com/cart,https://instagram.com,,,0,0,0,BRL,Brazil,BRA,South America,Desktop,Android,Linux,Samsung Internet,TikTok,direct,CAMP-2021-0018,2021-04-03 17:42:14,jeffery.miller012@commerce.example.com
,EVT-202104-000000000002,2021-04-12 08:33:56,SES-202104-0000016023,CUST-0000292567,PROD-0000162157,ORD-202104-0000014201,purchase,conversion,Account,https://shop.example.com/checkout,https://google.com,,3,4,1420.36,5681.44,CAD,Canada,CAN,North America,Desktop,Mobile Web,iOS,Chrome,Google,direct,CAMP-2021-0024,2021-04-12 08:33:56,alyssa.richards002@commerce.example.com
,EVT-202104-000000000003,2021-04-24 15:52:00,SES-202104-0000013284,CUST-0000297148,PROD-0000160906,,product_view,commerce,Product,https://shop.example.com/home,https://google.com,,30,1,464.69,464.69,AUD,Australia,AUS,Oceania,Desktop,Android,macOS,Safari,Facebook,organic,,2021-04-24 15:52:00,micheal.chen050@dataops.example.com
,EVT-202104-000000000004,2021-04-28 09:17:09,SES-202104-0000023266,CUST-0000295347,PROD-0000152770,,remove_from_cart,commerce,Cart,https://shop.example.com/home,https://facebook.com,,32,3,127.55,382.65,EUR,Germany,DEU,Europe,Tablet,Android,macOS,Chrome,Affiliate,email,,2021-04-28 09:17:09,brandon.yu006@analytics.example.com
,EVT-202104-000000000005,2021-04-11 23:49:15,SES-202104-0000018280,CUST-0000295548,PROD-0000153534,,product_view,commerce,Checkout,https://shop.example.com/product,https://bing.com,,1,3,954.48,2863.44,USD,United States,USA,North America,Tablet,Web,Android,Firefox,Direct,cpc,,2021-04-11 23:49:15,michelle.bender024@analytics.example.com
,EVT-202104-000000000006,2021-04-19 03:40:12,SES-202104-0000004011,CUST-0000281913,,,page_view,engagement,Checkout,https://shop.example.com/checkout,https://bing.com,,,0,0,0,EUR,France,FRA,Europe,Laptop,Web,Android,Chrome,Direct,email,,2021-04-19 03:40:12,joseph.johnson049@dataops.example.com
,EVT-202104-000000000007,2021-04-08 07:01:39,SES-202104-0000020632,CUST-0000283618,PROD-0000161053,,review_view,engagement,Product,https://shop.example.com/cart,https://facebook.com,,15,5,814.04,4070.2,AUD,Australia,AUS,Oceania,Laptop,Android,Windows,Samsung Internet,Bing,direct,,2021-04-08 07:01:39,megan.cunningham013@commerce.example.com
,EVT-202104-000000000008,2021-04-12 10:28:03,SES-202104-0000023632,CUST-0000295826,,,search,engagement,Home,https://shop.example.com/checkout,https://bing.com,Yes out.,,0,0,0,MXN,Mexico,MEX,North America,Mobile,Mobile Web,iOS,Edge,YouTube,referral,,2021-04-12 10:28:03,michael.berger060@platform.example.com
,EVT-202104-000000000009,2021-04-22 10:46:48,SES-202104-0000014574,CUST-0000286270,,,search,engagement,Account,https://shop.example.com/home,https://facebook.com,Career but six.,,0,0,0,EUR,France,FRA,Europe,Mobile,Web,Android,Chrome,Direct,social,,2021-04-22 10:46:48,adam.gordon030@commerce.example.com
,EVT-202104-000000000010,2021-04-15 14:40:38,SES-202104-0000000944,CUST-0000298467,,,page_view,engagement,Account,https://shop.example.com/home,https://facebook.com,,,0,0,0,CAD,Canada,CAN,North America,Tablet,Android,Android,Firefox,TikTok,referral,CAMP-2021-0004,2021-04-15 14:40:38,tina.williams074@commerce.example.com
,EVT-202104-000000000011,2021-04-03 04:34:35,SES-202104-0000011659,CUST-0000289346,PROD-0000162533,,product_view,commerce,Search,https://shop.example.com/cart,https://facebook.com,,36,1,1010.43,1010.43,AED,United Arab Emirates,ARE,Asia,Desktop,Web,iOS,Edge,Google,social,,2021-04-03 04:34:35,michelle.bender024@analytics.example.com
,EVT-202104-000000000012,2021-04-01 07:22:12,SES-202104-0000012959,CUST-0000279602,PROD-0000154938,,product_view,commerce,Account,https://shop.example.com/search,https://facebook.com,,16,5,759.56,3797.8,BRL,Brazil,BRA,South America,Tablet,Mobile Web,ChromeOS,Safari,Organic,organic,CAMP-2021-0039,2021-04-01 07:22:12,adam.gordon030@commerce.example.com
,EVT-202104-000000000013,2021-04-03 19:33:44,SES-202104-0000002353,CUST-0000284053,PROD-0000156497,,product_view,commerce,Product,https://shop.example.com/product,https://google.com,,48,5,1390.69,6953.45,EUR,Italy,ITA,Europe,Laptop,Mobile Web,Windows,Safari,Organic,direct,CAMP-2021-0025,2021-04-03 19:33:44,joseph.johnson049@dataops.example.com
