session_record_id,session_id,customer_id,session_start,session_end,session_duration_seconds,country_name,country_code,region_name,currency_code,platform,device_type,operating_system,browser,traffic_source,traffic_medium,campaign_id,landing_page,exit_page,is_new_customer,is_new_session,created_at,created_by
,SES-202303-0000000000,CUST-0000835003,2023-03-16 17:27:25,2023-03-16 17:29:14,109,Mexico,MEX,North America,MXN,Web,Laptop,macOS,Edge,Google,cpc,,/home,/cart,false,true,2023-03-16 17:27:25,darren.anderson025@dataops.example.com
,SES-202303-0000000001,CUST-0000833897,2023-03-19 03:56:21,2023-03-19 03:59:44,203,India,IND,Asia,INR,Web,Desktop,Linux,Chrome,Organic,direct,CAMP-2023-0012,/category,/cart,true,true,2023-03-19 03:56:21,crystal.smith022@platform.example.com
,SES-202303-0000000002,CUST-0000839899,2023-03-11 04:56:26,2023-03-11 04:57:35,69,Germany,DEU,Europe,EUR,Web,Mobile,Android,Chrome,Bing,direct,CAMP-2023-0018,/search,/home,false,true,2023-03-11 04:56:26,katelyn.pitts017@commerce.example.com
,SES-202303-0000000003,CUST-0000850199,2023-03-03 22:36:28,2023-03-03 22:38:50,142,Japan,JPN,Asia,JPY,Web,Desktop,iOS,Edge,TikTok,email,,/product,/cart,true,true,2023-03-03 22:36:28,kristen.bailey110@analytics.example.com
,SES-202303-0000000004,CUST-0000846724,2023-03-25 07:04:15,2023-03-25 07:07:51,216,Mexico,MEX,North America,MXN,Web,Mobile,iOS,Safari,TikTok,referral,,/product,/search,false,true,2023-03-25 07:04:15,amy.holmes103@dataops.example.com
,SES-202303-0000000005,CUST-0000847652,2023-03-15 18:11:36,2023-03-15 18:12:30,54,Canada,CAN,North America,CAD,Mobile Web,Laptop,ChromeOS,Edge,Direct,social,,/search,/cart,false,false,2023-03-15 18:11:36,tiffany.freeman101@analytics.example.com
,SES-202303-0000000006,CUST-0000844283,2023-03-07 18:13:25,2023-03-07 18:14:44,79,Japan,JPN,Asia,JPY,iOS,Mobile,ChromeOS,Chrome,Direct,organic,,/offers,/search,true,true,2023-03-07 18:13:25,amy.holmes103@dataops.example.com
,SES-202303-0000000007,CUST-0000853790,2023-03-21 00:16:01,2023-03-21 00:18:45,164,United Kingdom,GBR,Europe,GBP,Web,Mobile,ChromeOS,Safari,Bing,email,,/category,/checkout,true,true,2023-03-21 00:16:01,brian.taylor114@analytics.example.com
,SES-202303-0000000008,CUST-0000848407,2023-03-17 04:30:05,2023-03-17 04:30:38,33,Singapore,SGP,Asia,SGD,iOS,Tablet,ChromeOS,Edge,TikTok,organic,,/product,/checkout,false,false,2023-03-17 04:30:05,stephen.daniels076@commerce.example.com
,SES-202303-0000000009,CUST-0000853061,2023-03-11 03:02:03,2023-03-11 03:03:30,87,Mexico,MEX,North America,MXN,Android,Desktop,iOS,Chrome,TikTok,email,,/search,/cart,false,true,2023-03-11 03:02:03,jennifer.atkins003@platform.example.com
,SES-202303-0000000010,CUST-0000851267,2023-03-14 22:38:33,2023-03-14 22:42:32,239,India,IND,Asia,INR,Mobile Web,Laptop,ChromeOS,Edge,Facebook,organic,,/search,/search,false,true,2023-03-14 22:38:33,rachel.hall062@platform.example.com
,SES-202303-0000000011,CUST-0000831280,2023-03-06 07:14:39,2023-03-06 07:17:16,157,Singapore,SGP,Asia,SGD,Web,Desktop,Linux,Chrome,Facebook,affiliate,CAMP-2023-0008,/search,/product,false,true,2023-03-06 07:14:39,ashley.marks069@commerce.example.com
,SES-202303-0000000012,CUST-0000831376,2023-03-09 06:12:55,2023-03-09 06:14:57,122,Japan,JPN,Asia,JPY,Android,Tablet,ChromeOS,Samsung Internet,Google,direct,CAMP-2023-0003,/search,/checkout,false,true,2023-03-09 06:12:55,amy.holmes103@dataops.example.com
,SES-202303-0000000013,CUST-0000850186,2023-03-25 13:27:13,2023-03-25 13:30:55,222,United Arab Emirates,ARE,Asia,AED,Android,Laptop,macOS,Chrome,Organic,cpc,CAMP-2023-0036,/product,/home,false,false,2023-03-25 13:27:13,jennifer.atkins003@platform.example.com
,SES-202303-0000000014,CUST-0000837753,2023-03-01 13:50:30,2023-03-01 13:55:05,275,United Arab Emirates,ARE,Asia,AED,iOS,Desktop,iOS,Samsung Internet,YouTube,organic,CAMP-2023-0022,/category,/search,false,false,2023-03-01 13:50:30,diana.williams116@analytics.example.com
,SES-202303-0000000015,CUST-0000853485,2023-03-19 18:52:44,2023-03-19 18:58:48,364,Singapore,SGP,Asia,SGD,iOS,Desktop,Android,Samsung Internet,Bing,email,,/product,/home,false,false,2023-03-19 18:52:44,stephen.clark001@analytics.example.com
,SES-202303-0000000016,CUST-0000838936,2023-03-17 03:24:17,2023-03-17 03:25:48,91,India,IND,Asia,INR,Web,Mobile,Windows,Firefox,Google,affiliate,CAMP-2023-0029,/product,/checkout,false,true,2023-03-17 03:24:17,patrick.gonzalez035@dataops.example.com
,SES-202303-0000000017,CUST-0000835026,2023-03-06 06:05:30,2023-03-06 06:08:11,161,Netherlands,NLD,Europe,EUR,Web,Laptop,Android,Edge,Bing,referral,,/category,/home,false,true,2023-03-06 06:05:30,darren.anderson025@dataops.example.com
,SES-202303-0000000018,CUST-0000845663,2023-03-23 21:28:41,2023-03-23 21:30:46,125,Brazil,BRA,South America,BRL,Web,Desktop,Windows,Chrome,Google,organic,CAMP-2023-0029,/search,/search,false,true,2023-03-23 21:28:41,andrew.ellis102@analytics.example.com
