campaign_record_id,campaign_id,campaign_name,campaign_type,channel,source,medium,country_code,region_name,start_date,end_date,budget_local,spend_local,local_currency,impressions,clicks,conversions,created_at,created_by
,CAMP-2023-04-000000,Winter Federal Campaign,Brand,Email,CRM,email,FRA,Europe,2023-04-02,2023-05-06,414660.43,182476.7,EUR,296241,17412,846,2023-04-02 15:07:20,christopher.reed095@commerce.example.com
,CAMP-2023-04-000001,Summer Which Campaign,Seasonal,Organic,Google,affiliate,ARE,Asia,2023-04-04,2023-05-08,173924.18,89108.34,AED,267259,5015,624,2023-04-04 17:37:54,megan.cunningham013@commerce.example.com
,CAMP-2023-04-000002,Holiday Relate Campaign,Launch,Email,CRM,organic,MEX,North America,2023-04-12,2023-05-14,139867.41,110128.72,MXN,257521,2642,235,2023-04-12 14:12:56,christine.carter078@commerce.example.com
,CAMP-2023-04-000003,Back-to-School Deal Campaign,Brand,Email,CRM,email,ARE,Asia,2023-04-20,2023-05-24,53344.15,35065.23,AED,44564,2084,43,2023-04-20 04:46:21,victoria.medina044@dataops.example.com
,CAMP-2023-04-000004,Winter Those Campaign,Launch,Google Ads,Partner,affiliate,ARE,Asia,2023-04-14,2023-05-02,117830.63,68138.13,AED,190086,14909,429,2023-04-14 16:29:30,maria.ashley046@analytics.example.com
,CAMP-2023-04-000005,Growth Feeling Campaign,Performance,TikTok,CRM,affiliate,ITA,Europe,2023-04-27,2023-05-30,44951.45,42899.12,EUR,50401,708,90,2023-04-27 11:09:01,kristen.bailey110@analytics.example.com
,CAMP-2023-04-000006,Growth It Campaign,Brand,Meta,Partner,organic,DEU,Europe,2023-04-08,2023-05-13,400698.2,132770.01,EUR,142280,1587,275,2023-04-08 15:06:12,jason.franklin045@dataops.example.com
,CAMP-2023-04-000007,Winter Trial Campaign,Flash Sale,Meta,Google,direct,IND,Asia,2023-04-10,2023-05-02,433399.85,375951.95,INR,283884,4778,306,2023-04-10 01:27:27,kevin.mathews014@analytics.example.com
,CAMP-2023-04-000008,Summer Treat Campaign,Performance,Affiliate,Google,direct,GBR,Europe,2023-04-11,2023-04-16,371372.28,263855.33,GBP,100562,3274,506,2023-04-11 17:43:10,sandra.hunter036@platform.example.com
,CAMP-2023-04-000009,Winter Hospital Campaign,Performance,Display,Google,social,FRA,Europe,2023-04-20,2023-05-19,212426.86,93338.01,EUR,280962,9088,1521,2023-04-20 11:32:54,christine.carter078@commerce.example.com
,CAMP-2023-04-000010,Growth Team Campaign,Flash Sale,Meta,CRM,referral,ITA,Europe,2023-04-05,2023-04-25,455742.03,303801.94,EUR,244273,2624,169,2023-04-05 09:37:02,christopher.reed095@commerce.example.com
,CAMP-2023-04-000011,Back-to-School Able Campaign,Retention,Affiliate,CRM,cpc,ESP,Europe,2023-04-25,2023-05-26,446614.16,298537.86,EUR,227572,14959,301,2023-04-25 15:16:10,micheal.hall064@dataops.example.com
,CAMP-2023-04-000012,Growth Fact Campaign,Launch,Google Ads,Meta,cpc,MEX,North America,2023-04-21,2023-05-25,187266.41,104416.87,MXN,3805412,188471,21891,2023-04-21 09:18:01,sandra.hunter036@platform.example.com
,CAMP-2023-04-000013,Member Do Campaign,Retention,Google Ads,TikTok,email,IND,Asia,2023-04-18,2023-04-22,81215.46,78391.31,INR,216752,3172,509,2023-04-18 11:02:52,victor.palmer071@platform.example.com
,CAMP-2023-04-000014,Holiday Kitchen Campaign,Brand,Affiliate,TikTok,cpc,SGP,Asia,2023-04-24,2023-05-07,416441.24,234552.71,SGD,44211,3047,116,2023-04-24 19:10:30,micheal.hall064@dataops.example.com
,CAMP-2023-04-000015,Back-to-School Up Campaign,Launch,Google Ads,CRM,social,ITA,Europe,2023-04-19,2023-05-06,268085.04,179267.1,EUR,69998,4274,488,2023-04-19 15:20:56,sylvia.diaz107@dataops.example.com
,CAMP-2023-04-000016,Growth Those Campaign,Flash Sale,TikTok,Meta,direct,ITA,Europe,2023-04-04,2023-04-28,415993.29,231603.54,EUR,189216,5135,256,2023-04-04 18:38:39,david.cabrera119@dataops.example.com
,CAMP-2023-04-000017,Summer Money Campaign,Performance,Email,Google,referral,JPN,Asia,2023-04-01,2023-04-16,194769.65,196598.2,JPY,316975,9835,1454,2023-04-01 20:47:20,michelle.sims041@analytics.example.com
,CAMP-2023-04-000018,Summer Economy Campaign,Brand,Display,Meta,email,FRA,Europe,2023-04-16,2023-05-07,81174.93,51095.3,EUR,159991,6849,681,2023-04-16 22:05:12,shawn.baxter004@dataops.example.com
,CAMP-2023-04-000019,Summer Style Campaign,Retention,Email,Meta,email,IND,Asia,2023-04-07,2023-04-18,290251.8,194544.51,INR,40962,476,23,2023-04-07 03:11:06,lance.williams029@platform.example.com
,CAMP-2023-04-000020,Winter Technology Campaign,Brand,Organic,CRM,referral,MEX,North America,2023-04-16,2023-05-12,16219.54,9067.77,MXN,244971,3273,348,2023-04-16 04:19:09,ashley.marks069@commerce.example.com
,CAMP-2023-04-000021,Winter Bring Campaign,Flash Sale,Organic,Meta,organic,USA,North America,2023-04-02,2023-05-07,442738.14,423204.96,USD,115295,3012,207,2023-04-02 07:29:42,diana.williams116@analytics.example.com
,CAMP-2023-04-000022,Winter Leave Campaign,Performance,Email,Google,email,BRA,South America,2023-04-10,2023-05-14,488211.7,307482.49,BRL,211521,15891,1520,2023-04-10 15:31:14,jeffery.miller012@commerce.example.com
,CAMP-2023-04-000023,Back-to-School Include Campaign,Flash Sale,Email,Google,organic,SGP,Asia,2023-04-24,2023-05-26,95228.27,41592.51,SGD,217273,9833,558,2023-04-24 20:55:30,brian.taylor114@analytics.example.com
,CAMP-2023-04-000024,Growth Actually Campaign,Seasonal,Display,Meta,direct,ESP,Europe,2023-04-03,2023-04-30,348164.82,129690.54,EUR,278991,8490,1226,2023-04-03 14:03:42,michael.berger060@platform.example.com
,CAMP-2023-04-000025,Holiday Final Campaign,Retention,Affiliate,Partner,cpc,DEU,Europe,2023-04-01,2023-04-29,35891.55,11869.81,EUR,82086,6052,564,2023-04-01 12:07:40,eric.horton058@analytics.example.com
,CAMP-2023-04-000026,Member Debate Campaign,Brand,Display,Meta,cpc,ITA,Europe,2023-04-14,2023-04-29,210065.08,155717.8,EUR,1389281,37891,6060,2023-04-14 14:57:21,christine.carter078@commerce.example.com
,CAMP-2023-04-000027,Growth Culture Campaign,Launch,Google Ads,Meta,organic,AUS,Oceania,2023-04-25,2023-04-30,194086.82,101855.54,AUD,41840,2785,291,2023-04-25 06:34:03,richard.bradshaw051@platform.example.com
,CAMP-2023-04-000028,Member Wrong Campaign,Launch,TikTok,CRM,organic,FRA,Europe,2023-04-04,2023-04-22,431477.97,320174.24,EUR,60405,1780,135,2023-04-04 06:10:54,andrea.cummings039@platform.example.com
,CAMP-2023-04-000029,Growth Treat Campaign,Seasonal,Meta,CRM,referral,NLD,Europe,2023-04-24,2023-05-02,151218.12,68750.34,EUR,102691,3463,83,2023-04-24 16:06:33,jeffery.miller012@commerce.example.com
,CAMP-2023-04-000030,Growth Top Campaign,Retention,TikTok,Partner,cpc,SGP,Asia,2023-04-15,2023-04-28,201673.36,69872.96,SGD,139723,7830,658,2023-04-15 10:44:18,lance.williams029@platform.example.com
,CAMP-2023-04-000031,Winter Walk Campaign,Brand,Display,Meta,social,DEU,Europe,2023-04-13,2023-05-10,420174.98,171545.93,EUR,37396,2910,259,2023-04-13 04:57:16,alyssa.richards002@commerce.example.com
,CAMP-2023-04-000032,Winter In Campaign,Retention,Affiliate,Google,affiliate,FRA,Europe,2023-04-18,2023-05-21,442676.12,431605.6,EUR,51427,2190,226,2023-04-18 20:48:14,joseph.griffin070@analytics.example.com
,CAMP-2023-04-000033,Member North Campaign,Launch,Display,CRM,organic,AUS,Oceania,2023-04-23,2023-05-27,413450.79,195718.62,AUD,52057,2467,193,2023-04-23 01:57:27,kristen.bailey110@analytics.example.com
,CAMP-2023-04-000034,Holiday Use Campaign,Flash Sale,Meta,Meta,affiliate,IND,Asia,2023-04-20,2023-04-24,463344.15,213062.64,INR,35099,779,28,2023-04-20 17:09:52,lance.williams029@platform.example.com
,CAMP-2023-04-000035,Back-to-School Threat Campaign,Seasonal,Google Ads,Partner,social,DEU,Europe,2023-04-02,2023-04-13,226230.95,132600.13,EUR,80147,5244,498,2023-04-02 08:45:43,craig.johnson106@analytics.example.com
,CAMP-2023-04-000036,Growth Against Campaign,Retention,Display,Meta,direct,ARE,Asia,2023-04-17,2023-05-17,278192.11,231036.38,AED,27801,1504,229,2023-04-17 12:38:00,kristen.bailey110@analytics.example.com
,CAMP-2023-04-000037,Holiday Full Campaign,Launch,Organic,Google,direct,NLD,Europe,2023-04-26,2023-05-10,222189.7,195631.15,EUR,43193,2959,158,2023-04-26 23:07:21,amy.holmes103@dataops.example.com
,CAMP-2023-04-000038,Summer Doctor Campaign,Brand,TikTok,CRM,direct,JPN,Asia,2023-04-04,2023-05-09,92875.82,28804.97,JPY,68812,2674,186,2023-04-04 01:00:35,david.cabrera119@dataops.example.com
,CAMP-2023-04-000039,Holiday Remember Campaign,Launch,Email,TikTok,social,FRA,Europe,2023-04-29,2023-05-16,301621.3,170266.78,EUR,79303,3859,304,2023-04-29 21:10:22,sylvia.diaz107@dataops.example.com
