event_record_id,event_id,event_timestamp,session_id,customer_id,product_id,order_id,event_name,event_category,page_name,page_url,referrer_url,search_query,product_position,quantity,unit_price_local,event_value_local,local_currency,country_name,country_code,region_name,device_type,platform,operating_system,browser,traffic_source,traffic_medium,campaign_id,created_at,created_by
,EVT-202109-000000000000,2021-09-13 21:31:12,SES-202109-0000028065,CUST-0000401215,PROD-0000216499,,checkout_start,commerce,Product,https://shop.example.com/search,https://instagram.com,,43,5,1412.58,7062.9,CAD,Canada,CAN,North America,Laptop,iOS,Windows,Samsung Internet,Direct,affiliate,CAMP-2021-0008,2021-09-13 21:31:12,alyssa.richards002@commerce.example.com
,EVT-202109-000000000001,2021-09-07 09:38:07,SES-202109-0000023811,CUST-0000390674,PROD-0000217828,,product_view,commerce,Product,https://shop.example.com/product,https://bing.com,,2,4,796.81,3187.24,JPY,Japan,JPN,Asia,Laptop,Android,macOS,Chrome,Organic,organic,,2021-09-07 09:38:07,timothy.cannon081@analytics.example.com
,EVT-202109-000000000002,2021-09-10 00:16:57,SES-202109-0000022243,CUST-0000389373,,,page_view,engagement,Product,https://shop.example.com/product,https://google.com,,,0,0,0,EUR,Spain,ESP,Europe,Desktop,Android,ChromeOS,Chrome,TikTok,organic,CAMP-2021-0040,2021-09-10 00:16:57,michael.berger060@platform.example.com
,EVT-202109-000000000003,2021-09-24 05:44:57,SES-202109-0000027322,CUST-0000400227,PROD-0000210611,,product_view,commerce,Checkout,https://shop.example.com/home,https://instagram.com,,8,5,721.9,3609.5,BRL,Brazil,BRA,South America,Desktop,Mobile Web,iOS,Samsung Internet,Instagram,email,,2021-09-24 05:44:57,andrea.cummings039@platform.example.com
,EVT-202109-000000000004,2021-09-19 08:21:33,SES-202109-0000001252,CUST-0000385372,,,page_view,engagement,Checkout,https://shop.example.com/checkout,https://bing.com,,,0,0,0,BRL,Brazil,BRA,South America,Desktop,iOS,Windows,Chrome,TikTok,affiliate,CAMP-2021-0017,2021-09-19 08:21:33,jeffery.miller012@commerce.example.com
,EVT-202109-000000000005,2021-09-23 13:05:21,SES-202109-0000026059,CUST-0000385589,,,search,engagement,Search,https://shop.example.com/home,https://instagram.com,Year every benefit.,,0,0,0,MXN,Mexico,MEX,North America,Mobile,Android,ChromeOS,Chrome,TikTok,referral,,2021-09-23 13:05:21,michelle.bender024@analytics.example.com
,EVT-202109-000000000006,2021-09-24 05:40:52,SES-202109-0000010190,CUST-0000394846,PROD-0000219761,,coupon_apply,commerce,Home,https://shop.example.com/home,https://instagram.com,,24,2,727.92,1455.84,EUR,Italy,ITA,Europe,Desktop,Android,macOS,Safari,TikTok,referral,CAMP-2021-0030,2021-09-24 05:40:52,timothy.cannon081@analytics.example.com
,EVT-202109-000000000007,2021-09-13 06:46:10,SES-202109-0000027021,CUST-0000401780,PROD-0000215241,,add_to_cart,commerce,Cart,https://shop.example.com/search,https://facebook.com,,1,2,171.25,342.5,SGD,Singapore,SGP,Asia,Mobile,iOS,ChromeOS,Edge,Email,direct,,2021-09-13 06:46:10,susan.rice083@commerce.example.com
,EVT-202109-000000000008,2021-09-28 22:48:02,SES-202109-0000001189,CUST-0000397519,PROD-0000215498,,coupon_apply,commerce,Product,https://shop.example.com/product,https://facebook.com,,42,1,1126.53,1126.53,CAD,Canada,CAN,North America,Desktop,Android,macOS,Chrome,TikTok,direct,,2021-09-28 22:48:02,michael.berger060@platform.example.com
,EVT-202109-000000000009,2021-09-14 00:14:02,SES-202109-0000016071,CUST-0000391098,PROD-0000214806,,remove_from_cart,commerce,Search,https://shop.example.com/home,https://google.com,,17,1,102.18,102.18,CAD,Canada,CAN,North America,Mobile,Mobile Web,Android,Firefox,Instagram,referral,,2021-09-14 00:14:02,victor.palmer071@platform.example.com
