shipment_record_id,shipment_id,order_id,warehouse_id,country_code,region_name,carrier,shipping_method,shipment_status,shipped_timestamp,estimated_delivery_date,actual_delivery_timestamp,delivery_attempts,delivery_country,created_at,created_by
,SHP-202107-0000000000,ORD-202107-0000001902,WH-00180,USA,Europe,DPD,Economy,Delivered,2021-07-29 19:12:53,2021-08-05,2021-08-04 02:12:53,1,Netherlands,2021-07-29 19:12:53,eric.horton058@analytics.example.com
,SHP-202107-0000000001,ORD-202107-0000004776,WH-00014,ITA,North America,Royal Mail,Pickup,In Transit,2021-07-17 14:07:59,2021-07-22,,1,United Kingdom,2021-07-17 14:07:59,alyssa.richards002@commerce.example.com
,SHP-202107-0000000002,ORD-202107-0000001669,WH-00089,ESP,Asia,UPS,Standard,Shipped,2021-07-18 04:30:22,2021-07-25,,1,Canada,2021-07-18 04:30:22,jason.franklin045@dataops.example.com
,SHP-202107-0000000003,ORD-202107-0000002210,WH-00012,USA,Europe,Royal Mail,Standard,Delivered,2021-07-14 05:58:17,2021-07-18,2021-07-25 17:58:17,1,Brazil,2021-07-14 05:58:17,michelle.bender024@analytics.example.com
,SHP-202107-0000000004,ORD-202107-0000000881,WH-00156,JPN,Europe,DPD,Pickup,Delivered,2021-07-19 19:58:56,2021-07-24,2021-07-26 00:58:56,1,United States,2021-07-19 19:58:56,patrick.gonzalez035@dataops.example.com
,SHP-202107-0000000005,ORD-202107-0000004435,WH-00139,MEX,North America,DPD,Pickup,Delivered,2021-07-05 14:26:00,2021-07-11,2021-07-12 20:26:00,1,Brazil,2021-07-05 14:26:00,timothy.cannon081@analytics.example.com
,SHP-202107-0000000006,ORD-202107-0000001693,WH-00145,AUS,North America,Royal Mail,Standard,Shipped,2021-07-28 13:16:34,2021-08-02,,2,United States,2021-07-28 13:16:34,micheal.chen050@dataops.example.com
,SHP-202107-0000000007,ORD-202107-0000003722,WH-00003,DEU,North America,FedEx,Standard,In Transit,2021-07-23 23:35:45,2021-07-27,,2,Spain,2021-07-23 23:35:45,patrick.gonzalez035@dataops.example.com
,SHP-202107-0000000008,ORD-202107-0000000971,WH-00050,MEX,Europe,Australia Post,Same Day,Delivered,2021-07-24 12:50:25,2021-08-02,2021-08-01 14:50:25,1,United States,2021-07-24 12:50:25,victor.palmer071@platform.example.com
,SHP-202107-0000000009,ORD-202107-0000002054,WH-00197,SGP,Europe,USPS,Same Day,Delivered,2021-07-24 22:56:07,2021-08-03,2021-08-08 06:56:07,1,Spain,2021-07-24 22:56:07,david.cabrera119@dataops.example.com
