seller_record_id,seller_id,seller_name,seller_type,country_name,country_code,region_name,seller_rating,seller_status,fulfillment_type,seller_join_date,effective_from,effective_to,is_current,created_at,created_by
54029,SELL-00054029,Cox-Alvarez,Retailer,Japan,JPN,Asia,4.2,Active,Seller Fulfilled,2021-02-04,2021-02-04 00:00:00,,true,2021-02-04 08:32:02,tiffany.freeman101@analytics.example.com
54030,SELL-00054030,"Hicks, Decker and Flores",Small Business,United Kingdom,GBR,Europe,4.15,Active,Platform Fulfilled,2021-02-17,2021-02-17 00:00:00,,true,2021-02-17 01:38:37,andrea.cummings039@platform.example.com
54031,SELL-00054031,"Myers, Harris and Hayes",Marketplace,United States,USA,North America,2.32,Active,Platform Fulfilled,2021-02-22,2021-02-22 00:00:00,,true,2021-02-22 17:23:30,jennifer.bauer068@analytics.example.com
54032,SELL-00054032,"Hardin, Faulkner and Peterson",Small Business,United Kingdom,GBR,Europe,4.63,Active,Dropship,2021-02-07,2021-02-07 00:00:00,,true,2021-02-07 20:21:13,stephen.daniels076@commerce.example.com
54033,SELL-00054033,"Wilson, West and Norris",Small Business,United Kingdom,GBR,Europe,3.64,Active,Seller Fulfilled,2021-02-11,2021-02-11 00:00:00,,true,2021-02-11 16:24:28,ryan.steele043@commerce.example.com
54034,SELL-00054034,Guerrero Ltd,Distributor,Spain,ESP,Europe,3.03,Active,Platform Fulfilled,2021-02-15,2021-02-15 00:00:00,,true,2021-02-15 04:29:31,brandi.carter038@dataops.example.com
54035,SELL-00054035,Bird and Sons,Brand,Brazil,BRA,South America,3.56,Active,Seller Fulfilled,2021-02-05,2021-02-05 00:00:00,,true,2021-02-05 10:06:07,eric.horton058@analytics.example.com
54036,SELL-00054036,"Baker, Johnson and Berg",Distributor,Canada,CAN,North America,3.77,Active,Dropship,2021-02-06,2021-02-06 00:00:00,,true,2021-02-06 18:19:44,jeffery.miller012@commerce.example.com
54037,SELL-00054037,Bailey Group,Retailer,India,IND,Asia,3.92,Active,Platform Fulfilled,2021-02-01,2021-02-01 00:00:00,,true,2021-02-01 23:46:53,tiffany.freeman101@analytics.example.com
54038,SELL-00054038,Walters-Randall,Marketplace,Netherlands,NLD,Europe,4.63,Active,Dropship,2021-02-13,2021-02-13 00:00:00,,true,2021-02-13 03:41:42,anita.garcia021@dataops.example.com
54039,SELL-00054039,Joseph Group,Small Business,India,IND,Asia,4.15,Active,Seller Fulfilled,2021-02-07,2021-02-07 00:00:00,,true,2021-02-07 11:03:51,patrick.gonzalez035@dataops.example.com
54040,SELL-00054040,Villarreal Ltd,Retailer,Spain,ESP,Europe,4.11,Active,Seller Fulfilled,2021-02-10,2021-02-10 00:00:00,,true,2021-02-10 07:36:56,stephen.daniels076@commerce.example.com
54041,SELL-00054041,Matthews and Sons,Retailer,Italy,ITA,Europe,3.77,Suspended,Dropship,2021-02-04,2021-02-04 00:00:00,,true,2021-02-04 03:28:06,james.proctor094@dataops.example.com
54042,SELL-00054042,Jones-Sharp,Distributor,Germany,DEU,Europe,2.85,Active,Platform Fulfilled,2021-02-13,2021-02-13 00:00:00,,true,2021-02-13 23:42:03,joseph.johnson049@dataops.example.com
