review_record_id,review_id,customer_id,product_id,order_id,rating,review_title,review_text,verified_purchase,helpful_votes,review_timestamp,country_code,region_name,sentiment,created_at,created_by
,REV-202112-0000000000,CUST-0000462217,PROD-0000265636,ORD-202112-0000007177,5,Worth the money,Simple relationship create positive project eight. Common may alone knowledge degree before so employee. Subject clear stage position report project do agree.,true,11,2021-12-22 09:54:24,CAN,Europe,Positive,2021-12-22 09:54:24,lance.williams029@platform.example.com
,REV-202112-0000000001,CUST-0000475347,PROD-0000252963,ORD-202112-0000009509,3,Great product,Require cup always surface she effect. Song American during me government.,true,5,2021-12-18 21:56:04,SGP,Europe,Neutral,2021-12-18 21:56:04,shawn.baxter004@dataops.example.com
,REV-202112-0000000002,CUST-0000468624,PROD-0000254615,ORD-202112-0000001500,5,Not as expected,Customer imagine stage middle fill ground. Everyone lawyer computer room increase phone. Interest but capital.,true,2,2021-12-13 00:58:25,NLD,North America,Positive,2021-12-13 00:58:25,chelsea.patel065@commerce.example.com
,REV-202112-0000000003,CUST-0000467618,PROD-0000261331,ORD-202112-0000008327,3,Could be better,His modern believe item piece citizen person.,true,3,2021-12-25 19:46:29,GBR,Europe,Neutral,2021-12-25 19:46:29,ashley.marks069@commerce.example.com
,REV-202112-0000000004,CUST-0000475739,PROD-0000251452,ORD-202112-0000008950,4,Worth the money,True attention tax view citizen Congress husband. Mouth picture media population bad newspaper always bar.,false,6,2021-12-26 05:12:19,FRA,Asia,Positive,2021-12-26 05:12:19,micheal.hall064@dataops.example.com
,REV-202112-0000000005,CUST-0000461536,PROD-0000264213,ORD-202112-0000006845,5,Great product,Identify skin think station opportunity.,false,4,2021-12-26 20:05:16,JPN,Europe,Positive,2021-12-26 20:05:16,maria.ashley046@analytics.example.com
,REV-202112-0000000006,CUST-0000474146,PROD-0000264641,ORD-202112-0000000241,5,Average experience,Project bill likely likely local.,false,15,2021-12-28 17:55:35,BRA,Europe,Positive,2021-12-28 17:55:35,eric.horton058@analytics.example.com
,REV-202112-0000000007,CUST-0000483924,PROD-0000262517,ORD-202112-0000009234,4,Excellent quality,Rise white receive station area begin customer. Federal national wear sister language. Ball box area official investment into.,true,7,2021-12-07 13:06:52,BRA,Europe,Positive,2021-12-07 13:06:52,ryan.steele043@commerce.example.com
,REV-202112-0000000008,CUST-0000475116,PROD-0000258944,ORD-202112-0000007905,4,Great product,War beyond drive. Book instead various film plant defense movement new.,true,10,2021-12-03 21:45:08,MEX,Europe,Positive,2021-12-03 21:45:08,megan.cunningham013@commerce.example.com
,REV-202112-0000000009,CUST-0000480984,PROD-0000259564,ORD-202112-0000005870,5,Worth the money,Fish dinner forward message whatever friend radio include.,true,1,2021-12-13 11:53:10,ARE,Europe,Positive,2021-12-13 11:53:10,jeffery.miller012@commerce.example.com
