event_record_id,event_id,event_timestamp,session_id,customer_id,product_id,order_id,event_name,event_category,page_name,page_url,referrer_url,search_query,product_position,quantity,unit_price_local,event_value_local,local_currency,country_name,country_code,region_name,device_type,platform,operating_system,browser,traffic_source,traffic_medium,campaign_id,created_at,created_by
,EVT-202001-000000000000,2020-01-16 20:14:36,SES-202001-0000003029,CUST-0000009878,,,search,engagement,Checkout,https://shop.example.com/checkout,https://instagram.com,Run according agree.,,0,0,0,EUR,Germany,DEU,Europe,Tablet,Web,ChromeOS,Firefox,Email,direct,,2020-01-16 20:14:36,david.cabrera119@dataops.example.com
,EVT-202001-000000000001,2020-01-17 05:31:10,SES-202001-0000011766,CUST-0000008421,PROD-0000002273,,product_view,commerce,Home,https://shop.example.com/checkout,https://google.com,,18,4,41.93,167.72,BRL,Brazil,BRA,South America,Desktop,Web,macOS,Firefox,Direct,referral,CAMP-2020-0015,2020-01-17 05:31:10,jennifer.bauer068@analytics.example.com
,EVT-202001-000000000002,2020-01-24 11:14:06,SES-202001-0000016673,CUST-0000005558,PROD-0000004748,,add_to_cart,commerce,Home,https://shop.example.com/checkout,https://google.com,,35,3,1277.48,3832.44,JPY,Japan,JPN,Asia,Mobile,Mobile Web,iOS,Safari,Bing,affiliate,,2020-01-24 11:14:06,megan.cunningham013@commerce.example.com
,EVT-202001-000000000003,2020-01-12 09:33:44,SES-202001-0000004227,CUST-0000011337,,,page_view,engagement,Product,https://shop.example.com/product,https://instagram.com,,,0,0,0,CAD,Canada,CAN,North America,Laptop,Android,ChromeOS,Chrome,Affiliate,affiliate,CAMP-2020-0019,2020-01-12 09:33:44,ryan.steele043@commerce.example.com
,EVT-202001-000000000004,2020-01-17 21:35:33,SES-202001-0000015762,CUST-0000002879,,,page_view,engagement,Home,https://shop.example.com/checkout,https://bing.com,,,0,0,0,EUR,Spain,ESP,Europe,Tablet,iOS,macOS,Samsung Internet,YouTube,social,CAMP-2020-0023,2020-01-17 21:35:33,victor.palmer071@platform.example.com
,EVT-202001-000000000005,2020-01-07 00:23:22,SES-202001-0000003072,CUST-0000000546,PROD-0000005809,ORD-202001-0000008566,payment_attempt,commerce,Search,https://shop.example.com/home,https://google.com,,32,4,1277.01,5108.04,GBP,United Kingdom,GBR,Europe,Tablet,Mobile Web,ChromeOS,Samsung Internet,YouTube,organic,CAMP-2020-0006,2020-01-07 00:23:22,jennifer.bauer068@analytics.example.com
,EVT-202001-000000000006,2020-01-01 04:08:41,SES-202001-0000006316,CUST-0000001171,,,page_view,engagement,Account,https://shop.example.com/checkout,https://facebook.com,,,0,0,0,GBP,United Kingdom,GBR,Europe,Desktop,iOS,macOS,Samsung Internet,Organic,cpc,,2020-01-01 04:08:41,john.mullins109@commerce.example.com
,EVT-202001-000000000007,2020-01-08 16:39:01,SES-202001-0000017377,CUST-0000010702,PROD-0000003553,ORD-202001-0000006916,purchase,conversion,Product,https://shop.example.com/product,https://bing.com,,20,1,76.33,76.33,CAD,Canada,CAN,North America,Laptop,Mobile Web,macOS,Chrome,Instagram,affiliate,,2020-01-08 16:39:01,adam.gordon030@commerce.example.com
,EVT-202001-000000000008,2020-01-27 09:11:18,SES-202001-0000015588,CUST-0000000253,PROD-0000000785,,product_view,commerce,Cart,https://shop.example.com/home,https://google.com,,17,5,1213.47,6067.35,EUR,Netherlands,NLD,Europe,Laptop,Web,Linux,Safari,TikTok,social,CAMP-2020-0021,2020-01-27 09:11:18,kelsey.taylor010@platform.example.com
,EVT-202001-000000000009,2020-01-27 06:21:26,SES-202001-0000000578,CUST-0000006322,PROD-0000003393,,add_to_cart,commerce,Checkout,https://shop.example.com/product,https://bing.com,,14,4,1067.19,4268.76,JPY,Japan,JPN,Asia,Laptop,Android,Windows,Chrome,Google,affiliate,,2020-01-27 06:21:26,adam.gordon030@commerce.example.com
