payment_record_id,payment_id,order_id,customer_id,payment_timestamp,payment_method,payment_status,payment_amount_local,local_currency,country_code,region_name,failure_reason,refund_flag,created_at,created_by
,PAY-202306-00000000000,ORD-202306-0000007745,CUST-0000920703,2023-06-16 00:40:28,Apple Pay,Success,642.72,BRL,BRA,South America,,false,2023-06-16 00:40:28,grace.gonzales099@dataops.example.com
,PAY-202306-00000000001,ORD-202306-0000006786,CUST-0000921414,2023-06-26 10:08:04,Google Pay,Success,3440.53,JPY,JPN,Asia,,false,2023-06-26 10:08:04,lisa.kim091@platform.example.com
,PAY-202306-00000000002,ORD-202306-0000002253,CUST-0000917402,2023-06-03 13:33:06,Debit Card,Success,330.77,JPY,JPN,Asia,,false,2023-06-03 13:33:06,darren.anderson025@dataops.example.com
,PAY-202306-00000000003,ORD-202306-0000005585,CUST-0000908273,2023-06-19 21:44:30,Bank Transfer,Success,658.18,EUR,ITA,Europe,,false,2023-06-19 21:44:30,amy.holmes103@dataops.example.com
,PAY-202306-00000000004,ORD-202306-0000006106,CUST-0000923670,2023-06-15 02:30:43,Debit Card,Success,1674.77,EUR,DEU,Europe,,false,2023-06-15 02:30:43,christine.johnson056@commerce.example.com
,PAY-202306-00000000005,ORD-202306-0000002477,CUST-0000932046,2023-06-10 02:12:25,Bank Transfer,Success,40.65,EUR,NLD,Europe,,false,2023-06-10 02:12:25,megan.cunningham013@commerce.example.com
,PAY-202306-00000000006,ORD-202306-0000002067,CUST-0000910654,2023-06-22 18:01:31,Paytm,Success,933.81,AED,ARE,Asia,,false,2023-06-22 18:01:31,john.mullins109@commerce.example.com
,PAY-202306-00000000007,ORD-202306-0000004903,CUST-0000917454,2023-06-22 20:34:59,Paytm,Success,718.98,INR,IND,Asia,,false,2023-06-22 20:34:59,sylvia.diaz107@dataops.example.com
,PAY-202306-00000000008,ORD-202306-0000008435,CUST-0000920572,2023-06-02 22:40:50,Bank Transfer,Success,2602.75,CAD,CAN,North America,,false,2023-06-02 22:40:50,yolanda.vasquez005@platform.example.com
,PAY-202306-00000000009,ORD-202306-0000001339,CUST-0000927684,2023-06-12 22:29:28,Credit Card,Success,1042.36,BRL,BRA,South America,,false,2023-06-12 22:29:28,jillian.russo115@commerce.example.com
,PAY-202306-00000000010,ORD-202306-0000007902,CUST-0000923092,2023-06-05 19:27:26,Google Pay,Refunded,2631.33,EUR,ITA,Europe,,true,2023-06-05 19:27:26,john.mullins109@commerce.example.com
,PAY-202306-00000000011,ORD-202306-0000004721,CUST-0000922405,2023-06-11 11:16:51,Credit Card,Success,2201.36,EUR,DEU,Europe,,false,2023-06-11 11:16:51,shawn.baxter004@dataops.example.com
,PAY-202306-00000000012,ORD-202306-0000007077,CUST-0000933384,2023-06-28 20:56:10,Apple Pay,Success,3298.99,SGD,SGP,Asia,,false,2023-06-28 20:56:10,jennifer.bauer068@analytics.example.com
,PAY-202306-00000000013,ORD-202306-0000006852,CUST-0000916886,2023-06-26 20:18:42,Gift Card,Success,688.24,GBP,GBR,Europe,,false,2023-06-26 20:18:42,jennifer.bauer068@analytics.example.com
,PAY-202306-00000000014,ORD-202306-0000006267,CUST-0000925880,2023-06-22 14:13:17,Debit Card,Success,1147.69,USD,USA,North America,,false,2023-06-22 14:13:17,victor.palmer071@platform.example.com
