geography_id,region_name,sub_region_name,country_name,country_code,currency_code,currency_name,currency_symbol,timezone,created_at,created_by
1,North America,Northern America,United States,USA,USD,US Dollar,$,Europe/Minsk,2022-07-06 08:25:52,peter.martinez098@platform.example.com
2,North America,Northern America,Canada,CAN,CAD,Canadian Dollar,C$,America/Guatemala,2022-07-18 04:07:16,sylvia.diaz107@dataops.example.com
3,Europe,Northern Europe,United Kingdom,GBR,GBP,Pound Sterling,£,Europe/Malta,2022-07-12 07:05:49,yesenia.arnold040@platform.example.com
4,Europe,Western Europe,Germany,DEU,EUR,Euro,€,Europe/Vilnius,2022-07-01 12:05:30,peter.martinez098@platform.example.com
5,Europe,Western Europe,France,FRA,EUR,Euro,€,Asia/Rangoon,2022-07-25 21:00:08,sylvia.diaz107@dataops.example.com
6,Europe,Southern Europe,Spain,ESP,EUR,Euro,€,Asia/Tbilisi,2022-07-10 05:25:43,jennifer.atkins003@platform.example.com
7,Europe,Southern Europe,Italy,ITA,EUR,Euro,€,Pacific/Truk,2022-07-30 05:47:38,yesenia.arnold040@platform.example.com
8,Europe,Western Europe,Netherlands,NLD,EUR,Euro,€,Europe/Chisinau,2022-07-18 23:53:59,timothy.cameron104@commerce.example.com
9,Oceania,Australia and New Zealand,Australia,AUS,AUD,Australian Dollar,A$,Asia/Riyadh,2022-07-07 22:09:25,patrick.gonzalez035@dataops.example.com
10,Asia,Eastern Asia,Japan,JPN,JPY,Japanese Yen,¥,Atlantic/Cape_Verde,2022-07-06 03:58:45,taylor.cunningham023@commerce.example.com
11,Asia,South-eastern Asia,Singapore,SGP,SGD,Singapore Dollar,S$,Africa/Kigali,2022-07-12 09:40:56,yesenia.arnold040@platform.example.com
12,Asia,Southern Asia,India,IND,INR,Indian Rupee,₹,Africa/Douala,2022-07-26 00:48:12,kevin.mathews014@analytics.example.com
13,Asia,Western Asia,United Arab Emirates,ARE,AED,UAE Dirham,د.إ,Pacific/Apia,2022-07-31 05:01:07,joann.clark089@commerce.example.com
14,South America,South America,Brazil,BRA,BRL,Brazilian Real,R$,America/El_Salvador,2022-07-05 11:13:05,stephen.daniels076@commerce.example.com
15,North America,Central America,Mexico,MEX,MXN,Mexican Peso,MX$,Africa/Nouakchott,2022-07-26 01:15:10,sylvia.diaz107@dataops.example.com
