seller_record_id,seller_id,seller_name,seller_type,country_name,country_code,region_name,seller_rating,seller_status,fulfillment_type,seller_join_date,effective_from,effective_to,is_current,created_at,created_by
210452,SELL-00210452,Perez Ltd,Small Business,Singapore,SGP,Asia,3.91,Active,Platform Fulfilled,2023-07-26,2023-07-26 00:00:00,,true,2023-07-26 22:31:36,brian.taylor114@analytics.example.com
210453,SELL-00210453,Daniels-Fowler,Brand,United Kingdom,GBR,Europe,3.73,Active,Seller Fulfilled,2023-07-07,2023-07-07 00:00:00,,true,2023-07-07 09:01:42,jennifer.atkins003@platform.example.com
210454,SELL-00210454,Long-Wiley,Distributor,Brazil,BRA,South America,3.98,Active,Seller Fulfilled,2023-07-10,2023-07-10 00:00:00,,true,2023-07-10 17:47:03,joseph.griffin070@analytics.example.com
210455,SELL-00210455,"Johnson, Adkins and Evans",Small Business,United Arab Emirates,ARE,Asia,4.71,Active,Seller Fulfilled,2023-07-19,2023-07-19 00:00:00,,true,2023-07-19 15:37:24,peter.martinez098@platform.example.com
210456,SELL-00210456,Sims-Larson,Small Business,Japan,JPN,Asia,4.8,Inactive,Dropship,2023-07-13,2023-07-13 00:00:00,,true,2023-07-13 21:16:33,renee.harvey080@dataops.example.com
210457,SELL-00210457,"Campos, Matthews and Caldwell",Brand,United Kingdom,GBR,Europe,4.31,Active,Seller Fulfilled,2023-07-01,2023-07-01 00:00:00,,true,2023-07-01 04:26:52,adam.gordon030@commerce.example.com
210458,SELL-00210458,Davis-Gallagher,Small Business,Brazil,BRA,South America,3.94,Active,Seller Fulfilled,2023-07-07,2023-07-07 00:00:00,,true,2023-07-07 23:38:56,lisa.kim091@platform.example.com
210459,SELL-00210459,"Gardner, Hart and Smith",Retailer,Netherlands,NLD,Europe,4.37,Suspended,Seller Fulfilled,2023-07-08,2023-07-08 00:00:00,,true,2023-07-08 11:18:14,stephen.clark001@analytics.example.com
210460,SELL-00210460,"Friedman, Powers and Shields",Marketplace,Brazil,BRA,South America,3.72,Active,Platform Fulfilled,2023-07-22,2023-07-22 00:00:00,,true,2023-07-22 21:06:48,timothy.cannon081@analytics.example.com
210461,SELL-00210461,Martin-Jordan,Small Business,Germany,DEU,Europe,4.07,Active,Dropship,2023-07-07,2023-07-07 00:00:00,,true,2023-07-07 22:04:34,christine.johnson056@commerce.example.com
210462,SELL-00210462,"Gomez, Carey and Miles",Brand,Japan,JPN,Asia,3.93,Active,Dropship,2023-07-28,2023-07-28 00:00:00,,true,2023-07-28 15:13:26,tiffany.freeman101@analytics.example.com
210463,SELL-00210463,Bray-Miller,Marketplace,France,FRA,Europe,4.26,Active,Dropship,2023-07-21,2023-07-21 00:00:00,,true,2023-07-21 10:29:16,joseph.johnson049@dataops.example.com
210464,SELL-00210464,Lee-Peters,Small Business,France,FRA,Europe,4.26,Active,Dropship,2023-07-09,2023-07-09 00:00:00,,true,2023-07-09 00:23:44,tiffany.freeman101@analytics.example.com
210465,SELL-00210465,"Sellers, Meza and Esparza",Brand,Germany,DEU,Europe,3.31,Active,Platform Fulfilled,2023-07-02,2023-07-02 00:00:00,,true,2023-07-02 10:28:25,kristen.bailey110@analytics.example.com
210466,SELL-00210466,"Herrera, Ortiz and Vasquez",Small Business,Netherlands,NLD,Europe,4.04,Active,Seller Fulfilled,2023-07-20,2023-07-20 00:00:00,,true,2023-07-20 03:56:18,victor.palmer071@platform.example.com
210467,SELL-00210467,"Nguyen, Jones and Figueroa",Small Business,Mexico,MEX,North America,4.44,Active,Seller Fulfilled,2023-07-19,2023-07-19 00:00:00,,true,2023-07-19 12:40:08,amy.holmes103@dataops.example.com
210468,SELL-00210468,"Cox, Jackson and Diaz",Distributor,United Arab Emirates,ARE,Asia,4.24,Active,Seller Fulfilled,2023-07-10,2023-07-10 00:00:00,,true,2023-07-10 22:11:16,ashley.bishop108@dataops.example.com
