seller_record_id,seller_id,seller_name,seller_type,country_name,country_code,region_name,seller_rating,seller_status,fulfillment_type,seller_join_date,effective_from,effective_to,is_current,created_at,created_by
122800,SELL-00122800,Reese Ltd,Distributor,United Arab Emirates,ARE,Asia,4.15,Active,Seller Fulfilled,2022-04-21,2022-04-21 00:00:00,,true,2022-04-21 07:25:29,megan.cunningham013@commerce.example.com
122801,SELL-00122801,Brown-Wolfe,Distributor,Netherlands,NLD,Europe,4.37,Active,Platform Fulfilled,2022-04-28,2022-04-28 00:00:00,,true,2022-04-28 04:50:38,stephen.clark001@analytics.example.com
122802,SELL-00122802,Mejia-Moore,Marketplace,Canada,CAN,North America,3.61,Active,Platform Fulfilled,2022-04-08,2022-04-08 00:00:00,,true,2022-04-08 06:49:49,yolanda.vasquez005@platform.example.com
122803,SELL-00122803,"Lucas, Allen and Garcia",Distributor,United Arab Emirates,ARE,Asia,3.67,Active,Seller Fulfilled,2022-04-06,2022-04-06 00:00:00,,true,2022-04-06 12:22:31,joseph.johnson049@dataops.example.com
122804,SELL-00122804,Norris-Vazquez,Distributor,Singapore,SGP,Asia,4.35,Active,Dropship,2022-04-28,2022-04-28 00:00:00,,true,2022-04-28 00:14:34,jennifer.atkins003@platform.example.com
122805,SELL-00122805,Flores-Davis,Marketplace,India,IND,Asia,5,Active,Dropship,2022-04-27,2022-04-27 00:00:00,,true,2022-04-27 06:24:35,kelsey.taylor010@platform.example.com
122806,SELL-00122806,"Richards, Howell and Austin",Small Business,United States,USA,North America,4.28,Active,Seller Fulfilled,2022-04-15,2022-04-15 00:00:00,,true,2022-04-15 05:51:52,michael.johnson061@platform.example.com
122807,SELL-00122807,"Martinez, Barnes and Cruz",Retailer,United States,USA,North America,4.58,Active,Seller Fulfilled,2022-04-26,2022-04-26 00:00:00,,true,2022-04-26 06:40:26,peter.martinez098@platform.example.com
122808,SELL-00122808,Murray Group,Brand,Mexico,MEX,North America,4.64,Active,Seller Fulfilled,2022-04-20,2022-04-20 00:00:00,,true,2022-04-20 03:18:57,susan.rice083@commerce.example.com
122809,SELL-00122809,Mayo-Ramos,Distributor,France,FRA,Europe,3.69,Active,Seller Fulfilled,2022-04-04,2022-04-04 00:00:00,,true,2022-04-04 16:21:59,adam.gordon030@commerce.example.com
122810,SELL-00122810,Rodriguez LLC,Brand,United Kingdom,GBR,Europe,3.89,Active,Platform Fulfilled,2022-04-01,2022-04-01 00:00:00,,true,2022-04-01 12:39:41,lance.williams029@platform.example.com
122811,SELL-00122811,Murray and Sons,Distributor,India,IND,Asia,3.6,Active,Platform Fulfilled,2022-04-10,2022-04-10 00:00:00,,true,2022-04-10 16:49:14,stephen.daniels076@commerce.example.com
