exchange_rate_id,rate_date,base_currency,target_currency,exchange_rate,rate_source,rate_type,created_at,created_by
,2020-03-21,BRL,MXN,1.3432393867,Bloomberg,Daily,2020-03-21 10:58:30,patrick.gonzalez035@dataops.example.com
,2020-03-30,BRL,EUR,1.8768582484,Internal FX,Daily,2020-03-30 06:44:27,eric.mullen052@dataops.example.com
,2020-03-28,JPY,MXN,1.2584570312,Internal FX,Closing,2020-03-28 20:31:36,michelle.sims041@analytics.example.com
,2020-03-18,EUR,AUD,0.6102017655,Bloomberg,Spot,2020-03-18 14:00:04,tina.williams074@commerce.example.com
,2020-03-25,AED,MXN,1.262574575,Bloomberg,Daily,2020-03-25 10:00:46,jennifer.bauer068@analytics.example.com
,2020-03-23,USD,JPY,2.0884484362,Internal FX,Spot,2020-03-23 14:31:26,adam.gordon030@commerce.example.com
,2020-03-27,JPY,SGD,1.2075879475,Reuters,Spot,2020-03-27 19:19:46,taylor.cunningham023@commerce.example.com
,2020-03-02,USD,EUR,0.5879206414,ECB,Daily,2020-03-02 03:09:03,megan.cunningham013@commerce.example.com
,2020-03-02,INR,MXN,0.4554837422,Bloomberg,Spot,2020-03-02 06:42:37,maria.ashley046@analytics.example.com
,2020-03-13,SGD,INR,0.1725291607,Internal FX,Daily,2020-03-13 10:48:42,john.mullins109@commerce.example.com
,2020-03-11,USD,AED,3.6034677138,Reuters,Closing,2020-03-11 21:59:55,stephen.clark001@analytics.example.com
,2020-03-26,AUD,JPY,1.964620508,Bloomberg,Daily,2020-03-26 23:41:43,patrick.gonzalez035@dataops.example.com
,2020-03-12,USD,CAD,1.0776519017,Reuters,Daily,2020-03-12 10:50:36,michael.johnson061@platform.example.com
,2020-03-12,CAD,SGD,1.4418304139,Reuters,Spot,2020-03-12 09:50:44,joseph.johnson049@dataops.example.com
,2020-03-18,CAD,EUR,0.794819926,Internal FX,Spot,2020-03-18 22:03:07,andrea.cummings039@platform.example.com
,2020-03-08,AED,MXN,0.2309995537,Reuters,Closing,2020-03-08 10:26:41,taylor.cunningham023@commerce.example.com
,2020-03-17,EUR,INR,2.1212664553,Bloomberg,Spot,2020-03-17 05:51:09,eric.horton058@analytics.example.com
,2020-03-10,CAD,JPY,0.3378934375,Internal FX,Closing,2020-03-10 00:30:12,michael.berger060@platform.example.com
,2020-03-12,USD,INR,0.7561696748,ECB,Daily,2020-03-12 11:40:02,victor.palmer071@platform.example.com
,2020-03-03,AUD,BRL,3.1459332264,Bloomberg,Spot,2020-03-03 21:00:55,tina.williams074@commerce.example.com
,2020-03-28,EUR,MXN,1.4093134265,ECB,Spot,2020-03-28 00:50:04,patrick.gonzalez035@dataops.example.com
,2020-03-23,USD,GBP,0.5303021005,Bloomberg,Closing,2020-03-23 05:51:08,peter.martinez098@platform.example.com
,2020-03-29,USD,AED,0.8366289373,Reuters,Closing,2020-03-29 02:51:08,ashley.marks069@commerce.example.com
,2020-03-28,SGD,USD,0.5779080527,Reuters,Spot,2020-03-28 02:32:36,peter.martinez098@platform.example.com
,2020-03-24,AED,BRL,0.5825917624,Internal FX,Closing,2020-03-24 02:01:00,jeffery.miller012@commerce.example.com
,2020-03-13,MXN,CAD,0.9667812672,ECB,Daily,2020-03-13 02:50:54,eric.horton058@analytics.example.com
,2020-03-19,GBP,EUR,0.9930061021,Internal FX,Spot,2020-03-19 23:27:13,ashley.marks069@commerce.example.com
,2020-03-14,MXN,AED,0.8817531141,Internal FX,Closing,2020-03-14 04:42:12,john.mullins109@commerce.example.com
,2020-03-31,CAD,AUD,0.406140258,Internal FX,Spot,2020-03-31 01:21:47,stephen.daniels076@commerce.example.com
,2020-03-16,AUD,JPY,0.5530544803,ECB,Closing,2020-03-16 16:30:27,micheal.chen050@dataops.example.com
,2020-03-18,INR,CAD,1.404261813,Internal FX,Closing,2020-03-18 10:03:14,stephen.daniels076@commerce.example.com
,2020-03-25,JPY,EUR,1.8136566249,ECB,Closing,2020-03-25 12:01:29,david.cabrera119@dataops.example.com
,2020-03-13,MXN,AUD,0.9713703936,Bloomberg,Spot,2020-03-13 18:27:47,micheal.hall064@dataops.example.com
,2020-03-30,AED,USD,2.8056471903,Reuters,Spot,2020-03-30 00:16:26,lance.williams029@platform.example.com
,2020-03-25,JPY,SGD,1.2765858312,ECB,Daily,2020-03-25 14:45:37,micheal.chen050@dataops.example.com
,2020-03-24,GBP,CAD,2.7808875227,ECB,Closing,2020-03-24 04:55:03,kelsey.taylor010@platform.example.com
,2020-03-23,JPY,USD,0.6745313314,Bloomberg,Closing,2020-03-23 03:31:55,jennifer.hudson020@analytics.example.com
,2020-03-29,AUD,EUR,0.8554443996,Internal FX,Daily,2020-03-29 14:33:39,stephen.daniels076@commerce.example.com
,2020-03-26,INR,BRL,1.1189992869,Internal FX,Spot,2020-03-26 00:07:47,ashley.marks069@commerce.example.com
