shipment_record_id,shipment_id,order_id,warehouse_id,country_code,region_name,carrier,shipping_method,shipment_status,shipped_timestamp,estimated_delivery_date,actual_delivery_timestamp,delivery_attempts,delivery_country,created_at,created_by
,SHP-202001-0000000000,ORD-202001-0000001615,WH-00155,GBR,Asia,DHL,Same Day,Delivered,2020-01-25 07:46:56,2020-01-29,2020-01-31 07:46:56,1,Italy,2020-01-25 07:46:56,eric.horton058@analytics.example.com
,SHP-202001-0000000001,ORD-202001-0000002340,WH-00008,BRA,South America,FedEx,Express,Delivered,2020-01-12 13:08:13,2020-01-19,2020-01-20 17:08:13,4,Germany,2020-01-12 13:08:13,tina.williams074@commerce.example.com
,SHP-202001-0000000002,ORD-202001-0000002317,WH-00236,MEX,Europe,Royal Mail,Economy,Shipped,2020-01-30 18:12:22,2020-02-06,,1,United States,2020-01-30 18:12:22,jeffery.miller012@commerce.example.com
,SHP-202001-0000000003,ORD-202001-0000002802,WH-00014,IND,Europe,FedEx,Standard,Delivered,2020-01-19 08:47:55,2020-01-23,2020-01-26 16:47:55,1,Australia,2020-01-19 08:47:55,peter.martinez098@platform.example.com
,SHP-202001-0000000004,ORD-202001-0000001652,WH-00196,DEU,Asia,DHL,Economy,Shipped,2020-01-10 18:33:01,2020-01-16,,2,Germany,2020-01-10 18:33:01,john.mullins109@commerce.example.com
,SHP-202001-0000000005,ORD-202001-0000000798,WH-00124,MEX,Oceania,UPS,Same Day,Delivered,2020-01-04 13:21:38,2020-01-08,2020-01-07 01:21:38,1,United Arab Emirates,2020-01-04 13:21:38,patrick.gonzalez035@dataops.example.com
,SHP-202001-0000000006,ORD-202001-0000000572,WH-00202,NLD,North America,DHL,Express,Delivered,2020-01-06 02:51:17,2020-01-11,2020-01-18 09:51:17,1,United Arab Emirates,2020-01-06 02:51:17,taylor.cunningham023@commerce.example.com
,SHP-202001-0000000007,ORD-202001-0000000902,WH-00130,JPN,Europe,DHL,Same Day,In Transit,2020-01-03 05:30:40,2020-01-11,,1,France,2020-01-03 05:30:40,kelsey.taylor010@platform.example.com
,SHP-202001-0000000008,ORD-202001-0000001975,WH-00087,ARE,Europe,Australia Post,Pickup,Returned,2020-01-12 03:56:22,2020-01-16,,1,India,2020-01-12 03:56:22,ryan.steele043@commerce.example.com
,SHP-202001-0000000009,ORD-202001-0000001171,WH-00215,USA,Asia,DHL,Economy,Delivered,2020-01-15 04:14:43,2020-01-17,2020-01-29 16:14:43,1,Italy,2020-01-15 04:14:43,adam.gordon030@commerce.example.com
,SHP-202001-0000000010,ORD-202001-0000002221,WH-00242,SGP,Europe,UPS,Same Day,In Transit,2020-01-01 04:46:16,2020-01-09,,1,United Kingdom,2020-01-01 04:46:16,megan.cunningham013@commerce.example.com
,SHP-202001-0000000011,ORD-202001-0000000584,WH-00104,BRA,Asia,FedEx,Pickup,Delivered,2020-01-21 21:59:49,2020-01-25,2020-02-04 04:59:49,1,Brazil,2020-01-21 21:59:49,david.cabrera119@dataops.example.com
,SHP-202001-0000000012,ORD-202001-0000000098,WH-00108,IND,Europe,UPS,Express,Delivered,2020-01-04 11:40:08,2020-01-11,2020-01-09 23:40:08,1,United States,2020-01-04 11:40:08,susan.rice083@commerce.example.com
,SHP-202001-0000000013,ORD-202001-0000001707,WH-00033,GBR,Europe,UPS,Economy,Delivered,2020-01-23 10:10:46,2020-01-27,2020-02-03 16:10:46,1,Germany,2020-01-23 10:10:46,patrick.gonzalez035@dataops.example.com
,SHP-202001-0000000014,ORD-202001-0000000884,WH-00147,MEX,Europe,DPD,Same Day,Delivered,2020-01-13 12:39:41,2020-01-16,2020-01-21 22:39:41,1,Mexico,2020-01-13 12:39:41,ashley.marks069@commerce.example.com
,SHP-202001-0000000015,ORD-202001-0000000365,WH-00102,AUS,Europe,UPS,Express,In Transit,2020-01-16 19:56:37,2020-01-19,,1,Japan,2020-01-16 19:56:37,taylor.cunningham023@commerce.example.com
,SHP-202001-0000000016,ORD-202001-0000000021,WH-00090,NLD,Asia,UPS,Same Day,Delivered,2020-01-06 13:10:49,2020-01-10,2020-01-17 13:10:49,1,United States,2020-01-06 13:10:49,stephen.clark001@analytics.example.com
,SHP-202001-0000000017,ORD-202001-0000000978,WH-00218,ITA,Asia,Australia Post,Economy,Delivered,2020-01-15 05:03:27,2020-01-17,2020-01-17 11:03:27,1,India,2020-01-15 05:03:27,brandi.carter038@dataops.example.com
,SHP-202001-0000000018,ORD-202001-0000003217,WH-00205,ARE,North America,DHL,Pickup,In Transit,2020-01-06 03:26:26,2020-01-09,,1,United Kingdom,2020-01-06 03:26:26,maria.ashley046@analytics.example.com
,SHP-202001-0000000019,ORD-202001-0000003025,WH-00171,JPN,Asia,FedEx,Pickup,Delivered,2020-01-27 18:00:26,2020-01-31,2020-01-29 23:00:26,1,India,2020-01-27 18:00:26,joseph.johnson049@dataops.example.com
,SHP-202001-0000000020,ORD-202001-0000002604,WH-00170,ARE,South America,USPS,Economy,Delivered,2020-01-11 07:14:18,2020-01-21,2020-01-14 16:14:18,1,India,2020-01-11 07:14:18,susan.rice083@commerce.example.com
,SHP-202001-0000000021,ORD-202001-0000000339,WH-00057,GBR,Asia,DHL,Pickup,Delivered,2020-01-13 10:24:01,2020-01-15,2020-01-21 10:24:01,1,Japan,2020-01-13 10:24:01,john.mullins109@commerce.example.com
,SHP-202001-0000000022,ORD-202001-0000001536,WH-00023,ESP,Europe,DHL,Standard,Delayed,2020-01-15 05:18:08,2020-01-22,,2,Singapore,2020-01-15 05:18:08,megan.cunningham013@commerce.example.com
,SHP-202001-0000000023,ORD-202001-0000000582,WH-00104,DEU,South America,USPS,Express,Delivered,2020-01-06 20:17:55,2020-01-10,2020-01-10 04:17:55,1,India,2020-01-06 20:17:55,eric.horton058@analytics.example.com
,SHP-202001-0000000024,ORD-202001-0000000894,WH-00012,BRA,Europe,Australia Post,Economy,Delivered,2020-01-23 12:32:26,2020-01-26,2020-01-28 16:32:26,1,Mexico,2020-01-23 12:32:26,eric.horton058@analytics.example.com
,SHP-202001-0000000025,ORD-202001-0000001759,WH-00069,FRA,Europe,DHL,Same Day,Shipped,2020-01-20 05:46:16,2020-01-26,,1,Canada,2020-01-20 05:46:16,brandi.carter038@dataops.example.com
,SHP-202001-0000000026,ORD-202001-0000000665,WH-00242,CAN,Europe,UPS,Same Day,Delivered,2020-01-25 07:16:34,2020-02-04,2020-01-28 08:16:34,2,France,2020-01-25 07:16:34,brandi.carter038@dataops.example.com
,SHP-202001-0000000027,ORD-202001-0000002655,WH-00128,SGP,Europe,DHL,Same Day,Delivered,2020-01-29 19:37:22,2020-02-06,2020-02-08 01:37:22,1,France,2020-01-29 19:37:22,james.proctor094@dataops.example.com
,SHP-202001-0000000028,ORD-202001-0000002213,WH-00187,IND,Asia,FedEx,Express,Delivered,2020-01-15 06:12:23,2020-01-21,2020-01-28 06:12:23,1,Singapore,2020-01-15 06:12:23,ryan.steele043@commerce.example.com
,SHP-202001-0000000029,ORD-202001-0000001965,WH-00159,ARE,Asia,Royal Mail,Economy,Delivered,2020-01-08 10:46:46,2020-01-15,2020-01-17 18:46:46,1,Japan,2020-01-08 10:46:46,michael.berger060@platform.example.com
,SHP-202001-0000000030,ORD-202001-0000001963,WH-00170,ITA,Asia,Australia Post,Express,Delivered,2020-01-11 03:41:05,2020-01-21,2020-01-14 06:41:05,1,Brazil,2020-01-11 03:41:05,micheal.chen050@dataops.example.com
,SHP-202001-0000000031,ORD-202001-0000001940,WH-00195,ARE,North America,UPS,Express,Delivered,2020-01-28 06:53:00,2020-01-31,2020-02-10 18:53:00,1,Italy,2020-01-28 06:53:00,ashley.marks069@commerce.example.com
,SHP-202001-0000000032,ORD-202001-0000001141,WH-00119,ESP,Europe,FedEx,Economy,Shipped,2020-01-12 07:10:44,2020-01-19,,1,France,2020-01-12 07:10:44,susan.rice083@commerce.example.com
,SHP-202001-0000000033,ORD-202001-0000000436,WH-00132,SGP,Europe,Royal Mail,Pickup,Delivered,2020-01-08 01:16:59,2020-01-17,2020-01-16 05:16:59,1,Brazil,2020-01-08 01:16:59,tina.williams074@commerce.example.com
,SHP-202001-0000000034,ORD-202001-0000001108,WH-00127,BRA,Europe,USPS,Economy,Delivered,2020-01-25 02:27:25,2020-02-04,2020-02-03 14:27:25,1,Spain,2020-01-25 02:27:25,megan.cunningham013@commerce.example.com
,SHP-202001-0000000035,ORD-202001-0000000005,WH-00235,JPN,Asia,DPD,Pickup,Delivered,2020-01-05 17:26:53,2020-01-10,2020-01-16 17:26:53,1,Singapore,2020-01-05 17:26:53,victor.palmer071@platform.example.com
