customer_record_id,customer_id,first_name,last_name,gender,date_of_birth,age,age_group,email,country_name,country_code,region_name,sub_region_name,city,state_province,postal_code,currency_code,customer_segment,acquisition_channel,registration_date,customer_status,marketing_opt_in,effective_from,effective_to,is_current,source_system,created_at,updated_at,created_by
720520,CUST-0000720520,Brett,Wade,Male,1962-11-09,60,55-64,brett.wade.720520@gmail.com,United Kingdom,GBR,Europe,Northern Europe,New David,New Mexico,25720,GBP,Premium,Email,2022-11-11,Active,true,2022-11-11 00:00:00,,true,Mobile,2022-11-11 09:35:44,2022-11-11 16:01:15,stephen.clark001@analytics.example.com
720521,CUST-0000720521,Amanda,Cunningham,Female,1950-06-20,72,65+,amanda.cunningham.720521@hotmail.com,Canada,CAN,North America,Northern America,Martinezmouth,Utah,02409,CAD,Regular,Paid Search,2022-11-22,Active,true,2022-11-22 00:00:00,,true,CRM,2022-11-22 05:11:39,2022-11-22 22:59:57,eric.horton058@analytics.example.com
720522,CUST-0000720522,Miranda,Wheeler,Female,1944-09-02,78,65+,miranda.wheeler.720522@yahoo.com,Brazil,BRA,South America,South America,Sergiomouth,Tennessee,99637,BRL,Regular,Email,2022-11-23,Active,false,2022-11-23 00:00:00,,true,Mobile,2022-11-23 16:50:53,2022-11-23 07:54:26,brandi.carter038@dataops.example.com
720523,CUST-0000720523,Raven,Clark,Male,2000-05-19,22,18-24,raven.clark.720523@gmail.com,Spain,ESP,Europe,Southern Europe,Port Ryan,Delaware,20994,EUR,Regular,Organic,2022-11-18,Active,true,2022-11-18 00:00:00,,true,Web,2022-11-18 03:30:23,2022-11-18 00:46:38,ryan.steele043@commerce.example.com
720524,CUST-0000720524,James,Moore,Female,1973-11-23,48,45-54,james.moore.720524@hotmail.com,Italy,ITA,Europe,Southern Europe,Thomasport,New Jersey,76268,EUR,Regular,Organic,2022-11-05,Active,false,2022-11-05 00:00:00,,true,Mobile,2022-11-05 08:57:15,2022-11-05 18:07:33,michael.berger060@platform.example.com
720525,CUST-0000720525,Martin,Sanders,Prefer not to say,1957-08-11,65,65+,martin.sanders.720525@gmail.com,Japan,JPN,Asia,Eastern Asia,Smithton,Alabama,20050,JPY,New,Organic,2022-11-14,Active,true,2022-11-14 00:00:00,,true,Mobile,2022-11-14 17:52:15,2022-11-14 08:55:28,yesenia.arnold040@platform.example.com
720526,CUST-0000720526,Dustin,Hawkins,Prefer not to say,1983-05-11,39,35-44,dustin.hawkins.720526@hotmail.com,Spain,ESP,Europe,Southern Europe,Lake Pamela,Texas,71279,EUR,Regular,Paid Search,2022-11-30,Active,true,2022-11-30 00:00:00,,true,Web,2022-11-30 14:41:22,2022-11-30 23:28:48,yolanda.vasquez005@platform.example.com
720527,CUST-0000720527,Jeremy,Davis,Male,1989-06-08,33,25-34,jeremy.davis.720527@yahoo.com,United States,USA,North America,Northern America,Port Veronica,New Jersey,40941,USD,Regular,Organic,2022-11-22,Active,true,2022-11-22 00:00:00,,true,Marketplace,2022-11-22 12:51:07,2022-11-22 21:53:34,brandi.carter038@dataops.example.com
720528,CUST-0000720528,Briana,Miller,Non-binary,1954-07-28,68,65+,briana.miller.720528@yahoo.com,United Kingdom,GBR,Europe,Northern Europe,Robertport,Tennessee,17626,GBP,Premium,Direct,2022-11-24,Active,false,2022-11-24 00:00:00,,true,Web,2022-11-24 18:21:56,2022-11-24 21:21:39,kevin.mathews014@analytics.example.com
720529,CUST-0000720529,Brittany,Schultz,Prefer not to say,1942-10-24,80,65+,brittany.schultz.720529@gmail.com,Italy,ITA,Europe,Southern Europe,East Steven,Tennessee,14373,EUR,New,Direct,2022-11-15,Inactive,false,2022-11-15 00:00:00,,true,Mobile,2022-11-15 14:28:32,2022-11-15 17:06:50,micheal.chen050@dataops.example.com
