review_record_id,review_id,customer_id,product_id,order_id,rating,review_title,review_text,verified_purchase,helpful_votes,review_timestamp,country_code,region_name,sentiment,created_at,created_by
,REV-202111-0000000000,CUST-0000443994,PROD-0000236550,ORD-202111-0000002730,5,Great product,These usually again shake night piece. Executive ability stuff difference including beautiful.,true,24,2021-11-23 23:03:08,CAN,Europe,Positive,2021-11-23 23:03:08,john.mullins109@commerce.example.com
,REV-202111-0000000001,CUST-0000441120,PROD-0000246909,ORD-202111-0000001824,5,Fast delivery,Decision fire stop claim.,true,10,2021-11-13 04:58:11,SGP,North America,Positive,2021-11-13 04:58:11,michelle.bender024@analytics.example.com
,REV-202111-0000000002,CUST-0000434997,PROD-0000247490,ORD-202111-0000007245,4,Not as expected,Report affect reason fast article safe.,false,10,2021-11-19 10:11:29,FRA,Asia,Positive,2021-11-19 10:11:29,troy.boone097@platform.example.com
,REV-202111-0000000003,CUST-0000450882,PROD-0000238641,ORD-202111-0000006107,5,Average experience,Series some poor different in power soon sure.,true,1,2021-11-19 16:47:31,FRA,North America,Positive,2021-11-19 16:47:31,kelsey.taylor010@platform.example.com
,REV-202111-0000000004,CUST-0000456433,PROD-0000239275,ORD-202111-0000000531,4,Could be better,Whether office production modern.,true,0,2021-11-24 15:04:23,FRA,North America,Positive,2021-11-24 15:04:23,anita.garcia021@dataops.example.com
,REV-202111-0000000005,CUST-0000452129,PROD-0000241031,ORD-202111-0000008393,2,Could be better,Traditional ask improve deal foreign building vote. Name student feeling onto moment success. Speech consumer year fast performance fast international.,true,1,2021-11-17 11:57:19,GBR,Europe,Negative,2021-11-17 11:57:19,christine.carter078@commerce.example.com
,REV-202111-0000000006,CUST-0000436016,PROD-0000241801,ORD-202111-0000003237,5,Highly recommended,Democrat treat movie industry herself rest his. Look reality protect Mrs Mr teach teacher. Call just exactly reality range. Wish ok debate every majority fire its.,true,0,2021-11-28 07:27:26,AUS,Asia,Positive,2021-11-28 07:27:26,eric.mullen052@dataops.example.com
,REV-202111-0000000007,CUST-0000451393,PROD-0000242293,ORD-202111-0000004670,5,Great product,Land and speak hold.,true,7,2021-11-10 06:28:32,SGP,Asia,Positive,2021-11-10 06:28:32,taylor.cunningham023@commerce.example.com
,REV-202111-0000000008,CUST-0000434566,PROD-0000241053,ORD-202111-0000007606,2,Highly recommended,Relate food discussion newspaper politics so. Big morning south stay central. Either short teach game. Prepare at project woman. Mother compare machine hour fill than then.,true,13,2021-11-17 05:19:27,NLD,Europe,Negative,2021-11-17 05:19:27,james.proctor094@dataops.example.com
,REV-202111-0000000009,CUST-0000455229,PROD-0000233596,ORD-202111-0000008448,3,Worth the money,Up total stay both room. Image might professional. Administration soon reality nation trip. Wish surface friend star. Type situation character whole all.,true,1,2021-11-23 13:06:22,SGP,North America,Neutral,2021-11-23 13:06:22,victor.palmer071@platform.example.com
,REV-202111-0000000010,CUST-0000447899,PROD-0000242871,ORD-202111-0000008110,4,Worth the money,Ability far fine Mrs position rich bad. Recently teacher finally.,true,13,2021-11-19 12:54:55,ARE,South America,Positive,2021-11-19 12:54:55,joann.clark089@commerce.example.com
,REV-202111-0000000011,CUST-0000457869,PROD-0000242793,ORD-202111-0000002769,4,Average experience,Hotel candidate worker sea.,true,14,2021-11-12 13:10:04,JPN,Asia,Positive,2021-11-12 13:10:04,stephen.clark001@analytics.example.com
,REV-202111-0000000012,CUST-0000450458,PROD-0000237451,ORD-202111-0000008027,4,Not as expected,Trade news cut everybody major keep.,true,8,2021-11-14 19:36:06,DEU,Europe,Positive,2021-11-14 19:36:06,jennifer.bauer068@analytics.example.com
,REV-202111-0000000013,CUST-0000440205,PROD-0000245198,ORD-202111-0000008101,5,Fast delivery,Between arrive recently difference statement. Fill sport individual add. Fish where agreement fear message trade wind.,true,10,2021-11-01 09:31:11,FRA,North America,Positive,2021-11-01 09:31:11,tiffany.freeman101@analytics.example.com
,REV-202111-0000000014,CUST-0000456167,PROD-0000244543,ORD-202111-0000000413,3,Not as expected,Control benefit animal cover guy. Enter often business fly. Coach glass turn already pass eat.,true,14,2021-11-23 05:48:00,MEX,Asia,Neutral,2021-11-23 05:48:00,susan.rice083@commerce.example.com
,REV-202111-0000000015,CUST-0000440018,PROD-0000236078,ORD-202111-0000005899,4,Highly recommended,The responsibility key matter certainly. Thousand song toward many environment amount base. Data security program language box.,false,5,2021-11-26 23:39:58,SGP,Europe,Positive,2021-11-26 23:39:58,megan.cunningham013@commerce.example.com
,REV-202111-0000000016,CUST-0000431633,PROD-0000242892,ORD-202111-0000008085,5,Worth the money,Attention follow more southern onto successful sister.,true,12,2021-11-05 23:51:24,IND,Asia,Positive,2021-11-05 23:51:24,michael.johnson061@platform.example.com
