session_record_id,session_id,customer_id,session_start,session_end,session_duration_seconds,country_name,country_code,region_name,currency_code,platform,device_type,operating_system,browser,traffic_source,traffic_medium,campaign_id,landing_page,exit_page,is_new_customer,is_new_session,created_at,created_by
,SES-202105-0000000000,CUST-0000299496,2021-05-02 09:01:31,2021-05-02 09:04:49,198,United States,USA,North America,USD,Mobile Web,Laptop,iOS,Chrome,Google,cpc,CAMP-2021-0036,/home,/search,true,true,2021-05-02 09:01:31,eric.mullen052@dataops.example.com
,SES-202105-0000000001,CUST-0000299003,2021-05-25 21:15:22,2021-05-25 21:18:50,208,Netherlands,NLD,Europe,EUR,Web,Mobile,iOS,Chrome,Direct,referral,,/search,/product,true,true,2021-05-25 21:15:22,alyssa.richards002@commerce.example.com
,SES-202105-0000000002,CUST-0000308777,2021-05-21 04:58:45,2021-05-21 05:00:57,132,Canada,CAN,North America,CAD,Web,Laptop,ChromeOS,Safari,Bing,organic,,/offers,/search,false,false,2021-05-21 04:58:45,andrea.cummings039@platform.example.com
,SES-202105-0000000003,CUST-0000300722,2021-05-10 21:42:18,2021-05-10 21:44:47,149,Netherlands,NLD,Europe,EUR,iOS,Desktop,Windows,Samsung Internet,YouTube,cpc,,/category,/home,false,false,2021-05-10 21:42:18,tina.williams074@commerce.example.com
,SES-202105-0000000004,CUST-0000304384,2021-05-18 10:10:16,2021-05-18 10:11:06,50,Spain,ESP,Europe,EUR,Mobile Web,Laptop,macOS,Firefox,Direct,organic,CAMP-2021-0002,/category,/checkout,false,true,2021-05-18 10:10:16,timothy.cameron104@commerce.example.com
,SES-202105-0000000005,CUST-0000312520,2021-05-03 20:06:02,2021-05-03 20:06:21,19,Netherlands,NLD,Europe,EUR,Web,Mobile,iOS,Safari,Google,referral,,/sale,/product,false,false,2021-05-03 20:06:02,peter.martinez098@platform.example.com
,SES-202105-0000000006,CUST-0000314043,2021-05-23 20:11:26,2021-05-23 20:14:20,174,Netherlands,NLD,Europe,EUR,Web,Mobile,macOS,Edge,Google,referral,,/offers,/checkout,false,false,2021-05-23 20:11:26,john.mullins109@commerce.example.com
,SES-202105-0000000007,CUST-0000299635,2021-05-05 05:32:25,2021-05-05 05:40:07,462,Italy,ITA,Europe,EUR,Web,Tablet,ChromeOS,Samsung Internet,Google,cpc,,/search,/home,false,true,2021-05-05 05:32:25,micheal.chen050@dataops.example.com
,SES-202105-0000000008,CUST-0000314966,2021-05-02 03:49:07,2021-05-02 03:53:45,278,Italy,ITA,Europe,EUR,Web,Laptop,iOS,Samsung Internet,Bing,affiliate,,/home,/search,false,false,2021-05-02 03:49:07,peter.martinez098@platform.example.com
,SES-202105-0000000009,CUST-0000307804,2021-05-17 09:26:51,2021-05-17 09:28:07,76,United States,USA,North America,USD,Web,Desktop,Windows,Samsung Internet,Google,affiliate,,/offers,/product,false,false,2021-05-17 09:26:51,jason.franklin045@dataops.example.com
,SES-202105-0000000010,CUST-0000309804,2021-05-01 06:19:45,2021-05-01 06:20:31,46,Australia,AUS,Oceania,AUD,Mobile Web,Mobile,iOS,Edge,Affiliate,cpc,,/home,/product,false,false,2021-05-01 06:19:45,brandon.yu006@analytics.example.com
,SES-202105-0000000011,CUST-0000307740,2021-05-24 18:29:05,2021-05-24 18:33:45,280,India,IND,Asia,INR,Android,Desktop,Linux,Samsung Internet,Email,affiliate,,/sale,/product,true,true,2021-05-24 18:29:05,michelle.sims041@analytics.example.com
,SES-202105-0000000012,CUST-0000305312,2021-05-22 16:38:30,2021-05-22 16:40:26,116,Canada,CAN,North America,CAD,Web,Desktop,Windows,Firefox,Email,organic,CAMP-2021-0019,/category,/search,false,false,2021-05-22 16:38:30,michelle.sims041@analytics.example.com
,SES-202105-0000000013,CUST-0000306195,2021-05-19 14:21:15,2021-05-19 14:33:28,733,United Kingdom,GBR,Europe,GBP,iOS,Desktop,Windows,Samsung Internet,Organic,cpc,CAMP-2021-0031,/category,/search,false,false,2021-05-19 14:21:15,jason.franklin045@dataops.example.com
