shipment_record_id,shipment_id,order_id,warehouse_id,country_code,region_name,carrier,shipping_method,shipment_status,shipped_timestamp,estimated_delivery_date,actual_delivery_timestamp,delivery_attempts,delivery_country,created_at,created_by
,SHP-202505-0000000000,ORD-202505-0000001597,WH-00173,ESP,Europe,Royal Mail,Same Day,Delivered,2025-05-27 17:47:04,2025-06-06,2025-06-03 05:47:04,1,Canada,2025-05-27 17:47:04,michael.johnson061@platform.example.com
,SHP-202505-0000000001,ORD-202505-0000007184,WH-00114,CAN,Europe,Royal Mail,Standard,Shipped,2025-05-23 05:32:13,2025-05-25,,2,United Kingdom,2025-05-23 05:32:13,adam.gordon030@commerce.example.com
,SHP-202505-0000000002,ORD-202505-0000003069,WH-00247,ESP,North America,UPS,Standard,In Transit,2025-05-16 23:28:51,2025-05-20,,2,Japan,2025-05-16 23:28:51,ashley.marks069@commerce.example.com
,SHP-202505-0000000003,ORD-202505-0000005580,WH-00171,JPN,Europe,USPS,Economy,Delivered,2025-05-11 23:03:30,2025-05-21,2025-05-23 10:03:30,1,Germany,2025-05-11 23:03:30,jonathan.jimenez057@platform.example.com
,SHP-202505-0000000004,ORD-202505-0000002214,WH-00064,GBR,Europe,DHL,Economy,Delivered,2025-05-08 19:49:11,2025-05-18,2025-05-20 22:49:11,2,France,2025-05-08 19:49:11,peter.martinez098@platform.example.com
,SHP-202505-0000000005,ORD-202505-0000002935,WH-00049,GBR,Europe,FedEx,Standard,In Transit,2025-05-16 20:32:19,2025-05-21,,1,Spain,2025-05-16 20:32:19,tara.hansen055@dataops.example.com
,SHP-202505-0000000006,ORD-202505-0000003370,WH-00233,JPN,Europe,DHL,Standard,Delivered,2025-05-03 00:17:33,2025-05-11,2025-05-16 03:17:33,2,Brazil,2025-05-03 00:17:33,susan.rice083@commerce.example.com
,SHP-202505-0000000007,ORD-202505-0000004053,WH-00138,MEX,North America,FedEx,Same Day,Delivered,2025-05-30 23:11:02,2025-06-05,2025-06-04 00:11:02,2,Mexico,2025-05-30 23:11:02,maria.ashley046@analytics.example.com
,SHP-202505-0000000008,ORD-202505-0000004848,WH-00075,ITA,Europe,UPS,Standard,Delivered,2025-05-10 11:26:11,2025-05-12,2025-05-22 19:26:11,1,Singapore,2025-05-10 11:26:11,brian.banks011@platform.example.com
,SHP-202505-0000000009,ORD-202505-0000006303,WH-00052,ITA,Europe,DPD,Standard,Delivered,2025-05-06 17:57:29,2025-05-14,2025-05-14 03:57:29,2,Netherlands,2025-05-06 17:57:29,jason.franklin045@dataops.example.com
,SHP-202505-0000000010,ORD-202505-0000000397,WH-00250,SGP,North America,DHL,Same Day,In Transit,2025-05-25 15:40:58,2025-05-30,,2,Singapore,2025-05-25 15:40:58,andrea.cummings039@platform.example.com
,SHP-202505-0000000011,ORD-202505-0000004304,WH-00181,ITA,North America,Royal Mail,Express,Delivered,2025-05-23 20:09:38,2025-05-29,2025-06-03 23:09:38,1,Spain,2025-05-23 20:09:38,ryan.steele043@commerce.example.com
,SHP-202505-0000000012,ORD-202505-0000005102,WH-00184,ARE,Europe,UPS,Economy,In Transit,2025-05-31 13:34:31,2025-06-05,,1,Italy,2025-05-31 13:34:31,taylor.cunningham023@commerce.example.com
,SHP-202505-0000000013,ORD-202505-0000004876,WH-00116,ITA,Europe,DHL,Economy,Delivered,2025-05-10 22:22:55,2025-05-13,2025-05-19 10:22:55,1,Spain,2025-05-10 22:22:55,kimberly.harmon088@commerce.example.com
,SHP-202505-0000000014,ORD-202505-0000004862,WH-00101,MEX,Asia,DPD,Standard,Delivered,2025-05-01 19:04:05,2025-05-09,2025-05-12 22:04:05,2,Singapore,2025-05-01 19:04:05,adam.gordon030@commerce.example.com
,SHP-202505-0000000015,ORD-202505-0000003213,WH-00228,ARE,Asia,USPS,Economy,In Transit,2025-05-30 15:37:53,2025-06-09,,1,United Arab Emirates,2025-05-30 15:37:53,arthur.ortiz082@platform.example.com
