exchange_rate_id,rate_date,base_currency,target_currency,exchange_rate,rate_source,rate_type,created_at,created_by
,2026-05-24,JPY,INR,0.2693251255,Reuters,Daily,2026-05-24 00:18:22,jennifer.hudson020@analytics.example.com
,2026-05-11,INR,AUD,1.0386142755,ECB,Daily,2026-05-11 06:07:40,linda.daniels047@dataops.example.com
,2026-05-29,BRL,GBP,1.2004540107,Internal FX,Spot,2026-05-29 20:37:44,oscar.owens072@analytics.example.com
,2026-05-15,EUR,MXN,1.179866656,Reuters,Closing,2026-05-15 05:43:37,denise.beck077@analytics.example.com
,2026-05-16,BRL,MXN,3.4288290153,Reuters,Spot,2026-05-16 13:15:31,raymond.pineda079@platform.example.com
,2026-05-21,AED,USD,1.5493224355,Bloomberg,Daily,2026-05-21 15:13:40,russell.miller054@platform.example.com
,2026-05-17,USD,CAD,2.0116557679,Internal FX,Closing,2026-05-17 01:16:16,joseph.johnson049@dataops.example.com
,2026-05-14,EUR,SGD,2.4452185277,ECB,Spot,2026-05-14 15:38:09,chelsea.patel065@commerce.example.com
,2026-05-11,USD,MXN,0.7531328739,ECB,Closing,2026-05-11 21:22:03,jimmy.washington028@commerce.example.com
,2026-05-06,AUD,INR,1.1789416457,Reuters,Daily,2026-05-06 14:38:21,brian.banks011@platform.example.com
,2026-05-30,SGD,MXN,2.3231194053,ECB,Daily,2026-05-30 01:17:26,ryan.steele043@commerce.example.com
,2026-05-15,JPY,USD,4.5154104953,ECB,Spot,2026-05-15 13:01:58,brittany.rose019@commerce.example.com
,2026-05-22,INR,CAD,4.5182441725,Bloomberg,Closing,2026-05-22 12:55:23,brittany.rose019@commerce.example.com
,2026-05-04,INR,MXN,0.7138103361,Internal FX,Daily,2026-05-04 07:42:10,tammy.smith009@platform.example.com
,2026-05-01,CAD,JPY,0.4552482829,ECB,Spot,2026-05-01 22:24:58,jennifer.atkins003@platform.example.com
,2026-05-06,SGD,USD,0.4282538457,Bloomberg,Spot,2026-05-06 05:22:35,allen.foster026@dataops.example.com
,2026-05-30,JPY,USD,3.0068396354,ECB,Spot,2026-05-30 10:27:05,jack.smith053@analytics.example.com
,2026-05-11,INR,JPY,2.0542571057,Reuters,Spot,2026-05-11 19:30:45,stephanie.miller092@analytics.example.com
,2026-05-18,EUR,AED,4.8939272012,Bloomberg,Closing,2026-05-18 00:31:02,arthur.ortiz082@platform.example.com
,2026-05-12,BRL,AED,1.5066275799,Reuters,Closing,2026-05-12 13:00:57,jennifer.atkins003@platform.example.com
,2026-05-09,AED,MXN,0.3776739262,Internal FX,Closing,2026-05-09 12:49:05,anita.garcia021@dataops.example.com
,2026-05-28,AED,EUR,2.3636876191,Reuters,Spot,2026-05-28 11:30:25,tammy.smith009@platform.example.com
,2026-05-10,AUD,SGD,4.2282122778,Internal FX,Daily,2026-05-10 05:30:57,samantha.villa073@commerce.example.com
,2026-05-18,GBP,BRL,1.3639548513,Bloomberg,Daily,2026-05-18 16:27:16,rachel.hall062@platform.example.com
,2026-05-13,SGD,BRL,2.7086903464,Internal FX,Daily,2026-05-13 19:21:37,brandi.carter038@dataops.example.com
,2026-05-02,AED,BRL,0.5877651835,Internal FX,Daily,2026-05-02 17:07:24,michael.johnson061@platform.example.com
,2026-05-18,AED,SGD,3.8416269313,Reuters,Spot,2026-05-18 02:46:54,yolanda.vasquez005@platform.example.com
,2026-05-02,JPY,USD,1.4717427352,Internal FX,Daily,2026-05-02 19:07:18,jeffery.miller012@commerce.example.com
,2026-05-16,CAD,SGD,2.0328899178,Bloomberg,Daily,2026-05-16 06:33:04,katelyn.pitts017@commerce.example.com
,2026-05-26,INR,GBP,0.717057426,Bloomberg,Closing,2026-05-26 05:34:29,eric.horton058@analytics.example.com
,2026-05-18,CAD,GBP,1.7239044988,Internal FX,Spot,2026-05-18 23:48:25,brittany.barber031@commerce.example.com
,2026-05-11,JPY,AED,6.2506610659,Reuters,Closing,2026-05-11 13:06:35,michael.brewer084@analytics.example.com
,2026-05-08,INR,USD,2.153510959,ECB,Spot,2026-05-08 18:23:29,yolanda.vasquez005@platform.example.com
,2026-05-24,GBP,EUR,1.0110147135,ECB,Spot,2026-05-24 18:53:04,raymond.davis085@analytics.example.com
