customer_record_id,customer_id,first_name,last_name,gender,date_of_birth,age,age_group,email,country_name,country_code,region_name,sub_region_name,city,state_province,postal_code,currency_code,customer_segment,acquisition_channel,registration_date,customer_status,marketing_opt_in,effective_from,effective_to,is_current,source_system,created_at,updated_at,created_by
2150594,CUST-0002150594,Elizabeth,Kaiser,Non-binary,1967-05-31,59,55-64,elizabeth.kaiser.2150594@hotmail.com,United Arab Emirates,ARE,Asia,Western Asia,East Josephstad,Oklahoma,22169,AED,Regular,Paid Search,2026-07-29,Active,false,2026-07-29 00:00:00,,true,Web,2026-07-29 10:14:25,2026-07-29 17:51:56,ashley.marks069@commerce.example.com
2150595,CUST-0002150595,Christopher,Peters,Female,1981-07-04,44,35-44,christopher.peters.2150595@yahoo.com,United States,USA,North America,Northern America,South John,New York,70541,USD,Regular,Affiliate,2026-07-04,Active,true,2026-07-04 00:00:00,,true,Mobile,2026-07-04 23:39:09,2026-07-04 23:28:15,taylor.cunningham023@commerce.example.com
2150596,CUST-0002150596,Jeremy,Ramirez,Prefer not to say,1974-05-30,52,45-54,jeremy.ramirez.2150596@yahoo.com,France,FRA,Europe,Western Europe,Lisamouth,West Virginia,86465,EUR,Regular,Direct,2026-07-05,Active,false,2026-07-05 00:00:00,,true,Web,2026-07-05 10:25:22,2026-07-05 16:56:59,jennifer.bauer068@analytics.example.com
2150597,CUST-0002150597,Tracy,May,Female,1973-08-11,52,45-54,tracy.may.2150597@yahoo.com,Australia,AUS,Oceania,Australia and New Zealand,Thomasstad,Wyoming,29900,AUD,Regular,Direct,2026-07-23,Inactive,false,2026-07-23 00:00:00,,true,Mobile,2026-07-23 20:08:04,2026-07-23 06:58:15,stephen.clark001@analytics.example.com
2150598,CUST-0002150598,Robert,Lucas,Female,1945-10-17,80,65+,robert.lucas.2150598@hotmail.com,United Arab Emirates,ARE,Asia,Western Asia,South Bryanmouth,Maine,57852,AED,Occasional,Organic,2026-07-24,Active,true,2026-07-24 00:00:00,,true,Mobile,2026-07-24 06:47:19,2026-07-24 14:53:54,megan.cunningham013@commerce.example.com
2150599,CUST-0002150599,Joseph,Chavez,Non-binary,1968-12-17,57,55-64,joseph.chavez.2150599@gmail.com,United States,USA,North America,Northern America,East Melissa,South Carolina,70238,USD,Regular,Paid Search,2026-07-24,Active,true,2026-07-24 00:00:00,,true,Mobile,2026-07-24 14:19:31,2026-07-24 17:28:16,jeffery.miller012@commerce.example.com
2150600,CUST-0002150600,Mitchell,Hernandez,Male,1999-02-05,27,25-34,mitchell.hernandez.2150600@hotmail.com,Mexico,MEX,North America,Central America,Jensenchester,Vermont,66863,MXN,Occasional,Social,2026-07-12,Suspended,true,2026-07-12 00:00:00,,true,Mobile,2026-07-12 05:57:45,2026-07-12 06:58:36,christine.carter078@commerce.example.com
2150601,CUST-0002150601,Krystal,Smith,Prefer not to say,1940-07-03,85,65+,krystal.smith.2150601@yahoo.com,Canada,CAN,North America,Northern America,West Alexfort,Alabama,28661,CAD,Regular,Direct,2026-07-03,Active,true,2026-07-03 00:00:00,,true,CRM,2026-07-03 13:55:30,2026-07-03 02:14:34,brandi.carter038@dataops.example.com
2150602,CUST-0002150602,Matthew,Williams,Prefer not to say,1970-05-31,56,55-64,matthew.williams.2150602@gmail.com,United States,USA,North America,Northern America,Santoschester,Wisconsin,79046,USD,Regular,Organic,2026-07-10,Active,false,2026-07-10 00:00:00,,true,CRM,2026-07-10 11:54:22,2026-07-10 10:29:25,victoria.medina044@dataops.example.com
2150603,CUST-0002150603,Kenneth,Ross,Male,1968-12-26,57,55-64,kenneth.ross.2150603@hotmail.com,United States,USA,North America,Northern America,Port Ronaldchester,Nebraska,58703,USD,Regular,Organic,2026-07-22,Active,false,2026-07-22 00:00:00,,true,Mobile,2026-07-22 00:55:49,2026-07-22 21:05:49,ryan.steele043@commerce.example.com
2150604,CUST-0002150604,Brandon,Johnson,Male,1950-04-03,76,65+,brandon.johnson.2150604@gmail.com,Canada,CAN,North America,Northern America,Garyfurt,New Mexico,14763,CAD,New,Paid Search,2026-07-01,Active,false,2026-07-01 00:00:00,,true,Web,2026-07-01 11:56:33,2026-07-01 22:46:32,joseph.johnson049@dataops.example.com
2150605,CUST-0002150605,Kathleen,Randolph,Non-binary,1942-01-18,84,65+,kathleen.randolph.2150605@yahoo.com,Japan,JPN,Asia,Eastern Asia,Butlerborough,Kansas,57547,JPY,Regular,Organic,2026-07-12,Active,false,2026-07-12 00:00:00,,true,Mobile,2026-07-12 22:13:23,2026-07-12 14:28:46,shawn.baxter004@dataops.example.com
2150606,CUST-0002150606,Sandra,Frey,Prefer not to say,1958-12-14,67,65+,sandra.frey.2150606@yahoo.com,India,IND,Asia,Southern Asia,Michaelburgh,Nevada,61476,INR,Regular,Affiliate,2026-07-01,Active,true,2026-07-01 00:00:00,,true,Web,2026-07-01 13:06:31,2026-07-01 07:00:05,jack.smith053@analytics.example.com
2150607,CUST-0002150607,Carl,Dodson,Non-binary,1981-04-03,45,45-54,carl.dodson.2150607@hotmail.com,India,IND,Asia,Southern Asia,New Alanburgh,Vermont,73773,INR,Occasional,Social,2026-07-22,Active,false,2026-07-22 00:00:00,,true,Mobile,2026-07-22 01:33:34,2026-07-22 13:25:13,samantha.villa073@commerce.example.com
2150608,CUST-0002150608,Charles,Yu,Prefer not to say,1964-12-28,61,55-64,charles.yu.2150608@gmail.com,Singapore,SGP,Asia,South-eastern Asia,West Saraborough,Hawaii,30081,SGD,Regular,Paid Search,2026-07-20,Active,false,2026-07-20 00:00:00,,true,Marketplace,2026-07-20 20:57:51,2026-07-20 22:40:55,oscar.owens072@analytics.example.com
2150609,CUST-0002150609,Ruben,Mills,Male,1942-12-23,83,65+,ruben.mills.2150609@gmail.com,Germany,DEU,Europe,Western Europe,Scottview,Delaware,25065,EUR,Regular,Social,2026-07-04,Active,true,2026-07-04 00:00:00,,true,CRM,2026-07-04 00:05:23,2026-07-04 07:27:14,judy.rogers086@platform.example.com
2150610,CUST-0002150610,Eric,Perkins,Non-binary,1946-10-27,79,65+,eric.perkins.2150610@hotmail.com,Italy,ITA,Europe,Southern Europe,Hayeshaven,New York,59447,EUR,Occasional,Paid Search,2026-07-09,Active,true,2026-07-09 00:00:00,,true,Marketplace,2026-07-09 22:29:45,2026-07-09 09:19:52,timothy.cannon081@analytics.example.com
2150611,CUST-0002150611,Daniel,Knapp,Male,1967-08-17,58,55-64,daniel.knapp.2150611@gmail.com,Japan,JPN,Asia,Eastern Asia,New Lisa,Wyoming,54716,JPY,Regular,Referral,2026-07-08,Active,true,2026-07-08 00:00:00,,true,Mobile,2026-07-08 18:43:43,2026-07-08 17:54:31,jimmy.washington028@commerce.example.com
2150612,CUST-0002150612,Noah,Johnson,Prefer not to say,1998-04-24,28,25-34,noah.johnson.2150612@hotmail.com,Canada,CAN,North America,Northern America,Rubenton,New Jersey,04426,CAD,Occasional,Organic,2026-07-01,Active,true,2026-07-01 00:00:00,,true,CRM,2026-07-01 13:48:20,2026-07-01 19:40:15,alyssa.richards002@commerce.example.com
