exchange_rate_id,rate_date,base_currency,target_currency,exchange_rate,rate_source,rate_type,created_at,created_by
,2023-12-14,BRL,CAD,2.450942704,ECB,Closing,2023-12-14 16:23:09,yesenia.arnold040@platform.example.com
,2023-12-24,INR,USD,1.7894918755,Internal FX,Spot,2023-12-24 20:08:05,jonathan.estrada093@commerce.example.com
,2023-12-12,INR,MXN,0.6732243398,ECB,Spot,2023-12-12 02:36:32,michael.berger060@platform.example.com
,2023-12-09,CAD,BRL,1.3649471643,Internal FX,Spot,2023-12-09 10:38:45,jonathan.estrada093@commerce.example.com
,2023-12-23,USD,JPY,1.2427825687,Bloomberg,Spot,2023-12-23 02:02:44,stephanie.miller092@analytics.example.com
,2023-12-22,INR,EUR,1.1211095113,Bloomberg,Closing,2023-12-22 05:35:30,victoria.medina044@dataops.example.com
,2023-12-05,BRL,CAD,0.590184207,Reuters,Closing,2023-12-05 15:56:26,john.mullins109@commerce.example.com
,2023-12-05,SGD,EUR,1.9152934643,ECB,Spot,2023-12-05 20:18:19,joseph.griffin070@analytics.example.com
,2023-12-20,AUD,MXN,1.6032349224,Internal FX,Daily,2023-12-20 18:46:03,adam.gordon030@commerce.example.com
,2023-12-02,BRL,GBP,0.779008712,Internal FX,Spot,2023-12-02 00:20:52,christine.johnson056@commerce.example.com
,2023-12-27,CAD,AED,1.6740328103,Bloomberg,Closing,2023-12-27 20:06:22,brandi.carter038@dataops.example.com
,2023-12-13,EUR,INR,1.2681580607,Internal FX,Closing,2023-12-13 21:18:34,james.richardson118@dataops.example.com
,2023-12-02,JPY,AUD,1.3014345465,Reuters,Spot,2023-12-02 22:44:06,christopher.reed095@commerce.example.com
,2023-12-31,GBP,CAD,2.9820944309,ECB,Spot,2023-12-31 15:32:40,jennifer.atkins003@platform.example.com
,2023-12-01,AED,GBP,2.1302557671,Internal FX,Daily,2023-12-01 13:56:42,eric.horton058@analytics.example.com
,2023-12-30,MXN,JPY,0.7243355405,Reuters,Closing,2023-12-30 19:31:04,kelsey.taylor010@platform.example.com
,2023-12-27,SGD,MXN,0.2434754846,Internal FX,Closing,2023-12-27 08:13:28,patrick.gonzalez035@dataops.example.com
,2023-12-08,GBP,EUR,0.9885414641,ECB,Daily,2023-12-08 14:02:21,amy.holmes103@dataops.example.com
,2023-12-25,JPY,AUD,2.9145309379,Bloomberg,Spot,2023-12-25 20:02:53,richard.bradshaw051@platform.example.com
,2023-12-22,MXN,CAD,1.4430545838,Internal FX,Daily,2023-12-22 00:50:25,tammy.smith009@platform.example.com
,2023-12-24,MXN,EUR,1.8763370773,Reuters,Closing,2023-12-24 10:58:44,jennifer.atkins003@platform.example.com
,2023-12-07,SGD,EUR,1.3951367769,Bloomberg,Daily,2023-12-07 22:28:29,patrick.gonzalez035@dataops.example.com
,2023-12-30,JPY,AED,1.2304817142,ECB,Spot,2023-12-30 19:30:21,christine.carter112@commerce.example.com
,2023-12-16,JPY,SGD,0.7629720385,Internal FX,Spot,2023-12-16 21:51:35,kelsey.taylor010@platform.example.com
,2023-12-27,INR,GBP,5.9118171261,Reuters,Daily,2023-12-27 08:05:48,craig.johnson106@analytics.example.com
,2023-12-26,BRL,GBP,0.7674339638,Bloomberg,Closing,2023-12-26 11:38:05,christopher.reed095@commerce.example.com
,2023-12-03,EUR,AUD,1.0405213506,Internal FX,Closing,2023-12-03 21:25:11,anita.garcia021@dataops.example.com
,2023-12-22,AUD,INR,1.8187876389,Bloomberg,Daily,2023-12-22 21:37:27,michelle.bender024@analytics.example.com
,2023-12-08,USD,JPY,1.5332467186,ECB,Closing,2023-12-08 00:44:34,megan.cunningham013@commerce.example.com
,2023-12-15,CAD,GBP,0.6605241459,ECB,Spot,2023-12-15 04:01:15,brandi.carter038@dataops.example.com
,2023-12-22,MXN,GBP,0.7713419547,ECB,Daily,2023-12-22 12:31:18,susan.rice083@commerce.example.com
,2023-12-07,JPY,INR,0.488587244,ECB,Spot,2023-12-07 04:07:04,jennifer.shepherd015@analytics.example.com
,2023-12-16,EUR,MXN,1.2023995119,ECB,Daily,2023-12-16 05:48:00,michelle.bender024@analytics.example.com
,2023-12-21,JPY,USD,0.3718373725,Internal FX,Daily,2023-12-21 15:06:44,victoria.medina044@dataops.example.com
,2023-12-11,AED,JPY,1.1320086384,ECB,Closing,2023-12-11 09:16:14,michelle.sims041@analytics.example.com
,2023-12-22,EUR,AUD,2.2492275295,Bloomberg,Spot,2023-12-22 00:34:21,susan.rice083@commerce.example.com
